Time,Block,NR/2023/15216/C,NR/2023/15217/C,NR/2023/14688/F,NR/2023/11739/A,NR/2023/11654/A,NR/2023/15182/D,NR/2023/13859/A,NR/2023/15205/C,NR/2023/11203/A,NR/2023/14688/F/II,NR/2023/13983/F,NR/2023/15191/D,NR/2023/12646/A,NR/2023/15196/C,NR/2023/15213/C,ER/2023/9344/C,NR/2023/15203/C,NR/2023/13573/A,NR/2023/11470/A,ER/2023/9345/C,NR/2023/11328/A,NR/2023/13284/A,NR/2023/13283/A,NR/2023/11458/A,NR/2023/11954/A,NR/2023/15181/D,NR/2023/13983/F/II,NR/2023/15218/C,NR/2023/13858/A,NR/2023/11469/A,NR/2023/15187/D,NR/2023/15190/D,NR/2023/15204/C,NR/2023/11325/A,NR/2023/14187/F,NR/2023/11697/A,NR/2023/11315/A,Total
60,14:45-15:00,0.000000,0.000000,0.000000,42.490000,152.630000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,8.210000,23.120000,10.090000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,106.260000,0.000000,2.98,0.970000,6.760000,84.520000,84.990000,28.980000,15.940000,0.000000,24.150000,0.970000,0.000000,22.220000,1240.51

61,15:00-15:15,0.000000,0.000000,0.000000,42.490000,152.630000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,8.210000,23.120000,10.090000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,106.260000,0.000000,3.28,0.970000,6.760000,84.520000,84.990000,28.980000,15.940000,0.000000,24.150000,0.970000,0.000000,22.220000,1240.81

62,15:15-15:30,0.000000,0.000000,0.000000,42.490000,152.630000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,8.210000,23.120000,10.090000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,106.260000,0.000000,1.35,0.970000,6.760000,84.520000,84.990000,28.980000,15.940000,0.000000,24.150000,0.970000,0.000000,22.220000,1238.88

63,15:30-15:45,0.000000,0.000000,0.000000,42.490000,41.150000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,8.210000,23.120000,10.090000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,106.260000,0.000000,0.98,0.970000,6.760000,84.520000,84.990000,28.980000,15.940000,0.000000,24.150000,0.970000,0.000000,22.220000,1127.03

64,15:45-16:00,0.000000,0.000000,0.000000,42.490000,43.860000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,8.210000,23.120000,10.090000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,106.260000,0.000000,0.67,0.970000,6.760000,84.520000,84.990000,28.980000,15.940000,0.000000,24.150000,0.970000,0.000000,22.220000,1129.43

65,16:00-16:15,0.000000,0.000000,0.000000,42.490000,43.100000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,8.210000,23.120000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,106.260000,0.000000,0.71,0.820000,6.760000,84.520000,84.990000,28.980000,15.940000,0.000000,24.150000,3.860000,0.000000,22.220000,1128.42

66,16:15-16:30,0.000000,0.000000,0.000000,42.490000,43.530000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,8.210000,23.120000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,106.260000,0.000000,1.13,0.820000,6.760000,84.520000,84.990000,28.980000,15.940000,0.000000,24.150000,3.860000,0.000000,22.220000,1129.27

67,16:30-16:45,0.000000,0.000000,0.000000,42.490000,45.590000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,8.210000,23.120000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,106.260000,0.000000,0.73,0.820000,6.760000,84.520000,84.990000,28.980000,15.940000,0.000000,24.150000,3.860000,0.000000,22.220000,1130.93

68,16:45-17:00,0.000000,0.000000,0.000000,42.490000,46.290000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,8.210000,23.120000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,106.260000,0.000000,1.02,0.820000,6.760000,84.520000,84.990000,28.980000,15.940000,0.000000,24.150000,3.860000,0.000000,22.220000,1131.92

69,17:00-17:15,0.000000,0.000000,0.000000,42.490000,46.290000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,48.300000,0.000000,1.34,0.820000,6.760000,84.520000,84.990000,0.000000,0.000000,0.000000,24.150000,3.860000,0.000000,22.220000,998.03

70,17:15-17:30,0.000000,0.000000,0.000000,42.490000,46.290000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,48.300000,0.000000,0.99,0.820000,6.760000,84.520000,84.990000,0.000000,0.000000,0.000000,24.150000,3.860000,0.000000,22.220000,997.68

71,17:30-17:45,0.000000,0.000000,0.000000,42.490000,46.290000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,48.300000,0.000000,1.04,0.820000,6.760000,84.520000,84.990000,0.000000,0.000000,0.000000,24.150000,3.860000,0.000000,22.220000,997.73

72,17:45-18:00,0.000000,0.000000,0.000000,42.490000,46.290000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,24.150000,48.300000,0.000000,0.87,0.820000,6.760000,84.520000,84.990000,0.000000,0.000000,0.000000,24.150000,3.860000,0.000000,22.220000,997.56

73,18:00-18:15,0.000000,0.000000,0.000000,42.490000,46.290000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0.6,0.870000,6.760000,84.520000,84.990000,0.000000,0.000000,0.000000,24.150000,3.860000,0.000000,22.220000,1009.64

74,18:15-18:30,0.000000,0.000000,0.000000,42.490000,46.290000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0.33,0.870000,6.760000,84.520000,84.990000,0.000000,0.000000,0.000000,24.150000,3.860000,0.000000,22.220000,1009.37

75,18:30-18:45,0.000000,0.000000,0.000000,42.490000,46.290000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0.14,0.870000,6.760000,84.520000,84.990000,0.000000,0.000000,0.000000,24.150000,3.860000,0.000000,22.220000,1009.18

76,18:45-19:00,0.000000,0.000000,0.000000,42.490000,46.290000,193.200000,188.370000,0.000000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,0.000000,0.000000,62.790000,21.240000,0.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0,0.870000,6.760000,84.520000,84.990000,0.000000,0.000000,0.000000,24.150000,3.860000,0.000000,22.220000,1009.04

77,19:00-19:15,0.000000,48.300000,0.000000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,50.000000,67.620000,62.790000,21.240000,150.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,0.000000,24.150000,3.860000,0.000000,22.220000,1363.65

78,19:15-19:30,0.000000,48.300000,0.000000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,50.000000,67.620000,62.790000,21.240000,150.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,41.540000,24.150000,3.860000,0.000000,22.220000,1405.19

79,19:30-19:45,0.000000,48.300000,0.000000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,50.000000,67.620000,62.790000,21.240000,150.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,84.040000,24.150000,3.860000,0.000000,22.220000,1447.69

80,19:45-20:00,0.000000,48.300000,0.000000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,50.000000,67.620000,62.790000,21.240000,150.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,139.100000,24.150000,3.860000,0.000000,22.220000,1502.75

81,20:00-20:15,0.000000,48.300000,0.000000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,50.000000,67.620000,62.790000,21.240000,150.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,196.100000,24.150000,3.860000,0.000000,22.220000,1559.75

82,20:15-20:30,0.000000,48.300000,0.000000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,50.000000,67.620000,62.790000,21.240000,150.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,241.500000,24.150000,3.860000,0.000000,22.220000,1605.15

83,20:30-20:45,0.000000,48.300000,0.000000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,24.150000,0.000000,0.000000,0.000000,7.060000,0.000000,50.000000,67.620000,62.790000,21.240000,150.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,290.770000,24.150000,3.860000,0.000000,22.220000,1654.42

84,20:45-21:00,0.000000,48.300000,0.000000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,24.150000,0.000000,0.000000,0.000000,6.060000,0.000000,50.000000,67.620000,62.790000,21.240000,150.000000,48.300000,0.000000,0.000000,48.300000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,364.180000,24.150000,3.860000,0.000000,22.220000,1726.83

85,21:00-21:15,0.000000,48.300000,3.870000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.280000,0.000000,0.000000,0.000000,6.060000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,0.000000,0.000000,91.770000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,408.620000,24.150000,3.860000,0.000000,22.220000,1764.74

86,21:15-21:30,0.000000,48.300000,3.870000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.280000,0.000000,0.000000,0.000000,6.060000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,0.000000,0.000000,91.770000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,454.990000,24.150000,3.860000,0.000000,22.220000,1811.11

87,21:30-21:45,0.000000,48.300000,3.870000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.280000,0.000000,0.000000,0.000000,6.060000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,0.000000,0.000000,91.770000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,497.490000,24.150000,3.860000,0.000000,22.220000,1853.61

88,21:45-22:00,0.000000,48.300000,3.870000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.280000,0.000000,0.000000,0.000000,6.060000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,0.000000,0.000000,91.770000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,523.570000,24.150000,3.860000,0.000000,22.220000,1879.69

89,22:00-22:15,0.000000,48.300000,3.860000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.290000,0.000000,0.000000,23.120000,6.060000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,81.820000,0.000000,91.770000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,449.190000,24.150000,3.860000,35.070000,22.220000,1945.32

90,22:15-22:30,0.000000,48.300000,3.860000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.290000,0.000000,0.000000,23.120000,6.060000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,81.820000,0.000000,91.770000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,485.900000,24.150000,3.860000,35.070000,22.220000,1982.03

91,22:30-22:45,48.300000,48.300000,3.860000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.290000,0.000000,0.000000,23.120000,6.060000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,81.820000,0.000000,91.770000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,505.220000,24.150000,3.860000,35.070000,22.220000,2049.65

92,22:45-23:00,48.300000,48.300000,3.860000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.290000,0.000000,0.000000,23.120000,6.060000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,81.820000,0.000000,91.770000,36.450000,0,0.920000,6.760000,84.520000,84.990000,0.000000,0.000000,510.050000,24.150000,3.860000,35.070000,22.220000,2054.48

93,23:00-23:15,77.280000,48.300000,3.860000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.290000,0.000000,0.000000,23.120000,5.040000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,81.820000,0.000000,91.770000,36.450000,0,0.870000,6.760000,84.520000,84.990000,0.000000,0.000000,510.050000,24.150000,3.860000,35.070000,22.220000,2082.39

94,23:15-23:30,77.280000,8.030000,3.860000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.290000,0.000000,0.000000,23.120000,5.040000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,81.820000,0.000000,91.770000,36.450000,0,0.870000,0.000000,84.520000,84.990000,0.000000,0.000000,495.560000,24.150000,3.860000,35.070000,22.220000,2020.87

95,23:30-23:45,77.280000,0.000000,3.860000,42.490000,46.290000,193.200000,188.370000,38.640000,63.030000,20.290000,0.000000,0.000000,23.120000,5.040000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,81.820000,0.000000,91.770000,36.450000,0,0.870000,0.000000,84.520000,84.990000,0.000000,0.000000,473.340000,24.150000,3.860000,35.070000,22.220000,1990.62

96,23:45-24:00,77.280000,0.000000,3.860000,42.490000,48.220000,193.200000,188.370000,38.640000,63.030000,20.290000,0.000000,0.000000,23.120000,5.040000,0.000000,50.000000,67.620000,62.790000,21.240000,100.000000,48.300000,81.820000,0.000000,91.770000,36.450000,0,0.870000,0.000000,84.520000,84.990000,0.000000,0.000000,441.460000,24.150000,3.860000,35.070000,22.220000,1960.67

