Time,Block,NR/2023/11097/F,NR/2023/10182/A,NR/2023/11986/D,NR/2023/11102/F,NR/2023/11154/F,NR/2023/11104/F,NR/2023/12005/C,NR/2023/11096/F,NR/2023/11984/D,NR/2023/10486/A,NR/2023/11997/C,NR/2023/11995/C,NR/2023/10197/A,NR/2023/11221/F,NR/2023/10181/A,NR/2023/11988/C,NR/2023/11166/F,NR/2023/11367/F,NR/2023/11099/F,NR/2023/11095/F,NR/2023/11998/C,NR/2023/11100/F,NR/2023/11368/F,NR/2023/11343/F,NR/2023/10433/A,NR/2023/11341/F,NR/2023/11985/D,NR/2023/11369/F,Total
83,20:30-20:45,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.390000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,487.22

84,20:45-21:00,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.390000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,487.22

85,21:00-21:15,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.480000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,487.31

86,21:15-21:30,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.480000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,487.31

87,21:30-21:45,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.480000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,487.31

88,21:45-22:00,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.480000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,487.31

89,22:00-22:15,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.580000,49.910000,17.360000,99.830000,29.040000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,484.85

90,22:15-22:30,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.580000,49.910000,17.360000,99.830000,29.040000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,484.85

91,22:30-22:45,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.580000,49.910000,17.360000,99.830000,29.040000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,484.85

92,22:45-23:00,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.580000,49.910000,17.360000,99.830000,29.040000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,484.85

93,23:00-23:15,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.660000,49.910000,17.360000,99.830000,29.040000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,484.93

94,23:15-23:30,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.660000,49.910000,17.360000,99.830000,29.040000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,484.93

95,23:30-23:45,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.660000,49.910000,17.360000,99.830000,29.040000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,484.93

96,23:45-24:00,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.660000,49.910000,17.360000,99.830000,29.040000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,484.93

