Column1,Block,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6452,NR/2025/31042/A/93816,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/32455/A/93870,GNA/NR/2025/08/01/6187,NR/2025/32822/C,GNA/NR/2025/08/01/3698,NR/2025/32598/A/93830,NR/2025/32833/C,NR/2025/32836/C,GNA/NR/2025/08/01/4125,NR/2025/32554/A/93808,NR/2025/31047/A/93820,NR/2025/32822/C/Alternate/1,NR/2025/32818/C,NR/2025/32834/C,NR/30092023/26122029/SH-06,NR/2025/29440/A/93409,NR/30092023/31122025/SH-07,NR/2025/31046/A/93818,NR/2025/32702/A/93781,NR/2025/32819/C,NR/2025/31041/A/93815,NR/2025/32610/A/93863,NR/2025/32535/A/93836,NR/2025/32785/C,NR/2025/29992/A/93485,NR/2025/32397/A/93425,NR/2025/32786/C,NR/2025/32556/A/93865,NR/2025/32535/A/93837,NR/2025/31421/A/93883,GNARE/NR/2024/12/20/3668,NR/2025/32262/A/93725,NR/2025/32599/A/93531,NR/2025/32532/A/93832,NR/2025/32770/C,NR/2025/32811/C,NR/2025/32532/A/93833,NR/2025/32534/A/93834,NR/2025/32004/A/93871,NR/2025/32375/A/93879,NR/2025/32534/A/93835,NR/2025/32733/C,NR/2025/32559/A/93864,NR/2025/32854/C,NR/2025/32652/A/93515,NR/2025/32653/A/93513,NR/2025/32837/C,Total
53,13:00-13:15,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.19,0,0,0,0,0,0.39,0,96.67,0,200,0.48,163.85,76.74,0.67,0.29,0,0,0.48,44.33,0,1.16,1.64,1.45,8.83,1454.7100000000003

54,13:15-13:30,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.19,0,0,0,0,0,0.39,0,96.32,0,200,0.48,163.85,76.74,0.67,0.29,0,0,0.48,44.33,0,1.16,1.64,1.45,8.83,1454.3600000000004

55,13:30-13:45,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.19,0,0,0,0,0,0.39,0,97.29,0,200,0.48,163.85,76.74,0.67,0.29,0,0,0.48,44.33,0,1.16,1.64,1.45,8.83,1455.3300000000004

56,13:45-14:00,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.19,0,0,0,0,0,0.39,0,96.95,0,200,0.48,163.85,76.74,0.67,0.29,0,0,0.48,44.33,0,1.16,1.64,1.45,8.83,1454.9900000000002

57,14:00-14:15,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.1,96.38,0,0,96.38,0,0.39,0,96.32,0,200,0.48,163.85,76.74,0.67,0.19,0,0,0.48,44.33,0,1.16,1.64,1.45,8.83,1646.9300000000003

58,14:15-14:30,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.1,96.38,0,0,96.38,0,0.39,0,94.55,0,196,0.48,163.85,76.74,0.67,0.19,0,0,0.48,44.33,0,1.16,1.64,1.45,8.83,1641.1600000000003

59,14:30-14:45,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.1,96.38,0,0,96.38,0,0.39,0,91.77,0,186,0.39,163.85,76.74,0.67,0.19,0,0,0.48,44.33,0,1.16,1.64,1.45,8.83,1628.2900000000004

60,14:45-15:00,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.1,96.38,0,0,96.38,0,0.39,0,87.44,0,175,0.39,163.85,76.74,0.67,0.19,0,0,0.39,44.33,0,1.16,1.64,1.45,8.83,1612.8700000000006

61,15:00-15:15,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.1,96.38,0,0,96.38,0,0.29,0,81.47,0,165,0.39,163.85,76.74,0.67,0.19,0,0,0.39,44.33,0,1.16,1.64,1.45,10.78,1598.7500000000005

62,15:15-15:30,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.1,96.38,0,0,96.38,0,0.39,0,77.44,0,154,0.29,163.85,76.74,0.67,0.19,0,0,0.48,44.33,0,1.16,1.64,1.45,10.78,1583.8100000000004

63,15:30-15:45,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.1,96.38,0,0,96.38,0,0.39,0,72.71,0,144,0.39,163.85,76.74,0.67,0.19,0,0,0.48,44.33,0,1.16,1.64,1.45,10.78,1569.1800000000005

64,15:45-16:00,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,0,0,0,28.98,192.76,14.6,81.92,24.1,24.1,14.6,0,0,0,48.19,24.1,26.96,0.96,26.96,0,0,48.19,0,0,0.1,96.38,0,0,96.38,0,0.29,0,68.88,0,133,0.39,163.85,76.74,0.67,0.19,0,0,0.48,44.33,0,1.16,1.64,1.45,10.78,1554.2500000000005

65,16:00-16:15,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,96.38,0,0,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.96,0.87,26.96,0,0,0,0,24.1,0.1,0,44.33,0,0,24.1,0.29,48.19,59.73,0,123,0.39,0,0,0.67,0.19,76.74,48.19,0.39,0,24.1,0,0,0,10.78,1530.67

66,16:15-16:30,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,96.38,0,0,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.96,0.87,26.96,0,0,0,0,24.1,0.1,0,44.33,0,0,24.1,0.29,48.19,54.54,0,112,0.39,0,0,0.67,0.19,76.74,48.19,0.39,0,24.1,0,0,0,10.78,1514.48

67,16:30-16:45,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,96.38,0,0,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.96,0.87,26.96,0,0,0,0,24.1,0.1,0,44.33,0,0,24.1,0.29,48.19,50.48,0,102,0.39,0,0,0.67,0.19,76.74,48.19,0.48,0,24.1,0,0,0,10.78,1500.51

68,16:45-17:00,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,96.38,0,0,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.96,0.87,26.96,0,0,0,0,24.1,0.1,0,44.33,0,0,24.1,0.39,48.19,44.24,0,88,0.39,0,0,0.67,0.19,76.74,48.19,0.48,0,24.1,0,0,0,8.83,1478.42

69,17:00-17:15,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,96.38,0,0,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.96,0.87,26.96,0,0,0,0,24.1,0.1,0,44.33,8.67,0,24.1,0.39,48.19,38.87,0,74,0.39,0,0,0.67,0.19,76.74,48.19,0.39,0,24.1,0,0,0,8.17,1466.9700000000003

70,17:15-17:30,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,96.38,0,0,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.96,0.87,26.96,0,0,0,0,24.1,0.1,0,44.33,8.67,0,24.1,0.33,48.19,33.56,0,60,0.39,0,0,0.57,0.19,76.74,48.19,0.33,0,24.1,0,0,0,7.89,1447.1599999999999

71,17:30-17:45,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,96.38,0,0,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.96,0.87,26.96,0,0,0,0,24.1,0.1,0,44.33,8.67,0,24.1,0.21,48.19,26.06,0,46,0.39,0,0,0.49,0.19,76.74,48.19,0.28,0,24.1,0,0,0,7.71,1425.23

72,17:45-18:00,81.92,20.48,19.28,81.92,40.96,20.8,15.28,20.48,96.38,0,0,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.96,0.87,26.96,0,0,0,0,24.1,0.1,0,44.33,8.67,0,24.1,0.19,48.19,20.62,0,32,0.39,0,0,0.44,0.19,76.74,48.19,0.25,0,24.1,0,0,0,7.78,1405.76

73,18:00-18:15,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.95,0.87,26.95,0,0,0,0,37.24,0.1,0,44.33,8.67,0,43.8,0.14,48.19,15.9,0,21,0.39,0,0,0.33,0.19,76.74,48.19,0.18,0,43.8,0,0,0,8.6,1408.5900000000004

74,18:15-18:30,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.95,0.87,26.95,0,0,0,0,37.24,0.07,0,44.33,8.67,0,43.8,0.11,48.19,11.78,0,14,0.28,0,0,0.25,0.13,76.74,48.19,0.14,0,43.8,0,0,0,6.25,1394.7700000000002

75,18:30-18:45,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.95,0.87,26.95,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0.1,48.19,6.12,0,11,0,0,0,0.16,0,76.74,48.19,0.1,0,43.8,0,0,0,4.08,1383.32

76,18:45-19:00,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,26.95,0.87,26.95,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0.04,48.19,3.18,0,6,0,0,0,0.09,0,76.74,48.19,0.05,0,43.8,0,0,0,2.61,1373.73

77,19:00-19:15,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,1.84,0,2,0,0,0,0,0,76.74,48.19,0,0,43.8,0,0,0,0,1370.75

78,19:15-19:30,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0.76,0,1,0,0,0,0,0,76.74,48.19,0,0,43.8,0,0,0,0,1368.67

79,19:30-19:45,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0.19,0,0,0,0,0,0,0,76.74,48.19,0,0,43.8,0,0,0,0,1367.1000000000001

80,19:45-20:00,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,0,0,0,0,0,0,0,76.74,48.19,0,0,43.8,0,0,0,0,1366.91

81,20:00-20:15,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,76.74,48.19,0,0,43.8,0,0,0,0,1421.1200000000001

82,20:15-20:30,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,76.74,48.19,0,0,43.8,0,0,0,0,1421.1200000000001

83,20:30-20:45,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,76.74,48.19,0,0,43.8,0,0,0,0,1421.1200000000001

84,20:45-21:00,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,76.74,48.19,0,0,43.8,0,0,0,0,1421.1200000000001

85,21:00-21:15,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.4

86,21:15-21:30,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.4

87,21:30-21:45,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.4

88,21:45-22:00,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.4

89,22:00-22:15,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.4

90,22:15-22:30,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.4

91,22:30-22:45,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.4

92,22:45-23:00,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.92,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.4

93,23:00-23:15,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.87,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.3500000000001

94,23:15-23:30,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.87,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.3500000000001

95,23:30-23:45,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.87,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.3500000000001

96,23:45-24:00,33.73,20.48,0,81.92,40.96,20.8,0,20.48,96.38,0,48.19,28.98,192.76,14.6,81.92,0,0,14.6,163.85,96.38,0,0,0,29.5,0.87,29.5,0,0,0,0,37.24,0,0,44.33,8.67,0,43.8,0,48.19,0,54.21,0,0,0,0,0,0,106.02,48.19,0,0,43.8,0,0,0,0,1450.3500000000001

