Column1,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/1868,GNA/WR/2024/11/01/4200,GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/9042,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/9061,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/27052033/DIAPL(L_NR_2023_04)
79,19:30-19:45,260.53,86.56,3.51,26.17,6.77,50,26.17,0,150,0,65.83,17.45,271.33,0,0,26.17,25.74,93.84,3.67,0,31.34,0,10.33,0,12.5,12.5,0,0,6.4,0,37.5,31.33,0,8.72,0,25.74,3.47,2.22,0,0,0,0,0,29.27

80,19:45-20:00,260.53,86.56,3.51,26.17,6.77,50,26.17,0,150,0,65.83,17.45,271.33,0,0,26.17,25.74,93.84,3.67,0,31.34,0,11,0,12.83,12.83,0,0,6.4,0,38.51,31.33,0,8.72,0,25.74,3.47,2.22,0,0,0,0,0,28.76

81,20:00-20:15,204.92,67.68,3.44,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,0,26.17,25.74,93.84,3.67,0,30.66,0,11.33,0,13.17,13.17,0,0,6.4,0,39.49,30.67,0,8.72,0,25.74,3.32,2.22,0,0,0,0,0,28.76

82,20:15-20:30,204.92,67.68,3.44,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,0,26.17,25.74,93.84,3.67,0,30.34,0,12,0,13.33,13.33,0,0,6.4,0,40.01,30.33,0,8.72,0,25.74,3.32,2.22,0,0,0,0,0,28.76

83,20:30-20:45,204.92,67.68,3.44,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,0,26.17,25.74,93.84,3.67,0,30,0,8.33,0,13,13,0,0,6.4,0,39,30,0,8.72,0,25.74,3.32,2.22,0,0,0,0,0,28.76

84,20:45-21:00,204.92,67.68,3.44,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,0,26.17,25.74,93.84,3.67,0,29.34,0,8.67,0,12.5,12.5,0,0,6.4,0,37.5,29.33,0,8.72,0,25.74,3.32,2.22,0,0,0,0,0,28.76

85,21:00-21:15,204.92,67.68,3.28,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,0,26.17,25.76,93.84,3.67,0,25,0,8.33,0,12.33,12.33,0,0,6.4,0,37.01,25,0,8.72,0,25.76,3.09,2.22,0,0,0,0,0,28.76

86,21:15-21:30,204.92,67.68,3.28,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,0,26.17,26.91,93.84,3.67,0,23.66,0,8.33,0,12,12,0,0,6.4,0,36,23.67,0,8.72,0,26.91,3.09,2.22,0,0,0,0,0,28.76

87,21:30-21:45,204.92,67.68,3.28,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,0,26.17,26.91,93.84,3.67,0,22.34,0,8.33,0,9.17,9.17,0,0,6.4,0,27.49,22.33,0,8.72,0,26.91,3.09,2.22,0,0,0,0,0,28.76

88,21:45-22:00,204.92,67.68,3.28,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,0,26.17,26.91,93.84,3.67,0,21,0,8.33,0,9,9,0,0,6.4,0,27,21,0,8.72,0,26.91,3.09,2.22,0,0,0,0,0,28.76

89,22:00-22:15,204.92,67.68,3.28,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,285.39,26.17,25.76,93.84,3.67,0,21.34,0,8.33,0,8.83,8.83,0,0,6.4,0,26.51,21.33,0,8.72,95.12,25.76,2.78,2.17,0,0,0,0,0,29.78

90,22:15-22:30,204.92,67.68,3.28,26.17,6.77,50,26.17,0,200,0,69.96,17.45,271.33,0,285.39,26.17,25.76,93.84,3.67,0,21.66,0,8.33,0,8.67,8.67,0,0,6.4,0,25.99,21.67,0,8.72,95.12,25.76,2.78,2.17,0,0,0,0,0,29.78

91,22:30-22:45,204.92,67.68,3.28,26.17,6.77,50,26.17,0,200,0,69.96,17.45,230.3,0,285.39,26.17,20.87,93.84,3.67,0,22,0,8.33,0,8.5,8.5,0,0,6.4,0,25.5,22,0,8.72,95.12,25.76,2.78,2.17,0,0,0,0,0,29.78

92,22:45-23:00,204.92,67.68,3.28,26.17,6.77,50,26.17,0,200,0,69.96,17.45,191.92,0,285.39,26.17,20.87,93.84,3.67,0,22.34,0,8.33,0,8.33,8.33,0,0,6.4,0,25.01,22.33,0,8.72,95.12,25.76,2.78,2.17,0,0,0,0,0,29.78

93,23:00-23:15,204.92,67.68,3.05,26.17,6.77,50,26.17,0,200,0,69.96,17.45,230.3,0,285.39,26.17,20.87,93.84,3.67,0,22.34,0,8.33,0,8.33,8.33,0,0,6.4,0,25.01,22.33,0,8.72,95.12,20.87,2.62,2.17,0,0,0,0,0,29.28

94,23:15-23:30,204.92,67.68,3.05,26.17,6.77,50,26.17,0,200,0,69.96,17.45,191.92,0,285.39,26.17,23.76,93.84,3.67,0,22.34,0,8.33,0,8.33,8.33,0,0,6.4,0,25.01,22.33,0,8.72,95.12,23.76,2.62,2.17,0,0,0,0,0,29.28

95,23:30-23:45,204.92,67.68,3.05,26.17,6.77,50,26.17,0,200,0,69.96,17.45,191.92,0,285.39,26.17,23.76,93.84,3.67,0,22.34,0,8.33,0,8.33,8.33,0,0,6.4,0,25.01,22.33,0,8.72,95.12,23.76,2.62,2.17,0,0,0,0,0,29.28

96,23:45-24:00,204.92,67.68,3.05,26.17,6.77,50,26.17,0,200,0,69.96,17.45,191.92,0,285.39,26.17,23.76,93.84,3.67,0,22.34,0,8.33,0,8.33,8.33,0,0,6.4,0,25.01,22.33,0,8.72,95.12,23.76,2.62,2.17,0,0,0,0,0,29.28

