Column1,Time,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/9257,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/7663,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8964,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/2868,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/8791
63,15:30-15:45,0,151.67,33,53,33,55.24,0,30,10.8,70.53,8.99,48.37,-0,24.18,6.05,193.48,19.35,24.18,48.37,231.01,4.19,10.28,26.85,10.61,26.85,102.99,17.41,10.28,11.58,67.26,30.78,7.95,12.32,100.78,25,75,25,23.84,0,33,30.34,37,18,23,72.98,42.02,48.37,24.18,11.92,62.88,11.93,15.33

64,15:45-16:00,0,135.51,33,51,33,52.23,0,28,10.8,70.53,8.99,48.37,-0,24.18,6.05,193.48,19.35,24.18,48.37,226.47,4.19,9.58,26.85,10.61,26.85,102.99,17.41,9.58,11.58,67.26,30.78,7.4,12.32,100.78,25.83,77.51,25.83,24.67,0,33,27.1,35,17,22,69.04,42.02,48.37,24.18,11.92,62.88,11.93,15.33

65,16:00-16:15,0,122.41,33,47,33,49.02,0,37,10.8,70.53,8.99,48.37,-0,24.18,6.05,193.48,19.35,24.18,48.37,226.72,1.93,8.73,26.85,10.61,26.85,78.8,17.41,8.73,11.58,49.25,30.78,6.75,12.32,100.78,26.67,79.99,26.67,27.16,0,30,24.48,43,22,21,65.1,42.02,48.37,24.18,11.92,62.88,11.93,15.33

66,16:15-16:30,0,112.1,33,45,33,45.58,0,34,10.8,70.53,8.99,48.37,-0,24.18,6.05,193.48,19.35,24.18,48.37,265.42,1.93,7.89,26.85,10.61,26.85,73.34,17.41,7.89,11.58,49.25,30.78,6.09,12.32,100.78,28,84,28,26.97,0,20,22.42,37,18,19,58.8,42.02,48.37,24.18,11.92,62.88,11.93,15.33

67,16:30-16:45,0,111.8,33,37,33,39.87,0,28,10.64,70.53,8.08,48.37,-0,24.18,2.46,193.48,19.35,24.18,48.37,222.5,4.42,7.04,26.85,10.61,26.85,72.88,17.41,7.04,11.58,49.25,31.29,5.44,12.32,100.78,31.17,93.49,31.17,25.39,0,10,22.36,23,12,13,52.5,42.02,48.37,24.18,11.92,62.88,11.93,15.33

68,16:45-17:00,0,99.74,33,33,33,34.16,0,25,10.64,70.53,8.08,48.37,-0,24.18,2.46,193.48,19.35,24.18,48.37,183.81,4.42,6.2,26.85,10.61,26.85,72.88,17.41,6.2,11.58,49.25,31.29,4.79,12.32,100.78,31.67,94.99,31.67,27.87,0,5,19.95,21,11,12,46.2,42.02,48.37,24.18,11.92,62.88,11.93,15.33

69,17:00-17:15,0,91.04,33,22,33,28.49,0,19,10.64,70.53,8.08,48.37,-0,24.18,2.46,193.48,19.35,24.18,48.37,150.44,4.42,5.33,26.64,10.61,28.5,72.88,17.41,5.33,11.58,49.25,31.29,4.12,16.94,100.78,32.5,97.5,32.5,30.67,0,2,18.21,15,7,9,33.91,42.02,48.37,24.18,11.92,62.88,11.93,15.33

70,17:15-17:30,0,76.33,33,18,31,29.74,0,16,10.64,70.53,8.08,48.37,-0,24.18,2.46,193.48,19.35,24.18,48.37,150.44,4.42,4.45,26.64,10.61,28.5,72.88,17.41,4.45,11.58,49.25,31.29,3.44,16.94,100.78,32.5,97.5,32.5,31,0,0,15.27,13,7,8,28.53,42.02,48.37,24.18,11.92,62.88,11.93,15.33

71,17:30-17:45,0,33.33,25.9,13,22.67,26.91,0,13,10.64,70.53,8.08,48.37,-0,24.18,2.46,193.48,19.35,24.18,48.37,150.44,4.42,3.58,26.85,10.61,26.85,55.14,17.41,3.58,11.58,38.7,31.29,2.77,16.94,100.78,33,99,33,31.33,0,0,6.67,10,5,7,13.33,42.02,48.37,24.18,11.92,62.88,11.93,15.33

72,17:45-18:00,0,29.17,17.77,10,15.37,19.5,0,10,10.64,70.53,8.08,48.37,-0,24.18,2.46,193.48,19.35,24.18,48.37,150.44,4.42,2.71,26.85,10.61,26.85,83,17.41,2.71,11.58,44.36,30.78,2.09,16.94,100.78,32.67,97.99,32.67,31.67,0,0,5.83,5,3,6,11.67,42.02,48.37,24.18,11.92,62.88,11.93,15.33

73,18:00-18:15,0,25,0,8,0,17.33,0,7,10.64,70.53,3.87,48.37,-0,24.18,2.46,193.48,0,24.18,48.37,150.44,2.46,2.21,26.8,10.61,26.8,83,17.41,2.21,11.58,41.15,29.26,1.7,17.22,100.78,35,105,35,33,0,0,5,3,2,5,9.1,42.02,48.37,24.18,11.92,62.88,11.93,0

74,18:15-18:30,0,12.5,0,5,0,17.29,0,6,10.64,70.53,3.87,48.37,-0,24.18,2.46,193.48,0,24.18,48.37,150.44,2.46,1.7,26.8,10.61,26.8,83,17.41,1.7,11.58,39.51,29.26,1.32,17.22,100.78,36.17,108.49,36.17,33.33,0,0,2.5,2,1,3,5.32,42.02,48.37,24.18,11.92,62.88,11.93,0

75,18:30-18:45,0,4.17,0,2,0,10.43,0,4,10.64,70.53,3.87,48.37,-0,24.18,2.46,193.48,0,24.18,48.37,150.44,2.46,0,26.8,10.61,26.8,83,17.41,0,11.58,38.7,29.26,0,17.22,100.78,37.17,111.49,37.17,26.13,0,0,0.83,1,0,1,3.53,42.02,48.37,24.18,11.92,62.88,11.93,0

76,18:45-19:00,0,1.67,0,1,0,7.55,0,3,10.64,70.53,3.87,48.37,-0,24.18,2.46,193.48,0,24.18,48.37,193.48,2.46,0,26.8,10.61,26.8,83,17.41,0,11.58,58.69,29.26,0,17.22,100.78,38,114,38,27.2,0,0,0.33,0,0,1,1.26,42.02,48.37,24.18,11.92,62.88,11.93,0

77,19:00-19:15,0,0.83,0,0,0,6.32,0,2,10.64,116.04,10.6,48.37,-0,24.18,6.99,193.48,0,24.18,48.37,232.18,6.99,0,26.8,10.61,26.8,100.75,29.2,0,11.58,69.25,29.26,0,17.4,100.78,25,75,25,20,0,0,0.17,0,0,0,0.23,42.02,48.37,24.18,11.92,62.88,11.93,0

78,19:15-19:30,0,0.01,0,0,0,3.99,0,1,10.64,116.04,10.6,48.37,-0,24.18,6.99,193.48,0,24.18,48.37,273.53,6.99,0,26.8,10.61,26.8,100.75,29.2,0,11.58,69.25,29.26,0,17.4,100.78,25.83,77.51,25.83,20,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

79,19:30-19:45,0,0,0,0,0,0,0,0,10.64,116.04,10.6,48.37,-0,24.18,6.99,193.48,0,24.18,48.37,273.53,6.99,0,26.8,10.61,26.8,100.75,29.2,0,11.58,69.25,29.26,0,17.4,100.78,30.08,90.26,30.08,28.8,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

80,19:45-20:00,0,0,0,0,0,0,0,0,10.64,116.04,10.6,48.37,-0,24.18,6.99,193.48,0,24.18,48.37,273.53,6.99,0,26.8,10.61,26.8,100.75,29.2,0,11.58,69.25,29.26,0,17.4,100.78,31.9,95.68,31.9,29.6,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

81,20:00-20:15,0,0,0,0,0,0,0,0,10.64,116.04,10.6,48.37,-0,24.18,6.99,0,0,24.18,48.37,273.53,6.99,0,26.8,10.61,26.8,100.75,29.2,0,11.58,69.25,28.76,0,17.68,100.78,25.91,77.72,25.91,18.02,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

82,20:15-20:30,0,0,0,0,0,0,0,0,10.64,116.04,10.6,48.37,-0,24.18,6.99,0,0,24.18,48.37,273.53,6.99,0,26.8,10.61,26.8,100.75,29.2,0,11.58,69.25,28.76,0,17.68,100.78,26.02,78.04,26.02,18.2,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

83,20:30-20:45,0,0,0,0,0,0,0,0,10.64,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,5.31,0,26.8,10.61,26.8,98.81,29.2,0,11.58,69.25,28.76,0,17.68,100.78,25.91,77.72,25.91,18.2,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

84,20:45-21:00,0,0,0,0,0,0,0,0,10.64,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,5.31,0,26.8,10.61,26.8,98.81,29.2,0,11.58,69.25,28.76,0,17.68,100.78,25.91,77.72,25.91,18.02,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

85,21:00-21:15,0,0,0,0,0,0,0,0,10.41,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,11.58,87.26,28.26,0,17.87,100.78,18.29,54.86,18.29,14.15,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

86,21:15-21:30,0,0,0,0,0,0,0,0,10.41,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,11.58,87.26,28.26,0,17.87,100.78,18.14,54.39,18.14,14.29,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

87,21:30-21:45,0,0,0,0,0,0,0,0,10.41,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,11.58,87.26,28.26,0,17.87,100.78,18.14,54.39,18.14,22.53,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

88,21:45-22:00,0,0,0,0,0,0,0,0,10.41,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,11.58,87.26,28.26,0,17.87,100.78,18.21,54.64,18.21,22.74,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

89,22:00-22:15,0,0,0,0,0,0,0,0,10.41,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,11.02,87.26,27.75,0,17.87,100.78,18.14,54.39,18.14,16.63,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

90,22:15-22:30,0,0,0,0,0,0,0,0,10.41,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,11.02,87.26,27.75,0,17.87,100.78,17.22,51.64,17.22,16.29,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

91,22:30-22:45,0,0,0,0,0,0,0,0,10.41,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,11.02,87.26,27.75,0,8.15,100.78,13.65,40.95,13.65,19.13,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

92,22:45-23:00,0,0,0,0,0,0,0,0,10.41,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,11.02,87.26,27.75,0,8.15,100.78,13.47,40.41,13.47,18.92,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

93,23:00-23:15,0,0,0,0,0,0,0,0,10.03,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,10.69,87.26,27.25,0,8.15,100.78,13.28,39.86,13.28,18.71,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

94,23:15-23:30,0,0,0,0,0,0,0,0,10.03,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,10.69,87.26,27.25,0,8.15,100.78,13.22,39.68,13.22,17.88,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

95,23:30-23:45,0,0,0,0,0,0,0,0,10.03,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,10.69,87.26,27.25,0,8.15,100.78,18.33,55.01,18.33,19.85,0,0,0,0,0,0,0,42.02,48.37,24.18,11.92,62.88,11.93,0

96,23:45-24:00,0,0,0,0,0,0,0,0,10.03,116.04,15.37,48.37,-0,24.18,10.35,0,0,24.18,48.37,273.53,7.1,0,26.8,10.61,26.8,130.85,29.2,0,10.69,87.26,27.25,0,8.15,100.78,18.33,55.01,18.33,18.89,0,0,0,0,0,0,0,42.02,48.37,24.18,12.19,62.88,11.93,0

