Column1,Block,GNARE/NR/2024/12/20/3668,NR/2025/30082/A/92244,NR/2025/30067/A/92232,NR/2025/32370/C,NR/2025/29440/A/91729,NR/2025/30086/A/92220,NR/2025/30083/A/92222,NR/2025/32371/C,NR/2025/30084/A/92221,NR/2025/29910/A/92225,NR/2025/29353/A/91950,NR/2025/32344/C,NR/2025/29992/A/91829,NR/2025/27975/A/92246,NR/2025/32345/C,NR/2025/27973/A/92247,NR/2025/32321/C,NR/2025/30105/A/92219,NR/2025/32367/C/Alternate/1,NR/2025/29352/A/92259,NR/2025/30121/A/91718,NR/2025/32373/C,NR/2025/32367/C,NR/2025/30101/A/92253,NR/2025/32374/C,NR/2025/32385/C,NR/2025/29915/A/91737,NR/2025/32325/C,NR/2025/32386/C,NR/2025/31780/A/92147,GNA/NR/2025/07/01/8139,NR/2025/32387/C,NR/2025/29167/A/91738,NR/2025/32389/C,NR/2025/32284/C,NR/2025/30217/A/92218,NR/2025/29628/A/92228,NR/2025/29439/A/91830,NR/2025/32343/C,NR/2025/32390/C,NR/2025/32318/C,NR/2025/30191/A/91699,NR/2025/27966/A/92249,NR/2025/28728/A/92161,NR/2025/31870/A/91791,NR/2025/32280/C,NR/2025/27978/A/92257,NR/2025/27965/A/92251,NR/2025/32379/C,NR/2025/31137/A/92187,NR/2025/31136/A/92182,NR/2025/31138/A/92189,NR/2025/29985/A/92149,NR/2025/31420/A/91922,NR/2025/31137/A/92186,NR/2025/31138/A/92188,NR/2025/31347/A/91698,NR/2025/31419/A/91924,NR/2025/31136/A/92183,GNA/NR/2025/07/01/8154,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2786,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,Total
41,10:00-10:15,61.91,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,7.82,0.38,0.19,0.19,123,1.63,0.1,0.1,9.61,1.44,0.48,20.73,26.94,15.23,81.69,134.79,163.39,0,19.22,24.03,26.94,17.57,1597.2000000000005

42,10:15-10:30,65.07,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,7.82,0.38,0.19,0.19,130,1.63,0.19,0.1,9.61,1.44,0.48,20.73,26.94,15.23,81.69,134.79,163.39,0,19.22,24.03,26.94,17.57,1607.4500000000005

43,10:30-10:45,67.97,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,11.52,0.22,0.29,0.12,119,1.63,0.1,0.1,9.61,1.44,0.28,20.73,26.94,15.23,81.69,134.79,163.39,0,19.22,24.03,26.94,17.57,1602.6299999999999

44,10:45-11:00,70.46,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,12.8,0.21,0.19,0.29,126,1.63,0.1,0.1,9.61,1.44,0.36,20.73,26.94,15.23,81.69,134.79,163.39,0,19.22,24.03,26.94,17.57,1613.5400000000002

45,11:00-11:15,72,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,14.07,0.29,0.19,0.38,119,1.63,0.1,0.1,9.61,1.44,0.48,20.73,26.94,15.23,81.69,134.79,163.39,0,19.22,24.03,26.94,17.47,1609.5400000000002

46,11:15-11:30,73.33,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,15.51,0.29,0.19,0.29,119,1.63,0.1,0.1,9.61,1.44,0.48,20.73,26.94,15.23,81.69,134.79,163.39,0,19.22,24.03,26.94,17.47,1612.22

47,11:30-11:45,85.17,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,16.89,0.38,0.29,0.29,126,1.63,0.1,0.1,9.61,1.44,0.48,20.73,26.94,15.23,81.69,134.79,163.39,0,19.22,24.03,26.94,17.29,1632.4500000000003

48,11:45-12:00,85.63,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,18.16,0.38,0.29,0.29,126,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.94,15.23,81.69,134.79,163.39,0,19.22,24.03,26.94,17.29,1634.2800000000002

49,12:00-12:15,86.47,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,19.35,0.38,0.29,0.29,119,1.63,0.19,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,17.29,1629.4200000000003

50,12:15-12:30,85.88,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,19.64,0.38,0.29,0.29,154,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,17.29,1664.03

51,12:30-12:45,91.33,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,19.9,0.38,0.29,0.29,98,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,17.29,1613.74

52,12:45-13:00,90.73,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,20.18,0.38,0.29,0.29,98,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,17.29,1613.4199999999998

53,13:00-13:15,89.94,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,8.8,0.38,0.29,0.29,98,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1597.12

54,13:15-13:30,88.95,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,8.8,0.38,0.29,0.29,98,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1596.13

55,13:30-13:45,87.68,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,8.8,0.38,0.29,0.29,119,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1615.8600000000001

56,13:45-14:00,85.18,0,0,48.06,0,0,0,96.11,0,0,81.69,0,0,0,0,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,10.57,48.06,0,0,8.8,0.38,0.29,0.29,119,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1613.3600000000001

57,14:00-14:15,82.52,0,0,48.06,0,0,0,96.11,0,0,81.69,96.11,0,0,96.11,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,11.53,48.06,0,0,8.8,0.38,0.29,0.29,105,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1789.88

58,14:15-14:30,80.1,0,0,48.06,0,0,0,96.11,0,0,81.69,96.11,0,0,96.11,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,11.53,48.06,0,0,8.8,0.38,0.29,0.38,105,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1787.5500000000002

59,14:30-14:45,79.93,0,0,48.06,0,0,0,96.11,0,0,81.69,96.11,0,0,96.11,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,11.53,48.06,0,0,8.8,0.38,0.29,0.07,95,1.63,0.1,0.1,9.61,1.44,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1777.0700000000002

60,14:45-15:00,77.27,0,0,48.06,0,0,0,96.11,0,0,81.69,96.11,0,0,96.11,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,11.53,48.06,0,0,8.8,0.2,0.29,0.14,91,1.63,0.1,0.1,9.61,1.44,0.35,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1770.0700000000002

61,15:00-15:15,50.98,0,0,48.06,0,0,0,96.11,0,0,81.69,96.11,0,0,96.11,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,11.53,48.06,0,0,10.75,0.17,0.29,0.09,84,1.63,0.1,0.1,9.61,1.44,0.3,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1738.6

62,15:15-15:30,47.92,0,0,48.06,0,0,0,96.11,0,0,81.69,96.11,0,0,96.11,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,11.53,48.06,0,0,10.75,0.21,0.29,0.16,81,1.63,0.1,0.1,9.61,1.44,0.32,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1732.67

63,15:30-15:45,34.67,0,0,48.06,0,0,0,96.11,0,0,81.69,96.11,0,0,96.11,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,11.53,48.06,0,0,10.75,0.26,0.29,0.19,81,1.63,0.1,0.1,9.61,1.44,0.39,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1719.5700000000002

64,15:45-16:00,35.33,0,0,48.06,0,0,0,96.11,0,0,81.69,96.11,0,0,96.11,0,81.69,0,0,28.59,0,76.52,192.22,0,16.57,8.01,0,44.21,24.03,0,0,16.02,0,7.69,6.73,0,0,0,0.96,24.03,48.06,0,0,0,11.53,48.06,0,0,10.75,0.34,0.29,0.17,77,1.63,0.1,0.1,9.61,1.44,0.6,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1716.5

65,16:00-16:15,39.05,48.06,0,0,0.96,24.03,8.01,0,24.03,16.57,81.69,0,44.21,96.11,0,0,0,16.02,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,11.53,0,96.11,0,10.75,0.36,0.29,0.17,98,0,0.1,0.1,9.61,0,0.62,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1897.8099999999995

66,16:15-16:30,36.18,48.06,0,0,0.96,24.03,8.01,0,24.03,16.57,81.69,0,44.21,96.11,0,0,0,16.02,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,11.53,0,96.11,0,10.75,0.37,0.29,0.28,91,0,0.1,0.1,9.61,0,0.57,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1888.0099999999998

67,16:30-16:45,33.89,48.06,0,0,0.96,24.03,8.01,0,24.03,16.57,81.69,0,44.21,96.11,0,0,0,16.02,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,12.49,0,96.11,0,10.75,0.37,0.29,0.37,88,0,0.1,0.1,9.61,0,0.66,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1883.8599999999997

68,16:45-17:00,30.36,48.06,0,0,0.96,24.03,8.01,0,24.03,16.57,81.69,0,44.21,96.11,0,0,0,16.02,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,12.49,0,96.11,0,8.8,0.38,0.29,0.29,77,0,0.1,0.1,9.61,0,0.67,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,13.16,1867.3199999999997

69,17:00-17:15,26.49,48.06,0,0,0.86,24.03,8.01,0,24.03,16.57,81.69,0,44.21,96.11,0,0,0,16.02,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,12.49,0,96.11,0,8.15,0.38,0.29,0.19,70,0,0.19,0.1,0,0,0.58,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,18.67,1851.5000000000002

70,17:15-17:30,22.63,48.06,0,0,0.86,24.03,8.01,0,24.03,16.57,81.69,0,44.21,96.11,0,0,0,16.02,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,12.49,0,96.11,0,7.87,0.38,0.29,0.29,60,0,0.1,0.1,0,0,0.48,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,18.67,1837.2699999999998

71,17:30-17:45,18.71,48.06,0,0,0.86,24.03,8.01,0,24.03,16.57,81.69,0,44.21,96.11,0,0,0,16.02,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,7.69,0.38,0.29,0.29,49,0,0.1,0.1,0,0,0.48,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,18.67,1823.14

72,17:45-18:00,14.71,48.06,0,0,0.86,24.03,8.01,0,24.03,16.57,81.69,0,44.21,96.11,0,0,0,16.02,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,7.69,0.31,0.29,0.23,35,0,0.1,0.1,0,0,0.46,20.73,26.95,15.23,81.69,134.79,163.39,0,19.22,24.03,26.95,18.67,1804.99

73,18:00-18:15,11.57,48.06,0,0,0.86,37.13,12.38,0,37.13,16.57,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,7.69,0.2,0.29,0.15,25,0,0.1,0.1,0,0,0.36,20.73,26.94,0,81.69,134.79,163.39,0,0,24.03,26.94,18.95,1796.6799999999998

74,18:15-18:30,8.49,48.06,0,0,0.86,37.13,12.38,0,37.13,16.57,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,4.07,0.12,0.25,0.07,14,0,0.09,0.09,0,0,0.22,20.73,26.94,0,81.69,134.79,163.39,0,0,24.03,26.94,18.95,1778.62

75,18:30-18:45,4.5,48.06,0,0,0.86,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,4.07,0.08,0.29,0.04,7,0,0.1,0.1,0,0,0.11,20.73,26.94,0,81.69,134.79,163.39,0,0,24.03,26.94,18.95,1770.1599999999999

76,18:45-19:00,1.63,48.06,0,0,0.86,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,2.6,0,0.16,0,5,0,0.11,0.06,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,24.03,26.94,18.95,1763.4299999999998

77,19:00-19:15,0.94,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,1,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.95,1775.5100000000002

78,19:15-19:30,0.4,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.95,1773.9700000000003

79,19:30-19:45,0.1,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.95,1773.67

80,19:45-20:00,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,0,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.95,1773.5700000000002

81,20:00-20:15,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.67,1827.3500000000001

82,20:15-20:30,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.67,1827.3500000000001

83,20:30-20:45,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.67,1827.3500000000001

84,20:45-21:00,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,76.52,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.67,1827.3500000000001

85,21:00-21:15,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.49,1856.3700000000003

86,21:15-21:30,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.49,1856.3700000000003

87,21:30-21:45,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.49,1856.3700000000003

88,21:45-22:00,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,26.94,0,81.69,134.79,163.39,0,0,43.68,26.94,18.49,1856.3700000000003

89,22:00-22:15,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,24.38,0,81.69,134.79,163.39,0,0,43.68,24.38,18.4,1851.1600000000005

90,22:15-22:30,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,13.46,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,24.38,0,81.69,134.79,163.39,0,0,43.68,24.38,18.4,1851.1600000000005

91,22:30-22:45,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,12.49,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,18.25,0,81.69,134.79,163.39,0,0,43.68,18.25,18.4,1837.93

92,22:45-23:00,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,12.49,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,18.25,0,81.69,134.79,163.39,0,0,43.68,18.25,18.4,1837.93

93,23:00-23:15,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,12.49,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,18.25,0,81.69,134.79,163.39,0,0,43.68,18.25,18.21,1837.74

94,23:15-23:30,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,12.49,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,18.25,0,81.69,134.79,163.39,0,0,43.68,18.25,18.21,1837.74

95,23:30-23:45,0,48.06,0,0,0.91,37.13,12.38,0,37.13,19.22,81.69,0,44.21,96.11,0,0,0,24.76,0,28.59,6.73,0,192.22,48.06,0,0,0,0,0,134.55,0,0,54.06,0,0,7.69,105.72,25.07,0,0,0,48.06,96.11,81.69,12.49,0,96.11,0,0,0,0,0,0,0,0,0,0,0,0,20.73,18.25,0,81.69,134.79,163.39,0,0,43.68,18.25,18.21,1837.74

