Block,Time,CHAMERA3,KHSTPP-II,KUDGI,NLCEXP,PARBATI2,RIHAND2,SEWA2,SINGRAULI_HYDRO,AURY_CRF,AURY_LF,CHAMERA1,NAPP,SIMHST1,TEHRIPSP,VALLURNTECL,KOLDAM,NTPL,PARBATI3,SASAN,URI,ANTA_RF,DADRI_CRF,DHAULIGNGA,KGSU3AND4,KISHANGANGA,RAPPD,TALST2,TANDA2,TelanganaSTPP,UNCHAHAR1,AURY_GF,AURY_RF,BSIUL,KKNPPU2,MAPS,NLCTS2EXP,NNTPP,RAPPB,RAPPC,RSTPSU7,SALAL,TANAKPUR,UNCHAHAR2,UNCHAHAR4,DADRI_LF,DADRI_RF,DADRT2,FSTPP I & II,KGSU1AND2,KOTESHWR,RIHAND1,SINGRAULI,URI2,ANTA_CRF,ANTA_LF,DADRI_GF,BRBCL,CHAMERA2,DULHASTI,JHAJJAR,NJPC,NLCIIST1,NLCIIST2,RAMPUR,TALA,UNCHAHAR3,KHSTPP-I,KKNP,RIHAND3,RSTPSU1TO6,SIMHST2,TEHRI,ANTA_GF
54,13:15-13:30,35.09,148.3,0,0,58.05,126.8,0,1.16,0,0,40.29,24.62,0,0,0,10.65,0,59.18,348.98,44.16,49.3,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,6.52,0,0,0,0,0,68.56,0,53.45,11.91,45.62,3.98,0,76.68,690.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,31.75,27.99,45.53,0,132.37,0,0,0,0

55,13:30-13:45,35.09,148.3,0,0,58.05,126.8,0,1.16,0,0,40.29,24.62,0,0,0,10.65,0,59.18,348.98,44.16,49.3,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,69.72,11.91,45.62,3.98,0,76.68,690.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,31.75,27.99,45.53,0,132.37,0,0,0,0

56,13:45-14:00,35.09,148.3,0,0,58.05,126.8,0,1.16,0,0,40.29,24.62,0,0,0,10.65,0,59.18,348.98,44.16,49.3,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,11.91,45.62,3.98,0,76.68,690.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,31.75,27.99,45.53,0,132.37,0,0,0,0

57,14:00-14:15,35.09,148.3,0,0,58.05,126.8,0,1.16,0,0,40.29,24.62,0,0,0,10.65,0,59.18,348.98,44.16,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,11.91,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,31.75,27.99,45.53,0,132.37,0,0,0,0

58,14:15-14:30,35.09,148.3,0,0,58.05,126.8,0,1.16,0,0,40.29,24.62,0,0,0,10.65,0,59.18,348.98,44.16,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,11.91,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,31.75,27.99,45.53,0,132.37,0,0,0,0

59,14:30-14:45,35.09,148.3,0,0,58.05,126.8,0,1.16,0,0,40.29,24.62,0,0,0,10.65,0,59.18,348.98,36.98,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,11.91,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,32.05,27.99,45.53,0,132.37,0,0,0,0

60,14:45-15:00,35.09,148.3,0,0,58.05,126.8,0,1.16,0,0,40.29,24.62,0,0,0,10.65,0,59.18,348.98,36.98,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,11.91,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,32.05,27.99,45.53,0,132.37,0,0,0,0

61,15:00-15:15,35.09,148.3,0,0,58.05,124.26,0,1.16,0,0,40.29,24.62,0,0,0,10.65,0,59.18,348.98,36.98,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,11.91,45.62,3.98,0,76.68,590.85,20.8,0,10.44,91.36,155.58,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,32.34,27.99,45.53,0,129.56,0,0,0,0

62,15:15-15:30,35.09,148.3,0,0,58.05,124.3,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,59.18,348.98,36.98,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,11.91,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,155.58,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,32.34,27.99,45.53,0,129.57,0,0,0,0

63,15:30-15:45,35.09,148.3,0,0,5.28,124.3,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,36.98,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,11.91,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,155.58,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,32.34,27.99,45.53,0,129.57,0,0,0,0

64,15:45-16:00,35.09,148.3,0,0,5.28,124.3,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,36.98,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,11.91,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,155.58,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,32.28,27.99,45.53,0,129.57,0,0,0,0

65,16:00-16:15,35.09,148.3,0,0,0,124.3,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,36.98,47.99,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,5.76,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,150.88,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,30.25,27.99,45.53,0,129.57,0,0,0,0

66,16:15-16:30,35.09,148.3,0,0,0,124.3,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,36.98,47.99,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.5,5.76,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,150.88,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,30.2,27.99,45.53,0,129.57,0,0,0,0

67,16:30-16:45,35.09,148.3,0,0,0,124.3,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,44.16,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,83.2,5.76,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,150.88,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,30.13,27.99,45.53,0,129.57,0,0,0,0

68,16:45-17:00,35.09,148.3,0,0,0,124.3,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,44.16,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,83.2,11.91,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,150.88,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,30.05,27.99,45.53,0,129.57,0,0,0,0

69,17:00-17:15,35.09,148.3,0,0,0,124.31,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,44.16,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,6.52,0,0,0,0,0,68.56,0,83.2,12.81,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,150.86,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,29.96,27.99,45.53,0,129.59,0,0,0,0

70,17:15-17:30,35.09,148.3,0,0,0,124.31,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,44.16,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,6.52,0,0,0,0,0,68.56,0,83.2,12.81,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.03,150.87,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,29.87,27.99,45.53,0,129.56,0,0,0,0

71,17:30-17:45,35.09,148.3,0,0,0,124.27,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,52.36,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,6.52,0,0,0,0,0,68.56,0,83.2,12.81,45.62,3.98,0,76.68,590.85,20.8,0,10.44,92.82,150.85,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,29.69,27.99,45.53,0,129.59,0,0,11.25,0

72,17:45-18:00,35.09,148.3,0,0,0,124.27,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,52.36,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,6.52,0,0,0,0,0,68.56,0,83.2,12.81,45.62,3.98,0,76.68,590.85,20.8,0,10.44,92.34,150.85,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,29.49,27.99,45.53,0,129.56,0,0,11.25,0

73,18:00-18:15,35.09,148.3,0,0,0,124.3,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,52.36,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,83.2,12.81,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,150.88,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,29.26,27.99,45.53,0,129.57,0,0,22.52,0

74,18:15-18:30,35.09,148.3,0,0,0,124.3,0,1.16,0,0,42.15,24.62,0,0,0,10.65,0,0,348.98,52.36,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,83.2,12.81,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,150.88,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,29.02,27.99,45.53,0,129.57,0,0,33.77,0

75,18:30-18:45,35.09,148.3,0,0,0,126.8,0,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,44.16,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,83.2,12.81,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,155.58,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,28.81,27.99,45.53,0,132.37,0,0,45.04,0

76,18:45-19:00,35.09,148.3,0,0,0,126.8,6.31,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,44.16,47.32,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,83.2,12.81,45.62,3.98,0,76.68,590.85,20.8,0,10.44,93.3,155.58,28.16,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,28.67,27.99,45.53,0,132.37,0,0,45.04,0

77,19:00-19:15,35.09,148.3,0,0,0,126.8,12.62,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,44.16,47.6,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,83.2,12.81,45.12,2.48,0,76.68,590.85,20.8,0,20.88,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,28.05,27.99,45.53,0,132.37,0,0,45.04,0

78,19:15-19:30,36.89,148.3,0,0,0,126.8,12.62,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,44.16,47.6,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,83.2,12.81,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,155.58,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,28.11,27.99,45.53,0,132.37,0,0,45.04,0

79,19:30-19:45,36.89,148.3,0,0,0,126.8,19.16,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,44.16,47.99,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,12.81,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,155.58,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,28.28,27.99,45.53,0,132.37,0,0,45.04,0

80,19:45-20:00,36.89,148.3,0,0,0,126.8,19.16,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,44.16,47.99,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,12.81,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,155.58,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,28.52,27.99,45.53,0,132.37,0,0,45.04,0

81,20:00-20:15,36.89,148.3,0,0,0,126.8,19.16,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,38.64,47.99,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,155.58,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,27.81,27.99,45.53,0,132.37,0,0,45.04,0

82,20:15-20:30,36.89,148.3,0,0,0,126.8,19.16,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,38.64,47.99,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,155.58,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,28.11,27.99,45.53,0,132.37,0,0,45.04,0

83,20:30-20:45,36.89,148.3,0,0,0,126.8,19.01,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,38.64,47.99,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,155.58,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,28.11,27.99,45.53,0,132.37,0,0,45.04,0

84,20:45-21:00,36.89,148.3,0,0,0,126.8,19.01,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,38.64,47.99,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,155.58,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,28.25,27.99,45.53,0,132.37,0,0,45.04,0

85,21:00-21:15,36.89,148.3,0,0,0,126.8,19.01,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,38.64,48.64,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,155.58,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,28.4,27.99,45.53,0,132.37,0,0,45.04,0

86,21:15-21:30,35.09,148.3,0,0,0,126.8,19.01,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,38.64,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,6.52,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,31.32,93.3,141.28,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,28.55,27.99,45.53,0,132.37,0,0,45.04,0

87,21:30-21:45,35.09,148.3,0,0,0,126.8,19.01,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,37.53,48.64,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,6.52,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,31.32,93.3,141.28,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,28.69,27.99,45.53,0,132.37,0,0,45.04,0

88,21:45-22:00,36.89,148.3,0,0,0,126.8,19.01,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,37.53,48.64,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,141.28,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,28.84,27.99,45.53,0,132.37,0,0,45.04,0

89,22:00-22:15,36.89,148.3,0,0,0,126.8,19.01,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,36.43,48.91,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,141.28,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,28.99,27.99,45.53,0,132.37,0,0,45.04,0

90,22:15-22:30,36.89,148.3,0,0,0,126.8,19.01,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,36.43,48.91,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,141.28,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,29.14,27.99,45.53,0,132.37,0,0,45.04,0

91,22:30-22:45,36.89,148.3,0,0,0,126.8,19.01,1.16,0,0,42.27,24.62,0,59.06,0,10.65,0,0,348.98,36.43,48.91,0,46.04,0,8.87,25.64,0,7.07,0,21.83,0,80.92,20.46,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,34.81,93.3,155.58,33.8,0,0,0,24.99,51.47,39.74,670.85,182.87,0,0,7.22,29.28,27.99,45.53,0,132.37,0,0,45.04,0

92,22:45-23:00,35.09,148.3,0,0,0,126.8,12.62,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,36.43,48.91,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,20.88,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,29.42,27.99,45.53,0,132.37,0,0,45.04,0

93,23:00-23:15,35.09,148.3,0,0,0,126.8,0,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,36.43,49.3,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,28.95,27.99,45.53,0,132.37,0,0,45.04,0

94,23:15-23:30,35.09,148.3,0,0,0,126.8,0,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,36.43,49.3,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,28.95,27.99,45.53,0,132.37,0,0,45.04,0

95,23:30-23:45,35.09,148.3,0,0,0,126.8,0,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,36.43,49.3,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,29.05,27.99,45.53,0,132.37,0,0,45.04,0

96,23:45-24:00,35.09,148.3,0,0,0,126.8,0,1.16,0,0,42.15,24.62,0,59.06,0,10.65,0,0,348.98,36.43,49.3,0,43.85,0,8.76,25.64,0,7.07,0,21.83,0,80.92,13.04,0,0,0,0,0,68.56,0,82.74,11.91,45.12,2.48,0,76.68,590.85,20.8,0,10.44,93.3,155.58,33.8,0,0,0,24.99,48.9,39.74,670.85,181.16,0,0,7.04,29.05,27.99,45.53,0,132.37,0,0,45.04,0

