Block,Time,BRBCL,NJPC,SEWA2,SINGRAULI_HYDRO,UNCHAHAR1,DADRT2,JHAJJAR,KISHANGANGA,KUDGI,NTPL,RAPPB,RSTPSU7,TEHRIPSP,UNCHAHAR3,ANTA_RF,DADRI_CRF,CHAMERA1,KGSU1AND2,KHSTPP-I,KKNPPU2,KOLDAM,NLCIIST2,NLCTS2EXP,URI2,FSTPP I & II,KGSU3AND4,MAPS,NAPP,RAMPUR,UNCHAHAR4,VALLURNTECL,ANTA_CRF,AURY_LF,CHAMERA3,DHAULIGNGA,NNTPP,RSTPSU1TO6,SALAL,SINGRAULI,AURY_RF,DADRI_GF,BSIUL,CHAMERA2,DULHASTI,KOTESHWR,NLCIIST1,RAPPD,RIHAND1,RIHAND3,SIMHST2,TANDA2,UNCHAHAR2,URI,ANTA_GF,ANTA_LF,DADRI_LF,KHSTPP-II,PARBATI2,TEHRI,AURY_GF,DADRI_RF,KKNP,NLCEXP,PARBATI3,RAPPC,RIHAND2,SASAN,SIMHST1,TALA,TALST2,TANAKPUR,TelanganaSTPP,AURY_CRF
55,13:30-13:45,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,49.06,0,42.15,0,45.53,0,8.62,0,0,28.06,16.68,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,30.43,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,50.66,56.67,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.72,0,11.91,0,0

56,13:45-14:00,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,49.06,0,42.15,0,45.53,0,8.62,0,0,28.06,16.68,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,50.66,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.72,0,11.91,0,0

57,14:00-14:15,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,49.06,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,50.66,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.72,0,11.91,0,0

58,14:15-14:30,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,49.06,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,50.66,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.72,0,11.91,0,0

59,14:30-14:45,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,49.06,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.4,0,11.91,0,0

60,14:45-15:00,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,49.06,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.4,0,11.91,0,0

61,15:00-15:15,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,48.55,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.4,0,11.91,0,0

62,15:15-15:30,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,48.55,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.4,0,11.91,0,0

63,15:30-15:45,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,48.55,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.4,0,11.91,0,0

64,15:45-16:00,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,48.55,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.4,0,11.91,0,0

65,16:00-16:15,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,48.04,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.4,0,11.91,0,0

66,16:15-16:30,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,48.04,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,22.4,0,11.91,0,0

67,16:30-16:45,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,48.04,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,19.73,0,11.91,0,0

68,16:45-17:00,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,48.04,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,19.69,0,11.91,0,0

69,17:00-17:15,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,47.53,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.39,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,19.52,0,11.91,0,0

70,17:15-17:30,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,47.53,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.26,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,35.33,0,0,0,98.87,49.26,75.56,0,103.41,0,0,37.17,65.42,125.27,418.77,0,19.52,0,11.91,0,0

71,17:30-17:45,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,47.53,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.26,0,6.52,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,49.26,75.56,0,103.41,0,0,56.49,65.42,125.27,418.77,0,19.38,0,11.91,0,0

72,17:45-18:00,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,47.53,0,42.15,0,45.53,0,8.62,0,0,25.72,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.26,0,6.52,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,49.26,75.56,0,103.41,0,0,56.49,65.42,125.27,418.77,0,19.23,0,11.91,0,0

73,18:00-18:15,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,47.53,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,3.22,0,0,0,33.94,42.46,0,0,82.5,113.75,80.26,0,6.52,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,49.26,75.56,0,103.41,0,0,56.49,65.42,125.27,418.77,0,18.93,0,11.91,0,0

74,18:15-18:30,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,47.53,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,1.52,0,0,0,33.94,42.46,0,0,82.5,113.75,80.26,0,6.52,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,49.26,75.56,0,103.41,0,0,56.49,65.42,125.27,418.77,0,18.82,0,11.91,0,0

75,18:30-18:45,24.99,175.79,18.34,0,21.65,689.38,667.25,6.96,0,0,0,0,0,27.69,47.28,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,1.52,0,0,0,33.94,42.46,0,0,82.5,113.75,80.26,0,13.04,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,50.66,75.56,0,103.41,0,0,56.49,65.42,125.27,418.77,0,18.32,0,11.91,0,0

76,18:45-19:00,24.99,177.44,18.34,0,21.65,689.38,667.25,7.18,0,0,0,0,0,27.69,47.28,0,42.35,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.84,1.52,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,45,37.53,0,0,0,98.87,56.29,76.18,0,103.41,0,0,57.98,65.42,125.27,418.77,0,18.17,0,11.91,0,0

77,19:00-19:15,24.99,177.44,18.34,0,21.25,689.38,667.25,7.18,0,0,0,0,0,27.09,47.28,0,42.35,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.84,1.62,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,52.36,0,0,0,98.87,56.29,76.18,0,103.41,0,0,57.98,65.42,125.27,418.77,0,18.17,0,11.91,0,0

78,19:15-19:30,24.99,177.44,18.34,0,21.25,685.7,667.25,7.18,0,0,0,0,0,27.09,47.28,0,42.35,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.84,1.62,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,52.36,0,0,0,98.87,56.29,76.18,0,103.41,0,0,57.98,65.42,125.27,418.77,0,18.32,0,11.91,0,0

79,19:30-19:45,24.99,177.44,18.34,0,21.25,685.7,661.95,7.18,0,0,0,0,0,27.09,47.79,0,42.35,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.84,1.62,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,52.36,0,0,0,98.87,56.29,76.18,0,103.41,0,0,57.98,65.42,125.27,418.77,0,18.61,0,11.91,0,0

80,19:45-20:00,24.99,177.44,18.34,0,21.25,685.7,661.95,7.18,0,0,0,0,0,27.09,47.79,0,42.35,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.84,1.62,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,37.53,0,0,0,98.87,56.29,76.18,0,103.41,0,0,57.98,65.42,125.27,418.77,0,18.61,0,11.91,0,0

81,20:00-20:15,24.99,177.44,18.34,0,21.25,685.7,661.95,7.18,0,0,0,0,88.59,27.09,48.55,0,42.35,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.84,1.62,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,37.53,0,0,0,98.87,56.29,76.18,0,106.04,0,0,57.98,65.42,125.27,418.77,0,18.76,0,11.91,0,0

82,20:15-20:30,24.99,177.44,18.34,0,21.25,685.7,661.95,7.18,0,0,0,0,177.18,27.09,48.55,0,42.35,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.84,1.62,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,37.53,0,0,0,98.87,56.29,76.18,0,106.04,0,0,57.98,65.42,125.27,418.77,0,18.76,0,11.91,0,0

83,20:30-20:45,24.99,177.44,18.34,0,21.25,685.7,661.95,7.18,0,0,0,0,177.18,27.09,48.55,0,42.35,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.84,1.62,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,37.53,0,0,0,98.87,56.29,76.18,0,106.04,0,0,57.98,65.42,125.27,418.77,0,19.05,0,11.91,0,0

84,20:45-21:00,24.99,175.79,18.34,0,21.25,685.7,663.75,6.96,0,0,0,0,177.18,27.09,48.55,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,1.62,0,0,0,33.94,42.46,0,0,82.5,113.75,80.65,0,19.56,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,43.7,41.95,0,0,0,98.87,49.26,76.18,0,106.04,0,0,57.24,65.42,125.27,418.77,0,19.05,0,11.91,0,0

85,21:00-21:15,24.99,175.79,18.34,0,21.25,685.7,667.25,6.96,0,0,0,0,177.18,27.09,49.31,0,42.15,0,45.53,0,8.62,0,0,28.06,17.38,0,0,23.98,5.67,1.37,0,0,0,33.94,42.46,0,0,82.5,113.75,80.65,0,19.56,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,43.7,41.95,0,0,0,98.87,49.26,76.18,0,106.04,0,0,57.24,65.42,125.27,418.77,0,19.19,0,11.91,0,0

86,21:15-21:30,24.99,175.79,18.34,0,21.25,685.7,667.25,6.96,0,0,0,0,177.18,27.09,49.31,0,42.15,0,45.53,0,8.62,0,0,28.06,17.38,0,0,23.98,5.67,1.37,0,0,0,33.94,42.46,0,0,82.5,113.75,80.65,0,19.56,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,43.7,41.95,0,0,0,98.87,49.26,76.18,0,106.04,0,0,57.24,65.42,125.27,418.77,0,19.19,0,11.91,0,0

87,21:30-21:45,24.99,177.44,18.34,0,21.25,685.7,667.25,7.18,0,0,0,0,177.18,27.09,50.06,0,42.35,0,45.53,0,8.62,0,0,28.06,17.38,0,0,23.98,5.84,1.37,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,41.95,0,0,0,98.87,56.29,76.18,0,106.04,0,0,57.98,65.42,125.27,418.77,0,19.35,0,11.91,0,0

88,21:45-22:00,24.99,177.44,18.34,0,21.25,685.7,667.25,7.18,0,0,0,0,177.18,27.09,50.06,0,42.35,0,45.53,0,8.62,0,0,28.06,17.38,0,0,23.98,5.84,1.37,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,41.95,0,0,0,98.87,56.29,76.18,0,106.04,0,0,57.98,65.42,125.27,418.77,0,19.35,0,11.91,0,0

89,22:00-22:15,24.99,177.44,18.34,0,21.25,689.38,667.25,7.18,0,0,0,0,177.18,27.09,50.57,0,42.35,0,45.53,0,8.62,0,0,28.06,17.38,0,0,23.98,5.84,1.37,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,41.95,0,0,0,98.87,56.29,76.18,0,106.04,0,0,57.98,65.42,125.27,418.77,0,19.5,0,11.91,0,0

90,22:15-22:30,24.99,177.44,18.34,0,21.25,689.38,667.25,7.18,0,0,0,0,177.18,27.09,50.57,0,42.35,0,45.53,0,8.62,0,0,28.06,17.38,0,0,23.98,5.84,1.37,0,0,0,35.69,44.81,0,0,82.5,113.75,80.65,0,20.46,49.59,57.67,44.64,0,23.68,48.09,130.84,0,5.73,43.7,41.95,0,0,0,98.87,56.29,76.18,0,106.04,0,0,57.98,65.42,125.27,418.77,0,19.5,0,11.91,0,0

91,22:30-22:45,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,177.18,27.09,50.82,0,42.15,0,45.53,0,8.62,0,0,28.06,17.38,0,0,23.98,5.67,1.37,0,0,0,33.94,42.46,0,0,82.5,113.75,81.17,0,19.56,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,43.7,41.95,0,0,0,98.87,49.26,76.18,0,106.04,0,0,57.24,65.42,125.27,418.77,0,19.64,0,11.91,0,0

92,22:45-23:00,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,177.18,27.09,50.82,0,42.15,0,45.53,0,8.62,0,0,28.06,17.38,0,0,23.98,5.67,1.37,0,0,0,33.94,42.46,0,0,82.5,113.75,81.17,0,19.56,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,43.7,41.95,0,0,0,98.87,49.26,76.18,0,106.04,0,0,57.24,65.42,125.27,418.77,0,19.64,0,11.91,0,0

93,23:00-23:15,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,88.59,27.69,51.59,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,1.37,0,0,0,33.94,42.46,0,0,82.5,113.75,81.17,0,19.56,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,39.75,0,0,0,98.87,49.26,76.18,0,106.04,0,0,57.24,65.42,125.27,418.77,0,19.78,0,11.91,0,0

94,23:15-23:30,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,51.59,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,1.37,0,0,0,33.94,42.46,0,0,82.5,113.75,81.17,0,19.56,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,39.75,0,0,0,98.87,49.26,76.18,0,106.04,0,0,57.24,65.42,125.27,418.77,0,19.78,0,11.91,0,0

95,23:30-23:45,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,51.84,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,1.37,0,0,0,33.94,42.46,0,0,82.5,113.75,81.17,0,19.56,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,39.75,0,0,0,98.87,49.26,76.18,0,106.04,0,0,57.24,65.42,125.27,418.77,0,19.78,0,11.91,0,0

96,23:45-24:00,24.99,175.79,18.34,0,21.65,689.38,667.25,4.64,0,0,0,0,0,27.69,51.84,0,42.15,0,45.53,0,8.62,0,0,28.06,19.46,0,0,23.98,5.67,1.37,0,0,0,33.94,42.46,0,0,82.5,113.75,81.17,0,19.56,47.12,53.88,43.96,0,23.68,48.09,130.84,0,5.73,45,39.75,0,0,0,98.87,49.26,76.18,0,106.04,0,0,57.24,65.42,125.27,418.77,0,19.78,0,11.91,0,0

