Block,Time Block,JHAJJAR,KGSU1AND2,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,KGSU3AND4,KOTESHWR,KUDGI,MAPS,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA2,DADRT2,CHAMERA3,BRBCL,CHAMERA1,BSIUL,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_GF,ANTA_CRF,ANTA_LF,URI2,UNCHAHAR3,TALST2,TANAKPUR,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR2,URI,TALA,TEHRI,SINGRAULI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TANDA2,SASAN,SIMHST1,SIMHST2,RSTPSU7,SALAL,SEWA2,NJPC,NAPP,NLCEXP,RAPPD,RSTPSU1TO6,NLCIIST1,RAMPUR,RIHAND3,NLCIIST2,RAPPC,NLCTS2EXP,NNTPP,RIHAND2,NTPL,PARBATI3,RIHAND1,RAPPB,PARBATI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,111.31,0,24.63,97,0,0,8.46,0,0,10.08,0,0,0,10.02,56.74,15.73,7.39,0,19.3,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,13.26,0,3.21,1.09,0,23.94,51.15,5.11,0,145.6,10.42,0.97,0,4.01,404.2,0,0,0,38.69,0,80.23,24.02,0,26.94,0,0,3.21,125.05,0,66.5,0,0,119.94,0,16.31,94.11,0,5.82,0,0,0,0,0

55,13:30-13:45,111.31,0,24.63,97,0,0,8.46,0,0,10.08,0,0,0,10.02,56.74,15.73,7.39,0,19.3,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,13.26,0,3.21,1.09,0,23.94,51.15,5.11,0,145.6,10.42,0.97,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,125.05,0,66.5,0,0,119.94,0,16.31,94.11,0,5.82,0,0,0,0,0

56,13:45-14:00,111.31,0,24.63,97,0,0,8.46,0,0,10.08,0,0,0,10.02,56.74,15.73,7.39,0,19.3,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,13.26,0,3.21,1.09,0,23.94,51.15,5.11,0,145.6,10.42,0.97,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,125.05,0,66.5,0,0,119.94,0,0,94.11,0,5.82,0,0,0,0,0

57,14:00-14:15,111.31,0,24.63,97,0,0,8.46,0,0,10.08,0,0,0,10.02,56.74,15.73,0,0,19.3,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,13.26,0,3.21,1.09,0,23.94,49.55,3.69,0,145.6,10.42,0.97,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

58,14:15-14:30,111.31,0,24.63,97,0,0,8.46,0,0,10.08,0,0,0,10.02,56.74,15.73,7.23,0,19.3,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,13.26,0,3.21,1.09,0,23.94,49.55,3.69,0,145.6,10.42,0.97,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

59,14:30-14:45,111.31,0,38.01,143.14,0,0,8.46,0,0,10.08,0,0,0,10.02,56.74,15.73,7.23,11.28,19.3,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,13.26,0,3.21,1.09,0,23.94,49.55,3.69,0,145.6,10.42,1.93,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

60,14:45-15:00,111.31,0,38.13,143.14,0,0,8.46,0,0,10.08,0,0,0,10.02,56.74,15.73,7.23,22.56,14.96,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,13.26,0,3.21,1.09,0,23.94,49.55,3.69,0,145.6,10.42,1.93,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

61,15:00-15:15,111.31,0,38.13,143.14,0,0,8.46,0,0,10.08,0,0,0,13.18,56.74,31.47,7.23,22.56,19.3,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,36.83,18.88,0,3.21,1.09,0,31.62,50.08,6.67,0,145.6,13.46,1.93,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

62,15:15-15:30,111.31,0,38.13,143.14,0,0,8.46,0,0,10.08,0,0,0,14.52,56.74,31.47,7.23,22.56,19.3,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,36.83,18.88,0,3.21,1.09,0,31.62,50.08,6.67,0,145.6,14.5,1.93,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

63,15:30-15:45,111.31,0,38.13,143.14,0,0,8.46,0,0,10.08,0,0,0,14.52,56.74,31.47,7.23,22.56,19.3,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,36.83,18.88,0,3.21,1.09,0,31.62,50.08,6.67,0,145.6,14.5,1.93,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

64,15:45-16:00,111.31,0,38.13,143.14,0,0,8.46,0,0,10.08,0,0,0,14.52,56.74,31.47,7.23,22.56,19.1,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,36.83,18.88,0,3.21,1.09,0,31.62,50.08,6.67,0,145.6,14.5,1.93,0,4.01,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

65,16:00-16:15,111.31,0,38.13,143.14,0,0,8.46,0,0,10.08,0,0,0,14.52,56.74,31.47,7.23,22.56,18.96,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,18.88,0,3.21,1.09,0,31.62,50.08,6.67,0,145.6,14.5,1.93,0,3.77,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

66,16:15-16:30,111.31,0,38.13,143.14,0,0,8.46,0,0,10.08,0,0,0,14.52,56.74,31.47,7.23,22.56,19.29,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,18.88,0,3.21,1.09,0,31.62,50.08,6.67,0,145.6,14.5,1.93,0,3.77,404.2,0,0,0,38.69,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

67,16:30-16:45,111.31,0,38.13,143.14,0,0,8.46,0,0,10.08,0,0,0,17.31,56.74,31.47,7.23,22.56,18.43,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,23.41,0,8.04,1.09,0,35.52,50.08,6.67,0,145.6,16.6,1.93,0,3.77,404.2,0,0,0,81.88,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

68,16:45-17:00,111.31,0,38.13,143.14,0,0,8.46,0,0,10.08,0,0,0,17.31,56.74,31.47,7.23,22.56,18.51,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,23.41,0,8.04,1.09,0,36.97,50.08,6.67,0,145.6,18.37,1.93,0,3.77,404.2,0,0,0,81.88,0,50.89,24.02,0,26.94,0,0,2.04,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

69,17:00-17:15,111.31,0,38.13,143.14,0,0,8.46,1.89,0,10.08,0,0,0,17.31,56.74,31.47,7.23,22.56,19.3,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,23.41,0,8.04,1.09,0,37.21,50.08,6.67,9.08,145.6,18.37,1.93,0,3.77,399.59,0,0,0,81.88,0,27.06,24.02,0,26.94,0,0,1.08,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

70,17:15-17:30,111.31,0,38.13,143.14,0,0,8.46,3.77,0,10.08,0,0,0,17.31,56.74,31.47,7.23,22.56,19.3,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,23.41,0,8.04,1.09,0,37.21,50.08,6.67,18.17,145.6,18.37,1.93,0,3.77,399.59,0,0,0,81.88,0,27.06,24.02,0,26.94,0,0,1.08,86.47,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

71,17:30-17:45,111.31,0,38.13,143.14,0,0,8.46,5.67,0,10.08,0,0,0,17.31,56.74,47.2,7.23,22.56,19.3,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,23.41,0,8.04,1.09,0,37.21,50.08,6.67,18.17,145.6,18.37,1.93,0,3.77,399.59,0,0,0,81.88,6.09,27.06,24.02,0,26.94,0,0,1.08,60.35,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

72,17:45-18:00,135.13,0,44.24,143.14,0,0,8.46,7.56,0,10.08,0,0,0,20.08,56.74,47.2,7.23,22.56,19.3,13.56,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,26.48,0,8.04,1.09,0,42.94,50.08,6.67,27.25,145.6,20.74,1.93,0,3.77,399.59,0,0,0,81.88,6.09,27.06,24.02,0,26.94,0,0,1.08,60.35,0,66.5,0,0,90.02,0,0,59.69,0,5.82,0,0,0,0,0

73,18:00-18:15,194.95,0,44.24,143.14,0,0,8.46,8.49,0,10.08,0,0,0,20.08,56.74,47.2,41.98,22.56,19.3,27.12,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,20.77,0,2.36,1.09,0,34.48,50.08,6.67,27.25,150.17,16.54,2.25,0,6.2,399.59,0,0,0,38.69,12.18,27.06,24.02,0,26.94,0,0,1.08,60.09,0,66.5,0,0,92.46,0,0,61.89,0,5.82,0,0,0,0,0

74,18:15-18:30,223.91,0,44.24,143.14,0,0,8.46,9.35,0,10.08,0,0,0,20.08,56.74,47.2,88.59,22.56,19.3,27.12,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,20.77,0,2.36,1.09,0,34.48,50.08,6.67,27.25,150.17,16.54,2.31,0,6.2,399.59,0,0,0,38.69,18.27,50.89,24.02,0,26.94,0,0,2.04,60.09,0,66.5,0,0,92.46,0,4.15,61.89,0,7.28,0,0,0,0,0

75,18:30-18:45,240.37,0,44.24,143.14,0,0,8.46,9.35,0,10.08,0,0,0,20.08,56.74,47.2,88.59,22.56,19.3,27.12,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,26.56,0,6.05,1.09,0,43.53,50.08,6.67,27.25,150.17,21.07,2.31,0,6.2,399.59,0,0,0,38.69,18.27,75.8,24.02,0,26.94,0,0,3.03,60.09,0,66.5,0,0,92.46,0,4.15,61.89,0,14.56,0,0,0,0,0

76,18:45-19:00,240.37,0,44.24,143.14,0,0,8.46,9.35,0,10.08,0,0,10.59,20.08,56.74,47.2,88.59,22.56,19.3,27.12,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,27.02,0,6.05,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,38.69,18.27,97.45,24.02,0,26.94,0,0,3.9,60.09,0,66.5,0,0,92.46,0,8.31,61.89,0,29.11,0,0,0,0,0

77,19:00-19:15,240.06,0,44.24,143.14,0,0,8.46,10.28,0,10.08,0,0,21.16,20.08,56.74,47.2,114.86,22.56,19.3,40.68,12.59,0,0,0,0,0,0,0,0,0,0,0,0,36.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,18.27,138.58,24.02,0,26.94,0,0,5.55,60.09,0,66.5,0,0,92.46,0,26.7,61.89,0,43.67,0,0,0,0,0

78,19:15-19:30,240.37,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,167.18,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,60.09,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

79,19:30-19:45,240.37,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,209.27,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,89.16,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

80,19:45-20:00,240.37,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,89.16,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

81,20:00-20:15,240.37,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,88.57,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

82,20:15-20:30,240.37,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,88.57,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

83,20:30-20:45,240.37,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,88.57,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

84,20:45-21:00,240.37,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,88.57,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

85,21:00-21:15,240.37,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,88.57,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

86,21:15-21:30,240.37,0,44.24,143.14,0,0,8.56,10.28,0,10.08,0,0,21.16,20.08,57.54,47.2,247.87,33.87,19.3,40.68,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,136.36,21.07,2.31,0,6.09,399.59,0,0,0,49.35,18.27,160.45,24.02,0,26.94,0,0,6.43,88.57,0,66.5,0,0,92.46,0,13.36,61.89,0,47.3,0,0,0,0,0

87,21:30-21:45,230.66,0,44.24,143.14,0,0,8.56,10.28,0,10.08,0,0,21.16,20.08,57.54,47.2,247.87,33.87,19.3,40.68,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,136.36,21.07,2.31,0,6.09,399.59,0,0,0,49.35,18.27,160.45,24.02,0,26.94,0,0,6.43,88.57,0,66.5,0,0,92.46,0,14.84,61.89,0,47.3,0,0,0,0,0

88,21:45-22:00,230.66,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,136.36,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,88.57,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

89,22:00-22:15,230.66,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,136.36,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,88.57,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

90,22:15-22:30,230.66,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,136.36,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,88.57,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

91,22:30-22:45,230.66,0,44.24,143.14,0,0,8.56,10.28,0,11.2,0,0,42.32,20.08,57.54,49.68,247.87,35.61,19.3,41.47,19.75,0,0,0,0,0,0,0,0,0,0,0,0,38.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,19.42,176.51,24.02,0,26.94,0,0,6.97,88.57,0,66.5,0,0,92.46,0,76.22,61.89,0,57.64,0,0,0,0,0

92,22:45-23:00,230.66,0,44.24,143.14,0,0,8.46,10.28,0,10.08,0,0,10.59,20.08,56.74,47.2,247.87,33.83,19.3,40.68,6.29,0,0,0,0,0,0,0,0,0,0,0,0,36.83,27.02,0,1.24,1.09,0,43.06,50.08,6.67,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,18.27,160.45,24.02,0,26.94,0,0,6.43,88.57,0,66.5,0,0,92.46,0,74.18,61.89,0,57.64,0,0,0,0,0

93,23:00-23:15,230.66,0,44.24,143.14,0,0,8.46,10.28,0,10.08,0,0,0,20.08,56.74,47.2,247.87,22.56,19.3,40.68,6.29,29.46,0,0,0,0,52.66,0,43.79,0,0,0,0,36.83,27.02,0,6.05,1.09,0,43.06,50.08,7.81,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,12.18,97.45,24.02,0,26.94,0,0,3.92,88.57,0,66.5,0,0,92.46,0,32.63,61.89,0,21.83,0,0,0,0,0

94,23:15-23:30,230.66,0,44.24,143.14,0,0,8.46,10.28,0,10.08,0,0,0,20.08,56.74,47.2,247.87,22.56,19.3,40.68,6.29,33.84,0,0,0,0,52.66,0,55.63,0,0,0,0,36.83,27.02,0,6.05,1.09,0,43.06,50.08,7.81,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,12.18,97.45,24.02,0,26.94,0,0,3.92,88.57,0,66.5,0,0,92.46,0,32.63,61.89,0,10.92,0,0,0,0,0

95,23:30-23:45,230.66,0,44.24,143.14,0,0,8.46,10.28,0,10.08,0,0,0,20.08,56.74,47.2,247.87,22.56,18.09,40.68,6.29,33.84,0,0,0,0,52.66,0,55.63,0,0,0,0,36.83,27.02,0,6.05,1.09,0,43.06,50.08,7.81,27.25,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,12.18,97.45,24.02,0,26.94,0,0,3.92,88.57,0,66.5,0,0,92.46,0,32.63,61.89,0,10.92,0,0,0,0,0

96,23:45-24:00,230.66,0,44.24,143.14,0,0,8.46,10.28,0,10.08,0,0,0,20.08,56.74,47.2,247.87,22.56,18.17,40.68,6.29,33.84,0,0,0,0,52.66,0,55.63,0,0,0,0,36.83,27.02,0,6.05,1.09,0,43.06,50.08,7.81,27.17,150.17,21.07,2.31,0,6.09,399.59,0,0,0,49.35,12.18,97.45,24.02,0,26.94,0,0,3.92,88.57,0,66.5,0,0,92.46,0,32.63,61.89,0,10.92,0,0,0,0,0

