Block,Time Block,DHAULIGNGA,DADRT2,BSIUL,CHAMERA3,CHAMERA2,CHAMERA1,BRBCL,UNCHAHAR2,URI,TALST2,TANAKPUR,UNCHAHAR1,TEHRIPSP,UNCHAHAR4,VALLURNTECL,TALA,URI2,TEHRI,UNCHAHAR3,TelanganaSTPP,TANDA2,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,NAPP,NLCEXP,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NLCIIST1,NTPL,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SINGRAULI,SALAL,SEWA2,RAMPUR,RIHAND3,RAPPC,PARBATI3,RIHAND2,PARBATI2,SASAN,RIHAND1,RAPPB,SINGRAULI_HYDRO,DULHASTI,MAPS,KUDGI,KOTESHWR,KKNP,KGSU1AND2,KKNPPU2,KOLDAM,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,JHAJJAR,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,40.85,190.94,0,0,0,13.52,18.04,31.32,4.24,0,9.49,15.21,0,1.93,0,25.28,32.25,0,19.42,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,91.17,0,14.88,5.46,101.2,63.11,17.89,105.93,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,82.51,6.71,38.46,247.92,14.09,0,0,0,0,0

57,14:00-14:15,40.85,190.94,0,0,0,13.52,18.04,31.32,4.24,0,9.49,15.21,0,1.93,0,25.28,32.25,0,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,104.03,0,14.88,5.46,101.2,63.11,17.89,105.93,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,82.51,6.71,38.46,247.92,14.09,0,0,0,0,0

58,14:15-14:30,40.85,190.94,0,0,0,13.52,18.04,31.32,4.24,0,9.49,15.21,100.04,1.93,0,25.28,32.25,39.62,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,104.03,0,14.88,5.46,101.2,63.11,17.89,105.93,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,82.51,6.71,38.46,247.92,14.09,0,0,0,0,0

59,14:30-14:45,40.85,121.19,0,0,0,13.52,18.04,31.32,4.24,0,9.49,15.21,100.04,1.93,0,25.28,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,14.88,5.46,125.88,63.11,17.89,120.52,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,82.51,6.71,38.46,247.92,14.09,0,0,0,0,0

60,14:45-15:00,40.85,104.35,0,0,0,13.52,18.04,31.32,4.24,0,9.49,15.21,200.08,1.93,0,25.28,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,14.88,5.46,125.88,63.11,17.89,120.52,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,82.51,6.71,38.46,247.92,14.09,0,0,0,0,0

61,15:00-15:15,40.85,104.35,0,0,0,13.52,18.04,31.32,8.5,0,9.49,15.21,200.08,1.93,0,25.28,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,14.88,5.46,125.88,63.11,52.93,120.52,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,82.51,6.71,38.46,247.92,14.09,0,0,0,0,0

62,15:15-15:30,40.85,104.35,0,0,0,13.52,18.04,31.32,8.5,0,9.49,15.21,200.08,1.93,0,25.28,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,14.88,5.46,125.88,63.11,52.93,120.52,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,82.51,6.71,38.46,247.92,14.09,0,0,0,0,0

63,15:30-15:45,40.85,104.35,0,0,0,13.52,18.04,31.32,8.5,0,9.49,15.21,200.08,1.93,0,25.28,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,52.93,120.52,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,82.51,6.71,38.46,247.92,14.09,0,0,0,0,0

64,15:45-16:00,40.85,104.35,0,0,0,13.52,18.04,31.32,8.5,0,9.49,15.21,200.08,1.93,0,25.28,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,52.93,120.52,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,82.51,6.71,38.46,247.92,14.09,0,0,0,0,0

65,16:00-16:15,40.85,104.35,0,0,0,13.52,18.04,31.32,4.24,0,9.49,15.21,200.08,1.93,0,25.51,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,52.93,120.52,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,38.46,247.92,14.09,0,0,0,0,0

66,16:15-16:30,40.85,104.35,0,0,0,13.52,18.04,31.32,4.24,0,9.49,15.21,200.08,1.93,0,25.46,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,52.93,120.52,13.55,346.36,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,38.46,247.92,14.09,0,0,0,0,0

67,16:30-16:45,40.85,104.35,0,0,0,13.52,18.04,31.32,4.24,0,9.49,15.21,200.08,1.93,0,25.32,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,40.05,120.52,13.55,365.84,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,38.46,247.92,14.09,0,0,0,0,0

68,16:45-17:00,40.85,104.35,0,0,0,13.52,18.04,31.32,4.24,0,9.49,15.21,200.08,1.93,0,25.28,32.25,79.24,19.42,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,40.05,120.52,13.55,385.32,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,38.46,247.92,14.09,0,0,0,0,0

69,17:00-17:15,40.85,159.85,0,0,0,13.52,18.04,30.59,4.24,0,9.49,14.81,200.08,1.46,0,22.46,32.25,79.24,18.77,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,40.05,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,38.46,242.54,14.09,0,0,0,0,0

70,17:15-17:30,40.85,217.58,0,0,0,13.52,18.04,30.59,4.24,0,9.49,14.81,200.08,1.46,0,22.22,32.25,79.24,18.77,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,40.05,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,38.46,242.54,14.09,0,0,0,0,0

71,17:30-17:45,40.85,275.3,0,0,0,13.52,18.04,30.59,4.24,0,9.49,14.81,200.08,1.46,0,21.89,32.25,79.24,18.77,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,40.05,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,43.8,242.54,16.86,0,0,0,0,0

72,17:45-18:00,40.85,333.03,0,0,0,13.52,18.04,30.59,4.24,0,9.49,14.81,200.08,1.46,0,21.75,32.25,79.24,18.77,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,40.05,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,43.8,242.54,16.86,0,0,0,0,0

73,18:00-18:15,40.85,435.98,0,0,0,13.52,18.04,34.33,4.24,0,9.49,16.58,200.08,1.46,0,21.6,32.25,79.24,21.13,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,40.05,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,43.8,310.39,18.65,0,0,0,0,0

74,18:15-18:30,40.85,525.45,0,0,0,13.52,18.04,35.9,4.24,0,9.49,17.5,200.08,1.48,0,24.24,32.25,79.24,22.09,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,40.05,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,43.8,368.12,20.01,0,0,0,0,0

75,18:30-18:45,40.85,628.83,0,0,0,13.52,18.04,41.58,21.24,0,9.49,21.04,200.08,1.95,0,21.19,32.25,79.24,26.34,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,40.05,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,43.8,449.56,20.01,0,0,0,0,0

76,18:45-19:00,43.12,658.84,0,0,0,13.58,18.04,41.69,21.24,0,9.49,21.35,200.08,1.95,0,21.04,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.81,20.01,0,0,0,0,0

77,19:00-19:15,43.12,658.84,0,0,0,13.58,18.04,41.69,4.24,0,9.49,21.35,200.08,1.95,0,21.04,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,416.53,20.01,0,0,0,0,0

78,19:15-19:30,43.12,658.84,0,0,0,13.58,18.04,41.69,4.24,0,9.49,21.35,200.08,1.95,0,21.19,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.88,20.01,0,0,0,0,0

79,19:30-19:45,43.12,662.9,0,0,0,13.58,18.04,41.69,4.24,0,9.49,21.35,200.08,1.95,0,21.41,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.88,20.01,0,0,0,0,0

80,19:45-20:00,43.12,662.9,0,0,0,13.58,18.04,41.69,4.24,0,9.49,21.35,200.08,1.95,0,21.6,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.88,20.01,0,0,0,0,0

81,20:00-20:15,43.12,662.9,0,0,0,13.58,18.04,41.69,4.24,0,9.49,20.83,200.08,1.7,0,21.46,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.88,20.01,0,0,0,0,0

82,20:15-20:30,43.12,662.9,0,0,0,13.58,18.04,41.69,4.24,0,9.49,20.83,200.08,1.7,0,21.64,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.88,20.01,0,0,0,0,0

83,20:30-20:45,43.12,662.9,0,0,0,13.58,18.04,41.69,4.24,0,9.49,20.83,200.08,1.7,0,21.77,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.88,20.01,0,0,0,0,0

84,20:45-21:00,40.85,662.9,0,0,0,13.52,18.04,41.69,4.24,0,9.49,20.83,200.08,1.7,0,21.86,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,30.75,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,43.8,456.88,20.01,0,0,0,0,0

85,21:00-21:15,40.85,662.9,0,0,0,13.52,18.04,37.15,21.24,0,9.49,19.97,200.08,1.7,0,21.75,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,30.75,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,43.8,456.88,20.01,0,0,0,0,0

86,21:15-21:30,40.85,662.9,0,0,0,13.52,18.04,32.58,21.24,0,9.49,19.97,200.08,1.7,0,21.83,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,30.75,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,43.8,456.88,20.01,0,0,0,0,0

87,21:30-21:45,43.12,662.9,0,0,0,13.58,18.04,32.58,4.24,0,9.49,19.97,200.08,1.7,0,21.86,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.88,20.01,0,0,0,0,0

88,21:45-22:00,43.12,662.9,0,0,0,13.58,18.04,32.58,4.24,0,9.49,19.97,200.08,1.7,0,21.95,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.88,20.01,0,0,0,0,0

89,22:00-22:15,43.12,662.9,0,0,0,13.58,18.04,32.58,4.24,0,9.49,19.97,200.08,1.7,0,22.46,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,43.8,456.88,20.01,0,0,0,0,0

90,22:15-22:30,43.12,662.9,0,0,0,13.58,18.04,32.58,4.24,0,9.49,19.97,200.08,1.7,0,22.56,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,170.72,0,0,0,0,0,0,0,0,37.19,0,109.44,0,18.75,5.63,125.88,63.11,54.36,120.52,14.56,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.91,42.1,456.88,20.01,0,0,0,0,0

91,22:30-22:45,40.85,662.9,0,0,0,13.52,18.04,32.31,4.24,0,9.49,19.97,200.08,1.7,0,22.79,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,30.75,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,40.48,456.88,20.01,0,0,0,0,0

92,22:45-23:00,40.85,662.9,0,0,0,13.52,18.04,32.31,4.24,0,9.49,19.97,200.08,1.7,0,23.05,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,30.75,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,38.77,456.88,20.01,0,0,0,0,0

93,23:00-23:15,40.85,659.14,0,0,0,13.52,18.04,32.31,2.13,0,9.49,19.97,200.08,1.7,0,23.11,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,30.75,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,37.15,587.58,20.01,0,0,0,0,0

94,23:15-23:30,40.85,659.19,0,0,0,13.52,15.52,32.31,2.13,0,9.49,19.97,200.08,1.7,0,23.19,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,30.75,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,35.44,475.32,20.01,0,0,0,0,0

95,23:30-23:45,40.85,599,0,0,0,27.04,16.75,32.31,2.13,0,9.49,19.97,200.08,1.7,0,23.33,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,37.19,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,33.82,405.82,20.01,0,0,0,0,0

96,23:45-24:00,40.85,556.54,0,0,0,27.04,17.83,32.31,2.13,0,9.49,19.97,200.08,1.7,0,23.33,32.25,79.24,26.34,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,169.14,0,0,0,0,0,0,0,0,37.19,0,109.44,0,17.64,5.46,125.88,63.11,37.19,120.52,13.55,395.06,46.27,0,0,0,0,0,43.37,0,0,0,8.3,0,95.12,6.71,32.11,405.82,20.01,0,0,0,0,0

