Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/01102023/31052040/LT-31,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/19072037/LT-05,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61
87,21:30-21:45,232.300000,0.000000,0.000000,3.500000,101.380000,31.940000,3.390000,6.950000,74.220000,0.000000,30.970000,0,0,3.530000,0,0,0,272.220000,25.01,0.000000,0,0,8.34,108.400000,0,0,9.62,25.84,25.84,8.33,0,0,0,7.21

88,21:45-22:00,232.300000,0.000000,0.000000,3.500000,101.380000,31.940000,3.390000,6.950000,74.220000,0.000000,30.970000,0,0,3.530000,0,0,0,272.220000,24.01,0.000000,0,0,8,108.400000,0,0,9.54,25.75,25.75,8.01,0,0,0,7.21

89,22:00-22:15,232.300000,0.000000,0.000000,3.430000,101.380000,31.940000,3.230000,6.950000,74.220000,0.000000,30.970000,0,0,3.530000,0,0,0,272.220000,23.51,0.000000,0,0,7.84,108.400000,0,0,9.34,28.95,28.95,7.83,0,0,0,7.21

90,22:15-22:30,232.300000,0.000000,0.000000,3.430000,101.380000,31.940000,3.230000,6.950000,74.220000,0.000000,30.970000,0,0,3.530000,0,0,0,272.220000,23.01,0.000000,0,0,7.67,108.400000,0,0,9.29,28.84,28.84,7.67,0,0,0,7.21

91,22:30-22:45,232.300000,0.000000,0.000000,3.430000,101.380000,31.940000,3.230000,6.950000,74.220000,0.000000,30.970000,0,0,3.530000,0,0,0,272.220000,22,0.000000,0,0,7.33,108.400000,0,0,9.21,28.62,28.62,7.34,0,0,0,7.21

92,22:45-23:00,232.300000,0.000000,0.000000,3.430000,101.380000,31.940000,3.230000,6.950000,74.220000,0.000000,30.970000,0,0,3.530000,0,0,0,272.220000,22,0.000000,0,0,7.33,108.400000,0,0,9.06,28.34,28.34,7.34,0,0,0,7.21

93,23:00-23:15,232.300000,0.000000,0.000000,3.430000,101.380000,31.940000,3.230000,6.950000,74.220000,0.000000,30.970000,0,0,3.490000,0,0,0,272.220000,28.63,0.000000,0,0,9.54,108.400000,0,0,8.95,28.17,28.17,9.54,0,0,0,7.21

94,23:15-23:30,232.300000,0.000000,0.000000,3.430000,101.380000,31.940000,3.230000,6.950000,74.220000,0.000000,30.970000,0,0,3.490000,0,0,0,272.220000,28.43,0.000000,0,0,9.48,108.400000,0,0,8.66,27.84,27.84,9.46,0,0,0,7.21

95,23:30-23:45,232.300000,0.000000,0.000000,3.430000,101.380000,31.940000,3.230000,6.950000,74.220000,0.000000,30.970000,0,0,3.490000,0,0,0,272.220000,28.01,0.000000,0,0,9.34,108.400000,0,0,8.62,27.34,27.34,9.33,0,0,0,7.21

96,23:45-24:00,232.300000,0.000000,0.000000,3.430000,101.380000,31.940000,3.230000,6.950000,74.220000,0.000000,30.970000,0,0,3.490000,0,0,0,272.220000,27.99,0.000000,0,0,9.33,108.400000,0,0,8.42,27.01,27.01,9.33,0,0,0,7.21

