Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/01102023/05012040/L_NR_2020_02,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,NR/01102023/15082037/GNA_NR_2012_01,NR/01032024/22032024/HP-59,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,WR/11032024/12032024/L_NR_2019_19,NR/30092023/31122025/SH-07,NR/01012024/31032024/ ChanjuII,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01032024/15032024/HP-62,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01032024/22032024/HP-56,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01102023/22052037/LT-59,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/30042040/GNA_LT_36,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01032024/31032024/SJVN010324NR1588,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10
59,14:30-14:45,22.140000,16.340000,57.740000,96.26,184.820000,7.21,1.430000,48.130000,0.000000,168.160000,125.010652,52.940000,0.000000,32.05,13.33,0,0.000000,25.710000,3.860000,25.710000,1.150000,0.000000,144.390000,7,32.05,0.000000,52.630000,16.340000,13.33,32.05,48.13,96.26,1.010000,7,6.66,21,0,16.740000,49.31,92.56,0,94,24.07,200,47.8,47,28.88,246.58,85

60,14:45-15:00,22.140000,15.810000,57.740000,96.26,132.070000,7.21,1.430000,48.130000,0.000000,168.160000,118.625804,52.940000,0.000000,32.05,13.33,0,0.000000,25.710000,3.860000,25.710000,1.150000,0.000000,144.390000,7,32.05,0.000000,52.630000,15.810000,13.33,32.05,48.13,96.26,1.010000,7,6.66,21,0,16.210000,49.31,92.52,0,89,24.07,196,46.2,45,28.88,246.58,84

61,15:00-15:15,22.140000,15.090000,57.740000,96.26,132.070000,7.21,1.430000,48.130000,0.000000,168.160000,111.452583,52.940000,0.000000,32.05,13.33,0,0.000000,25.710000,3.960000,25.710000,1.150000,0.000000,144.390000,7,32.05,0.000000,52.630000,15.090000,13.33,32.05,48.13,96.26,1.090000,7,6.66,21,0,15.460000,49.31,92.52,0,87,24.07,189,43.6,43,28.88,246.58,81

62,15:15-15:30,23.100000,13.060000,57.740000,96.26,132.070000,7.61,1.430000,48.130000,0.000000,168.160000,103.053004,52.940000,0.000000,32.05,13.33,0,0.000000,25.710000,3.960000,25.710000,1.150000,0.000000,144.390000,7,32.05,0.000000,52.630000,13.060000,13.33,32.05,48.13,96.26,1.090000,7,6.66,21,0,13.400000,47.56,90.82,0,82,24.07,179,41.5,41,28.88,237.82,76

63,15:30-15:45,23.100000,12.370000,57.740000,96.26,132.070000,8.41,1.430000,48.130000,0.000000,168.160000,93.787188,52.940000,0.000000,32.05,13.33,0,0.000000,25.710000,3.960000,25.710000,1.150000,0.000000,144.390000,7,32.05,0.000000,52.630000,12.370000,13.33,32.05,48.13,96.26,1.090000,7,7.66,21,0,12.670000,44.35,84.66,0,75,24.07,165,39.3,38,28.88,221.76,70

64,15:45-16:00,24.060000,11.410000,57.740000,96.26,132.070000,9.61,1.430000,48.130000,0.000000,168.160000,84.38511,52.940000,0.000000,32.05,15,0,0.000000,25.710000,3.960000,25.710000,1.150000,0.000000,144.390000,7,32.05,0.000000,52.630000,11.410000,15,32.05,48.13,96.26,1.090000,7,8.34,21,0,11.700000,41.44,78.5,0,68,24.07,151,36.2,34,28.88,207.18,64

65,16:00-16:15,24.060000,10.450000,57.740000,96.26,132.070000,10.41,1.430000,48.130000,0.000000,216.290000,74.885702,52.940000,0.000000,32.05,15,0,0.000000,25.710000,5.370000,25.710000,1.150000,0.000000,144.390000,7.5,32.05,0.000000,76.320000,10.450000,15,32.05,48.13,96.26,1.090000,7.5,6.66,22.5,0,10.710000,37.67,70.93,0,63,24.07,137,33.4,31,28.88,188.34,58

66,16:15-16:30,24.060000,9.070000,57.740000,96.26,132.070000,10.61,1.430000,48.130000,0.000000,260.480000,65.133236,52.940000,0.000000,32.05,15.67,0,0.000000,25.710000,5.370000,25.710000,1.150000,0.000000,144.390000,7.5,32.05,0.000000,76.320000,9.070000,15.67,32.05,48.13,96.26,1.090000,7.5,7.66,22.5,0,9.300000,33.97,62.59,0,53,24.07,119,30,27,28.88,169.83,51

67,16:30-16:45,24.060000,7.860000,57.740000,96.26,132.070000,8.01,1.430000,48.130000,0.000000,260.480000,49.910824,52.940000,0.000000,20.87,24.33,0,0.000000,24.900000,5.370000,24.900000,1.150000,0.000000,144.390000,7.5,33,0.000000,76.320000,7.860000,24.33,33,48.13,96.26,1.090000,7.5,8.34,22.5,0,8.060000,30.67,53.73,0,44,24.07,102,26.3,22,28.88,153.33,43

68,16:45-17:00,24.060000,6.530000,57.740000,96.26,132.070000,8.01,1.430000,48.130000,0.000000,260.480000,40.567144,52.940000,0.000000,10.97,25,0,0.000000,24.900000,5.370000,24.900000,1.150000,0.000000,144.390000,8.16,33,0.000000,76.320000,6.530000,25,33,48.13,96.26,1.090000,8.17,9.34,24.5,7.22,6.700000,26.43,44.65,0,35,16.85,84,22.5,18,28.88,132.15,36

69,17:00-17:15,24.060000,5.170000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,30.785479,52.940000,0.000000,4.08,25.67,0,0.000000,1.150000,5.280000,1.150000,1.180000,0.000000,144.390000,9.16,33,0.000000,76.320000,5.170000,25.67,33,48.13,96.26,0.930000,9.17,10.66,27.5,0,5.300000,22.56,34.8,0,27,0,67,17.5,13,0,112.8,28

70,17:15-17:30,25.030000,3.770000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,21.042746,52.940000,0.000000,0.58,26.67,0,0.000000,1.150000,5.280000,1.150000,1.180000,0.000000,144.390000,10.16,28,0.000000,76.320000,3.770000,26.67,26.68,48.13,96.26,0.930000,10.17,12.34,30.5,0,3.860000,17.96,26.82,0,19,0,49,12,9,0,89.78,21

71,17:30-17:45,25.030000,2.520000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,12.117585,57.760000,0.000000,0,28.33,0,0.000000,1.160000,5.280000,1.150000,1.180000,0.000000,144.390000,11.34,15,0.000000,76.320000,2.520000,28.33,13.59,48.13,96.26,0.930000,11.33,13.66,34,0,2.590000,13.75,21.74,0,11,0,35,8,6,0,68.73,15

72,17:45-18:00,25.990000,1.600000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,6.871498,62.570000,0.000000,0,29,0,0.000000,1.160000,5.280000,1.150000,1.180000,0.000000,144.390000,12.5,6,0.000000,76.320000,1.600000,29,4.42,48.13,96.26,0.930000,12.5,15.66,37.5,0,1.640000,9.51,16.74,0,7,0,18,4,3,0,47.58,7

73,18:00-18:15,25.990000,0.840000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,4.039195,99.740000,0.000000,0,30,0,0.000000,1.160000,5.280000,1.160000,1.180000,0.000000,144.390000,13,0,0.000000,76.320000,0.840000,30,0,96.26,96.26,0.930000,13,15.34,39,0,0.860000,5.8,11.82,0,3,0,7,3,1,0,29,3

74,18:15-18:30,26.950000,0.340000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,1.119295,99.740000,0.000000,0,31.33,0,0.000000,1.160000,5.280000,1.160000,1.180000,0.000000,144.390000,13.16,0,0.000000,86.830000,0.340000,31.33,0,96.26,96.26,0.930000,13.17,15.34,39.5,0,0.350000,2.99,5.08,0,0,0,1,2,0,0,14.97,1

75,18:30-18:45,26.950000,0.020000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,41.67,0,0.000000,0.000000,5.280000,30.390000,1.180000,0.000000,144.390000,13.34,0,0.000000,86.830000,0.020000,41.67,0,96.26,96.26,0.930000,13.33,15.34,40,0,0.020000,0.99,2.5,0,0,0,1,1,0,0,4.94,0

76,18:45-19:00,26.950000,0.000000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,42,0,0.000000,0.000000,5.280000,30.390000,1.180000,0.000000,144.390000,13.34,0,0.000000,86.830000,0.000000,42,0,96.26,96.26,0.930000,13.33,15.34,40,0,0.000000,0.09,0,0,0,0,0,0,0,0,0.47,0

77,19:00-19:15,26.950000,0.000000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,42.67,0,0.000000,0.000000,5.190000,30.390000,1.150000,0.000000,144.390000,20.16,0,0.000000,86.830000,0.000000,42.67,0,96.26,96.26,1.010000,20.17,20.34,60.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,26.950000,0.000000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,43,0,0.000000,0.000000,5.190000,30.390000,1.150000,0.000000,144.390000,20.5,0,0.000000,86.830000,0.000000,43,0,96.26,96.26,1.010000,20.5,21,61.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,26.950000,0.000000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,53.67,0,0.000000,0.000000,5.190000,30.390000,1.150000,0.000000,144.390000,20.84,0,0.000000,86.830000,0.000000,53.67,0,96.26,96.26,1.010000,20.83,21.66,62.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,26.950000,0.000000,57.740000,96.26,132.070000,8.01,1.390000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,54,0,0.000000,0.000000,5.190000,30.390000,1.150000,0.000000,144.390000,21.34,0,0.000000,86.830000,0.000000,54,0,96.26,96.26,1.010000,21.33,22.34,64,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,26.950000,0.000000,57.740000,96.26,132.070000,8.01,1.340000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,36.67,0,0.000000,0.000000,5.190000,30.800000,1.150000,0.000000,144.390000,21.84,0,0.000000,86.830000,0.000000,36.67,0,96.26,96.26,1.010000,21.83,21.66,65.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,26.950000,0.000000,57.740000,96.26,132.070000,8.01,1.340000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,38.33,0,0.000000,10.000000,5.190000,30.800000,1.150000,0.000000,144.390000,22.34,0,0.000000,86.830000,0.000000,38.33,0,96.26,96.26,1.010000,22.33,22,67,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,25.990000,0.000000,57.740000,96.26,132.070000,8.81,1.340000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,39,0,0.000000,10.000000,5.190000,30.800000,1.150000,0.000000,144.390000,22.84,0,0.000000,86.830000,0.000000,39,0,96.26,96.26,1.010000,22.83,22.34,68.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,25.990000,0.000000,57.740000,96.26,132.070000,9.41,1.340000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,40.67,0,0.000000,0.000000,5.190000,30.800000,1.150000,0.000000,144.390000,23.5,0,0.000000,86.830000,0.000000,40.67,0,96.26,96.26,1.010000,23.5,22.66,70.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,25.990000,0.000000,57.740000,96.26,132.070000,11.01,1.340000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,53.33,0,0.000000,10.000000,5.190000,30.800000,1.110000,0.000000,144.390000,20,0,0.000000,86.830000,0.000000,53.33,0,96.26,96.26,1.010000,20,20.34,60,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,25.990000,0.000000,57.740000,96.26,132.070000,12.41,1.340000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,54,0,0.000000,10.000000,5.190000,30.800000,1.110000,0.000000,144.390000,20.16,0,0.000000,86.830000,0.000000,54,0,96.26,96.26,1.010000,20.17,20.66,60.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,25.990000,0.000000,57.740000,96.26,132.070000,14,1.340000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,55.67,0,0.000000,24.260000,5.190000,30.800000,1.110000,0.000000,144.390000,20.34,0,0.000000,86.830000,0.000000,55.67,0,96.26,96.26,1.010000,20.33,20.66,61,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,25.990000,0.000000,57.740000,96.26,132.070000,15.8,1.340000,48.130000,0.000000,260.480000,0,99.740000,0.000000,0,57.67,0,0.000000,24.260000,5.190000,30.800000,1.110000,0.000000,144.390000,20,0,0.000000,86.830000,0.000000,57.67,0,96.26,96.26,1.010000,20,21,60,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,25.990000,0.000000,57.740000,96.26,132.070000,10.01,1.300000,48.130000,0.000000,260.480000,0,99.740000,32.760000,0,48,0,0.000000,24.260000,5.090000,30.800000,1.110000,98.190000,144.390000,20.16,0,76.520000,86.830000,0.000000,48,0,96.26,96.26,1.010000,20.17,21,60.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,25.990000,0.000000,57.740000,96.26,132.070000,10.01,1.300000,48.130000,0.000000,260.480000,0,99.740000,32.760000,0,50,0,0.000000,24.260000,5.090000,30.800000,1.110000,98.190000,144.390000,20.5,0,76.520000,86.830000,0.000000,50,0,96.26,96.26,1.010000,20.5,21,61.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,25.030000,0.000000,57.740000,96.26,132.070000,10.01,1.300000,48.130000,0.000000,260.480000,0,99.740000,32.760000,0,50,0,0.000000,24.260000,5.090000,25.350000,1.110000,98.190000,144.390000,21,0,76.520000,86.830000,0.000000,50,0,96.26,96.26,1.010000,21,16.66,63,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,25.030000,0.000000,57.740000,96.26,132.070000,10.01,1.300000,48.130000,0.000000,260.480000,0,52.940000,32.760000,0,51.33,0,0.000000,24.260000,5.090000,25.350000,1.110000,98.190000,144.390000,21.5,0,76.520000,76.320000,0.000000,51.33,0,96.26,96.26,1.010000,21.5,17,64.5,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,25.030000,0.000000,57.740000,96.26,132.070000,8.01,1.300000,48.130000,0.000000,260.480000,0,81.820000,32.760000,0,61.67,0,0.000000,24.260000,5.090000,25.350000,1.070000,98.190000,144.390000,25,0,76.520000,76.320000,0.000000,61.67,0,96.26,96.26,1.010000,25,17.34,75,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,25.030000,0.000000,57.740000,96.26,132.070000,8.01,1.300000,48.130000,0.000000,260.480000,0,81.820000,32.760000,0,61.67,0,0.000000,24.260000,5.090000,25.350000,1.070000,98.190000,144.390000,25,0,76.520000,76.320000,0.000000,61.67,0,96.26,96.26,1.010000,25,17.34,75,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,25.030000,0.000000,57.740000,96.26,132.070000,8.01,1.300000,48.130000,0.000000,260.480000,0,81.820000,32.760000,0,61.67,0,0.000000,24.260000,5.090000,25.350000,1.070000,98.190000,144.390000,25,0,76.520000,76.320000,0.000000,61.67,0,96.26,96.26,1.010000,25,17.66,75,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,25.030000,0.000000,57.740000,96.26,132.070000,8.01,1.300000,48.130000,0.000000,260.480000,0,81.820000,32.760000,0,61.67,0,0.000000,24.260000,5.090000,25.350000,1.070000,98.190000,144.390000,25,0,76.520000,76.320000,0.000000,61.67,0,96.26,96.26,1.010000,25,18,75,0,0.000000,0,0,0,0,0,0,0,0,0,0,0

