Column1,Block,NR/2025/26199/A/68978,NR/2025/26433/C,NR/2025/26336/A/68661,NR/2025/26467/C,NR/2025/26265/A/68948,NR/2025/26289/A/68946,NR/2025/26435/C,NR/2025/26439/C,NR/2025/26431/C,NR/2025/26312/A/68486,NR/2025/26432/C,NR/2025/26202/A/69056,NR/2025/26191/A/68515,NR/2025/26201/A/68976,NR/2025/26232/A/68950,NR/2025/26233/A/68949,NR/2025/26153/A/68488,GNARE/NR/2024/12/20/3668,NR/2025/26236/A/68487,NR/2025/26335/A/68663,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/9252,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2474,NR/30092023/26122029/SH-06,NR/2025/26470/C,NR/2025/26291/A/68943,NR/2025/26002/A/68885,NR/2025/26434/C,GNA/NR/2025/05/01/9395,NR/2025/26197/A/68982,NR/30092023/31122025/SH-07,NR/2025/26471/C,NR/2025/26456/C,NR/2025/26200/A/68977,ER/2025/17329/C,NR/2025/26457/C,NR/2025/25858/A/68890,NR/2025/26198/A/68979,GNA/NR/2025/05/01/3877,NR/2025/25855/A/68891,NR/2025/26101/A/68578,NR/2025/26286/A/68596,NR/2025/26453/C,NR/2025/26085/A/68501,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/6363,Total
55,13:30-13:45,37.21,4.82,134.86,0,0,0,96.33,52.98,48.16,0,4.82,0,48.16,37.21,0,0,62.61,93.35,13.49,179,0,163.76,13.49,8.67,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,0,0,24.08,0,12.41,26.95,0,0,12.41,0,38.53,0,37.21,28.9,0,0,5.78,128.44,0.96,0,0,1670.6800000000003

56,13:45-14:00,37.21,4.82,134.86,0,0,0,96.33,52.98,48.16,0,4.82,0,48.16,37.21,0,0,62.61,93.08,13.49,175,0,163.76,13.49,8.67,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,0,0,24.08,0,12.41,26.95,0,0,12.41,0,38.53,0,37.21,28.9,0,0,5.78,128.44,0.96,0,0,1666.4100000000003

57,14:00-14:15,26.44,4.82,134.86,10.77,0,0,96.33,52.98,48.16,0,4.82,0,48.16,0,0,0,62.61,91.38,11.56,175,0,163.76,13.49,8.57,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,12.41,0,0,24.08,0,12.41,26.95,37.21,0,0,0,38.53,110.78,37.21,28.9,0,33.72,5.78,128.44,0.96,0,0,1807.1800000000003

58,14:15-14:30,26.44,4.82,134.86,10.77,0,0,96.33,52.98,48.16,0,4.82,0,48.16,0,0,0,62.61,89.58,10.69,168,0,163.76,13.49,8.57,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,12.41,0,0,24.08,0,12.41,26.95,37.21,0,0,0,38.53,110.78,37.21,28.9,0,33.72,6.74,102.76,0.96,0,0,1772.7900000000004

59,14:30-14:45,26.44,4.82,134.86,10.77,0,0,96.33,52.98,48.16,0,4.82,0,48.16,0,0,0,62.61,86.32,7.51,161,0,163.76,13.49,8.57,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,12.41,0,0,24.08,0,12.41,26.95,37.21,0,0,0,38.53,110.78,37.21,28.9,0,33.72,6.74,102.76,0.96,0,0,1759.3500000000004

60,14:45-15:00,26.44,4.82,134.86,10.77,0,0,96.33,52.98,48.16,0,4.82,0,48.16,0,0,0,62.61,82.47,6.36,158,0,163.76,13.49,8.57,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,12.41,0,0,24.08,0,12.41,26.95,37.21,0,0,0,38.53,110.78,37.21,28.9,0,33.72,6.74,102.76,0.96,0,0,1751.3500000000004

61,15:00-15:15,26.44,4.82,134.86,10.77,0,0,96.33,52.98,48.16,0,4.82,0,48.16,0,0,0,62.61,83.33,3.08,147,0,163.76,13.49,8.48,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,12.41,0,0,24.08,0,12.41,26.95,37.21,0,0,0,38.53,110.78,37.21,28.9,0,33.72,7.71,77.06,0.96,0,0,1713.1100000000004

62,15:15-15:30,26.44,4.82,134.86,10.77,0,0,96.33,52.98,48.16,0,4.82,0,48.16,0,0,0,62.61,78.5,1.54,140,0,163.76,13.49,8.48,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,12.41,0,0,24.08,0,12.41,26.95,37.21,51.03,0,0,0,110.78,37.21,28.9,0,33.72,7.71,77.06,0.96,0,0,1712.2400000000002

63,15:30-15:45,26.44,4.82,134.86,10.77,0,0,96.33,52.98,48.16,0,4.82,0,48.16,0,0,0,62.61,73.31,4.53,133,0,163.76,13.49,9.68,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,12.41,0,0,24.08,0,12.41,26.95,37.21,51.03,0,0,0,110.78,37.21,28.9,0,33.72,7.71,77.06,0.96,0,0,1704.2400000000002

64,15:45-16:00,26.44,4.82,134.86,10.77,0,0,96.33,52.98,48.16,0,4.82,0,48.16,0,0,0,62.61,68.08,4.53,123,0,163.76,13.49,9.68,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,12.41,0,0,24.08,0,12.41,26.95,37.21,51.03,0,0,0,110.78,37.21,28.9,0,33.72,7.71,51.37,0.96,0,0,1663.3200000000002

65,16:00-16:15,37.21,0,134.86,0,96.33,48.16,0,0,0,52.98,0,0,48.16,37.21,4.82,4.82,62.61,63.43,2.89,109,0,163.76,13.49,9.96,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,24.08,0,0,0,12.41,26.95,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,7.71,51.37,0.82,0,0,1643.17

66,16:15-16:30,37.21,0,134.86,0,96.33,48.16,0,0,0,52.98,0,0,48.16,37.21,4.82,4.82,62.61,58.2,2.79,95,0,163.76,13.49,9.96,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,24.08,0,0,0,12.41,26.95,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,7.71,51.37,0.82,0,0,1623.8400000000004

67,16:30-16:45,37.21,0,134.86,0,96.33,48.16,0,0,0,52.98,0,0,48.16,37.21,4.82,4.82,62.61,52.42,2.7,70,0,163.76,13.49,9.96,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,24.08,0,0,0,12.41,26.95,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,64.22,0.82,0,0,1606.7800000000002

68,16:45-17:00,37.21,0,134.86,0,96.33,48.16,0,0,0,52.98,0,0,48.16,37.21,4.82,4.82,62.61,46.53,2.7,60,0,163.76,13.49,9.96,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,24.08,0,0,0,12.41,26.95,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,64.22,0.82,0,0,1590.8900000000003

69,17:00-17:15,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,39.55,0,46,0,163.76,13.49,9.96,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,24.08,0,0,0,12.41,26.95,0,102.04,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,64.22,0.67,0,0,1565.0900000000006

70,17:15-17:30,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,32.3,0,32,0,163.76,13.49,9.96,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,24.08,0,0,0,12.41,26.95,0,102.04,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,64.22,0.67,0,0,1543.8400000000006

71,17:30-17:45,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,21.05,0,18,0,163.76,13.49,9.96,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,24.08,0,0,0,12.41,26.95,0,102.04,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,155.41,0.67,0,0,1609.7800000000007

72,17:45-18:00,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,15.28,0,11,0,163.76,13.49,9.96,14.45,0,0,122.82,10.6,0,163.76,0,17.51,26.95,0,24.08,0,0,0,12.41,26.95,0,102.04,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,155.41,0.67,0,0,1597.0100000000004

73,18:00-18:15,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,12.08,0,7,0,0,13.49,10.14,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,26.41,0,162.36,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,155.41,0.67,0,14.45,1793.9300000000005

74,18:15-18:30,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,7.53,0,4,0,0,13.49,10.14,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,26.41,0,162.36,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,155.41,0.67,0,14.45,1786.3800000000008

75,18:30-18:45,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,2.14,0,1,0,0,13.49,11.16,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,26.41,0,162.36,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,155.41,0.67,0,14.45,1779.010000000001

76,18:45-19:00,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0.46,0,0,0,0,13.49,11.16,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,26.41,0,162.36,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,155.41,0.67,0,14.45,1776.3300000000006

77,19:00-19:15,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0.14,0,0,0,0,13.49,11.16,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,29.5,0,162.36,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,155.41,0.72,0,14.45,1779.1500000000005

78,19:15-19:30,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0.14,0,0,0,0,13.49,11.16,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,29.5,0,162.36,12.41,0,0,110.78,37.21,28.9,0,33.72,8.67,155.41,0.72,0,14.45,1779.1500000000005

79,19:30-19:45,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,11.16,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,29.5,0,162.36,12.41,48.16,0,110.78,37.21,28.9,0,33.72,8.67,155.41,0.72,0,14.45,1827.1700000000008

80,19:45-20:00,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,11.16,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,29.5,0,162.36,12.41,48.16,0,110.78,37.21,28.9,0,33.72,7.71,155.41,0.72,0,14.45,1826.2100000000007

81,20:00-20:15,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,10.88,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,29.5,0,162.36,12.41,48.16,0,110.78,37.21,28.9,0,33.72,7.71,155.41,0.77,0,14.45,1825.9800000000005

82,20:15-20:30,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,10.88,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,29.5,0,162.36,12.41,48.16,0,110.78,37.21,28.9,0,33.72,7.71,155.41,0.77,0,14.45,1825.9800000000005

83,20:30-20:45,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,10.88,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,29.5,0,162.36,12.41,48.16,0,110.78,37.21,28.9,0,33.72,7.71,155.41,0.77,0,14.45,1825.9800000000005

84,20:45-21:00,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,10.88,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,29.5,0,162.36,12.41,48.16,0,110.78,37.21,28.9,0,33.72,6.74,129.73,0.77,0,14.45,1799.3300000000004

85,21:00-21:15,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,25.1,0,102.04,12.41,0,0,110.78,37.21,28.9,0,33.72,6.74,129.73,0.77,0,14.45,1688.7600000000002

86,21:15-21:30,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,29.5,0,24.08,163.76,0,5.78,12.41,25.1,0,102.04,12.41,0,0,110.78,37.21,28.9,0,33.72,6.74,129.73,0.77,0,14.45,1688.7600000000002

87,21:30-21:45,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,26,0,24.08,163.76,0,5.78,12.41,26,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,6.74,129.73,0.77,0,14.45,1635.1500000000003

88,21:45-22:00,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,26,0,24.08,163.76,0,5.78,12.41,26,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,6.74,129.73,0.77,0,14.45,1635.1500000000003

89,22:00-22:15,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,25.1,0,24.08,163.76,0,5.78,12.41,29.5,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,5.78,129.73,0.77,0,14.45,1636.7900000000004

90,22:15-22:30,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,25.1,0,24.08,163.76,0,5.78,12.41,29.5,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,5.78,129.73,0.77,0,14.45,1636.7900000000004

91,22:30-22:45,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,26,0,24.08,163.76,0,5.78,12.41,26,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,5.78,129.73,0.77,0,14.45,1634.1900000000003

92,22:45-23:00,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,26,0,24.08,163.76,0,5.78,12.41,26,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,5.78,129.73,0.77,0,14.45,1634.1900000000003

93,23:00-23:15,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,26,0,24.08,163.76,0,5.78,12.41,26,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,5.78,129.73,0.77,0,14.45,1634.1900000000003

94,23:15-23:30,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,26,0,24.08,163.76,0,5.78,12.41,26,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,4.82,129.73,0.77,0,14.45,1633.2300000000002

95,23:30-23:45,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,26,0,24.08,163.76,0,5.78,12.41,26,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,4.82,129.73,0.77,0,14.45,1633.2300000000002

96,23:45-24:00,37.21,0,134.86,0,96.33,48.16,0,0,0,0,0,0,48.16,37.21,4.82,4.82,62.61,0,0,0,0,0,13.49,13.19,14.45,67.43,28.9,122.82,10.6,5.78,163.76,19.27,17.51,26,0,24.08,163.76,0,5.78,12.41,26,0,51.03,12.41,0,0,110.78,37.21,28.9,0,33.72,4.82,129.73,0.77,0,14.45,1633.2300000000002

