Column1,Block,GNA/NR/2025/05/16/9317,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9252,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/2474,NR/2025/27681/C,NR/2025/27684/C,NR/2025/27670/C,GNARE/NR/2024/12/20/3668,NR/2025/26335/A/76248,NR/2025/27699/C,NR/2025/27644/C,NR/2025/27680/C,NR/2025/27577/C,NR/2025/26005/A/76118,NR/2025/26828/A/76633,NR/2025/27721/C,NR/2025/26202/A/76599,NR/2025/27723/C,NR/2025/26153/A/76061,NR/2025/26191/A/76115,NR/2025/26879/A/76246,NR/2025/27580/C,NR/2025/26291/A/76569,NR/2025/27704/C,NR/2025/26233/A/76570,NR/2025/25967/A/76528,NR/2025/27579/C,NR/2025/26825/A/76635,NR/2025/27575/C,NR/2025/26004/A/76117,NR/2025/25861/A/76533,NR/2025/26082/A/76600,NR/2025/25860/A/76534,NR/2025/27722/C,NR/2025/27706/C,NR/2025/27703/C,NR/2025/26232/A/76571,NR/2025/26336/A/76247,NR/2025/26827/A/76634,NR/2025/27573/C,NR/2025/26829/A/76632,NR/2025/27574/C,NR/2025/27149/A/76191,NR/2025/26265/A/76567,NR/2025/26289/A/76568,NR/2025/26085/A/76040,GNA/NR/2025/05/01/4138,NR/2025/26959/A/76190,NR/2025/25859/A/76535,NR/2025/27702/C,NR/2025/26785/A/76057,NR/2025/26101/A/76169,NR/2025/26379/A/76527,NR/2025/26822/A/76636,NR/2025/27576/C,NR/2025/27626/C,NR/2025/26755/A/76054,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/7902,Total
40,09:45-10:00,82.12,26.94,12.2,13.53,26.94,17.56,62.8,96.61,0,66.47,154,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,6.76,96.61,29.55,0,0,0,0,4.83,48.3,10.63,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,1967.71

41,10:00-10:15,82.12,26.94,12.11,13.53,26.94,17.56,62.8,96.61,0,85.18,154,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,3.86,0,0,0.97,0,6.76,96.61,29.55,0,0,0,0,4.83,48.3,12.56,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,1989.2199999999998

42,10:15-10:30,82.12,26.94,12.11,13.53,26.94,17.56,62.8,96.61,0,89.45,161,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,3.86,0,0,0.97,0,6.76,96.61,29.55,0,0,0,0,4.83,48.3,12.56,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2000.4899999999998

43,10:30-10:45,82.12,26.94,12.11,13.53,26.94,17.56,62.8,96.61,0,100,168,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,3.86,0,0,0.97,0,6.76,96.61,29.55,0,0,0,0,4.83,48.3,12.56,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2018.04

44,10:45-11:00,82.12,26.94,12.11,13.53,26.94,17.56,62.8,96.61,0,100,179,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,3.86,0,0,0.97,0,6.76,96.61,29.55,0,0,0,0,4.83,48.3,12.56,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2029.04

45,11:00-11:15,82.12,26.94,12.11,13.53,26.94,17.56,62.8,96.61,0,100,189,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2040.9800000000002

46,11:15-11:30,82.12,26.94,12.11,13.53,26.94,17.56,62.8,96.61,0,100,196,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.9800000000002

47,11:30-11:45,82.12,26.94,12.11,13.53,26.94,17.56,62.8,96.61,0,100,200,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2051.98

48,11:45-12:00,82.12,26.94,12.11,13.53,26.94,17.56,62.8,96.61,0,100,200,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2051.98

49,12:00-12:15,82.12,26.95,12.02,13.53,26.95,17.56,62.8,96.61,0,100,196,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.91

50,12:15-12:30,82.12,26.95,12.02,13.53,26.95,17.56,62.8,96.61,0,100,196,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.91

51,12:30-12:45,82.12,26.95,12.02,13.53,26.95,17.56,62.8,96.61,0,100,196,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.91

52,12:45-13:00,82.12,26.95,12.02,13.53,26.95,17.56,62.8,96.61,0,100,196,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.91

53,13:00-13:15,82.12,26.95,12.02,13.53,26.95,17.56,62.8,96.61,0,100,196,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.91

54,13:15-13:30,82.12,26.95,12.02,13.53,26.95,17.56,62.8,96.61,0,100,196,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.91

55,13:30-13:45,82.12,26.95,12.02,13.53,26.95,17.56,62.8,96.61,0,100,196,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.91

56,13:45-14:00,82.12,26.95,12.02,13.53,26.95,17.56,62.8,96.61,0,100,196,14.64,164.24,108.55,4.83,48.3,0,0,0,0,9.95,0,0,52.85,0,14.64,0,164.24,53.14,0,24.15,48.3,0,47.34,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0.97,0,8.69,96.61,29.55,0,0,0,0,4.83,48.3,13.53,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.91

57,14:00-14:15,82.12,26.95,12.11,13.53,26.95,17.56,62.8,96.61,0,98.3,193,14.64,164.24,108.55,4.83,39.61,0,0,0,0,0,0,0,62.8,0,14.64,0,164.24,53.14,0,24.15,48.3,111.1,0,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0,0,9.66,96.61,29.55,0,33.81,0,0,4.83,48.3,11.59,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2130.2400000000002

58,14:15-14:30,82.12,26.95,12.11,13.53,26.95,17.56,62.8,96.61,0,94.95,189,14.64,164.24,108.55,4.83,39.61,0,0,0,0,0,0,0,62.8,0,14.64,0,164.24,53.14,0,24.15,48.3,111.1,0,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0,0,9.66,96.61,29.55,0,33.81,0,0,4.83,48.3,11.59,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2122.89

59,14:30-14:45,82.12,26.95,12.11,13.53,26.95,17.56,62.8,96.61,0,91.49,179,14.64,164.24,108.55,4.83,39.61,0,0,0,0,0,0,0,62.8,0,14.64,0,164.24,53.14,0,24.15,48.3,111.1,0,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0,0,9.66,96.61,29.55,0,33.81,0,0,4.83,48.3,11.59,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2109.43

60,14:45-15:00,82.12,26.95,12.11,13.53,26.95,17.56,62.8,96.61,0,87.55,172,14.64,164.24,108.55,4.83,39.61,0,0,0,0,0,0,0,62.8,0,14.64,0,164.24,53.14,0,24.15,48.3,111.1,0,0,0,25.13,43.91,0,0,0,96.61,0,48.3,2.9,0,0,0,0,9.66,96.61,29.55,0,33.81,0,0,4.83,48.3,11.59,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2098.4900000000002

61,15:00-15:15,82.12,26.95,12.39,13.53,26.95,17.56,62.8,96.61,0,79.33,158,14.64,164.24,108.55,4.83,39.61,0,0,0,0,0,0,0,62.8,0,14.64,0,164.24,53.14,0,24.15,48.3,111.1,0,0,0,25.13,43.91,0,0,0,96.61,0,48.3,1.93,0,0,0,0,11.59,96.61,29.55,0,33.81,0,0,4.83,48.3,8.69,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2074.6099999999997

62,15:15-15:30,82.12,26.95,12.39,13.53,26.95,17.56,62.8,96.61,0,74.86,147,14.64,164.24,108.55,4.83,39.61,0,0,0,0,0,0,0,62.8,0,14.64,0,164.24,53.14,0,24.15,48.3,111.1,0,0,0,25.13,43.91,0,0,0,96.61,0,48.3,1.93,0,0,0,0,11.59,96.61,29.55,0,33.81,0,0,4.83,48.3,8.69,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2059.14

63,15:30-15:45,82.12,26.95,12.39,13.53,26.95,17.56,62.8,96.61,0,69.93,137,14.64,164.24,108.55,4.83,39.61,0,0,0,0,0,0,0,62.8,0,14.64,0,164.24,53.14,0,24.15,48.3,111.1,0,0,0,25.13,43.91,0,111.1,0,96.61,0,48.3,1.93,0,0,0,0,11.59,96.61,29.55,0,33.81,0,0,4.83,48.3,8.69,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2155.31

64,15:45-16:00,82.12,26.95,12.39,13.53,26.95,17.56,62.8,96.61,0,65.22,126,14.64,164.24,108.55,4.83,39.61,0,0,0,0,0,0,0,62.8,0,14.64,0,164.24,53.14,0,24.15,48.3,111.1,0,0,0,25.13,43.91,0,111.1,0,96.61,0,48.3,1.93,0,0,0,0,11.59,96.61,29.55,0,33.81,0,0,4.83,48.3,8.69,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2139.6

65,16:00-16:15,82.12,26.95,12.76,13.53,26.95,17.56,62.8,0,0,60.25,105,0,0,108.55,0,48.3,14.64,0,96.61,0,62.8,48.3,0,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.82,0,11.59,96.61,0,53.14,33.81,164.24,14.64,0,0,5.8,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2167.9599999999996

66,16:15-16:30,82.12,26.95,12.76,13.53,26.95,17.56,62.8,0,0,53.92,95,0,0,108.55,0,48.3,14.64,0,96.61,0,62.8,48.3,0,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.82,0,11.59,96.61,0,53.14,33.81,164.24,14.64,0,0,5.8,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2151.6299999999997

67,16:30-16:45,82.12,26.95,12.76,13.53,26.95,17.56,62.8,0,0,47.67,81,0,0,108.55,0,48.3,14.64,0,96.61,0,62.8,48.3,0,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.82,0,11.59,96.61,0,53.14,33.81,164.24,14.64,0,0,5.8,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2131.3799999999997

68,16:45-17:00,82.12,26.95,12.76,13.53,26.95,17.56,62.8,0,0,40.87,70,0,0,108.55,0,48.3,14.64,0,96.61,0,62.8,48.3,0,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.82,0,11.59,96.61,0,53.14,33.81,164.24,14.64,0,0,5.8,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2113.5799999999995

69,17:00-17:15,82.12,26.95,13.23,13.53,26.95,17.56,62.8,0,0,34.48,56,0,0,108.55,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.68,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2068.3899999999994

70,17:15-17:30,82.12,26.95,13.23,13.53,26.95,17.56,62.8,0,0,28,42,0,0,108.55,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.68,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2047.9099999999996

71,17:30-17:45,82.12,26.95,13.23,13.53,26.95,17.56,62.8,0,0,21.69,28,0,0,108.55,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.68,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2027.5999999999997

72,17:45-18:00,82.12,26.95,13.23,13.53,26.95,17.56,62.8,0,0,15.58,18,0,0,108.55,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.68,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,0,28.98,0,164.24,0,0,20.53,0,14.49,0,0,2011.4899999999996

73,18:00-18:15,82.12,26.7,13.68,13.53,26.7,17.56,0,0,82.12,10.16,11,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.68,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2214.65

74,18:15-18:30,82.12,26.7,13.68,13.53,26.7,17.56,0,0,82.12,5.91,7,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.68,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2206.4

75,18:30-18:45,82.12,26.7,13.68,13.53,26.7,17.56,0,0,82.12,4.97,5,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.68,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2203.46

76,18:45-19:00,82.12,26.7,13.68,13.53,26.7,17.56,0,0,82.12,1.76,1,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.68,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2196.25

77,19:00-19:15,82.12,29,13.96,13.53,29,17.56,0,0,82.12,0,0,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.72,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2198.41

78,19:15-19:30,82.12,29,13.96,13.53,29,17.56,0,0,82.12,0,0,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.72,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2198.41

79,19:30-19:45,82.12,29,13.96,13.53,25.55,17.56,0,0,82.12,0,0,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.72,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2194.96

80,19:45-20:00,82.12,29,13.96,13.53,25.55,17.56,0,0,82.12,0,0,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.72,0,11.59,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2194.96

81,20:00-20:15,82.12,29.5,13.23,13.53,29.5,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.77,0,9.66,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2177.48

82,20:15-20:30,82.12,29.5,13.23,13.53,29.5,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.77,0,9.66,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2177.48

83,20:30-20:45,82.12,29.5,13.23,13.53,29.5,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.77,0,9.66,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2177.48

84,20:45-21:00,82.12,29.5,4.43,13.53,29.5,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,0,96.61,0,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,0,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.77,0,9.66,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2168.68

85,21:00-21:15,82.12,29.5,13.23,13.53,29.5,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,18.14,96.61,88.61,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,86.95,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.77,0,9.66,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2371.1800000000003

86,21:15-21:30,82.12,29.5,13.23,13.53,29.5,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,18.14,96.61,88.61,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,86.95,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.77,0,9.66,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2371.1800000000003

87,21:30-21:45,82.12,29.5,13.23,13.53,29.5,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,18.14,96.61,88.61,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,86.95,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.77,0,9.66,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2371.1800000000003

88,21:45-22:00,82.12,29.5,13.23,13.53,29.5,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,18.14,96.61,88.61,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,86.95,0,0,4.83,111.1,43.91,0,25.13,0,1.93,96.61,48.3,0.77,0,9.66,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2371.1800000000003

89,22:00-22:15,82.12,29.5,13.23,13.53,24.6,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,18.14,96.61,88.61,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,86.95,0,0,4.83,111.1,43.91,0,25.13,0,2.9,96.61,48.3,0.77,0,7.73,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2365.3199999999997

90,22:15-22:30,82.12,29.5,13.23,13.53,24.6,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,18.14,96.61,88.61,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,86.95,0,0,4.83,111.1,43.91,0,25.13,0,2.9,96.61,48.3,0.77,0,7.73,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2365.3199999999997

91,22:30-22:45,82.12,29.5,13.23,13.53,24.6,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,18.14,96.61,88.61,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,86.95,0,0,4.83,111.1,43.91,0,25.13,0,2.9,96.61,48.3,0.77,0,7.73,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2365.3199999999997

92,22:45-23:00,82.12,29.5,13.23,13.53,24.6,17.56,0,0,62.8,0,0,0,0,162.84,0,48.3,14.64,18.14,96.61,88.61,62.8,48.3,33.81,0,24.15,0,4.83,164.24,0,29.55,0,48.3,111.1,47.34,0,86.95,0,0,4.83,111.1,43.91,0,25.13,0,2.9,96.61,48.3,0.77,0,7.73,96.61,0,0,33.81,164.24,14.64,0,0,0,10.63,19.32,28.98,14.49,164.24,67.63,0,20.53,5.8,14.49,5.8,28.98,2365.3199999999997

