Block,Time,AURY_CRF,DHAULIGNGA,UNCHAHAR3,AURY_LF,UNCHAHAR2,AURY_RF,TANAKPUR,URI,AURY_GF,SEWA2,DADRI_LF,NJPC,SINGRAULI,DULHASTI,RAMPUR,RAPPB,URI2,CHAMERA1,ANTA_RF,DADRT2,KISHANGANGA,DADRI_CRF,PARBATI3,ANTA_LF,TEHRI,KOTESHWR,ANTA_CRF,KSTPS7,VSTPS IV,KAWAS-APM,BSIUL,SINGRAULI_HYDRO,RAPPC,KAWAS-NAPM,NAPP,SASAN,VSTPS III,DADRI_GF,UNCHAHAR4,RIHAND1,DADRI_RF,KOLDAM,SALAL,UNCHAHAR1,ANTA_GF,JHAJJAR,CHAMERA3,TANDA2,RIHAND2,RIHAND3,CHAMERA2,NLCTS2EXP,KAWAS-ComGas,VSTPS II,SOLAPUR,NNTPP,VSTPS V,SIMHST2,GANDHAR-ComGas,KHARGONE-I,KKNP,KAWAS-zLIQ,BRBCL,RSTPSU7,KAPS,TAPS-II,LARA-I,TALA,TALST2,MOUDA,NLCIIST2,RSTPSU1TO6,GANDHAR-NAPM,MAPS,VALLURNTECL,SIPAT II,KAWAS-RLNG,KUDGI,VSTPS I,FSTPP I & II,KGSU1AND2,GANDHAR-RLNG,KGSU3AND4,KHSTPP-I,NTPL,GANDHAR-APM,MOUDA_II,NLCEXP,KSTPS I&II,KHSTPP-II,NLCIIST1,SIPAT I,GADARWARA-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,0.000000,28.748936,14.856168,0.000000,42.087186,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,146.640906,137.136588,52.099522,2.786674,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,51.727110,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,59.522869,11.681977,0.000000,134.489538,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.29,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.262914,20.035545,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

84,20:45-21:00,0.000000,28.748936,14.856168,0.000000,42.087186,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,118.737575,137.136588,52.099522,2.288077,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,51.727110,0.000000,31.958553,25.262947,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,59.522869,11.681977,0.000000,134.489538,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.31,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.263034,20.035545,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

85,21:00-21:15,0.000000,19.165958,18.344750,0.000000,42.087186,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,118.737575,137.136588,52.099522,2.288077,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,6.712228,0.000000,31.958553,25.262947,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,145.121038,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.34,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.263034,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

86,21:15-21:30,0.000000,9.582978,18.344750,0.000000,42.087186,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,118.737575,137.136588,52.099522,2.288077,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,3.356113,0.000000,31.958553,25.262947,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,145.121038,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.35,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.263034,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

87,21:30-21:45,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,105.280650,137.136588,52.099522,2.028534,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,25.262947,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,145.121038,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.37,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273370,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

88,21:45-22:00,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,97.760603,137.136588,52.099522,1.885102,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,25.262947,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,145.121038,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.41,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

89,22:00-22:15,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,97.760603,137.136588,52.099522,1.885102,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,0.000000,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,148.020538,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.43,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.82,4.399058,0.000000,0,0,0,0,0

90,22:15-22:30,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,97.760603,137.136588,52.099522,1.885102,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,0.000000,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,148.020538,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.44,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.83,4.399058,0.000000,0,0,0,0,0

91,22:30-22:45,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,97.760603,137.136588,52.099522,1.885102,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,0.000000,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,148.020538,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.46,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.83,4.399058,0.000000,0,0,0,0,0

92,22:45-23:00,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,97.760603,137.136588,52.099522,1.885102,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,0.000000,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,148.020538,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.47,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.79,4.399058,0.000000,0,0,0,0,0

93,23:00-23:15,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,79.158384,137.136588,52.099522,1.523108,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,25.673727,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,148.020538,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.49,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.79,4.399058,0.000000,0,0,0,0,0

94,23:15-23:30,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,59.368788,137.136588,52.099522,1.147453,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,25.673727,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,47.169066,15.045397,0.000000,148.020538,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.50,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.79,4.399058,0.000000,0,0,0,0,0

95,23:30-23:45,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,39.579192,137.136588,52.099522,0.764969,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,25.673727,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,3.895159,47.169066,15.045397,0.000000,133.523038,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.53,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.79,4.399058,0.000000,0,0,0,0,0

96,23:45-24:00,0.000000,0.000000,18.344750,0.000000,42.087186,0.000000,1.114278,48.549228,0.000000,16.603562,0.000000,19.789596,137.136588,52.099522,0.382484,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,25.673727,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,334.892250,1.894035,0.000000,0.000000,91.160263,0.000000,3.084967,47.169066,15.045397,0.000000,133.523038,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.53,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.89,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.345464,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.79,4.399058,0.000000,0,0,0,0,0

