Block,Time Block,RIHAND3,SALAL,RSTPSU7,RSTPSU1TO6,RIHAND2,BRBCL,CHAMERA1,BSIUL,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,DADRT2,FSTPP I & II,JHAJJAR,KGSU3AND4,KGSU1AND2,KHSTPP-II,KHSTPP-I,KKNP,KISHANGANGA,KOLDAM,KOTESHWR,KKNPPU2,SEWA2,SIMHST2,SINGRAULI,SIMHST1,SASAN,TANDA2,TALST2,TANAKPUR,TALA,KUDGI,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,NLCTS2EXP,NNTPP,PARBATI3,RAMPUR,NTPL,RAPPC,RAPPB,RIHAND1,SINGRAULI_HYDRO,TelanganaSTPP,TEHRI,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,VALLURNTECL,URI,UNCHAHAR4,URI2,ANTA_GF,ANTA_CRF,ANTA_RF,AURY_CRF,ANTA_LF,DADRI_CRF,DADRI_LF,AURY_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
60,14:45-15:00,120.14,49.41,0,0,114.77,14.5,0,0,10.95,9.35,17.66,47.77,250.78,20.1,264.7,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,391.39,0,0,11.14,10.93,0,0,0,0,100.67,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,14.43,17.07,0,40.98,0,14.93,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,120.14,49.41,0,0,114.77,14.5,0,0,10.95,9.35,17.66,47.77,256.1,20.1,264.7,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,391.39,0,0,11.14,10.93,0,0,0,0,90.42,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,15.04,17.61,0,40.98,0,14.93,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,120.14,49.41,0,0,114.77,14.5,0,0,10.95,9.35,17.66,47.77,256.1,20.1,327.51,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,391.39,0,0,11.14,10.93,0,0,0,0,67.81,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,15.04,17.64,0,40.98,0,14.93,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,120.14,49.41,0,0,114.77,14.5,0,0,10.95,9.35,17.66,47.77,265.76,20.1,327.51,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,397.52,0,0,11.14,10.93,0,0,0,0,67.81,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,15.04,17.64,0,40.98,0,14.93,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,120.14,49.41,0,0,114.77,14.5,0,0,10.95,9.35,17.66,47.77,275.42,20.1,327.51,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,10.93,0,0,0,0,67.81,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,15.04,17.64,0,40.98,0,14.93,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,120.14,49.41,0,0,114.77,14.5,0,0,10.95,9.35,17.66,47.77,312.55,20.1,327.51,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,9.68,0,0,0,0,67.81,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,15.04,17.64,0,40.98,0,14.93,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,120.14,49.41,0,0,114.77,14.5,0,6.3,10.95,9.35,17.66,47.77,328.39,20.1,327.51,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,9.41,0,0,0,0,67.81,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,15.04,17.64,0,40.98,0,14.93,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,120.14,49.41,0,0,114.77,14.5,0,6.3,10.95,9.35,17.66,47.77,328.39,20.1,327.51,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,9.26,0,0,0,0,67.81,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,28.87,17.64,0,40.98,0,10.67,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,120.14,49.41,0,0,114.77,14.5,0,6.3,10.95,9.35,17.66,47.77,328.39,20.1,327.51,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,9.18,0,0,0,0,67.81,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,28.87,17.64,0,40.98,0,10.67,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,120.14,49.41,0,0,114.77,14.5,0,6.3,10.95,9.35,17.66,47.77,328.39,20.1,327.51,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,9.11,0,0,0,0,67.81,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,45.12,17.64,0,40.98,0,10.67,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,120.14,49.41,0,0,114.77,14.5,0,6.3,10.95,9.35,17.66,47.77,328.39,20.1,327.51,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,8.8,0,0,0,0,67.81,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,45.12,17.64,0,40.98,0,10.67,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,120.14,49.41,0,0,114.77,14.5,0,6.3,10.95,9.35,17.66,47.77,328.39,20.1,403.07,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,8.66,0,0,0,0,67.81,0,39.63,0,0,3.44,0,0,49.9,0,44.45,0,0,45.12,19.87,0,40.98,0,10.67,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,120.14,49.41,0,0,114.77,14.5,0,6.3,10.95,9.35,26.56,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,2.58,0,131.19,0,399.01,0,0,11.14,8.29,0,0,0,0,90.42,0,39.63,0,0,4.92,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,10.67,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,120.14,37.06,0,0,114.77,14.5,13.58,6.3,25.45,18.71,35.32,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,25.73,0,7.73,0,131.19,0,399.01,0,0,11.14,7.62,0,0,0,0,113.02,0,39.63,0,0,7.38,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,14.93,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,120.14,37.06,0,0,114.77,14.5,40.73,18.9,39.42,29.53,36.38,48.25,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,34.31,0,12.88,0,131.19,0,399.01,0,0,12.25,7.38,0,0,0,0,135.62,0,39.63,0,0,47.36,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,49.08,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,120.14,37.06,0,0,114.77,14.5,40.73,18.9,39.42,29.53,36.38,48.25,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,34.31,0,12.88,0,131.19,0,399.01,0,0,12.25,7.38,0,0,0,0,135.62,0,39.63,0,0,47.36,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,49.08,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,120.14,37.06,0,0,114.77,14.5,40.73,18.9,39.42,29.53,36.38,48.25,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,34.31,0,12.88,0,131.19,0,399.01,0,0,12.25,7.38,0,0,0,0,135.62,0,39.63,0,0,47.36,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,12.27,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,120.14,62.88,0,0,114.77,14.5,40.73,18.9,39.42,29.53,36.38,48.25,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,34.31,0,12.88,0,131.19,0,399.01,0,0,12.25,7.59,0,0,0,0,135.62,0,39.63,0,0,47.36,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,10.67,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,120.14,76.71,0,0,114.77,14.5,40.73,18.9,39.42,29.53,36.38,48.25,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,34.31,0,12.88,0,131.19,0,399.01,0,0,12.25,7.82,0,0,0,0,135.62,0,39.63,0,0,47.36,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,10.67,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,120.14,76.71,0,0,114.77,14.5,40.73,18.9,39.42,29.53,36.38,48.25,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,34.31,0,12.88,0,131.19,0,399.01,0,0,12.25,8.13,0,0,0,0,135.62,0,39.63,0,0,47.36,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,9.6,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,120.14,76.71,0,0,114.77,14.5,40.73,18.9,39.42,29.53,36.38,48.25,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,34.31,0,12.88,0,131.19,0,399.01,0,0,12.25,8.32,0,0,0,0,135.62,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,9.6,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,120.14,76.71,0,0,114.77,14.5,40.73,18.9,39.42,29.53,36.38,48.25,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,34.31,0,11.6,0,131.19,0,399.01,0,0,12.25,8.44,0,0,0,0,135.62,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,9.6,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,120.14,62.88,0,0,114.77,14.5,27.16,6.3,38.18,18.71,35.32,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,19.06,0,9.02,0,131.19,0,399.01,0,0,11.14,8.52,0,0,0,0,123.55,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,9.6,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,120.14,49.41,0,0,114.77,14.5,27.16,6.3,23.18,18.71,35.32,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,8.37,0,131.19,0,399.01,0,0,11.14,8.7,0,0,0,0,123.55,0,39.63,0,0,3.44,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,14.4,0,13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,120.14,49.41,0,0,114.77,14.5,27.16,6.3,23.18,18.71,35.32,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,4.64,0,131.19,0,399.01,0,0,11.14,8.92,0,0,0,0,123.55,0,39.63,0,0,3.44,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,49.08,0,13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,120.14,49.41,0,0,114.77,14.5,27.16,6.3,23.18,18.71,35.32,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,4.64,0,131.19,0,399.01,0,0,11.14,9.09,0,0,0,0,109.82,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,49.08,0,13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,120.14,49.41,0,0,114.77,14.5,27.16,6.3,23.18,18.71,35.32,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,4.64,0,131.19,0,399.01,0,0,11.14,9.15,0,0,0,0,109.82,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,13.87,0,13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,120.14,49.41,0,0,114.77,14.5,27.16,6.3,23.18,18.71,35.32,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,4.5,0,131.19,0,399.01,0,0,11.14,9.32,0,0,0,0,109.82,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,12.8,0,13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,120.14,49.41,0,0,114.77,14.5,27.16,6.3,23.18,18.71,35.32,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,7.73,0,131.19,0,399.01,0,0,11.14,9.37,0,0,0,0,109.82,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,12.8,0,13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,120.14,49.41,0,0,114.77,14.5,40.73,6.3,23.18,18.71,26.56,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,10.3,0,131.19,0,399.01,0,0,11.14,9.35,0,0,0,0,109.82,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,14.4,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,120.14,49.41,0,0,114.77,14.5,40.73,6.3,23.18,18.71,26.56,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,10.3,0,131.19,0,399.01,0,0,11.14,9.41,0,0,0,0,109.82,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,14.4,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,120.14,49.41,0,0,114.77,14.5,40.73,6.3,23.18,18.71,26.56,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,10.3,0,131.19,0,399.01,0,0,11.14,9.57,0,0,0,0,109.82,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,14.4,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,120.14,49.41,0,0,114.77,14.5,40.73,6.3,23.18,18.71,26.56,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,10.3,0,131.19,0,399.01,0,0,11.14,9.64,0,0,0,0,109.82,0,39.63,0,0,13.53,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,18.14,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,120.14,49.41,0,0,114.77,14.5,27.16,6.3,23.18,18.71,26.56,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,7.73,0,131.19,0,399.01,0,0,11.14,9.71,0,0,0,0,109.82,0,39.63,0,0,2.46,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,12.8,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,120.14,49.41,0,0,114.77,14.5,13.58,6.3,23.18,18.71,26.56,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,2.58,0,131.19,0,399.01,0,0,11.14,9.71,0,0,0,0,109.82,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,12.8,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,120.14,49.41,0,0,114.77,14.5,13.58,6.3,23.18,18.71,26.56,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,9.71,0,0,0,0,109.82,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,12.8,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,120.14,49.41,0,0,114.77,14.5,13.58,6.3,23.18,18.71,26.56,47.77,330.02,20.1,409.66,0,0,95.55,43.41,0,0,0,8.57,0,0,0,131.19,0,399.01,0,0,11.14,9.8,0,0,0,0,109.82,0,39.63,0,0,0,0,0,49.9,0,44.45,0,0,60.15,19.87,0,40.98,0,12.8,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

