Time,Block,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01072024/31072024/R2,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/30092023/31122025/SH-07,NR/01072024/04072024/1000011434-JITPL-BRPL(DISCOM),NR/30092023/26122029/SH-06,NR/2024/21160/A/24721,NR/2024/21076/A/25020,NR/2024/21075/A/25025,NR/2024/21023/A/24719,NR/2024/21152/A/24656,NR/2024/21186/A/24976,NR/2024/21089/A/24962,NR/2024/21156/A/24728,NR/2024/21087/A/24834,NR/2024/21287/C,NR/2024/21173/A/24862,NR/2024/20966/A/24657,NR/2024/21148/A/24723,NR/2024/20930/A/24881,NR/2024/21280/C,NR/2024/21096/A/24941,NR/2024/21227/A/24933,NR/2024/20877/A/24977,NR/2024/21210/A/24992,NR/2024/21290/C,NR/2024/21144/A/24855,NR/2024/21183/A/25023,NR/2024/21199/A/24863,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/2024/21291/C,NR/2024/21103/A/24937,NR/2024/21159/A/24884,NR/2024/20711/A/24882,NR/2024/21072/A/24963,NR/2024/21243/A/24900,NR/2024/21113/A/24961,NR/2024/21158/A/24687,NR/2024/20574/A/24929,NR/2024/21104/A/24931,NR/2024/21310/C,NR/2024/21141/A/24998,NR/2024/21292/C,NR/2024/21238/A/25027,NR/2024/20573/A/24921,NR/2024/21146/A/24722,NR/2024/19779/A/24670,NR/2024/21150/A/24724,NR/2024/21153/A/24726,NR/2024/21099/A/25006,NR/2024/21142/A/24995,NR/2024/20688/A/24861,NR/2024/21062/A/24940,NR/2024/21108/A/24925,Total
30,07:15-07:30,0.000000,0.000000,96.390000,0.000000,16.470000,24.100000,192.780000,24.830000,0.000000,72.290000,12.420000,26.910000,96.390000,26.910000,0.970000,90.610000,11.710000,0.000000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,0.000000,0.000000,72.290000,0.000000,96.390000,48.200000,1.11,0.480000,21.210000,0.000000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.770000,0.880000,1.590000,24.100000,48.200000,66.690000,0.000000,24.020000,2133.06

31,07:30-07:45,0.000000,0.000000,96.390000,0.000000,16.470000,24.100000,192.780000,24.830000,0.000000,72.290000,12.420000,26.910000,96.390000,26.910000,0.970000,90.610000,11.710000,0.000000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,0.000000,0.000000,72.290000,0.000000,96.390000,48.200000,1.43,0.480000,21.210000,0.000000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.770000,0.880000,1.590000,24.100000,48.200000,66.690000,0.000000,24.020000,2133.38

32,07:45:08:00,0.000000,0.000000,96.390000,0.000000,16.470000,24.100000,192.780000,24.830000,0.000000,72.290000,12.420000,26.910000,96.390000,26.910000,0.970000,90.610000,11.710000,0.000000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,0.000000,0.000000,72.290000,0.000000,96.390000,48.200000,2.8,0.480000,21.210000,0.000000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.770000,0.880000,1.590000,24.100000,48.200000,66.690000,0.000000,24.020000,2134.75

33,08:00-08:15,0.000000,0.000000,0.000000,0.000000,16.290000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,72.290000,0.000000,96.390000,48.200000,3.48,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2135.44

34,08:15-08:30,0.000000,0.000000,0.000000,0.000000,16.290000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,72.290000,0.000000,96.390000,48.200000,3.19,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2135.15

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,16.290000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,2.72,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2182.88

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,16.290000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.06,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2183.22

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,16.190000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.11,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2183.17

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,16.190000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.12,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2183.18

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,16.190000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.45,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2184.51

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,16.190000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.78,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2184.84

41,10:00-10:15,0.000000,0.000000,0.000000,0.000000,16.110000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.1,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2184.08

42,10:15-10:30,0.000000,0.000000,0.000000,0.000000,16.110000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.64,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2185.62

43,10:30-10:45,0.000000,0.000000,0.000000,0.000000,16.110000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.44,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2184.42

44,10:45-11:00,0.000000,0.000000,0.000000,0.000000,16.110000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.99,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2183.97

45,11:00-11:15,0.000000,0.000000,0.000000,0.000000,16.010000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.61,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2184.49

46,11:15-11:30,0.000000,0.000000,0.000000,0.000000,16.010000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.55,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2185.43

47,11:30-11:45,0.000000,0.000000,0.000000,0.000000,16.010000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.87,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2185.75

48,11:45-12:00,0.000000,0.000000,0.000000,0.000000,16.010000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.75,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2183.63

49,12:00-12:15,0.000000,0.000000,0.000000,0.000000,15.920000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.84,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2127.48

50,12:15-12:30,0.000000,0.000000,0.000000,0.000000,15.920000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.85,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2129.49

51,12:30-12:45,0.000000,0.000000,0.000000,0.000000,15.920000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.51,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2129.15

52,12:45-13:00,0.000000,0.000000,0.000000,0.000000,15.920000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.74,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2128.38

53,13:00-13:15,0.000000,0.000000,0.000000,0.000000,13.160000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.24,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2125.12

54,13:15-13:30,0.000000,0.000000,0.000000,0.000000,13.160000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.71,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2126.59

55,13:30-13:45,0.000000,0.000000,0.000000,0.000000,13.160000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.74,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2125.62

56,13:45-14:00,0.000000,0.000000,0.000000,0.000000,13.160000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2125.88

57,14:00-14:15,0.000000,0.000000,0.000000,0.000000,13.160000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.94,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2126.82

58,14:15-14:30,0.000000,0.000000,0.000000,0.000000,13.160000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.54,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2126.42

59,14:30-14:45,0.000000,0.000000,0.000000,0.000000,13.160000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.96,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2126.84

60,14:45-15:00,0.000000,0.000000,0.000000,0.000000,13.160000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.96,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,112.290000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2126.84

61,15:00-15:15,0.000000,0.000000,0.000000,0.000000,10.850000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,5.62,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2180.34

62,15:15-15:30,0.000000,0.000000,0.000000,0.000000,10.850000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.29,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2179.01

63,15:30-15:45,0.000000,0.000000,0.000000,0.000000,10.850000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.91,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2178.63

64,15:45-16:00,0.000000,0.000000,0.000000,0.000000,10.850000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,4.47,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.960000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2179.19

65,16:00-16:15,0.000000,0.000000,0.000000,0.000000,10.850000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.75,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.870000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2178.38

66,16:15-16:30,0.000000,0.000000,0.000000,0.000000,10.850000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.65,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.870000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2178.28

67,16:30-16:45,0.000000,0.000000,0.000000,0.000000,10.850000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,2.59,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.870000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2177.22

68,16:45-17:00,0.000000,0.000000,0.000000,0.000000,10.850000,0.000000,0.000000,24.830000,0.000000,0.000000,12.420000,26.910000,0.000000,26.910000,0.970000,90.610000,11.710000,96.390000,1.930000,48.200000,37.240000,0.610000,24.100000,240.980000,24.100000,4.820000,0.520000,192.780000,96.390000,120.490000,0.000000,96.390000,48.200000,3.07,0.480000,21.210000,72.290000,0,0,24.100000,84.030000,0.880000,96.390000,37.240000,134.950000,37.240000,0.670000,0.000000,64.660000,0.000000,0.000000,168.440000,2.890000,0.000000,0.360000,0.870000,0.880000,1.590000,24.100000,48.200000,66.690000,24.100000,24.020000,2177.7

