Column1,Time,GNA/NR/2025/03/01/2563,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/3469,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/5143,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/1906,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/8036,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/9482,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/01/01/9606,GNA/SR/2025/03/01/7500,GNA/WR/2025/03/01/6406,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13
75,18:30-18:45,23.31,1.31,8.64,31.45,271.38,0,31.45,86.57,100,43.19,0.05,0.05,23.31,114.79,1.31,6.72,0,0.05,99.99,259.72,1.39,28.79,3.68,50,50,0,31.29,16.67,0,8,0,0,6.67,6.67,19.99,1,0,0,16.66,7.4,0.33,2,0,1,0,4.91,0.98

76,18:45-19:00,23.31,1.31,8.64,31.45,271.38,0,31.45,86.57,100,43.19,0.04,0.04,23.31,114.79,1.31,6.72,0,0.04,99.99,259.72,1.39,28.79,3.68,50,50,0,31.29,16.67,0,7.66,0,0,6.67,6.67,19.99,0,0,0,16.66,7.4,0.33,1,0,0,0,0.97,0.2

77,19:00-19:15,23.31,1.31,8.64,31,271.38,0,31,86.57,100,43.19,0,0,23.31,114.79,1.31,6.72,0,0,99.99,259.72,1.26,28.79,3.76,50,50,0,31.29,16.67,0,7.66,0,0,7,7,21,0,0,0,16.66,7.4,0.33,0,0,0,0,0,0

78,19:15-19:30,23.31,1.31,8.64,31,271.38,0,31,86.57,100,43.19,0,0,23.31,114.79,1.31,6.72,0,0,99.99,259.72,1.26,28.79,3.76,50,50,0,31.29,16.67,0,7.34,0,0,8,8,24,0,0,0,16.66,7.4,0.33,0,0,0,0,0,0

79,19:30-19:45,23.31,0.78,8.64,31,271.38,0,31,86.57,100,43.19,0,0,23.31,114.79,1.31,6.72,0,0,99.99,259.72,1.26,28.79,3.76,50,50,0,31.29,16.67,0,7,0,0,9.17,9.17,27.49,0,0,0,16.66,7.4,0,0,0,0,0,0,0

80,19:45-20:00,23.31,1.24,8.64,31,271.38,0,31,86.57,100,43.19,0,0,23.31,114.79,1.31,6.72,0,0,99.99,259.72,1.26,28.79,3.76,50,50,0,31.29,17,0,7,0,0,9.17,9.17,27.49,0,0,0,17,7.6,0,0,0,0,0,0,0

81,20:00-20:15,23.31,1.24,8.64,31,271.38,0,31,86.57,100,43.19,0,0,23.31,114.79,1.31,6.72,0,0,99.99,259.72,1.26,28.79,3.76,75,50,0,31.29,16.67,0,7.34,0,0,8.33,8.33,25.01,0,0,0,16.66,7.6,0,0,0,0,0,0,0

82,20:15-20:30,23.31,1.24,8.64,31,271.38,0,31,86.57,100,43.19,0,0,23.31,114.79,1.31,6.72,0,0,99.99,259.72,1.26,28.79,3.76,75,50,0,31.29,16.67,0,7.66,0,0,8.33,8.33,25.01,0,0,0,16.66,7.6,0,0,0,0,0,0,0

83,20:30-20:45,23.31,1.24,8.64,31,271.38,0,0,86.57,100,43.19,0,0,23.31,114.79,1.31,6.72,0,0,99.99,259.72,1.26,28.79,3.76,75,50,0,31.29,16.67,0,8,0,0,7.5,7.5,22.5,0,0,0,16.66,7.6,0,0,0,0,0,0,0

84,20:45-21:00,23.31,1.24,8.64,31,271.38,0,0,86.57,100,43.19,0,0,23.31,114.79,1.31,6.72,0,0,99.99,259.72,1.26,28.79,3.76,75,50,0,31.29,16.67,0,8.66,0,0,7.83,7.83,23.51,0,0,0,16.66,7.6,0,0,0,0,0,0,0

85,21:00-21:15,23.31,1.24,8.64,32,271.38,0,2.15,86.57,100,23.31,0,0,23.31,114.79,1.23,6.72,0,0,99.99,259.72,1.26,28.79,3.76,75,50,0,31.29,16.67,0,7.34,0,0,8,8,24,0,0,0,16.66,7.6,0,0,0,0,0,0,0

86,21:15-21:30,23.31,1.24,8.64,32,271.38,0,2.15,86.57,100,23.31,0,0,23.31,114.79,1.23,6.72,0,0,99.99,259.72,1.26,28.79,3.76,75,50,0,31.29,16.67,0,6.66,0,0,8.17,8.17,24.49,0,0,0,16.66,7.6,0,0,0,0,0,0,0

87,21:30-21:45,23.31,1.24,8.64,32,271.38,0,2.15,86.57,100,23.31,0,0,23.31,114.79,1.23,6.72,0,0,99.99,259.72,1.26,28.79,3.76,75,50,0,31.29,29.67,0,6.66,0,0,8.33,8.33,25.01,0,0,0,29.66,7.6,0,0,0,0,0,0,0

88,21:45-22:00,23.31,1.24,8.64,32,271.38,0,2.15,86.57,100,23.31,0,0,23.31,114.79,1.23,6.72,0,0,99.99,259.72,1.26,28.79,3.76,75,50,0,31.29,31.33,0,6.66,0,0,8.5,8.5,25.5,0,0,0,31.34,7.6,0,0,0,0,0,0,0

89,22:00-22:15,23.31,1.16,8.64,17.08,271.38,190.26,17.08,86.57,100,23.31,0,0,23.31,114.79,1.23,6.72,63.42,0,99.99,259.72,1.26,17.28,3.68,75,50,0,31.29,40,0,6.66,0,0,11.17,11.17,33.49,0,0,0,40,7.6,0,0,0,0,0,0,0

90,22:15-22:30,23.31,1.16,8.64,17.08,271.38,190.26,17.08,86.57,100,23.31,0,0,23.31,114.79,1.23,6.72,63.42,0,99.99,259.72,1.26,17.28,3.68,75,50,0,31.29,41.67,0,6.66,0,0,13,13,39,0,0,0,41.66,7.6,0,0,0,0,0,0,0

91,22:30-22:45,23.31,1.16,8.64,17.08,271.38,190.26,17.08,86.57,100,23.31,0,0,23.31,114.79,1.23,6.72,63.42,0,99.99,259.72,1.26,17.28,3.68,75,50,0,31.29,43.67,0,6.66,0,0,15.83,15.83,47.51,0,0,0,43.66,7.6,0,0,0,0,0,0,0

92,22:45-23:00,23.31,1.16,8.64,17.08,271.38,190.26,17.08,86.57,100,23.31,0,0,23.31,114.79,1.23,6.72,63.42,0,99.99,259.72,1.26,17.28,3.68,75,50,0,31.29,51.33,0,6.66,0,0,18.83,18.83,56.51,0,0,0,51.34,7.6,0,0,0,0,0,0,0

93,23:00-23:15,23.31,1.16,8.64,17.08,271.38,190.26,17.08,86.57,0,23.31,0,0,23.31,114.79,1.15,6.72,63.42,0,99.99,259.72,1.26,17.28,3.68,75,50,0,30.78,53.33,0,6.66,0,0,19.67,19.67,58.99,0,0,0,53.34,7.6,0,0,0,0,0,0,0

94,23:15-23:30,23.31,1.16,8.64,17.08,271.38,190.26,17.08,86.57,0,23.31,0,0,23.31,114.79,1.15,6.72,63.42,0,99.99,259.72,1.26,17.28,3.68,75,50,0,30.28,54,0,9.34,0,0,20.17,20.17,60.49,0,0,0,54,7.6,0,0,0,0,0,0,0

95,23:30-23:45,23.31,1.16,8.64,17.08,271.38,190.26,17.08,86.57,0,23.31,0,0,23.31,114.79,1.15,6.72,63.42,0,99.99,259.72,1.26,17.28,3.68,75,50,0,30.28,55,0,12.66,0,0,21,21,63,0,0,0,55,7.6,0,0,0,0,0,0,0

96,23:45-24:00,23.31,1.16,8.64,17.08,271.38,190.26,17.08,86.57,0,23.31,0,0,23.31,114.79,1.15,6.72,63.42,0,99.99,259.72,1.26,17.28,3.68,75,50,0,30.28,54,0,17,0,0,21.83,21.83,65.51,0,0,0,54,7.6,0,0,0,0,0,0,0

