Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNA/NR/2024/11/01/4503,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/5474,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/9042,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/9061,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/1868,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/3646
83,20:30-20:45,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,12.53,272.6,86.96,0,0,33.74,17.35,83.57,3.04,0,33.74,0,2.15,261.75,1.71,28.77,0,0,1.95,33.74,70.29,0,5.78,0,7.79,50,200,0

84,20:45-21:00,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,12.53,272.6,86.96,0,0,33.74,17.35,83.57,3.04,0,33.74,0,2.15,261.75,1.71,28.77,0,0,1.95,33.74,70.29,0,5.78,0,8.01,50,200,0

85,21:00-21:15,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,12.53,272.6,68,0,0,28.92,17.35,83.57,3.13,0,28.92,0,2.07,261.75,1.71,29.27,0,0,1.95,28.92,70.29,0,5.78,0,8.33,50,200,0

86,21:15-21:30,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,0,0,28.92,17.35,83.57,3.13,0,28.92,0,2.07,261.75,1.71,29.77,0,0,1.95,28.92,70.29,0,5.78,0,8.66,50,200,0

87,21:30-21:45,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,0,0,28.92,17.35,83.57,3.13,0,28.92,0,2.07,261.75,1.71,29.77,0,0,1.95,28.92,70.29,0,5.78,0,8.54,50,200,0

88,21:45-22:00,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,0,0,28.92,17.35,83.57,3.13,0,28.92,0,2.07,261.75,1.71,29.27,0,0,1.95,28.92,70.29,0,5.78,0,8.51,50,200,0

89,22:00-22:15,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,261.61,0,28.92,17.35,83.57,3.13,0,28.92,0,2,261.75,1.63,29.27,0,0,1.95,28.92,70.29,0,5.78,0,9.16,50,200,87.2

90,22:15-22:30,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,261.61,0,28.92,17.35,83.57,3.13,0,28.92,0,2,261.75,1.63,29.27,0,0,1.95,28.92,70.29,0,5.78,0,9.11,50,200,87.2

91,22:30-22:45,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,261.61,0,28.92,17.35,83.57,3.13,0,28.92,0,2,234.81,1.63,30.28,0,0,1.95,28.92,70.29,0,5.78,0,9.17,50,200,87.2

92,22:45-23:00,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,261.61,0,28.92,17.35,83.57,3.13,0,28.92,0,2,225.17,1.63,30.28,0,0,1.95,28.92,70.29,0,5.78,0,9.19,50,200,87.2

93,23:00-23:15,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,261.61,0,26.03,17.35,83.57,3.04,0,26.03,0,2,215.52,1.63,30.28,0,0,1.95,26.03,70.29,0,5.78,0,9.14,50,200,87.2

94,23:15-23:30,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,261.61,0,26.03,17.35,83.57,3.04,0,26.03,0,2,205.88,1.63,30.28,0,0,1.95,26.03,70.29,0,5.78,0,9.08,50,200,87.2

95,23:30-23:45,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,261.61,0,26.03,17.35,83.57,3.04,0,26.03,0,2,205.88,1.63,30.28,0,0,1.95,26.03,70.29,0,5.78,0,8.71,50,200,87.2

96,23:45-24:00,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,8.68,272.6,68,261.61,0,26.03,17.35,83.57,3.04,0,26.03,0,2,205.88,1.63,30.28,0,0,1.95,26.03,70.29,0,5.78,0,8.5,50,200,87.2

