Block,Time,NR/06012024/31012024/NVVN/OA/16855,NR/24012024/24012024/HPX-TAMCTG-230124-05893,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/19072037/LT-05,NR/01012024/31032024/ ChanjuII,NR/01012024/31012024/52,NR/20122023/29022024/IEX_LDC_231218_00502,NR/24012024/24012024/DD20240124NR22350,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/24012024/24012024/DD20240124NR22345,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/24012024/24012024/IEX_240123_06167,NR/24012024/24012024/DD20240124NR22343,NR/01012024/31012024/HP-28,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01012024/31012024/HP-27,NR/24012024/24012024/IEX_240123_06164,NR/01012024/31012024/HP-26,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/24012024/24012024/DD20240124NR22346,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/24012024/24012024/HPX-TAMCTG-230124-05881,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/30092023/26122029/SH-06,NR/24012024/24012024/HPX-TAMCTG-230124-05882,NR/24012024/24012024/HPX-TAMCTG-230124-05883,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/05012024/31012024/SJVN050124NR1341,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13
45,11:00-11:15,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,8.250000,30.760000,0.000000,144.180000,8.250000,0.990000,99.000000,100.930000,0.000000,66.230000,257.520000,1.340000,8.460000,0.000000,96.120000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,7.21,32.5,32.5,168.8,77,20,39,33,4,0,0,0,0,10,33.33,6.67,136.279818,32.5,12,6.66,10,19,33.76

46,11:15-11:30,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,9.120000,30.760000,0.000000,144.180000,9.120000,0.990000,99.000000,100.930000,0.000000,66.230000,257.520000,1.340000,9.350000,0.000000,96.120000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,7.21,32.5,32.5,189.15,105,20,47,45,4,0,0,0,0,10,36.67,6.67,140.867186,32.5,14,6.66,10,23,37.83

47,11:30-11:45,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,10.010000,30.760000,0.000000,0.000000,10.010000,0.000000,99.000000,100.930000,0.000000,66.230000,257.520000,1.340000,10.270000,0.000000,96.120000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,7.21,32.5,32.5,229.17,130,20,63,55,4,0,0,0,0,10,40,6.67,145.221298,32.5,16,6.66,10,32,45.83

48,11:45-12:00,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,11.170000,30.760000,0.000000,0.000000,11.170000,0.000000,99.000000,100.930000,0.000000,66.230000,257.520000,1.340000,11.450000,0.000000,96.120000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,7.21,32.5,32.5,229.17,161,20,77,69,4,0,0,0,0,10,46.67,6.67,148.836766,32.5,20,6.66,10,38,45.83

49,12:00-12:15,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,7.040000,30.760000,0.000000,0.000000,7.040000,0.950000,99.000000,0.000000,0.000000,66.230000,257.520000,1.380000,7.210000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,6.01,32.5,32.5,229.17,172,20,81,73,4,0,0,0,0,10,53.33,6.67,149.86698,32.5,25,6.66,10,41,45.83

50,12:15-12:30,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,7.690000,30.760000,0.000000,0.000000,7.690000,0.950000,99.000000,0.000000,0.000000,66.230000,257.520000,1.380000,7.880000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,6.01,32.5,32.5,229.17,179,20,85,76,4,0,0,0,0,10,60,6.67,151.276235,32.5,33,6.66,10,42,45.83

51,12:30-12:45,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,8.070000,30.760000,0.000000,0.000000,8.070000,0.990000,99.000000,0.000000,0.000000,66.230000,257.520000,1.380000,8.270000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,6.01,32.5,32.5,229.17,179,20,88,76,4,0,0,0,0,10,53.33,6.67,151.247078,32.5,40,6.66,10,44,45.83

52,12:45-13:00,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,10.060000,30.760000,0.000000,0.000000,10.060000,0.990000,99.000000,0.000000,0.000000,66.230000,257.520000,1.380000,10.300000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,6.01,32.5,32.5,229.17,182,20,90,78,4,0,0,0,0,10,60,6.67,150.382087,32.5,45,6.66,10,45,45.83

53,13:00-13:15,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,15.800000,30.760000,0.000000,0.000000,15.800000,1.030000,0.000000,0.000000,0.000000,66.230000,257.520000,1.380000,16.190000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,6.01,32.5,32.5,229.17,182,12.5,89,78,4,20.19,0,0,22.68,10,92.96,4.17,148.642386,32.5,45,4.16,10,44,45.83

54,13:15-13:30,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,15.600000,30.760000,0.000000,0.000000,15.600000,1.030000,0.000000,0.000000,0.000000,66.230000,257.520000,1.380000,16.000000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,6.01,32.5,32.5,229.17,182,12.5,89,78,4,20.19,0,0,22.68,10,92.85,4.17,145.989099,32.5,45,4.16,10,44,45.83

55,13:30-13:45,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,15.370000,30.760000,0.000000,0.000000,15.370000,1.030000,0.000000,0.000000,0.000000,66.230000,257.520000,1.380000,15.750000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,6.01,32.5,32.5,229.17,189,12.5,91,81,4,20.19,0,0,22.68,10,92.54,4.17,144.609001,32.5,45,4.16,10,46,45.83

56,13:45-14:00,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,15.060000,30.760000,0.000000,0.000000,15.060000,1.030000,0.000000,0.000000,0.000000,66.230000,257.520000,1.380000,15.430000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.690000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,6.41,32.5,32.5,229.17,189,12.5,90,81,4,20.19,0,0,22.68,10,92.05,4.17,141.003252,32.5,45,4.16,10,45,45.83

57,14:00-14:15,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,14.600000,30.760000,0.000000,0.000000,14.600000,1.070000,0.000000,0.000000,0.000000,66.230000,257.520000,1.380000,14.970000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,7.14,32.5,32.5,229.17,186,12.5,88,79,5.66,20.19,0,0,22.88,10,91.17,4.17,136.279818,32.5,45,4.16,10,44,45.83

58,14:15-14:30,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,14.110000,30.760000,0.000000,0.000000,14.110000,1.070000,0.000000,0.000000,0.000000,66.230000,257.520000,1.380000,14.470000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,7.79,32.5,32.5,229.17,182,12.5,83,78,5.66,20.19,0,0,22.88,10,89.57,4.17,130.81774,32.5,45,4.16,10,42,45.83

59,14:30-14:45,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,13.510000,30.760000,0.000000,0.000000,13.510000,1.070000,0.000000,0.000000,0.000000,66.230000,257.520000,1.380000,13.850000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,8.01,32.5,32.5,229.17,172,12.5,80,73,5.66,20.19,0,0,22.88,10,87.06,4.17,124.092192,32.5,45,4.16,10,40,45.83

60,14:45-15:00,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,12.840000,30.760000,0.000000,0.000000,12.840000,1.070000,0.000000,0.000000,0.000000,66.230000,257.520000,1.380000,13.170000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,8.14,32.5,32.5,221.49,161,12.5,76,69,5.66,20.19,0,0,22.88,10,82.98,4.17,116.316992,32.5,43,4.16,10,38,44.3

61,15:00-15:15,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,12.000000,30.760000,0.000000,0.000000,12.000000,1.110000,0.000000,0.000000,0.000000,66.230000,257.520000,1.430000,12.310000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,8.54,32.5,32.5,211.4,151,12.5,71,64,5.66,20.19,0,0,22.68,10,78.29,4.17,106.500802,32.5,41,4.16,10,35,42.28

62,15:15-15:30,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,11.090000,30.760000,0.000000,0.000000,11.090000,1.110000,0.000000,0.000000,0.000000,66.230000,257.520000,1.430000,11.360000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,9.14,32.5,32.5,199.22,137,12.5,64,58,5.66,20.19,0,0,22.68,10,72.96,4.17,96.188943,32.5,37,4.16,10,32,39.84

63,15:30-15:45,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,10.090000,30.760000,0.000000,0.000000,10.090000,1.110000,0.000000,0.000000,0.000000,66.230000,257.520000,1.430000,10.340000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,9.8,32.5,32.5,185.82,123,12.5,57,52,5.66,0,0,0,0,10,66.73,4.17,84.924622,32.5,34,4.16,10,29,37.16

64,15:45-16:00,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,8.960000,30.760000,0.000000,0.000000,8.960000,1.110000,0.000000,0.000000,0.000000,66.230000,257.520000,1.430000,9.180000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,11.12,32.5,32.5,168.98,109,12.5,50,46,5.66,0,0,0,0,10,59.98,4.17,72.620368,32.5,31,4.16,10,25,33.8

65,16:00-16:15,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,7.790000,30.760000,0.000000,0.000000,7.790000,1.110000,99.000000,0.000000,0.000000,66.230000,257.520000,1.430000,7.990000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,11.74,24,33,150.88,91,12.5,43,39,5.66,0,0,0,0,10,52.55,4.17,60.2578,33,27,4.16,10,21,30.17

66,16:15-16:30,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,6.480000,30.760000,0.000000,0.000000,6.480000,1.110000,99.000000,0.000000,0.000000,66.230000,257.520000,1.430000,6.650000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,12.11,10,31.74,128.07,77,12.5,35,33,5.66,0,0,0,0,10,44.78,4.17,48.099331,32.07,24,4.16,10,17,25.61

67,16:30-16:45,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,5.210000,30.760000,23.070000,0.000000,5.210000,1.110000,99.000000,0.000000,0.000000,66.230000,257.520000,1.430000,5.350000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,12.72,2,31.35,106.51,63,12.5,25,27,5.66,0,0,0,0,10,36.49,4.17,35.727044,22.42,20,4.16,10,13,21.3

68,16:45-17:00,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,3.600000,30.760000,23.070000,0.000000,3.600000,1.110000,99.000000,0.000000,0.000000,66.230000,257.520000,1.430000,3.690000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.770000,67.280000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,13.41,0,28.64,84.41,43,12.5,16,19,5.66,0,0,0,0,10,28.11,4.17,25.862259,11.91,15,4.16,10,8,16.88

69,17:00-17:15,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,2.320000,30.760000,24.030000,144.180000,2.320000,1.030000,99.000000,0.000000,0.000000,76.910000,257.520000,1.430000,2.380000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.620000,67.280000,176.860000,8.170000,6.730000,30.760000,163.400000,0.000000,5.770000,13.56,0,14.71,61.22,26,12.5,10,11,5.66,0,0,0,0,10,18.96,4.17,15.608714,6.47,10,4.16,10,5,12.24

70,17:15-17:30,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,1.330000,30.760000,24.030000,144.180000,1.330000,1.030000,99.000000,0.000000,0.000000,87.580000,257.520000,1.430000,1.370000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.620000,86.060000,176.860000,8.170000,6.730000,30.760000,163.400000,0.000000,5.770000,13.79,0,5.22,37.61,11,12.5,3,4,5.66,0,0,0,0,10,7.97,4.17,10.088322,2.15,6,4.16,10,1,7.52

71,17:30-17:45,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,0.660000,30.760000,24.030000,144.180000,0.660000,1.030000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.670000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.620000,86.060000,176.860000,8.170000,6.730000,30.760000,163.400000,0.000000,5.770000,14.52,0,0,15.55,2,12.5,1,1,5.66,0,0,0,0,11.67,1.72,4.17,4.801186,0,5,4.16,11.67,1,3.11

72,17:45-18:00,48.060000,67.280000,48.060000,114.910000,1.290000,96.120000,11.530000,0.000000,0.240000,30.760000,24.030000,144.180000,0.240000,1.030000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.240000,0.000000,0.000000,77.520000,0.000000,18.260000,0.000000,270.340000,0.620000,86.060000,176.860000,8.170000,6.730000,30.760000,163.400000,0.000000,5.770000,15.39,0,0,8.75,0,12.5,0,0,5.66,0,0,0,0,11.67,0.34,4.17,0.612297,0,2,4.16,11.67,0,1.75

73,18:00-18:15,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,0.050000,30.760000,24.990000,144.180000,0.050000,1.030000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.060000,0.000000,0.000000,0.000000,0.000000,18.260000,94.200000,270.340000,0.620000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,48.060000,5.770000,14.07,0,0,3.4,0,12.5,0,0,5.75,0,0,0,0,11.67,0,4.17,0,0,1,4.16,11.67,0,0.68

74,18:15-18:30,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,0.000000,30.760000,24.990000,144.180000,0.000000,1.030000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,96.120000,270.340000,0.620000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,48.060000,5.770000,13.87,0,0,0.01,0,12.5,0,0,5.93,0,0,0,0,11.67,0,4.17,0,0,0,4.16,11.67,0,0

75,18:30-18:45,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,1.030000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,102.850000,270.340000,0.620000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,48.060000,5.770000,13.66,0,0,0,0,15,0,0,6.08,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

76,18:45-19:00,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,1.030000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,108.620000,270.340000,0.620000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,29.800000,5.770000,13.53,0,0,0,0,15,0,0,6.19,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

77,19:00-19:15,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,0.990000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,80.740000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,18.260000,5.770000,13.07,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

78,19:15-19:30,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,0.990000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,89.390000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,18.260000,5.770000,12.47,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

79,19:30-19:45,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,0.990000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,52.870000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,18.260000,5.770000,11.68,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

80,19:45-20:00,48.060000,67.280000,48.060000,114.910000,1.370000,96.120000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,0.990000,99.000000,0.000000,0.000000,100.680000,257.520000,1.430000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,35.560000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,18.260000,5.770000,10.75,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

81,20:00-20:15,48.060000,67.280000,48.060000,114.910000,1.370000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,0.000000,99.000000,0.000000,0.000000,100.680000,257.520000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,10.25,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

82,20:15-20:30,48.060000,67.280000,48.060000,114.910000,1.370000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,0.000000,99.000000,0.000000,0.000000,100.680000,257.520000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,9.75,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

83,20:30-20:45,48.060000,67.280000,48.060000,114.910000,1.370000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,0.950000,99.000000,0.000000,0.000000,100.680000,257.520000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,9.28,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

84,20:45-21:00,48.060000,67.280000,48.060000,114.910000,1.370000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,144.180000,0.000000,0.950000,99.000000,0.000000,0.000000,100.680000,257.520000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,176.860000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,8.87,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

85,21:00-21:15,48.060000,67.280000,48.060000,114.910000,1.370000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,100.680000,257.520000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,8.62,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

86,21:15-21:30,48.060000,67.280000,48.060000,114.910000,1.370000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,100.680000,257.520000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,8.49,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

87,21:30-21:45,48.060000,67.280000,48.060000,114.910000,1.370000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,100.680000,257.520000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,8.06,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

88,21:45-22:00,48.060000,67.280000,48.060000,114.910000,1.370000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,100.680000,257.520000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,7.4,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

89,22:00-22:15,48.060000,67.280000,48.060000,114.910000,1.290000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,0.000000,0.000000,0.950000,0.000000,0.000000,24.500000,100.680000,257.520000,1.380000,0.000000,57.240000,0.000000,152.330000,0.000000,18.260000,0.000000,270.340000,0.690000,74.940000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,7.01,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

90,22:15-22:30,48.060000,67.280000,48.060000,114.910000,1.290000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,0.000000,0.000000,0.950000,0.000000,0.000000,24.500000,100.680000,257.520000,1.380000,0.000000,57.240000,0.000000,152.330000,0.000000,18.260000,0.000000,270.340000,0.690000,86.060000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,7.01,0,0,0,0,15,0,0,6.66,0,0,0,0,11.67,0,5,0,0,0,5,11.67,0,0

91,22:30-22:45,48.060000,67.280000,48.060000,114.910000,1.290000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,0.000000,0.000000,0.950000,0.000000,0.000000,24.500000,100.680000,257.520000,1.380000,0.000000,57.240000,0.000000,152.330000,0.000000,18.260000,0.000000,270.340000,0.690000,74.940000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,9.72,0,0,0,0,15,0,0,6.66,0,0,0,0,15.11,0,5,0,0,0,5,15.11,0,0

92,22:45-23:00,48.060000,67.280000,48.060000,114.910000,1.290000,0.000000,11.530000,0.000000,0.000000,30.760000,24.030000,0.000000,0.000000,0.950000,0.000000,0.000000,24.500000,49.980000,222.260000,1.380000,0.000000,57.240000,0.000000,152.330000,0.000000,18.260000,0.000000,270.340000,0.690000,74.940000,0.000000,8.170000,6.730000,30.760000,0.000000,0.000000,5.770000,9.46,0,0,0,0,15,0,0,6.66,0,0,0,0,15.26,0,5,0,0,0,5,15.26,0,0

