Column1,Block,GNARE/NR/2024/12/20/3668,NR/2025/31136/A/89015,NR/2025/31137/A/89018,NR/2025/31136/A/89014,NR/2025/31347/A/88566,NR/2025/31138/A/89021,NR/2025/31138/A/89020,NR/2025/31137/A/89019,NR/2025/31571/C,NR/2025/31557/C,NR/2025/31515/C,NR/2025/31578/C,NR/2025/31563/C,NR/2025/31521/C,NR/2025/31579/C,NR/2025/31625/C,NR/2025/29985/A/88970,NR/2025/31419/A/89017,NR/2025/31420/A/89016,NR/2025/29353/A/89088,SR/2025/18628/C,NR/2025/30121/A/88570,NR/2025/30082/A/89081,NR/2025/29167/A/88629,NR/2025/30083/A/89070,NR/2025/30086/A/89067,NR/2025/30067/A/89153,NR/2025/27975/A/89062,NR/2025/29439/A/88691,NR/2025/30084/A/89068,NR/2025/27973/A/89061,NR/2025/30191/A/88567,NR/2025/31126/A/88683,NR/2025/30105/A/89066,NR/2025/27965/A/89059,NR/2025/29440/A/88552,NR/2025/26975/A/89078,NR/2025/27966/A/89060,NR/2025/28728/A/89048,NR/2025/31627/C,NR/2025/31631/C,NR/2025/29352/A/89089,NR/2025/31593/C,NR/2025/31622/C,NR/2025/31628/C,NR/2025/30101/A/89132,NR/2025/29628/A/89075,NR/2025/29915/A/88627,NR/2025/31622/C/Alternate/1,NR/2025/30217/A/89065,NR/2025/31339/A/88968,NR/2025/27978/A/89133,NR/2025/31632/C,NR/2025/31633/C,NR/2025/31618/C,NR/2025/31634/C,NR/2025/29910/A/89073,NR/2025/31619/C,NR/2025/31635/C,NR/2025/29992/A/88557,GNA/NR/2025/07/16/7255,GNA/SR/2025/07/16/9521,GNA/NR/2025/07/01/1192,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2786,NR/30092023/31122025/SH-07,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/8154,NR/01082024/19092033/Chanju/TPDDL/01082024,Total
39,09:30-09:45,67.72,0.88,0.29,0.48,6.97,0.62,0.19,0.71,81.72,6.73,44.22,0,48.07,48.07,0,6.85,91,0,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1647.5000000000007

40,09:45-10:00,72.9,0.92,0.29,0.48,7.6,0.64,0.19,0.73,81.72,6.73,44.22,0,48.07,48.07,0,7.83,102,0,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1665.3700000000006

41,10:00-10:15,77.38,0.96,0.29,0.48,7.18,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,6.85,105,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1673.0000000000007

42,10:15-10:30,81.86,0.96,0.29,0.48,7.54,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,6.85,112,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1684.8400000000006

43,10:30-10:45,86.34,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,6.85,133,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1712.3900000000006

44,10:45-11:00,90.82,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,6.85,140,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1723.8700000000006

45,11:00-11:15,93.3,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,6.85,140,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1726.3500000000006

46,11:15-11:30,95.35,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,15.52,147,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1744.0700000000006

47,11:30-11:45,96.09,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,16.89,126,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1725.1800000000005

48,11:45-12:00,97.09,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,18.17,133,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.96,134.84,43.7,26.96,81.72,15.24,19.23,20.74,16.38,1734.4600000000007

49,12:00-12:15,95.77,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,11.33,119,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.38,1712.3200000000006

50,12:15-12:30,94.78,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,11.33,124,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.38,1716.3300000000006

51,12:30-12:45,94.09,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,11.89,133,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.38,1725.2000000000005

52,12:45-13:00,93.7,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,11.89,133,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.38,1724.8100000000006

53,13:00-13:15,88.78,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,8.81,161,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.38,1744.8100000000006

54,13:15-13:30,88.25,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,8.81,161,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.38,1744.2800000000007

55,13:30-13:45,95.56,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,8.81,172,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.38,1762.5900000000006

56,13:45-14:00,94.06,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,0,48.07,48.07,0,8.81,172,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.38,1761.0900000000006

57,14:00-14:15,91.81,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,96.14,48.07,48.07,96.14,8.81,172,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.56,1951.3000000000004

58,14:15-14:30,88.82,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,96.14,48.07,48.07,96.14,8.81,168,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.56,1944.3100000000004

59,14:30-14:45,86.96,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,96.14,48.07,48.07,96.14,8.81,165,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.56,1939.4500000000005

60,14:45-15:00,85.36,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,96.14,48.07,48.07,96.14,8.81,158,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.56,1930.8500000000004

61,15:00-15:15,82.94,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,96.14,48.07,48.07,96.14,10.76,154,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.75,1926.5700000000006

62,15:15-15:30,79.36,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,96.14,48.07,48.07,96.14,10.76,175,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.75,1943.9900000000005

63,15:30-15:45,76.59,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,96.14,48.07,48.07,96.14,10.76,133,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.75,1899.2200000000005

64,15:45-16:00,73.66,0.96,0.29,0.48,9.61,0.67,0.19,0.77,81.72,6.73,44.22,96.14,48.07,48.07,96.14,10.76,123,1.44,1.63,81.72,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,5.77,0,0,76.55,14.57,28.6,0.96,192.28,16.57,0,0,0,0,0,0,0,43.7,28.91,48.07,7.69,0,96.14,37.15,0,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,16.75,1886.2900000000006

65,16:00-16:15,69,0.96,0.29,0.48,9.61,0.67,0.19,0.77,0,0,0,0,0,0,0,10.76,112,0,0,81.72,0,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.96,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,17.11,2027.8100000000002

66,16:15-16:30,64.08,0.96,0.29,0.48,9.61,0.67,0.19,0.77,0,0,0,0,0,0,0,10.76,102,0,0,81.72,0,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.96,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,17.11,2012.89

67,16:30-16:45,64.77,0.96,0.29,0.48,9.61,0.67,0.19,0.77,0,0,0,0,0,0,0,8.55,91,0,0,81.72,0,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.96,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,17.11,2000.3700000000001

68,16:45-17:00,57.85,0.96,0.29,0.48,9.61,0.67,0.19,0.77,0,0,0,0,0,0,0,7.92,81,0,0,81.72,0,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.96,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,17.11,1982.8200000000002

69,17:00-17:15,50.12,0.96,0.29,0.48,0,0.67,0.19,0.77,0,0,0,0,0,0,0,6.86,42,0,0,81.72,52.88,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.87,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,17.48,1978.5800000000002

70,17:15-17:30,42.52,0.96,0.29,0.48,0,0.67,0.19,0.77,0,0,0,0,0,0,0,6.24,39,0,0,81.72,52.88,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.87,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,17.48,1967.3600000000001

71,17:30-17:45,35.33,0.47,0.29,0.48,0,0.33,0.19,0.37,0,0,0,0,0,0,0,5.67,32,0,0,81.72,48.07,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.87,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,17.48,1946.5600000000002

72,17:45-18:00,27.62,0.37,0.29,0.48,0,0.22,0.19,0.29,0,0,0,0,0,0,0,5.3,32,0,0,81.72,38.46,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.87,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,0,0,26.97,134.84,43.7,26.97,81.72,15.24,19.23,20.74,17.48,1928.5800000000002

73,18:00-18:15,21.88,0.24,0.29,0.48,0,0.14,0.19,0.19,0,0,0,0,0,0,0,4.06,28,0,0,81.72,0,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.87,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,35,0,29,134.84,43.7,26.73,81.72,0,0,20.74,12.7,1876.3700000000001

74,18:15-18:30,16.14,0.13,0.27,0.44,0,0.08,0.17,0.11,0,0,0,0,0,0,0,2.5,14,0,0,81.72,0,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.87,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,16.57,0,0,44.22,163.44,35,0,29,134.84,43.7,26.73,81.72,0,0,20.74,12.7,1854.7400000000002

75,18:30-18:45,12.37,0.03,0.16,0.27,0,0.02,0.11,0.02,0,0,0,0,0,0,0,1.25,7,0,0,81.72,0,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.87,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,26.73,81.72,0,0,20.74,12.7,1844.7900000000002

76,18:45-19:00,4.25,0,0.09,0.14,0,0,0.06,0,0,0,0,0,0,0,0,0.93,5,0,0,81.72,4.81,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.87,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,26.73,81.72,0,0,20.74,12.7,1838.8400000000004

77,19:00-19:15,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.72,0,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,1829.7700000000002

78,19:15-19:30,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,33.65,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,1861.5300000000002

79,19:30-19:45,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,38.46,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,1865.2900000000002

80,19:45-20:00,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,43.26,6.73,48.07,0,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,5.77,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,1869.2

81,20:00-20:15,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,100.95,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,2001.1000000000001

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,105.75,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,2005.89

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,115.37,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,2015.5100000000002

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,120.18,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,76.55,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,2020.3200000000002

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,149.02,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,105.75,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,2078.36

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,134.6,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,105.75,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,2063.94

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,120.18,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,105.75,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,2049.52

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,110.56,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,105.75,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,12.7,2039.9000000000003

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,100.95,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,105.75,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,17.57,2035.16

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,81.72,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,13.46,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,105.75,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,17.57,2015.93

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,72.1,6.73,48.07,54.08,14.57,37.15,0,96.14,25.07,43.7,0,48.07,12.5,29.13,0,0.91,25.96,96.14,81.72,0,0,28.6,0,192.28,0,48.07,105.75,0,0,7.69,134.6,96.14,0,0,0,0,19.23,0,0,44.22,163.44,35,0,29,134.84,43.7,29,81.72,0,0,20.74,17.57,2005.3500000000001

