Block,Time,DULHASTI,AURY_CRF,SINGRAULI,URI2,RAMPUR,DADRI_RF,PARBATI3,DADRI_LF,SEWA2,UNCHAHAR1,DADRT2,NJPC,BSIUL,SALAL,TANAKPUR,TEHRI,KOLDAM,RIHAND1,AURY_GF,CHAMERA3,KOTESHWR,ANTA_CRF,DADRI_CRF,JHAJJAR,RIHAND3,DADRI_GF,UNCHAHAR3,KISHANGANGA,AURY_LF,NAPP,ANTA_RF,UNCHAHAR2,SINGRAULI_HYDRO,CHAMERA2,ANTA_LF,CHAMERA1,UNCHAHAR4,URI,TANDA2,ANTA_GF,AURY_RF,RAPPB,RAPPC,DHAULIGNGA,SIMHST2,GANDHAR-APM,GADARWARA-I,SOLAPUR,KAWAS-NAPM,SIPAT I,NLCTS2EXP,KSTPS I&II,GANDHAR-ComGas,NLCIIST1,SASAN,GANDHAR-NAPM,VSTPS IV,BRBCL,MAPS,MOUDA_II,GANDHAR-RLNG,VSTPS V,RIHAND2,NTPL,KAWAS-ComGas,RSTPSU1TO6,KAPS,TAPS-II,SIPAT II,KUDGI,KHSTPP-I,KHSTPP-II,KGSU1AND2,VALLURNTECL,KAWAS-zLIQ,KHARGONE-I,RSTPSU7,KKNP,MOUDA,FSTPP I & II,NNTPP,KGSU3AND4,VSTPS II,KAWAS-RLNG,TALA,NLCIIST2,LARA-I,NLCEXP,VSTPS I,KSTPS7,TALST2,VSTPS III,KAWAS-APM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,52.153427,0.000000,139.345891,25.446384,2.789557,0.000000,52.543928,0.000000,16.620742,5.054510,604.935996,146.792629,12.681603,78.696450,2.354798,27.274907,4.117545,77.368016,0.000000,30.679167,8.738098,0.000000,0.000000,421.995926,122.408100,0.000000,22.175756,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.163078,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.35,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

84,20:45-21:00,52.153427,0.000000,139.345891,25.446384,2.789557,0.000000,52.543928,0.000000,16.620742,5.054510,484.281451,146.792629,6.340802,78.696450,2.354798,27.274907,4.117545,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,421.995926,122.408100,0.000000,15.062515,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,0.838159,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,28.778681,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.35,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

85,21:00-21:15,52.153427,0.000000,139.345891,34.493986,1.887053,0.000000,17.469848,0.000000,16.620742,5.054510,428.341759,97.861752,1.064250,78.696450,2.354798,27.274907,4.117545,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,421.995926,122.408100,0.000000,9.066152,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,0.590175,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,28.778681,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

86,21:15-21:30,52.153427,0.000000,139.345891,34.493986,1.887053,0.000000,16.126013,0.000000,16.620742,5.054510,428.341759,97.861752,1.064250,78.696450,2.354798,27.274907,4.117545,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,421.995926,122.408100,0.000000,9.066152,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,0.590175,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,28.778681,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

87,21:30-21:45,52.153427,0.000000,139.345891,34.493986,1.887053,0.000000,16.126013,0.000000,16.620742,5.054510,428.341759,97.861752,1.064250,78.696450,3.594166,27.274907,4.117545,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,421.995926,122.408100,0.000000,9.066152,2.468553,0.000000,42.715690,0.000000,27.362545,1.001148,42.217018,0.000000,40.778267,0.590175,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,28.778681,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.223509,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

88,21:45-22:00,52.153427,0.000000,139.345891,34.493986,1.887053,0.000000,16.126013,0.000000,16.620742,5.054510,428.341759,97.861752,1.064250,78.696450,3.594166,27.274907,4.117545,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,392.970926,122.408100,0.000000,9.066152,2.468553,0.000000,42.715690,0.000000,27.362545,1.001148,42.217018,0.000000,40.778267,0.590175,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,28.778681,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.223617,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

89,22:00-22:15,52.153427,0.000000,139.345891,34.493986,2.789557,0.000000,3.359586,0.000000,16.620742,7.815272,522.062147,146.792629,12.681603,78.696450,3.594166,27.274907,4.117545,77.368016,0.000000,30.679167,16.859390,0.000000,0.000000,430.988452,122.408100,0.000000,11.526478,2.524656,0.000000,42.715690,0.000000,27.362545,1.001148,42.217018,0.000000,40.778267,0.590175,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.33,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.223617,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

90,22:15-22:30,52.153427,0.000000,139.345891,34.493986,2.789557,0.000000,3.359586,0.000000,16.620742,7.815272,547.760671,146.792629,12.681603,78.696450,3.594166,27.274907,4.117545,77.368016,0.000000,30.679167,16.859390,0.000000,0.000000,430.988452,122.408100,0.000000,12.534640,2.524656,0.000000,42.715690,0.000000,27.362545,1.001148,42.217018,0.000000,40.778267,0.590175,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.33,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.223617,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

91,22:30-22:45,52.153427,0.000000,139.345891,34.493986,2.789557,0.000000,3.359586,0.000000,16.620742,13.587957,596.135671,146.792629,12.681603,78.696450,4.833533,27.274907,4.117545,77.368016,0.000000,30.679167,16.859390,0.000000,0.000000,438.900957,122.408100,0.000000,21.155936,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.33,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.223617,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

92,22:45-23:00,52.153427,0.000000,139.345891,34.493986,2.789557,0.000000,3.359586,0.000000,16.620742,13.587957,657.842240,146.792629,12.681603,78.696450,4.833533,27.274907,4.117545,77.368016,0.000000,30.679167,16.859390,0.000000,0.000000,438.900957,122.408100,0.000000,21.155936,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.29,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.223617,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

93,23:00-23:15,52.153427,0.000000,139.345891,34.493986,2.789557,0.000000,3.359586,0.000000,16.620742,13.587957,657.842240,146.792629,6.340802,64.643512,4.833533,26.659683,4.117545,77.368016,0.000000,30.679167,16.653788,0.000000,0.000000,438.900957,122.408100,0.000000,21.155936,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,28.778681,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.29,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.004947,0.000000,0.43,4.119736,0.79,2.223617,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

94,23:15-23:30,52.153427,0.000000,139.345891,34.493986,2.789557,0.000000,3.359586,0.000000,16.620742,13.587957,596.135671,146.792629,6.340802,64.643512,4.833533,26.659683,4.117545,77.368016,0.000000,30.679167,16.653788,0.000000,0.000000,438.900957,122.408100,0.000000,21.155936,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.29,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.004947,0.000000,0.43,4.119736,0.79,2.223617,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

95,23:30-23:45,52.153427,0.000000,139.345891,34.493986,2.789557,0.000000,3.359586,0.000000,16.620742,13.587957,547.760671,146.792629,0.000000,64.643512,4.833533,26.659683,4.117545,77.368016,0.000000,30.679167,16.653788,0.000000,0.000000,438.900957,122.408100,0.000000,21.155936,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.29,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.009895,0.000000,0.43,4.119736,0.79,2.223617,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

96,23:45-24:00,52.153427,0.000000,139.345891,34.493986,2.447700,0.000000,0.000000,0.000000,16.620742,13.587957,499.385671,126.784458,0.000000,64.643512,4.833533,26.659683,4.117545,77.368016,0.000000,30.679167,16.653788,0.000000,0.000000,438.900957,122.408100,0.000000,21.155936,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.78,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.29,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,0.00,41.518134,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.009895,0.000000,0.43,4.119736,0.79,2.223617,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

