Block,Time Block,DHAULIGNGA,JHAJJAR,DADRT2,NTPL,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,BSIUL,BRBCL,CHAMERA2,CHAMERA3,CHAMERA1,DULHASTI,FSTPP I & II,NLCEXP,NJPC,NAPP,RAPPC,RSTPSU1TO6,RIHAND3,RIHAND2,RIHAND1,MAPS,NNTPP,RAMPUR,RAPPB,PARBATI3,KHSTPP-I,KISHANGANGA,KHSTPP-II,TANAKPUR,SALAL,SEWA2,SINGRAULI,SASAN,TANDA2,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,RSTPSU7,TALA,KUDGI,KGSU1AND2,KGSU3AND4,KOTESHWR,KOLDAM,KKNP,KKNPPU2,NLCIIST2,NLCTS2EXP,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
64,15:45-16:00,0,231.25,395.23,0,0,17.33,1.59,14.93,17.59,0,0,4.38,21.67,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,267.7,477.48,0,0,19.85,1.59,14.93,17.59,0,0,4.38,25.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,347.27,560.23,0,0,19.85,1.59,29.86,19.72,0,0,4.38,25.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,422.09,650.19,0,0,19.85,38.13,44.79,19.72,0,0,4.38,25.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,22.44,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,366.47,655.34,0,0,19.85,38.13,59.71,19.72,0,0,4.38,25.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,44.88,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,419.21,655.34,0,0,19.85,3.18,59.71,19.72,0,0,4.38,25.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,67.86,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,13.38,0,134,396.87,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,7.73,419.21,655.34,0,0,19.85,1.59,59.71,19.72,0,0,4.38,25.22,0,0,0,0,0,0,0,0,0,0,0,0,1.06,19.19,0,9.29,11.52,15.81,17.46,0,89.75,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,53.5,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,15.46,419.21,655.34,0,0,19.85,1.59,59.71,19.72,0,0,4.38,25.22,0,0,0,0,0,0,0,0,0,0,0,0,6.25,19.19,3.84,18.57,23.49,31.62,17.46,0,112.19,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,53.5,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,32.94,419.21,655.34,0,0,19.85,1.59,59.71,19.72,0,0,4.38,25.22,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,40.43,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,53.5,5.06,134,397.15,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,35.06,419.21,655.34,0,0,19.85,1.59,59.71,19.72,0,0,4.26,25.22,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,40.43,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,53.5,5.06,134,397.15,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,35.06,419.21,655.34,0,0,19.85,1.59,59.71,19.72,0,0,4.26,25.22,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,40.43,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,12.26,5.06,134,397.15,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,35.06,419.21,655.34,0,0,19.85,1.59,59.71,19.72,0,0,4.26,25.22,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,40.43,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,5.06,134,397.15,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,35.06,419.21,655.34,0,0,19.85,1.59,59.71,19.72,0,0,4.26,25.22,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,40.43,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,5.06,134,397.15,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,33.33,421.13,655.34,0,0,19.85,1.59,59.71,19.72,0,0,4.26,25.22,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,36.75,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,3.66,43.38,0,94.85,1.1,1.34,5.06,134,397.15,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,23.19,421.13,612.65,0,0,19.85,2.65,59.71,19.72,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,6.25,19.19,1.92,1.22,27.28,15.81,17.46,0,112.19,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,15.46,421.13,569.85,0,0,19.85,38.13,59.71,19.72,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,6.25,19.19,0,0,11.37,0,17.46,0,89.75,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,7.73,499.8,650.19,0,0,19.85,38.13,59.71,19.72,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,1.06,19.19,0,0,0,0,17.46,0,66.32,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,395.69,650.19,0,0,19.85,3.18,59.71,19.72,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,66.32,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,292.05,650.19,0,0,19.85,1.59,59.71,19.72,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,66.32,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,255.6,650.19,0,0,19.85,1.59,59.71,19.72,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,40.89,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,255.6,650.19,0,0,19.85,1.59,44.79,19.72,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,19.98,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,3.66,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,311.24,650.19,0,0,19.85,1.59,44.79,19.72,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,311.24,650.19,0,0,19.85,8.47,44.79,19.72,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,303.56,650.19,0,0,16.97,8.47,27.8,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,303.56,650.19,0,0,16.97,8.47,27.8,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,134,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,303.56,650.19,0,0,16.97,8.47,27.8,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,128.07,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,359.2,650.19,0,0,16.97,8.47,27.8,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,128.07,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,351.53,650.19,0,0,16.97,8.47,27.8,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,128.07,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,351.53,650.19,0,0,16.97,8.47,15.23,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,128.07,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,351.53,593,0,0,16.97,4.23,14.5,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,128.07,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,332.34,545.04,0,0,16.97,4.23,0,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,128.07,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,319.87,525.85,0,0,16.97,5.82,0,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,128.07,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,303.56,497.07,0,0,16.97,5.82,0,16.99,0,0,4.26,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04,0,0,0,0,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,128.07,397.15,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

