Time,Block,NR/2024/20037/A/18839,NR/2024/20229/C,NR/2024/20144/A/18868,NR/2024/20109/A/18955,NR/2024/20050/A/18931,NR/2024/20082/A/18920,NR/2024/19779/A/18597,NR/2024/19355/A/18958,NR/2024/20233/C,NR/2024/19637/A/18697,NR/2024/20090/A/18582,NR/2024/20052/A/18506,NR/2024/20226/C,NR/2024/20237/C,NR/2024/20232/C,NR/2024/20228/C,NR/2024/19432/A/18942,NR/2024/20048/A/18932,NR/2024/20227/C,NR/2024/19760/A/18840,NR/2024/19588/A/18707,NR/2024/20040/A/18919,NR/2024/20041/A/18934,NR/2024/19966/A/18667,NR/2024/20034/A/18933,NR/2024/20142/A/18864,NR/2024/19683/A/18450,NR/2024/19475/A/18892,NR/2024/20130/A/18700,NR/2024/19699/A/18940,NR/2024/20234/C,NR/2024/20141/A/18866,NR/2024/19918/A/18921,NR/2024/20031/A/18936,NR/2024/20033/A/18937,NR/2024/20240/C,Total
61,15:00-15:15,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.970000,96.580000,0.000000,24.140000,1.930000,13.520000,19.320000,0.000000,0.000000,2.27,24.140000,0.000000,101.310000,48.290000,66.820000,14.490000,48.290000,38.630000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1129.79

62,15:15-15:30,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.970000,96.580000,0.000000,24.140000,1.930000,13.520000,19.320000,0.000000,0.000000,3.27,24.140000,0.000000,101.310000,48.290000,66.820000,14.490000,48.290000,38.630000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1130.79

63,15:30-15:45,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.970000,96.580000,0.000000,24.140000,1.930000,13.520000,19.320000,0.000000,0.000000,4.22,24.140000,0.000000,101.310000,48.290000,66.820000,14.490000,48.290000,38.630000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1131.74

64,15:45-16:00,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.970000,96.580000,0.000000,24.140000,1.930000,13.520000,19.320000,0.000000,0.000000,4.05,24.140000,0.000000,101.310000,48.290000,66.820000,14.490000,48.290000,38.630000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1131.57

65,16:00-16:15,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,19.320000,0.000000,0.000000,3.81,24.140000,0.000000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,971.83

66,16:15-16:30,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,19.320000,0.000000,0.000000,3.68,24.140000,0.000000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,971.7

67,16:30-16:45,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,19.320000,0.000000,0.000000,2.9,24.140000,0.000000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,970.92

68,16:45-17:00,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,19.320000,0.000000,0.000000,2.19,24.140000,0.000000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,970.21

69,17:00-17:15,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,19.320000,0.000000,0.000000,1.66,24.140000,0.000000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,969.68

70,17:15-17:30,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,19.320000,0.000000,0.000000,1.17,24.140000,0.000000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,969.19

71,17:30-17:45,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,19.320000,0.000000,0.000000,0.91,24.140000,0.000000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,968.93

72,17:45-18:00,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,19.320000,0.000000,0.000000,0.65,24.140000,0.000000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,968.67

73,18:00-18:15,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,0.000000,0.000000,0.000000,0.43,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1014.9

74,18:15-18:30,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,0.000000,0.000000,0.000000,0.3,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1014.77

75,18:30-18:45,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,0.000000,0.000000,0.000000,0.16,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1014.63

76,18:45-19:00,72.440000,0.000000,0.880000,183.500000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,0.000000,0.000000,0.000000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1014.47

77,19:00-19:15,72.440000,48.290000,0.880000,241.450000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,0.000000,0.000000,72.440000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1193.15

78,19:15-19:30,72.440000,48.290000,0.880000,241.450000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,0.000000,0.000000,72.440000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1193.15

79,19:30-19:45,72.440000,48.290000,0.880000,241.450000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,0.000000,0.000000,72.440000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1193.15

80,19:45-20:00,72.440000,48.290000,0.880000,241.450000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,13.520000,0.000000,0.000000,72.440000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,0.000000,1193.15

81,20:00-20:15,72.440000,48.290000,0.880000,241.450000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,0.000000,193.160000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,96.580000,1405.62

82,20:15-20:30,72.440000,48.290000,0.880000,241.450000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,0.000000,193.160000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,96.580000,1405.62

83,20:30-20:45,72.440000,48.290000,0.880000,241.450000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,0.000000,193.160000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,96.580000,1405.62

84,20:45-21:00,72.440000,48.290000,0.880000,241.450000,0.000000,11.590000,0.820000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,0.000000,193.160000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,96.580000,1405.62

85,21:00-21:15,72.440000,86.920000,0.880000,241.450000,0.000000,11.590000,0.770000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,73.400000,241.450000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,193.160000,1662.47

86,21:15-21:30,72.440000,86.920000,0.880000,241.450000,0.000000,11.590000,0.770000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,73.400000,241.450000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,193.160000,1662.47

87,21:30-21:45,72.440000,86.920000,0.880000,241.450000,0.000000,11.590000,0.770000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,73.400000,241.450000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,193.160000,1662.47

88,21:45-22:00,72.440000,86.920000,0.880000,241.450000,0.000000,11.590000,0.770000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,73.400000,241.450000,0,24.140000,0.000000,167.080000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,0.000000,0.350000,13.520000,43.900000,14.630000,193.160000,1662.47

89,22:00-22:15,72.440000,86.920000,0.880000,241.450000,162.980000,11.590000,0.720000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,73.400000,241.450000,0,24.140000,54.330000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,115.900000,0.350000,13.520000,43.900000,14.630000,193.160000,1929.86

90,22:15-22:30,72.440000,86.920000,0.880000,241.450000,162.980000,11.590000,0.720000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,73.400000,241.450000,0,24.140000,54.330000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,115.900000,0.350000,13.520000,43.900000,14.630000,193.160000,1929.86

91,22:30-22:45,72.440000,86.920000,0.880000,241.450000,162.980000,11.590000,0.720000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,73.400000,241.450000,0,24.140000,54.330000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,115.900000,0.350000,13.520000,43.900000,14.630000,193.160000,1929.86

92,22:45-23:00,72.440000,86.920000,0.880000,241.450000,162.980000,11.590000,0.720000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,73.400000,241.450000,0,24.140000,54.330000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,115.900000,0.350000,13.520000,43.900000,14.630000,193.160000,1929.86

93,23:00-23:15,72.440000,86.920000,0.880000,241.450000,162.980000,11.590000,0.630000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,68.570000,241.450000,0,24.140000,54.330000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,115.900000,0.350000,13.520000,43.900000,14.630000,193.160000,1924.94

94,23:15-23:30,72.440000,86.920000,0.880000,241.450000,162.980000,11.590000,0.630000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,68.570000,241.450000,0,24.140000,54.330000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,115.900000,0.350000,13.520000,43.900000,14.630000,193.160000,1924.94

95,23:30-23:45,72.440000,86.920000,0.880000,241.450000,162.980000,11.590000,0.630000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,68.570000,241.450000,0,24.140000,54.330000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,115.900000,0.350000,13.520000,43.900000,14.630000,193.160000,1924.94

96,23:45-24:00,72.440000,86.920000,0.880000,241.450000,162.980000,11.590000,0.630000,96.580000,0.000000,0.000000,1.930000,8.690000,0.000000,68.570000,241.450000,0,24.140000,54.330000,101.310000,0.000000,66.820000,14.490000,0.000000,0.000000,43.900000,0.520000,1.930000,193.160000,0.480000,48.290000,115.900000,0.350000,13.520000,43.900000,14.630000,193.160000,1924.94

