Block,Time Block,KGSU1AND2,FSTPP I & II,DULHASTI,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,BRBCL,CHAMERA2,CHAMERA1,BSIUL,URI,UNCHAHAR4,VALLURNTECL,URI2,RSTPSU1TO6,SALAL,RIHAND3,SEWA2,RIHAND2,RSTPSU7,RIHAND1,SASAN,RAPPC,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,UNCHAHAR2,TALA,SINGRAULI,TEHRI,UNCHAHAR1,TANDA2,UNCHAHAR3,TALST2,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,RAMPUR,NTPL,PARBATI3,KGSU3AND4,KHSTPP-I,KKNP,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KHSTPP-II,KOTESHWR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,22.96,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

63,15:30-15:45,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,22.96,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

64,15:45-16:00,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,38.13,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,22.96,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

65,16:00-16:15,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,38.13,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,34.44,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

66,16:15-16:30,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,38.13,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,34.44,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,93.7,8.51,0,0,0,0,0

67,16:30-16:45,0,9.66,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,1.06,38.13,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,97.12,24.83,0,0.72,0,0,0,22.36,0,133.99,34.44,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,113.35,8.51,0,0,0,0,0

68,16:45-17:00,0,9.66,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,3.84,0,1.06,34.94,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,97.12,24.83,0,0.72,0,0,0,22.36,0,133.99,34.44,11.4,0,13.93,0,0,0,0,22.44,0,0,0,0,22.54,0,0,0,0,28.05,0,0,0,0,0,113.35,8.51,0,0,0,0,0

69,17:00-17:15,0,11.21,15.81,9.29,430.98,8.77,247.87,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,13.42,6.25,31.77,0,0,20.65,0,2.23,59.62,10.1,113.91,0,88.25,64.75,24.83,0,0.72,1.1,0,0,25.82,0,133.99,45.93,12.3,0,16.46,0,0,0,0,44.87,0,0,0,0,22.54,0,0,0,0,37.64,0,0,0,0,0,142.25,17.03,0,0,0,0,0

70,17:15-17:30,0,11.21,31.62,18.56,430.98,17.52,247.87,0,0,0,0,0,0,0,0,0,0,0,0,19.18,25.27,26.91,6.25,31.77,0,0,20.65,0,2.23,59.62,10.1,113.91,0,88.25,64.75,24.83,0,0.72,1.1,0,0,25.82,0,133.99,45.93,12.3,0,16.46,0,0,0,0,67.31,0,0,0,0,22.54,0,0,0,0,37.64,0,0,0,0,0,142.25,25.53,0,0,0,0,0

71,17:30-17:45,0,15.05,47.41,27.87,430.98,26.29,247.87,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,28.59,0,0,14.19,0,2.23,59.62,15.16,113.91,0,88.25,64.75,24.83,0,0.72,1.1,0,0,25.82,0,133.99,45.93,12.3,0,16.46,0,0,0,0,89.74,0,0,0,0,22.54,0,0,0,0,37.64,0,0,0,0,0,142.25,37.46,0,0,0,0,0

72,17:45-18:00,0,15.05,47.41,27.87,430.98,26.29,247.87,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,28.59,0,0,14.19,0,2.23,59.62,15.16,113.91,0,88.25,64.75,24.83,0,0.72,1.1,0,0,25.82,0,133.99,45.93,12.3,0,16.46,0,0,0,0,112.18,0,0,0,0,22.54,0,0,0,0,37.64,0,0,0,0,0,142.25,37.46,0,0,0,0,0

73,18:00-18:15,0,15.05,47.41,27.87,488.53,26.29,251,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,28.59,0,0,14.19,0,2.23,59.62,15.16,113.91,0,88.25,70.14,24.83,0,0.72,1.1,0,0,30.92,0,133.99,45.93,14.31,0,19.5,0,0,0,0,132.98,0,0,0,0,22.54,0,0,0,0,42.91,0,0,0,0,0,142.25,37.46,0,0,0,0,0

74,18:15-18:30,0,17.46,47.41,27.87,514.59,26.29,306.64,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,28.59,0,0,14.19,0,2.23,59.62,15.16,113.91,0,88.25,75.15,24.83,0,0.72,1.1,0,0,39.28,0,133.99,45.93,18.78,0,24.48,0,0,0,0,134.62,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,37.46,0,0,0,0,0

75,18:30-18:45,0,17.46,47.41,27.87,566.87,26.29,364.19,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,28.59,0,0,14.19,0,2.23,59.62,15.16,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,134.62,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,37.46,0,0,0,0,0

76,18:45-19:00,0,17.46,47.41,27.87,597.27,26.29,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,31.77,0,0,14.19,0,2.23,59.62,15.16,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,112.18,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,37.46,0,0,0,0,0

77,19:00-19:15,0,17.46,31.62,18.56,654.92,17.52,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,26.94,6.25,28.59,0,0,14.19,0,2.23,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,34.44,20,0,25.32,0,0,0,0,89.74,0,0,0,0,22.54,0,0,3.66,0,43.67,0,0,0,0,0,142.25,17.03,0,0,0,0,0

78,19:15-19:30,0,17.46,15.81,9.29,654.92,17.52,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,25.27,13.42,6.25,28.59,0,0,14.19,0,2.23,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,34.44,20,0,25.32,0,0,0,0,67.31,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

79,19:30-19:45,0,17.46,15.81,0,654.92,17.52,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,0,6.25,25.41,0,0,14.19,0,2.23,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,22.96,20,0,25.32,0,0,0,0,44.87,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

80,19:45-20:00,0,17.46,15.81,0,654.92,17.52,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,0,6.25,25.41,0,0,14.19,0,2.23,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,22.96,20,0,25.32,0,0,0,0,22.44,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

81,20:00-20:15,0,17.46,15.81,0,654.92,8.77,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,0,6.25,31.77,0,0,14.19,0,12.81,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,22.96,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

82,20:15-20:30,0,17.46,15.81,0,651.23,8.77,364.19,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,0,6.25,31.77,0,0,14.19,0,12.81,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,22.96,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

83,20:30-20:45,0,17.46,15.81,0,651.23,8.77,306.64,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,0,6.25,31.77,0,0,18.06,0,12.81,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,22.96,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

84,20:45-21:00,0,17.46,15.81,0,651.23,8.77,306.64,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,0,6.25,31.77,0,0,18.06,0,12.81,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,22.96,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,3.42,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

85,21:00-21:15,0,17.46,15.81,0,651.23,8.77,306.64,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,0,6.25,31.77,0,0,18.06,0,12.81,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,22.96,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

86,21:15-21:30,0,17.46,15.81,0,651.23,8.77,306.64,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,0,6.25,31.77,0,0,18.06,0,12.81,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,11.48,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

87,21:30-21:45,0,17.46,15.81,0,533.88,0,364.19,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,0,6.25,31.77,0,0,30.6,0,12.81,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,11.48,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

88,21:45-22:00,0,17.46,15.81,0,571.76,0,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,30.6,0,12.81,59.62,10.1,113.91,0,88.25,75.54,24.83,0,0.72,1.1,0,0,40.66,0,133.99,11.48,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

89,22:00-22:15,0,17.46,15.81,0,567.02,0,364.19,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,30.6,0,12.81,59.62,10.1,113.91,0,88.25,86.33,24.83,0,0.72,0,0,0,40.66,0,133.99,11.48,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

90,22:15-22:30,0,17.46,15.81,0,567.01,0,335.41,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,30.6,0,12.81,59.62,10.1,113.91,0,88.25,99.28,24.83,0,0.72,0,0,0,40.66,0,133.99,0,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

91,22:30-22:45,0,17.46,15.81,0,628.06,0,306.64,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,20,0,12.81,59.62,10.1,113.91,0,88.25,112.23,24.83,0,0.72,0,0,0,40.66,0,133.99,0,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

92,22:45-23:00,0,17.46,15.81,0,545.79,0,287.45,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,20,0,12.81,59.62,10.1,113.91,0,88.25,124.99,24.83,0,0.72,0,0,0,40.66,0,133.99,0,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

93,23:00-23:15,0,17.46,15.81,0,481.5,0,287.45,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,20,0,25.64,59.62,10.1,113.91,0,88.25,135.78,24.83,0,0.72,0,0,0,40.66,0,133.99,0,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

94,23:15-23:30,0,17.46,15.81,0,450.16,0,287.45,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,20,0,25.64,59.62,10.1,113.91,0,88.25,146.58,24.83,0,0.72,0,0,0,40.66,0,133.99,0,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

95,23:30-23:45,0,17.46,15.81,0,450.16,0,287.45,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,20,0,25.64,59.62,10.1,113.91,0,88.25,157.37,24.83,0,0.72,0,0,0,40.66,0,133.99,0,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

96,23:45-24:00,0,17.46,15.81,0,450.16,0,287.45,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,20,0,25.64,59.62,10.1,113.91,0,88.25,168.16,24.83,0,0.72,0,0,0,40.66,0,133.99,0,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

