Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,GNA/SR/2024/12/01/6968,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/1599,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1766,L_NR_2019_19,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/18/4434,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07
82,20:15-20:30,57.67,17,56,0,0,18.66,57.67,0,0,18.67,0,0,0,0,0,0,0,6,0.85,1.22,115,8.66,130.56,0,1.71,150,1.92,100.2,25.23,34.62,0,34.62,0,250,50,8.66,34.62,0,0,0,135.27,0,0,0,73.1

83,20:30-20:45,58.67,18.66,58,0,0,19.34,58.67,0,0,19.33,0,0,0,0,0,0,0,6,0.77,1.22,65.99,8.66,130.56,0,1.71,150,1.92,100.2,25.23,34.62,0,34.62,0,250,50,8.66,34.62,0,0,0,135.27,0,0,0,73.1

84,20:45-21:00,59.67,20.34,59,0,0,19.66,59.67,0,0,19.67,0,0,0,0,0,0,0,6,0.77,1.22,65.99,8.66,130.56,0,1.71,150,1.92,100.2,25.23,34.62,0,34.62,0,250,50,8.66,34.62,0,0,0,135.27,0,0,0,73.1

85,21:00-21:15,62,21.34,73,0,0,24.34,62,0,0,24.33,0,0,0,0,0,0,0,6,0.77,1.14,89.55,8.66,130.56,0,1.71,150,1.84,100.2,24.73,31.74,0,31.74,0,250,50,8.66,31.74,0,0,0,115.42,0,0,0,73.1

86,21:15-21:30,62.33,22.34,76,0,0,25.34,62.33,0,0,25.33,0,0,0,0,0,0,0,6,0.77,1.14,81.07,8.66,130.56,0,1.71,150,1.84,100.2,24.22,31.74,0,31.74,0,250,50,8.66,31.74,0,0,0,96.18,0,0,0,73.1

87,21:30-21:45,52.67,17.34,76.5,0,0,25.5,52.67,0,0,25.5,0,0,0,0,0,0,0,6,0.77,1.14,72.59,8.66,130.56,0,1.71,150,1.84,100.2,24.22,31.74,0,31.74,0,250,50,8.66,31.74,0,0,0,76.94,0,0,0,73.1

88,21:45-22:00,53,17.34,80,0,0,26.66,53,0,0,26.67,0,0,0,0,0,0,0,6,0.77,1.14,70.13,8.66,130.56,0,1.71,150,1.84,100.2,24.22,31.74,0,31.74,0,250,50,8.66,31.74,0,0,0,64.44,0,0,0,86.75

89,22:00-22:15,53.33,18.34,81,0,0,27,53.33,0,0,27,0,0,0,0,0,0,0,6,0.77,1.14,70.13,8.66,111.36,0,1.66,150,1.84,100.2,24.22,25.97,31.71,25.97,95.13,250,50,8.66,25.97,0,0,0,50.98,0,0,0,86.75

90,22:15-22:30,54.33,19,81.5,0,0,27.16,54.33,0,0,27.17,0,0,0,0,0,0,0,6,0.77,1.14,70.13,8.66,111.36,0,1.66,150,1.84,100.2,24.22,25.97,31.71,25.97,95.13,250,50,8.66,25.97,0,0,0,38.47,0,0,0,76.49

91,22:30-22:45,55,19.66,82,0,0,27.34,55,0,0,27.33,0,0,0,0,0,0,0,6,0.77,1.14,70.13,8.66,111.36,0,1.66,150,1.84,100.2,24.22,25.97,31.71,25.97,95.13,250,50,8.66,25.97,0,0,0,0,0,0,0,76.49

92,22:45-23:00,54.33,20.66,83.5,0,0,27.84,54.33,0,0,27.83,0,0,0,0,0,0,0,6,0.77,1.14,70.13,8.66,111.36,0,1.66,150,1.84,100.2,24.22,25.97,31.71,25.97,95.13,250,50,8.66,25.97,0,0,0,0,0,0,0,76.49

93,23:00-23:15,54,21.34,83.5,0,0,27.84,54,0,0,27.83,0,0,0,0,0,0,0,6,0.77,1.14,70.13,8.66,111.36,0,1.66,150,1.84,100.2,24.22,25.97,31.71,25.97,95.13,250,50,8.66,25.97,0,0,0,0,0,0,0,76.49

94,23:15-23:30,53,21.66,82.5,0,0,27.5,53,0,0,27.5,0,0,0,0,0,0,0,6,0.77,1.14,70.13,8.66,111.36,0,1.66,150,1.84,100.2,24.22,25.97,31.71,25.97,95.13,250,50,8.66,25.97,0,0,0,0,0,0,0,76.49

95,23:30-23:45,51.67,22,81.5,0,0,27.16,51.67,0,0,27.17,0,0,0,0,0,0,0,6,0.77,1.14,70.13,8.66,111.36,0,1.66,150,1.84,100.2,24.22,25.97,31.71,25.97,95.13,250,50,8.66,25.97,0,0,0,0,0,0,0,76.49

96,23:45-24:00,50.67,22.34,77.5,0,0,25.84,50.67,0,0,25.83,0,0,0,0,0,0,0,6,0.77,1.14,70.13,8.66,111.36,0,1.66,150,1.84,100.2,24.22,25.97,31.71,25.97,95.13,250,50,8.66,25.97,0,0,0,0,0,0,0,76.49

