Column1,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/5531,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/6528,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/9606,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/7459,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/3514,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/6775,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,L_NR_2019_19,GNARE/SR/2025/01/13/4532,GNA/NR/2025/01/01/8738,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/8058,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01
72,17:45-18:00,0.82,1.52,43.11,20.12,28.74,0,47.9,14.37,0,0.84,26.24,0,47.9,36.4,0,19.16,0.82,36.4,132.2,0,40.01,21,13.33,1.51,14.37,0.19,3,1,0,21,2.88,2,13.67,13.33,0,0,2.52,0.24,18.81,47.9,0,1.22,114.58,0,1.73,86.41,26.82,130.05,74.52

73,18:00-18:15,0.41,1.52,43.11,20.12,28.74,0,47.9,14.37,50,0.42,26.24,30,47.9,36.4,0,19.16,0.41,36.4,132.2,0,40.99,21,13.67,0,0,0,2,0,0,21,0,0,14.33,13.67,0,0,1.42,0,18.21,47.9,50,1.14,114.58,0,1.65,86.41,26.82,130.05,74.52

74,18:15-18:30,0.15,1.52,43.11,20.12,28.74,0,47.9,14.37,50,0.15,26.24,30,47.9,36.4,0,19.16,0.15,36.4,132.2,0,41.51,21.34,13.83,0,0,0,0,0,0,21.33,0,0,14.67,13.83,0,0,0.63,0,17.61,47.9,50,1.14,114.58,0,1.65,86.41,26.82,130.05,74.52

75,18:30-18:45,0.06,1.52,43.11,20.12,28.74,0,47.9,14.37,50,0.06,25.74,30,47.9,36.4,0,19.16,0.06,36.4,132.2,0,43.01,22.34,14.33,0,0,0,0,0,0,22.33,0,0,15,14.33,0,0,0,0,17.81,47.9,50,1.14,114.58,0,1.65,86.41,26.82,130.05,74.52

76,18:45-19:00,0,1.52,43.11,20.12,28.74,0,47.9,14.37,50,0,25.74,30,47.9,36.4,0,19.16,0,36.4,132.2,0,44.51,24.34,14.83,0,0,0,0,0,0,24.33,0,0,15.67,14.83,0,0,0,0,18.01,47.9,50,1.14,114.58,0,1.65,86.41,26.82,130.05,74.52

77,19:00-19:15,0,1.52,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,36.4,0,19.16,0,36.4,132.2,0,34.99,27,11.67,0,0,0,0,0,0,27,0,0,13.33,11.67,0,0,0,0,20.61,47.9,50,1.06,114.58,0,1.65,86.41,26.82,130.05,74.52

78,19:15-19:30,0,1.52,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,36.4,0,19.16,0,36.4,132.2,0,34.99,30,11.67,0,0,0,0,0,0,30,0,0,13.33,11.67,0,0,0,0,20.61,47.9,50,1.06,114.58,0,1.65,86.41,26.82,130.05,74.52

79,19:30-19:45,0,1.52,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,36.4,0,19.16,0,36.4,132.2,0,34.99,33.66,11.67,0,0,0,0,0,0,33.67,0,0,13.33,11.67,0,0,0,0,20.61,47.9,50,1.06,114.58,0,1.65,86.41,26.82,130.05,74.52

80,19:45-20:00,0,1.52,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,36.4,0,19.16,0,36.4,132.2,0,36.49,37.34,12.17,0,0,0,0,0,0,37.33,0,0,13.67,12.17,0,0,0,0,20.61,47.9,50,1.06,114.58,0,1.65,86.41,26.82,130.05,74.52

81,20:00-20:15,0,1.48,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,36.4,0,19.16,0,36.4,132.2,0,37.99,39.34,12.67,0,0,0,0,0,0,39.33,0,0,13.67,12.67,0,0,0,0,16.41,47.9,50,1.06,114.58,0,1.65,86.41,26.82,130.05,74.52

82,20:15-20:30,0,1.48,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,36.4,0,19.16,0,36.4,132.2,0,39.49,42,13.17,0,0,0,0,0,0,42,0,0,14,13.17,0,0,0,0,16.81,47.9,50,1.06,114.58,0,1.65,86.41,26.82,130.05,74.52

83,20:30-20:45,0,1.48,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,36.4,0,19.16,0,36.4,132.2,0,40.5,45.34,13.5,0,0,0,0,0,0,45.33,0,0,14.33,13.5,0,0,0,0,17.21,47.9,50,0.99,114.58,0,1.65,86.41,26.82,130.05,74.52

84,20:45-21:00,0,1.48,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,36.4,0,19.16,0,36.4,132.2,0,42.49,46.66,14.17,0,0,0,0,0,0,46.67,0,0,14.67,14.17,0,0,0,0,17.41,47.9,50,0.99,114.58,0,1.65,86.41,26.82,130.05,74.52

85,21:00-21:15,0,1.48,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,34.49,0,19.16,0,34.49,132.2,0,44.51,63,14.83,0,0,0,0,0,0,63,0,0,15,14.83,0,0,0,0,22.41,47.9,50,0.99,106.12,0,1.65,86.41,26.82,130.05,74.52

86,21:15-21:30,0,1.48,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,34.49,0,19.16,0,34.49,132.2,0,46.5,64.66,15.5,0,0,0,0,0,0,64.67,0,0,15,15.5,0,0,0,0,22.61,47.9,50,0.99,97.67,0,1.65,75.48,26.82,130.05,74.52

87,21:30-21:45,0,1.48,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,34.49,0,19.16,0,34.49,132.2,0,60,75,20,0,0,0,0,0,0,75,0,0,18.67,20,0,0,0,0,22.41,47.9,50,0.99,69.87,0,1.65,75.48,26.82,130.05,74.52

88,21:45-22:00,0,1.48,43.11,20.12,28.74,0,47.9,14.37,50,0,25.23,30,47.9,34.49,0,19.16,0,34.49,132.2,0,62.51,77,20.83,0,0,0,0,0,0,77,0,0,19,20.83,0,0,0,0,21.81,47.9,50,0.99,69.87,0,1.65,75.48,26.82,113.32,74.52

89,22:00-22:15,0,1.48,34.49,20.12,28.74,0,47.9,9.58,50,0,25.23,30,47.9,34.49,0,19.16,0,34.49,132.2,0,81,77.66,27,0,0,0,0,0,0,77.67,0,0,19.67,27,0,0,0,0,21.61,47.9,0,0.99,69.87,0,1.65,75.48,26.82,113.32,52.69

90,22:15-22:30,0,1.48,34.49,20.12,28.74,0,47.9,9.58,50,0,25.23,30,47.9,34.49,0,19.16,0,34.49,132.2,0,85.01,79.34,28.33,0,0,0,0,0,0,79.33,0,0,20.33,28.33,0,0,0,0,21.01,47.9,0,0.99,69.87,0,1.65,75.48,26.82,113.32,52.69

91,22:30-22:45,0,1.48,34.49,20.12,28.74,0,47.9,9.58,50,0,25.23,30,47.9,34.49,0,19.16,0,34.49,132.2,0,87.49,79.34,29.17,0,0,0,0,0,0,79.33,0,0,20.67,29.17,0,0,0,0,20.21,47.9,0,0.99,69.87,0,1.65,75.48,26.82,113.32,47.34

92,22:45-23:00,0,1.48,34.49,20.12,28.74,0,47.9,9.58,50,0,25.23,30,47.9,34.49,0,19.16,0,34.49,132.2,0,90,80,30,0,0,0,0,0,0,80,0,0,21,30,0,0,0,0,19.61,47.9,0,0.99,69.87,0,1.65,75.48,26.82,113.32,47.34

93,23:00-23:15,0,1.48,28.74,20.12,28.74,0,47.9,9.58,50,0,25.23,30,47.9,28.74,0,19.16,0,28.74,132.2,0,90,81,30,0,0,0,0,0,0,81,0,0,21.67,30,0,0,0,0,19.21,47.9,0,0.99,69.87,0,1.65,75.48,26.82,113.32,47.34

94,23:15-23:30,0,1.48,28.74,20.12,28.74,0,47.9,9.58,50,0,25.23,30,47.9,28.74,0,19.16,0,28.74,132.2,0,90,79.66,30,0,0,0,0,0,0,79.67,0,0,21.67,30,0,0,0,0,18.61,47.9,0,0.99,69.87,0,1.65,75.48,26.82,113.32,47.34

95,23:30-23:45,0,1.48,28.74,20.12,28.74,0,47.9,9.58,50,0,25.23,30,47.9,28.74,0,19.16,0,28.74,132.2,0,90,79.34,30,0,0,0,0,0,0,79.33,0,0,21.67,30,0,0,0,0,23.01,47.9,0,0.99,69.87,0,1.65,75.48,26.82,113.32,47.34

96,23:45-24:00,0,1.48,28.74,20.12,28.74,0,47.9,9.58,50,0,25.23,30,47.9,28.74,0,19.16,0,28.74,132.2,0,90,78.66,30,0,0,0,0,0,0,78.67,0,0,21.67,30,0,0,0,0,22.01,47.9,0,0.99,69.87,0,1.65,75.48,26.82,113.32,47.34

