Time,Block,NR/2023/14986/C,NR/2023/11739/A,NR/2023/13859/A,NR/2023/15003/C,NR/2023/14969/D,NR/2023/13983/F,NR/2023/11697/A,NR/2023/14992/C,NR/2023/13573/A,NR/2023/11458/A,NR/2023/11954/A,NR/2023/14966/D,NR/2023/13858/A,NR/2023/14982/C,NR/2023/14985/C,NR/2023/11654/A,NR/2023/14972/C,NR/2023/11315/A,NR/2023/14971/C,NR/2023/13283/A,NR/2023/14967/D,NR/2023/12646/A,NR/2023/13284/A,NR/2023/14991/C,NR/2023/11470/A,NR/2023/11469/A,NR/2023/14996/C,NR/2023/14989/C,NR/2023/11203/A,NR/2023/14187/F,NR/2023/14980/C,NR/2023/11325/A,NR/2023/14688/F,NR/2023/14984/C,NR/2023/13983/F/II,NR/2023/14974/C,ER/2023/9181/C,NR/2023/14968/D,NR/2023/14688/F/II,NR/2023/11328/A,Total
57,14:00-14:15,0.000000,42.470000,181.010000,0,70.5,0.970000,0.000000,0.000000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,7.720000,22.200000,15.930000,24.140000,4.15,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,0.970000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,164.5,24.140000,48.270000,1437.36

58,14:15-14:30,0.000000,42.470000,181.010000,0,67.5,0.970000,0.000000,0.000000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,7.720000,22.200000,15.930000,24.140000,4.05,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,0.970000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,157.5,24.140000,48.270000,1427.26

59,14:30-14:45,0.000000,42.470000,181.010000,0,66,0.970000,0.000000,0.000000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,7.720000,22.200000,15.930000,24.140000,3.91,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,0.970000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,154,24.140000,48.270000,1422.12

60,14:45-15:00,0.000000,42.470000,181.010000,0,61.5,0.970000,0.000000,25.100000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,7.720000,22.200000,15.930000,24.140000,3.81,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,0.970000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,143.5,24.140000,48.270000,1432.12

61,15:00-15:15,0.000000,42.470000,181.010000,0,57,0.970000,0.000000,80.130000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,7.720000,22.200000,5.790000,24.140000,3.67,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,0.970000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,133,24.140000,48.270000,1461.87

62,15:15-15:30,0.000000,42.470000,181.010000,0,54.6,0.970000,0.000000,103.300000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,7.720000,22.200000,0.000000,24.140000,3.48,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,0.970000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,127.4,24.140000,48.270000,1471.06

63,15:30-15:45,0.000000,42.470000,181.010000,0,51.6,0.970000,0.000000,113.920000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,8.690000,22.200000,0.000000,24.140000,3.28,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,0.970000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,120.4,24.140000,48.270000,1472.45

64,15:45-16:00,0.000000,42.470000,181.010000,0,49.5,0.970000,0.000000,115.850000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,8.690000,22.200000,0.000000,24.140000,3.09,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,0.970000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,115.5,24.140000,48.270000,1467.19

65,16:00-16:15,0.000000,42.470000,181.010000,0,45,0.820000,0.000000,118.740000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,5.790000,22.200000,0.000000,24.140000,2.75,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,105,24.140000,48.270000,1454.58

66,16:15-16:30,0.000000,42.470000,181.010000,0,41.1,0.820000,0.000000,119.710000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,5.790000,22.200000,0.000000,24.140000,2.08,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,95.9,24.140000,48.270000,1441.88

67,16:30-16:45,0.000000,42.470000,181.010000,0,36.6,0.820000,0.000000,119.710000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,4.830000,22.200000,0.000000,24.140000,1.4,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,85.4,24.140000,48.270000,1425.24

68,16:45-17:00,0.000000,42.470000,181.010000,0,33,0.820000,0.000000,112.950000,62.750000,106.190000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,4.830000,22.200000,0.000000,24.140000,1.06,23.100000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,8.210000,0.000000,77,24.140000,48.270000,1406.14

69,17:00-17:15,0.000000,42.470000,181.010000,0,28.5,0.820000,0.000000,135.160000,62.750000,48.270000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,4.830000,22.200000,0.000000,24.140000,0.82,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,66.5,24.140000,48.270000,1323.88

70,17:15-17:30,0.000000,42.470000,181.010000,0,22.5,0.820000,0.000000,137.090000,62.750000,48.270000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,4.830000,22.200000,0.000000,24.140000,0.68,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,52.5,24.140000,48.270000,1305.67

71,17:30-17:45,0.000000,42.470000,181.010000,0,19.5,0.820000,0.000000,153.500000,62.750000,48.270000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,4.830000,22.200000,0.000000,24.140000,0.29,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,45.5,24.140000,48.270000,1311.69

72,17:45-18:00,0.000000,42.470000,181.010000,0,16.5,0.820000,0.000000,159.290000,62.750000,48.270000,0.000000,193.080000,84.470000,0.000000,0.000000,152.530000,4.830000,22.200000,0.000000,24.140000,0,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,38.5,24.140000,48.270000,1307.19

73,18:00-18:15,0.000000,42.470000,181.010000,0,13.5,0.870000,0.000000,154.460000,62.750000,48.270000,36.420000,193.080000,84.470000,0.000000,0.000000,152.530000,4.830000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,31.5,24.140000,48.270000,1304.69

74,18:15-18:30,0.000000,42.470000,181.010000,0,10.5,0.870000,0.000000,127.430000,62.750000,48.270000,36.420000,193.080000,84.470000,0.000000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,24.5,24.140000,48.270000,1266.69

75,18:30-18:45,0.000000,42.470000,181.010000,0,9,0.870000,0.000000,117.780000,62.750000,48.270000,36.420000,193.080000,84.470000,0.000000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,21,24.140000,48.270000,1252.04

76,18:45-19:00,0.000000,42.470000,181.010000,0,6,0.870000,0.000000,131.290000,62.750000,48.270000,36.420000,193.080000,84.470000,0.000000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,14,24.140000,48.270000,1255.55

77,19:00-19:15,0.000000,42.470000,181.010000,19.31,3,0.920000,0.000000,48.270000,62.750000,48.270000,36.420000,193.080000,84.470000,96.540000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,37.650000,0.000000,0.000000,0.000000,7,24.140000,48.270000,1316.08

78,19:15-19:30,0.000000,42.470000,181.010000,19.31,1.8,0.920000,0.000000,71.440000,62.750000,48.270000,36.420000,193.080000,84.470000,96.540000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,37.650000,0.000000,0.000000,0.000000,4.2,24.140000,48.270000,1335.25

79,19:30-19:45,0.000000,42.470000,181.010000,19.31,0.6,0.920000,0.000000,60.820000,62.750000,48.270000,36.420000,193.080000,84.470000,144.810000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,37.650000,0.000000,0.000000,0.000000,1.4,24.140000,48.270000,1368.9

80,19:45-20:00,0.000000,42.470000,181.010000,19.31,0,0.920000,0.000000,94.610000,62.750000,48.270000,36.420000,193.080000,84.470000,144.810000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,0.000000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,37.650000,0.000000,0.000000,0.000000,0,24.140000,48.270000,1400.69

81,20:00-20:15,0.000000,42.470000,181.010000,19.31,0,0.920000,0.000000,47.300000,62.750000,48.270000,36.420000,193.080000,84.470000,289.620000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,48.270000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,36.690000,0.000000,0.000000,0.000000,0,24.140000,48.270000,1545.5

82,20:15-20:30,0.000000,42.470000,181.010000,19.31,0,0.920000,0.000000,88.820000,62.750000,48.270000,36.420000,193.080000,84.470000,289.620000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,0.000000,21.230000,84.940000,48.270000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,36.690000,0.000000,0.000000,0.000000,0,24.140000,48.270000,1587.02

83,20:30-20:45,0.000000,42.470000,181.010000,19.31,0,0.920000,0.000000,91.710000,62.750000,48.270000,36.420000,193.080000,84.470000,289.620000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,77.230000,21.230000,84.940000,48.270000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.140000,48.270000,1630.45

84,20:45-21:00,0.000000,42.470000,181.010000,19.31,0,0.920000,0.000000,91.710000,62.750000,48.270000,36.420000,193.080000,84.470000,289.620000,0.000000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,77.230000,21.230000,84.940000,48.270000,6.760000,62.990000,3.860000,0.000000,24.140000,0.000000,41.510000,0.000000,0.000000,0.000000,0,24.140000,48.270000,1671.96

85,21:00-21:15,0.000000,42.470000,181.010000,19.31,0,0.920000,0.000000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,77.230000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.870000,0.000000,0.000000,0.000000,0.000000,0,20.260000,48.270000,1787.79

86,21:15-21:30,0.000000,42.470000,181.010000,19.31,0,0.920000,0.000000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,77.230000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.870000,39.580000,0.000000,0.000000,0.000000,0,20.260000,48.270000,1827.37

87,21:30-21:45,0.000000,42.470000,181.010000,19.31,0,0.920000,0.000000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,77.230000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.870000,55.030000,0.000000,0.000000,0.000000,0,20.260000,48.270000,1842.82

88,21:45-22:00,0.000000,42.470000,181.010000,19.31,0,0.920000,0.000000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,3.860000,22.200000,0.000000,0.000000,0,0.000000,0.000000,77.230000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.870000,55.030000,0.000000,0.000000,0.000000,0,20.260000,48.270000,1842.82

89,22:00-22:15,0.000000,42.470000,181.010000,19.31,0,0.920000,36.780000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,1.930000,22.200000,0.000000,0.000000,0,23.100000,85.820000,115.850000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.860000,0.000000,0.000000,0.000000,0.000000,0,20.270000,48.270000,1970.18

90,22:15-22:30,0.000000,42.470000,181.010000,19.31,0,0.920000,36.780000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,1.930000,22.200000,0.000000,0.000000,0,23.100000,85.820000,115.850000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.860000,34.750000,0.000000,0.000000,0.000000,0,20.270000,48.270000,2004.93

91,22:30-22:45,48.270000,42.470000,181.010000,19.31,0,0.920000,36.780000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,1.930000,22.200000,0.000000,0.000000,0,23.100000,85.820000,115.850000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.860000,55.030000,0.000000,0.000000,0.000000,0,20.270000,48.270000,2073.48

92,22:45-23:00,48.270000,42.470000,181.010000,19.31,0,0.920000,36.780000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,1.930000,22.200000,0.000000,0.000000,0,23.100000,85.820000,115.850000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.860000,55.030000,0.000000,0.000000,0.000000,0,20.270000,48.270000,2073.48

93,23:00-23:15,48.270000,42.470000,181.010000,19.31,0,0.870000,36.780000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,1.930000,22.200000,0.000000,0.000000,0,23.100000,85.820000,115.850000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.860000,55.030000,0.000000,0.000000,0.000000,0,20.270000,48.270000,2073.43

94,23:15-23:30,48.270000,42.470000,181.010000,19.31,0,0.870000,36.780000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,1.930000,22.200000,0.000000,0.000000,0,23.100000,85.820000,115.850000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.860000,55.030000,0.000000,0.000000,0.000000,0,20.270000,48.270000,2073.43

95,23:30-23:45,48.270000,42.470000,181.010000,19.31,0,0.870000,36.780000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,1.930000,22.200000,0.000000,0.000000,0,23.100000,85.820000,115.850000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.860000,55.030000,0.000000,0.000000,0.000000,0,20.270000,48.270000,2073.43

96,23:45-24:00,48.270000,42.470000,181.010000,19.31,0,0.870000,36.780000,91.710000,62.750000,91.710000,36.420000,193.080000,84.470000,289.620000,22.200000,152.530000,1.930000,22.200000,0.000000,0.000000,0,23.100000,85.820000,115.850000,21.230000,84.940000,72.400000,6.760000,62.990000,3.860000,67.580000,24.140000,3.860000,30.890000,0.000000,0.000000,0.000000,0,20.270000,48.270000,2049.29

