Column1,Time,GNA/WR/2025/01/01/8625,GNARE/SR/2025/01/13/4532,L_NR_2019_19,GNA/NR/2025/02/01/2594,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/16/1676,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2025/02/01/6460,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,GNA/NR/2025/02/01/2143,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/01/01/9606,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/5886,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/16/1380,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16
79,19:30-19:45,0,14.61,0,36.53,0,13.46,0,31,1.25,86.7,75,1.65,31,36.53,115.35,0.92,200,30.79,50,0,260.1,0.7,133.32,0,0,50,13.46,43.25,0,0,0,0,0,10,12.67,20.33,37.99,0,0,0,0,20.34,0,0,0,12.67,0

80,19:45-20:00,0,14.21,0,36.53,0,13.46,0,31,1.25,86.7,75,1.65,31,36.53,115.35,0.92,200,30.79,50,0,260.1,0.7,133.32,0,0,50,13.46,43.25,0,0,0,0,0,9.67,13.5,20.67,40.5,0,0,0,0,20.66,0,0,0,13.5,0

81,20:00-20:15,0,11.21,0,23.07,0,8.65,0,18.15,1.25,86.7,75,1.65,32,23.07,115.35,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,0,0,0,0,0,9.67,11.67,24.67,34.99,0,0,0,0,24.66,0,0,0,11.67,0

82,20:15-20:30,0,11.21,0,23.07,0,8.65,0,25.87,1.25,86.7,75,1.65,32,23.07,84.83,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,0,0,0,0,0,9.33,12,26.67,36,0,0,0,0,26.66,0,0,0,12,0

83,20:30-20:45,0,11,0,23.07,0,8.65,0,26.99,1.25,76.21,75,1.65,26.99,23.07,65.98,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,0,0,0,0,0,9,9.17,28.33,27.49,0,0,0,0,28.34,0,0,0,9.17,0

84,20:45-21:00,0,10.8,0,23.07,0,8.65,0,26.99,1.25,76.21,75,1.65,26.99,23.07,65.98,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,0,0,0,0,0,8.67,9.17,29.67,27.49,0,0,0,0,29.66,0,0,0,9.17,0

85,21:00-21:15,0,10.4,0,23.07,0,8.65,0,26.99,1.25,86.7,75,1.65,26.99,23.07,65.98,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,0,0,0,0,0,8,8.83,30,26.51,0,0,0,0,30,0,0,0,8.83,0

86,21:15-21:30,0,10.4,0,23.07,0,8.65,0,26.99,1.25,86.7,75,1.65,26.99,23.07,65.98,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,0,0,0,0,0,7.67,8.33,31.67,25.01,0,0,0,0,31.66,0,0,0,8.33,0

87,21:30-21:45,0,10,0,23.07,0,8.65,0,26.99,1.25,86.7,75,1.65,32,23.07,65.98,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,0,0,0,0,0,6.67,7.5,25,22.5,0,0,0,0,25,0,0,0,7.5,0

88,21:45-22:00,0,9.8,0,23.07,0,8.65,0,26.99,1.25,86.7,75,1.65,32,23.07,70.12,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,0,0,0,0,0,6.67,7.83,26.67,23.51,0,0,0,0,26.66,0,0,0,7.83,0

89,22:00-22:15,0,9.4,0,23.07,0,8.65,23.78,26.99,1.25,86.7,75,1.65,26.99,23.07,70.12,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,7.93,0,0,0,0,6.67,7.5,25,22.5,0,0,0,0,25,0,0,0,7.5,0

90,22:15-22:30,0,8.6,0,23.07,0,8.65,23.78,26.99,1.25,86.7,75,1.65,26.99,23.07,70.12,0.92,150,0,50,0,260.1,0.62,133.32,0,0,50,8.65,23.07,7.93,0,0,0,0,6.67,7.5,25.67,22.5,0,0,0,0,25.66,0,0,0,7.5,0

91,22:30-22:45,0,8.2,0,23.07,0,8.65,23.78,26.99,1.25,86.7,75,1.65,26.99,23.07,70.12,0.92,150,0,50,0,229.64,0.62,133.32,0,0,50,8.65,23.07,7.93,0,0,0,0,6.67,7.5,26.67,22.5,0,0,0,0,26.66,0,0,0,7.5,0

92,22:45-23:00,0,7.6,0,23.07,0,8.65,23.78,26.99,1.25,86.7,75,1.65,26.99,23.07,70.12,0.92,150,0,50,0,229.64,0.62,133.32,0,0,50,8.65,23.07,7.93,0,0,0,0,6.67,7.83,27.67,23.51,0,0,0,0,27.66,0,0,0,7.83,0

93,23:00-23:15,0,6.6,0,23.07,0,8.65,23.78,26.99,1.2,74.52,75,1.65,26.99,23.07,70.12,0.92,150,0,50,0,229.64,0.62,133.32,0,0,50,8.65,23.07,7.93,0,0,0,0,6.67,8.33,28.33,25.01,0,0,0,0,28.34,0,0,0,8.33,0

94,23:15-23:30,0,6.6,0,23.07,0,8.65,23.78,26.99,1.2,74.52,75,1.65,26.99,23.07,70.12,0.92,150,0,50,0,229.64,0.62,133.32,0,0,50,8.65,23.07,7.93,0,0,0,0,6.67,8.67,31.67,25.99,0,0,0,0,31.66,0,0,0,8.67,0

95,23:30-23:45,0,6.6,0,23.07,0,8.65,23.78,26.99,1.2,74.52,75,1.65,26.99,23.07,70.12,0.92,150,0,50,0,229.64,0.62,133.32,0,0,50,8.65,23.07,7.93,0,0,0,0,6.67,8.67,33.33,25.99,0,0,0,0,33.34,0,0,0,8.67,0

96,23:45-24:00,0,6.6,0,23.07,0,8.65,23.78,26.99,1.2,74.52,75,1.65,26.99,23.07,70.12,0.92,150,0,50,0,229.64,0.62,133.32,0,0,50,8.65,23.07,7.93,0,0,0,0,7,8.67,33.33,25.99,0,0,0,0,33.34,0,0,0,8.67,0

