Block,Time,DHAULIGNGA,KKNPPU2,NLCEXP,NTPL,RAPPC,RIHAND2,TANDA2,UNCHAHAR4,VALLURNTECL,DADRI_RF,BRBCL,KUDGI,NNTPP,RSTPSU1TO6,TelanganaSTPP,AURY_LF,KOLDAM,RIHAND1,RSTPSU7,UNCHAHAR1,AURY_RF,DADRT2,DULHASTI,JHAJJAR,KGSU3AND4,KHSTPP-I,KISHANGANGA,KOTESHWR,NAPP,NLCIIST1,RIHAND3,TALA,ANTA_RF,AURY_CRF,DADRI_LF,FSTPP I & II,PARBATI3,SALAL,SIMHST1,SIMHST2,TANAKPUR,BSIUL,KGSU1AND2,KKNP,NLCTS2EXP,TEHRI,UNCHAHAR2,ANTA_LF,AURY_GF,DADRI_CRF,CHAMERA2,CHAMERA3,MAPS,NJPC,RAMPUR,RAPPB,SASAN,SEWA2,URI2,ANTA_GF,CHAMERA1,KHSTPP-II,NLCIIST2,SINGRAULI,SINGRAULI_HYDRO,TALST2,UNCHAHAR3,URI,ANTA_CRF,DADRI_GF
63,15:30-15:45,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,20.91,0,0,6.4,0,0,0,0,0,42.4,0,0,0,2.4,0,0,46.78,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

64,15:45-16:00,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,20.91,0,0,6.4,0,0,0,0,0,42.4,0,0,0,2.4,0,0,46.78,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

65,16:00-16:15,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,40.11,0,21.92,20.8,0,20.91,0,0,6.4,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,46.78,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

66,16:15-16:30,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,40.11,0,21.92,20.8,0,20.91,0,0,6.4,0,0,0,0,31.13,42.4,0,0,0,2.4,0,0,46.78,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

67,16:30-16:45,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,40.11,0,21.92,20.8,0,20.91,0,0,6.4,0,0,0,0,46.69,42.4,0,0,0,2.4,0,0,70.08,0,0,348.98,2.67,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

68,16:45-17:00,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,40.11,0,21.92,20.8,0,20.91,0,0,6.4,0,0,0,0,46.69,42.4,0,0,0,2.4,0,0,70.17,0,0,348.98,6.67,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

69,17:00-17:15,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,8.87,41.12,0,124.32,0,40.11,0,21.92,20.8,0,26.73,0,0,7.05,0,0,0,0,62.24,42.4,0,0,0,4,0,0,70.17,0,0,348.98,13.94,4.57,0,11.85,148.3,0,139.68,0,0,0,1.66,0,0

70,17:15-17:30,18.23,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,8.87,41.12,0,124.32,0,40.11,0,21.92,20.8,0,26.73,0,0,7.05,1.1,0,0,0,62.24,42.4,0,0,0,8,9.68,0,93.56,0,0,348.98,15.81,4.57,0,27.17,148.3,0,139.68,0,0,0,1.66,0,0

71,17:30-17:45,27.48,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,8.87,41.12,0,124.32,0,40.11,0,21.92,20.8,0,26.73,0,0,7.05,6.52,0,0,0,62.24,42.4,0,0,0,12,19.36,0,115.54,0,0,348.98,15.81,4.57,0,42.15,148.3,0,139.68,0,0,0,1.66,0,0

72,17:45-18:00,37.65,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,19.72,41.12,0,124.32,0,40.11,0,21.92,20.8,0,79.38,0,0,7.05,19.56,0,0,0,62.24,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,15.81,4.57,0,42.15,148.3,0,139.68,0,0,0,1.66,0,0

73,18:00-18:15,37.65,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,19.72,41.12,0,124.32,0,40.63,0,21.92,20.8,0,79.38,0,0,7.05,19.56,0,0,0,62.24,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,15.81,4.57,0,42.15,148.3,0,139.68,0,0,0,2.76,0,0

74,18:15-18:30,37.65,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,19.72,41.12,0,124.32,0,40.63,0,21.92,20.8,0,79.38,0,0,11.91,19.56,0,0,0,62.24,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,15.81,4.57,0,42.15,148.3,0,139.68,0,0,0,39.19,0,0

75,18:30-18:45,37.65,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,459.81,0,44.31,0,19.72,41.12,0,124.32,0,40.63,0,21.92,19.88,0,79.38,0,0,11.91,19.56,0,0,0,62.24,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,15.81,4.57,0,42.15,148.3,0,139.68,0,0,0,39.19,0,0

76,18:45-19:00,37.65,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,459.81,0,44.31,0,19.72,41.12,0,124.32,0,40.95,0,21.92,19.88,2.55,26.73,0,0,7.68,19.56,0,0,0,62.24,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,15.81,4.57,0,42.15,148.3,0,139.68,0,0,0,3.31,0,0

77,19:00-19:15,37.65,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,522.01,0,44.31,0,19.72,41.12,0,124.32,0,41.16,0,21.92,19.88,6.36,12.78,0,0,7.68,19.56,0,0,0,62.24,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,15.81,4.57,0,42.15,148.3,0,139.68,0,0,0,1.66,0,0

78,19:15-19:30,37.65,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,19.72,41.12,0,124.32,0,41.16,0,21.92,19.88,33.1,12.78,0,0,7.68,19.56,0,0,0,62.24,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,15.81,4.57,0,42.15,148.3,0,139.68,0,0,0,1.66,0,0

79,19:30-19:45,37.65,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,19.72,41.12,0,124.32,0,41.16,0,21.92,19.88,33.1,12.78,0,0,7.68,19.56,0,0,0,62.24,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,15.81,4.57,0,42.15,148.3,0,139.68,0,0,0,1.66,0,0

80,19:45-20:00,27.48,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,19.88,33.1,12.78,0,0,7.68,1.1,0,0,0,62.24,42.4,0,0,0,26.34,19.36,0,116.95,0,0,348.98,8,4.57,0,27.17,148.3,0,139.68,0,0,0,1.66,0,0

81,20:00-20:15,18.23,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,19.88,33.1,12.78,0,0,7.68,0,0,0,0,62.24,42.4,0,0,0,12,9.68,0,116.95,0,0,348.98,2.67,4.57,0,11.85,148.3,0,139.68,0,0,0,1.66,0,0

82,20:15-20:30,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,19.88,33.1,12.78,0,0,7.68,0,0,0,0,46.69,42.4,0,0,0,12,9.68,0,93.56,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.76,0,0

83,20:30-20:45,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,19.88,33.1,12.78,0,0,7.68,0,0,0,0,46.69,42.4,0,0,0,12,9.68,0,93.56,0,0,369,0,4.57,0,0,148.3,0,139.68,0,0,0,39.19,0,0

84,20:45-21:00,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,19.88,5.09,12.78,0,0,7.68,0,0,0,0,46.69,42.4,0,0,0,12,9.68,0,93.56,0,0,389.25,0,4.57,0,0,148.3,0,139.68,0,0,0,39.19,0,0

85,21:00-21:15,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,19.88,2.55,12.78,0,0,7.68,0,0,0,0,46.69,42.4,0,0,0,2.4,9.68,0,70.17,0,0,398.25,0,4.57,0,0,148.3,0,139.68,0,0,0,3.31,0,0

86,21:15-21:30,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,19.88,0,12.78,0,0,7.68,0,0,0,0,36.04,42.4,0,0,0,2.4,9.68,0,70.17,0,0,407.25,0,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

87,21:30-21:45,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,19.88,0,12.78,0,0,6.4,0,0,0,0,30.24,42.4,0,0,0,2.4,9.68,0,41.67,0,0,416.25,0,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

88,21:45-22:00,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,19.88,0,12.78,0,0,6.4,0,0,0,0,29.87,42.4,0,0,0,2.4,9.68,0,41.67,0,0,416.25,0,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

89,22:00-22:15,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,19.88,0,12.78,0,0,6.4,0,0,0,0,29.87,42.4,0,0,0,2.4,9.68,0,23.67,0,0,416.25,0,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

90,22:15-22:30,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,19.88,0,12.78,0,0,6.4,0,0,0,0,14.93,42.4,0,0,0,2.4,9.68,0,23.39,0,0,416.25,0,18.83,0,0,148.3,0,139.68,0,0,0,1.66,0,0

91,22:30-22:45,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,0,12.78,0,0,7.05,0,0,0,0,0,42.4,0,0,0,2.4,0,0,21.02,0,0,416.25,0,18.83,0,0,148.3,0,139.68,0,0,0,1.66,0,0

92,22:45-23:00,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,0,12.78,0,0,7.05,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,416.25,0,18.83,0,0,148.3,0,139.68,0,0,0,2.76,0,0

93,23:00-23:15,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,12.78,0,0,7.05,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,416.25,0,18.83,0,0,148.3,0,139.68,0,0,0,2.76,0,0

94,23:15-23:30,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,12.78,0,0,7.05,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,416.25,0,18.83,0,0,148.3,0,139.68,0,0,0,39.19,0,0

95,23:30-23:45,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,12.78,0,0,7.05,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,416.25,0,18.83,0,0,148.3,0,139.68,0,0,0,39.19,0,0

96,23:45-24:00,9.11,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,12.78,0,0,7.05,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,416.25,0,4.57,0,0,148.3,0,139.68,0,0,0,2.76,0,0

