Block,Time Block,CHAMERA2,CHAMERA1,DADRT2,DHAULIGNGA,BSIUL,CHAMERA3,BRBCL,SINGRAULI,SINGRAULI_HYDRO,NTPL,RSTPSU7,PARBATI3,RIHAND3,RAPPB,RIHAND2,RIHAND1,NNTPP,RAMPUR,NLCIIST2,RSTPSU1TO6,NLCTS2EXP,RAPPC,SALAL,SEWA2,SIMHST2,SASAN,SIMHST1,NLCIIST1,NAPP,KOTESHWR,KKNP,NLCEXP,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,JHAJJAR,FSTPP I & II,KGSU1AND2,DULHASTI,KGSU3AND4,KHSTPP-II,KHSTPP-I,URI2,UNCHAHAR3,TANAKPUR,TALA,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TALST2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
64,15:45-16:00,0,0,605.82,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,530.32,10.63,0,0,0,120.33,32.49,6.82,25.23,0,0,0,40.52,1.06,14.87,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,651.64,0,0,0,15.93,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,606.8,10.63,0,0,0,120.33,32.49,6.82,25.23,0,0,0,40.52,1.06,14.87,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,653.01,0,0,0,18,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,0,0,120.33,32.49,6.82,25.23,0,0,0,40.52,1.06,29.75,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,3.18,0,652.68,0,0,0,18.15,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,22.36,0,0,625.45,10.63,0,0,0,120.33,32.49,4.12,25.23,0,0,0,40.52,0.84,44.62,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,12.59,0,652.68,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,44.73,0,0,625.45,10.63,0,0,0,120.33,32.49,4.12,25.23,0,0,0,40.52,0.84,44.62,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,12.59,0,652.68,0,1.05,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,67.08,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0,0,0,40.52,0.84,44.62,0,19.65,0,0,0,0,0,0,29.33,0,0,39.82,0,0,30.88,0,0,0,0,0,0,0

70,17:15-17:30,25.18,11.48,652.68,7.57,6.23,9.24,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,5.04,0,333.59,0,0,42.37,8.49,0,0,0,0,0,89.43,0,0,625.45,10.63,0,31.5,0,120.33,32.49,4.12,25.23,0,0,0,40.52,0.84,44.62,0,19.65,0,0,0,0,0,0,29.33,0,0,39.82,0,0,31.9,0,0,0,0,0,0,0

71,17:30-17:45,25.18,26.86,652.68,16.67,12.46,18.53,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,5.04,0,333.59,0,0,42.37,18.85,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,120.33,32.49,4.12,25.23,5.51,0,0,40.52,0.84,59.5,0,19.65,0,0,0,0,0,0,29.33,0,0,39.82,0,0,32.14,0,0,0,0,0,0,0

72,17:45-18:00,25.18,26.86,652.68,26.2,12.46,18.53,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,5.04,0,333.59,0,0,42.37,18.85,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,120.33,32.49,4.12,25.23,5.51,0,0,40.52,0.84,59.5,0,19.65,0,0,0,0,0,0,29.33,0,0,39.82,0,0,32.14,0,0,0,0,0,0,0

73,18:00-18:15,25.18,26.86,652.68,26.2,12.46,18.53,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,5.04,0,333.59,0,0,42.37,18.85,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,120.33,32.49,4.12,25.23,0,0,0,40.52,2.11,59.5,0,19.65,0,0,0,0,0,0,38.89,0,0,49.63,0,0,42.66,0,0,0,0,0,0,0

74,18:15-18:30,25.18,26.86,652.68,26.2,12.46,18.53,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,5.04,0,333.59,0,0,42.37,18.85,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,120.33,32.49,4.12,25.23,0,0,0,40.52,2.11,59.5,0,19.65,0,0,0,0,0,0,38.89,0,0,49.63,0,0,42.78,0,0,0,0,0,0,0

75,18:30-18:45,25.18,11.48,652.68,26.2,12.46,18.53,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,5.04,0,333.59,0,0,42.37,18.85,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,120.33,32.49,4.12,25.23,0,0,0,40.52,2.11,59.5,0,19.65,0,0,0,0,0,0,38.89,0,0,49.63,0,0,42.78,0,0,0,0,0,0,0

76,18:45-19:00,12.59,0,652.68,26.2,2.1,1.83,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,111.8,0,0,625.45,10.63,0,31.5,0,120.33,32.49,4.12,25.23,0,0,0,40.52,2.11,59.5,0,19.65,0,0,0,0,0,0,38.89,0,0,49.63,0,0,42.78,0,0,0,0,0,0,0

77,19:00-19:15,12.59,0,652.68,15.65,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,8.88,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,89.43,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0,0,0,40.52,2.11,44.62,0,19.65,0,0,0,0,0,0,48.45,0,0,49.63,0,0,42.84,0,0,0,0,0,0,0

78,19:15-19:30,0,0,652.68,7.57,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,72.96,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0,0,0,40.52,25.32,44.62,0,19.65,0,0,0,0,0,0,48.45,0,0,49.63,0,0,42.84,0,0,0,0,0,0,0

79,19:30-19:45,0,0,652.68,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,44.73,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0,0,0,40.52,25.32,29.75,0,19.65,0,0,0,0,0,0,64.44,0,0,68.31,0,0,42.45,0,0,0,0,0,0,0

80,19:45-20:00,0,0,652.68,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,22.36,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0,0,0,40.52,22.17,28.54,0,19.65,0,0,0,0,0,0,64.44,0,0,68.31,0,0,42.45,0,0,0,0,0,0,0

81,20:00-20:15,0,0,652.67,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0,0,0,40.52,22.17,28.54,0,19.65,0,0,0,0,0,0,64.44,0,0,68.31,0,0,42.45,0,0,0,0,0,0,0

82,20:15-20:30,0,0,652.67,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0,0,0,40.52,22.17,14.87,0,19.65,0,0,0,0,0,0,22.13,0,0,28.34,0,0,20.86,0,0,0,0,0,0,0

83,20:30-20:45,0,0,652.67,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0.49,0,0,40.52,14.77,0,0,19.65,0,0,0,0,0,0,0,0,0,0.33,0,0,0.8,0,0,0,0,0,0,0

84,20:45-21:00,0,0,564.13,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0.49,0,0,40.52,14.77,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,653.01,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0.49,0,0,40.52,22.17,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,653.01,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0.49,0,0,40.52,22.17,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,528.76,0,0,0,18.95,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0.49,0,0,40.52,15.83,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,447.5,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,549.44,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0.49,0,0,40.52,15.83,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,384.77,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,433.44,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0,0,0,40.52,15.83,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,358.61,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,433.44,10.63,0,15.75,0,120.33,32.49,4.12,25.23,0,0,0,40.52,15.83,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,358.61,0,0,0,18.57,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,433.44,10.63,0,15.75,0,120.33,32.49,6.82,25.23,0.49,0,0,40.52,4.22,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,358.61,0,0,0,18.31,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,433.44,10.63,0,15.75,0,120.33,32.49,6.82,25.23,0.49,0,0,40.52,4.22,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,425.52,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,358.95,9.6,0,15.75,0,120.33,29.02,6.82,19.16,0.49,0,0,30.37,4.22,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,425.52,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,346.21,9.51,0,15.75,0,107.33,24.54,6.82,19.16,0.49,0,0,30.37,2.11,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,425.52,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,360.26,0,0,42.37,8.49,0,0,0,0,0,0,0,0,346.21,9.51,0,15.75,0,107.33,24.54,6.82,19.16,0.49,0,0,30.37,8.44,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,425.52,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,371,0,0,42.37,8.49,0,0,0,0,0,0,0,0,346.21,9.51,0,15.75,0,107.33,24.54,6.82,19.16,0.49,0,0,30.37,8.44,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

