Column1,Time,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/10/01/9582,GNA/NR/2024/10/16/4393,GNA/NR/2024/10/16/2350,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/8106,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/3642,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/10/01/9072,NR/01102023/31052040/LT-31,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16
87,21:30-21:45,3.37,8.76,0,0,192.8,37.24,8.76,115.26,0,0,37.24,0,3.06,211.12,0,0,5.61,31.29,72.85,0,3.34,37.24,0,0,0,0,0,272.57,38.22,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

88,21:45-22:00,3.37,8.76,0,0,192.8,37.24,8.76,115.26,0,0,37.24,0,3.06,211.12,0,0,5.61,31.29,72.85,0,3.34,37.24,0,0,0,0,0,272.57,38.02,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

89,22:00-22:15,3.37,8.76,91.71,30.57,192.8,37.24,8.76,115.26,0,0,37.24,0,2.97,211.12,0,0,5.61,30.78,72.85,0,3.34,37.24,0,0,0,0,0,272.57,33.01,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

90,22:15-22:30,3.37,8.76,91.71,30.57,192.8,37.24,8.76,106.75,0,0,37.24,0,2.97,211.12,0,0,5.61,30.78,72.85,0,3.34,37.24,0,0,0,0,0,272.57,32.61,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

91,22:30-22:45,3.37,8.76,91.71,30.57,192.8,37.24,8.76,98.25,69.41,0,37.24,0,2.97,211.12,0,0,5.61,30.28,72.85,0,3.34,37.24,0,0,0,0,0,272.57,32.01,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

92,22:45-23:00,3.37,8.76,91.71,30.57,192.8,37.24,8.76,89.75,69.41,0,37.24,0,2.97,211.12,0,0,5.61,30.28,72.85,0,3.34,37.24,0,0,0,0,0,272.57,31.21,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

93,23:00-23:15,3.3,8.76,91.71,30.57,192.8,37.24,8.76,70.29,69.41,0,37.24,0,2.97,211.12,0,0,5.52,29.78,72.85,0,3.34,37.24,0,0,0,0,0,272.57,30.41,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

94,23:15-23:30,3.3,8.76,91.71,30.57,192.8,37.24,8.76,70.29,69.41,0,37.24,0,2.97,211.12,0,0,5.52,29.78,72.85,0,3.34,37.24,0,0,0,0,0,272.57,30.01,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

95,23:30-23:45,3.3,8.76,91.71,30.57,192.8,37.24,8.76,70.29,69.41,0,37.24,0,2.97,211.12,0,0,5.52,29.78,72.85,0,3.34,37.24,0,0,0,0,0,272.57,29.61,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

96,23:45-24:00,3.3,8.76,91.71,30.57,192.8,37.24,8.76,70.29,69.41,0,37.24,0,2.97,211.12,0,0,5.52,29.78,72.85,0,3.34,37.24,0,0,0,0,0,272.57,29.41,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

