Time,Block,NR/2023/12110/C,NR/2023/10487/A,NR/2023/11342/A,NR/2023/10229/A,ER/2023/7293/C,NR/2023/12092/D,NR/2023/12095/C,NR/2023/12111/C,NR/2023/10434/A,NR/2023/11476/A,NR/2023/11959/F,NR/2023/12089/D,NR/2023/11961/F,NR/2023/12091/D,NR/2023/11960/F,NR/2023/11862/F,NR/2023/11962/F,NR/2023/10344/A,NR/2023/12088/D,NR/2023/11947/F,NR/2023/10613/A,NR/2023/12107/C,NR/2023/11952/F,NER/2023/784/C,NR/2023/11955/F,NR/2023/10236/A,NR/2023/11941/F,NR/2023/12108/C,NR/2023/11956/F,NR/2023/11957/F,NR/2023/11963/F,WR/2023/14844/C,NR/2023/12112/C,NR/2023/11958/F,Total
67,16:30-16:45,30.000000,41.560000,115.980000,42.970000,50.000000,4.34,27.520000,10.000000,24.160000,48.320000,0.660000,91,0.690000,81.090000,0.660000,2.900000,0.420000,12.250000,39,6.770000,0.000000,10.000000,0.000000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.470000,0.560000,1013.81

68,16:45-17:00,30.000000,41.560000,115.980000,42.970000,50.000000,3.47,27.520000,10.000000,24.160000,48.320000,0.660000,70,0.690000,81.090000,0.660000,2.900000,0.420000,12.250000,30,6.770000,0.000000,10.000000,0.000000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.470000,0.560000,982.94

69,17:00-17:15,30.000000,41.560000,115.980000,42.970000,0.000000,2.6,28.530000,10.000000,24.160000,48.320000,0.660000,60.9,0.690000,81.090000,0.660000,2.900000,0.420000,12.250000,26.1,6.770000,0.000000,10.000000,0.000000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.660000,0.560000,920.27

70,17:15-17:30,30.000000,41.560000,115.980000,42.970000,0.000000,1.64,28.530000,10.000000,24.160000,48.320000,0.660000,47.6,0.690000,145.360000,0.660000,2.900000,0.420000,12.250000,20.4,6.770000,0.000000,10.000000,0.000000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.660000,0.560000,964.58

71,17:30-17:45,30.000000,41.560000,115.980000,42.970000,0.000000,0.87,28.530000,10.000000,24.160000,48.320000,0.660000,35,0.690000,145.360000,0.660000,2.900000,0.420000,12.250000,15,6.770000,0.000000,10.000000,0.000000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.660000,0.560000,945.81

72,17:45-18:00,30.000000,41.560000,115.980000,42.970000,0.000000,0.21,28.530000,10.000000,24.160000,48.320000,0.660000,28,0.690000,193.300000,0.660000,2.900000,0.420000,12.250000,12,6.770000,0.000000,10.000000,0.000000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.660000,0.560000,983.09

73,18:00-18:15,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.660000,21,0.690000,193.300000,0.660000,2.900000,0.420000,12.250000,9,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.740000,0.560000,1009.43

74,18:15-18:30,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.660000,7,0.690000,193.300000,0.660000,2.900000,0.420000,12.250000,3,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.740000,0.560000,989.43

75,18:30-18:45,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.660000,3.5,0.690000,193.300000,0.660000,2.900000,0.420000,12.250000,1.5,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.740000,0.560000,984.43

76,18:45-19:00,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.660000,0,0.690000,193.300000,0.660000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.740000,0.560000,979.43

77,19:00-19:15,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.660000,0,0.690000,193.300000,0.660000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.840000,0.560000,979.53

78,19:15-19:30,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.660000,0,0.690000,193.300000,0.660000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.840000,0.560000,979.53

79,19:30-19:45,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.660000,0,0.690000,193.300000,0.660000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.840000,0.560000,979.53

80,19:45-20:00,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.660000,0,0.690000,193.300000,0.660000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.350000,0.710000,0.420000,50.000000,13.840000,0.560000,979.53

81,20:00-20:15,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.640000,0,0.700000,193.300000,0.640000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,13.940000,0.560000,979.63

82,20:15-20:30,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.640000,0,0.700000,193.300000,0.640000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,13.940000,0.560000,979.63

83,20:30-20:45,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.640000,0,0.700000,193.300000,0.640000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,13.940000,0.560000,979.63

84,20:45-21:00,30.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,10.000000,24.160000,48.320000,0.640000,0,0.700000,193.300000,0.640000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,13.940000,0.560000,979.63

85,21:00-21:15,0.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,0.000000,24.160000,48.320000,0.640000,0,0.700000,134.150000,0.640000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.020000,0.560000,880.56

86,21:15-21:30,0.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,0.000000,24.160000,48.320000,0.640000,0,0.700000,134.150000,0.640000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.020000,0.560000,880.56

87,21:30-21:45,0.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,0.000000,24.160000,48.320000,0.640000,0,0.700000,134.150000,0.640000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.020000,0.560000,880.56

88,21:45-22:00,0.000000,41.560000,115.980000,42.970000,0.000000,0,28.530000,0.000000,24.160000,48.320000,0.640000,0,0.700000,134.150000,0.640000,2.900000,0.420000,12.250000,0,6.770000,0.000000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.020000,0.560000,880.56

89,22:00-22:15,0.000000,41.560000,115.980000,42.970000,0.000000,0,27.520000,0.000000,24.160000,48.320000,0.640000,0,0.700000,134.150000,0.640000,2.900000,0.420000,12.250000,0,6.770000,12.660000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.120000,0.560000,892.31

90,22:15-22:30,0.000000,41.560000,115.980000,42.970000,0.000000,0,27.520000,0.000000,24.160000,48.320000,0.640000,0,0.700000,134.150000,0.640000,2.900000,0.420000,12.250000,0,6.770000,12.660000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.120000,0.560000,892.31

91,22:30-22:45,0.000000,41.560000,115.980000,42.970000,0.000000,0,27.520000,0.000000,24.160000,48.320000,0.640000,0,0.700000,67.080000,0.640000,2.900000,0.420000,12.250000,0,6.770000,12.660000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.120000,0.560000,825.24

92,22:45-23:00,0.000000,41.560000,115.980000,42.970000,0.000000,0,27.520000,0.000000,24.160000,48.320000,0.640000,0,0.700000,67.080000,0.640000,2.900000,0.420000,12.250000,0,6.770000,12.660000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.120000,0.560000,825.24

93,23:00-23:15,0.000000,41.560000,115.980000,42.970000,0.000000,0,27.520000,0.000000,24.160000,48.320000,0.640000,0,0.700000,67.080000,0.640000,2.900000,0.420000,12.250000,0,6.770000,12.660000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.120000,0.560000,825.24

94,23:15-23:30,0.000000,41.560000,115.980000,42.970000,0.000000,0,27.520000,0.000000,24.160000,48.320000,0.640000,0,0.700000,67.080000,0.640000,2.900000,0.420000,12.250000,0,6.770000,12.660000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.120000,0.560000,825.24

95,23:30-23:45,0.000000,41.560000,115.980000,42.970000,0.000000,0,27.520000,0.000000,24.160000,48.320000,0.640000,0,0.700000,67.080000,0.640000,2.900000,0.420000,12.250000,0,6.770000,12.660000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.120000,0.560000,825.24

96,23:45-24:00,0.000000,41.560000,115.980000,42.970000,0.000000,0,27.520000,0.000000,24.160000,48.320000,0.640000,0,0.700000,67.080000,0.640000,2.900000,0.420000,12.250000,0,6.770000,12.660000,10.000000,36.470000,0.000000,0.360000,214.830000,62.820000,30.000000,0.370000,0.720000,0.420000,50.000000,14.120000,0.560000,825.24

