Time,Block,NR/2023/16589/C,NR/2023/13148/A,NR/2023/13387/A,NR/2023/16437/F,NR/2023/16185/A,NR/2023/16073/A,NR/2023/13383/A,NR/2023/13150/A,NR/2023/16603/C,NR/2023/16291/F,NR/2023/16588/C,NR/2023/16191/A,NR/2023/13376/A,NR/2023/16077/A,NR/2023/13908/A,NR/2023/15770/A,NR/2023/13254/A,ER/2023/10377/C,NR/2023/16598/C,NR/2023/13519/A,NR/2023/13242/A,NR/2023/13385/A,NR/2023/13253/A,NR/2023/13636/A,NR/2023/16291/F/II,NR/2023/16581/D,NR/2023/13165/A,NR/2023/16582/D,NR/2023/16594/C,WR/2023/18586/C,NR/2023/16575/D,SR/2023/9245/C,Total
70,17:15-17:30,10.090000,0.000000,100.120000,163.630000,62.870000,24.180000,0.000000,63.070000,0.000000,0.820000,0.000000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.740000,0.000000,2.13,0.00,1294.71

71,17:30-17:45,10.090000,0.000000,100.120000,163.630000,62.870000,24.180000,0.000000,63.070000,0.000000,0.820000,0.000000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.740000,0.000000,1.74,0.00,1294.32

72,17:45-18:00,10.090000,0.000000,100.120000,163.630000,62.870000,24.180000,0.000000,63.070000,0.000000,0.820000,0.000000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.740000,0.000000,1.06,0.00,1293.64

73,18:00-18:15,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,0.000000,0.820000,0.000000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.930000,0.000000,0.48,0.00,1305.57

74,18:15-18:30,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,0.000000,0.820000,0.000000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.930000,0.000000,0.32,0.00,1305.41

75,18:30-18:45,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,0.000000,0.820000,0.000000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.930000,0.000000,0.19,0.00,1305.28

76,18:45-19:00,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,0.000000,0.820000,0.000000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.930000,0.000000,0,0.00,1305.09

77,19:00-19:15,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,60.940000,0.820000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.020000,0.000000,0,0.00,1414.48

78,19:15-19:30,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.820000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.020000,0.000000,0,0.00,1436.73

79,19:30-19:45,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.820000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.020000,0.000000,0,0.00,1436.73

80,19:45-20:00,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.820000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,0.000000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.020000,0.000000,0,0.00,1436.73

81,20:00-20:15,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.120000,0.000000,0,0.00,1466.38

82,20:15-20:30,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.120000,0.000000,0,0.00,1466.38

83,20:30-20:45,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.120000,0.000000,0,0.00,1466.38

84,20:45-21:00,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,0.000000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.120000,0.000000,0,0.00,1466.38

85,21:00-21:15,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.020000,0.000000,0,0.00,1524.74

86,21:15-21:30,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.020000,0.000000,0,0.00,1524.74

87,21:30-21:45,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.020000,0.000000,0,0.00,1524.74

88,21:45-22:00,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,0.000000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,0.000000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,13.020000,0.000000,0,0.00,1524.74

89,22:00-22:15,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,33.370000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,77.870000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.930000,0.000000,0,0.00,1635.89

90,22:15-22:30,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,33.370000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,77.870000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.930000,0.000000,0,0.00,1635.89

91,22:30-22:45,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,33.370000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,77.870000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.930000,0.000000,0,0.00,1635.89

92,22:45-23:00,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,33.370000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,77.870000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.930000,0.000000,0,0.00,1635.89

93,23:00-23:15,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,33.370000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,77.870000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.840000,0.000000,0,0.00,1635.8

94,23:15-23:30,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,33.370000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,77.870000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.840000,0.000000,0,0.00,1635.8

95,23:30-23:45,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,33.370000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,77.870000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.840000,0.000000,0,0.00,1635.8

96,23:45-24:00,10.090000,36.500000,100.120000,163.630000,62.870000,0.000000,33.370000,63.070000,83.190000,0.770000,48.360000,216.190000,20.310000,77.870000,175.160000,62.870000,19.630000,0.000000,145.100000,58.460000,29.600000,50.060000,48.360000,22.580000,0.000000,4.840000,22.250000,67.710000,12.840000,0.000000,0,0.00,1635.8

