Column1,Block,NR/2025/31136/A/89327,GNARE/NR/2024/12/20/3668,NR/2025/31137/A/89331,NR/2025/31138/A/89336,NR/2025/31136/A/89328,NR/2025/31419/A/89030,NR/2025/31347/A/88862,NR/2025/31138/A/89335,NR/2025/31137/A/89330,NR/2025/31420/A/89029,NR/2025/29985/A/88971,NR/2025/31653/C,NR/2025/29353/A/89361,NR/2025/27975/A/89498,NR/2025/29992/A/88824,NR/2025/31339/A/88969,NR/2025/27973/A/89496,NR/2025/31645/C,NR/2025/30217/A/89281,NR/2025/30086/A/89284,NR/2025/27978/A/89381,NR/2025/27965/A/89494,NR/2025/30084/A/89285,NR/2025/27966/A/89495,NR/2025/30082/A/89343,NR/2025/30191/A/88867,NR/2025/30083/A/89286,NR/2025/31604/C,NR/2025/30067/A/89435,NR/2025/29352/A/89362,NR/2025/30105/A/89282,NR/2025/29915/A/88916,NR/2025/30121/A/88871,NR/2025/31600/C,NR/2025/31637/C,NR/2025/29167/A/88917,NR/2025/31601/C,NR/2025/29439/A/89226,NR/2025/29628/A/89291,SR/2025/18686/C,NR/2025/29910/A/89289,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/1192,NR/30092023/26122029/SH-06,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/8139,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2997,NR/2025/31677/C,NR/2025/31676/C,NR/2025/31696/C,NR/2025/31690/C,GNA/NR/2025/07/01/8154,NR/2025/31681/C,NR/2025/31681/C/Alternate/1,NR/2025/31682/C,NR/2025/31689/C,NR/2025/31662/C,NR/2025/31697/C,NR/2025/31663/C,NR/2025/31695/C,NR/2025/31698/C,NR/2025/31699/C,NR/2025/30101/A/89377,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/31126/A/88952,NR/2025/29440/A/88832,NR/2025/28728/A/89491,NR/2025/31688/C,Total
40,09:45-10:00,0.96,68.73,0.77,0.67,0.48,0,9.61,0.19,0.29,1.63,144,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.96,163.44,134.84,26.96,19.23,15.24,96.14,0,43.7,16.57,20.74,192.28,0,0,76.55,0,28.91,0,14.57,7.69,37.15,0,13.16,13.46,0,0,7.83,1648.2600000000004

41,10:00-10:15,0.96,75.92,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,154,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.96,163.44,134.84,26.96,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,7.83,1668.7100000000005

42,10:15-10:30,0.96,80.18,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,161,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.96,163.44,134.84,26.96,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,7.83,1679.9700000000005

43,10:30-10:45,0.96,83.36,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,168,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.96,163.44,134.84,26.96,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,11.53,1693.8500000000004

44,10:45-11:00,0.96,84.23,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,175,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.96,163.44,134.84,26.96,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,12.81,1703.0000000000005

45,11:00-11:15,0.96,83.83,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,175,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.96,163.44,134.84,26.96,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,14.07,1703.8600000000004

46,11:15-11:30,0.96,84.69,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,175,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.96,163.44,134.84,26.96,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,15.52,1706.1700000000005

47,11:30-11:45,0.96,85.6,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,175,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.96,163.44,134.84,26.96,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,16.89,1708.4500000000005

48,11:45-12:00,0.96,84.04,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,175,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.96,163.44,134.84,26.96,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,18.17,1708.1700000000005

49,12:00-12:15,0.96,90,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,165,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,19.35,1705.3300000000004

50,12:15-12:30,0.96,90,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,165,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,19.65,1705.6300000000006

51,12:30-12:45,0.96,90,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,172,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,19.91,1712.8900000000006

52,12:45-13:00,0.96,88.33,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,168,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,20.19,1707.5000000000005

53,13:00-13:15,0.96,86.67,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,123,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,8.81,1649.4600000000005

54,13:15-13:30,0.96,85,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,119,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,8.81,1643.7900000000004

55,13:30-13:45,0.96,91.67,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,88,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,8.81,1619.4600000000003

56,13:45-14:00,0.96,91.67,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,88,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,0,28.91,0,14.57,7.69,37.15,0,16.38,13.46,0,0,8.81,1619.4600000000003

57,14:00-14:15,0.96,96.67,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,91,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,96.14,28.91,96.14,14.57,7.69,37.15,0,16.65,13.46,0,0,8.81,1820.0100000000004

58,14:15-14:30,0.96,96.67,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,91,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,96.14,28.91,96.14,14.57,7.69,37.15,0,16.65,13.46,0,0,8.81,1820.0100000000004

59,14:30-14:45,0.96,95,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,95,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,96.14,28.91,96.14,14.57,7.69,37.15,0,16.65,13.46,0,0,8.81,1822.3400000000006

60,14:45-15:00,0.96,91.67,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,95,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,96.14,28.91,96.14,14.57,7.69,37.15,0,16.65,13.46,0,0,8.81,1819.0100000000004

61,15:00-15:15,0.96,86.67,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,105,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,96.14,28.91,96.14,14.57,7.69,37.15,0,17.11,13.46,0,0,10.76,1826.4200000000003

62,15:15-15:30,0.96,81.67,0.77,0.67,0.48,1.44,9.61,0.19,0.29,1.63,105,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,96.14,28.91,96.14,14.57,7.69,37.15,0,17.11,13.46,0,0,10.76,1821.4200000000003

63,15:30-15:45,0.4,75,0.33,0.28,0.12,1.44,9.61,0.05,0.08,1.63,84,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,96.14,28.91,96.14,14.57,7.69,37.15,0,17.11,13.46,0,0,10.76,1791.6500000000003

64,15:45-16:00,0.43,66.67,0.35,0.31,0.22,1.44,9.61,0.09,0.13,1.63,81,0.96,81.72,0,0,0,0,81.72,0,0,0,0,0,0,0,0,0,44.22,0,28.6,0,0,0,6.73,48.07,0,48.07,0,0,0,0,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,96.14,0,43.7,16.57,20.74,162.04,0,28.84,76.55,96.14,28.91,96.14,14.57,7.69,37.15,0,17.11,13.46,0,0,10.76,1780.5900000000004

65,16:00-16:15,0.48,50,0.38,0.34,0.25,0,9.61,0.11,0.15,0,42,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,0,16.57,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,17.76,13.46,0.96,81.72,10.76,1882.5700000000004

66,16:15-16:30,0.48,46.67,0.38,0.34,0.34,0,9.61,0.13,0.2,0,39,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,0,16.57,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,17.76,13.46,0.96,81.72,10.76,1876.4000000000003

67,16:30-16:45,0.48,43.33,0.38,0.34,0,0,9.61,0,0,0,32,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,0,16.57,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,17.76,13.46,0.96,81.72,8.03,1862.6600000000003

68,16:45-17:00,0.48,38.33,0.38,0.34,0,0,9.61,0,0,0,32,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,0,16.57,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,17.76,13.46,0.96,81.72,7.68,1857.3100000000004

69,17:00-17:15,0.45,33.33,0.37,0.32,0,0,0,0,0,0,42,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,96.14,16.57,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,18.22,13.46,0.87,81.72,7.35,1948.8200000000002

70,17:15-17:30,0.4,30,0.33,0.29,0.05,0,0,0.02,0.03,0,39,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,91.33,16.57,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,18.22,13.46,0.87,81.72,7.13,1937.4400000000003

71,17:30-17:45,0.36,15,0.29,0.25,0.2,0,0,0.09,0.12,0,35,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,81.72,16.57,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,18.22,13.46,0.87,81.72,6.96,1908.8500000000001

72,17:45-18:00,0.25,15,0.2,0.15,0.37,0,0,0.15,0.22,0,28,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,72.1,16.57,81.72,43.7,0,26.97,163.44,134.84,26.97,19.23,15.24,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,18.22,13.46,0.87,81.72,6.56,1891.8600000000001

73,18:00-18:15,0.15,14.33,0.12,0.09,0.48,0,0,0.19,0.29,0,21,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,57.68,16.57,81.72,43.7,0,29,163.44,134.84,26.73,0,0,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,18.22,13.46,0.87,81.72,6.07,1836.5800000000002

74,18:15-18:30,0.06,13.05,0.05,0.04,0.38,0,0,0.15,0.23,0,18,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,57.68,16.57,81.72,43.7,0,29,163.44,134.84,26.73,0,0,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,18.22,13.46,0.87,81.72,3.34,1829.16

75,18:30-18:45,0,8.52,0,0,0.23,0,0,0.1,0.14,0,14,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,28.84,19.23,81.72,43.7,0,29,163.44,134.84,26.73,0,0,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,18.22,13.46,0.87,81.72,2.82,1793.49

76,18:45-19:00,0,3.52,0,0,0.12,0,0,0.05,0.08,0,11,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,28.84,19.23,81.72,43.7,0,29,163.44,134.84,26.02,0,0,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,18.22,13.46,0.87,81.72,2.22,1783.96

77,19:00-19:15,0,0.52,0,0,0,0,0,0,0,0,5,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,38.46,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,18.22,13.46,0.91,81.72,0,1786.5300000000004

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,1,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,81.72,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,18.22,13.46,0.91,81.72,0,1825.2700000000004

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,62.49,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,18.22,13.46,0.91,81.72,0,1805.0400000000004

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,0,0,25.07,76.55,72.1,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,18.22,13.46,0.91,81.72,0,1814.6500000000003

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,76.55,129.79,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1921.3700000000006

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,76.55,134.6,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1926.1800000000005

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,76.55,134.6,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1926.1800000000005

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,76.55,134.6,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1926.1800000000005

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,139.4,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1960.1800000000005

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,124.98,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1945.7600000000004

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,110.56,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1931.3400000000006

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,100.95,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1921.7300000000005

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,81.72,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1902.5000000000005

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,67.3,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,13.46,0.91,81.72,0,1888.0800000000006

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,40.38,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,12.5,0.91,81.72,0,1860.2000000000005

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,16.34,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,192.28,0,0,0,0,0,0,0,0,0,0,13.17,12.5,0.91,81.72,0,1836.1600000000005

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,16.34,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,13.17,12.5,0.91,81.72,0,1834.7600000000004

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,81.72,96.14,44.22,134.6,0,0,7.69,37.15,96.14,0,43.7,96.14,48.07,48.07,14.57,0,0,28.6,29.13,0,6.73,0,0,54.08,0,25.07,105.75,20.19,19.23,81.72,43.7,0,29,163.44,134.84,29,0,0,0,0,0,0,20.74,162.04,0,28.84,0,0,0,0,0,0,0,0,13.17,12.5,0.91,81.72,0,1838.6100000000004

