Column1,Block,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9257,NR/2025/29816/A/83924,NR/2025/30192/C,NR/2025/27167/A/84036,NR/2025/28719/A/83930,NR/2025/30177/C,NR/2025/27725/A/84215,NR/2025/26952/A/83896,NR/2025/26975/A/84219,NR/2025/30156/C,NR/2025/30178/C,NR/2025/30102/C,NR/2025/26777/A/83910,NR/2025/26785/A/83818,NR/2025/26445/A/84391,NR/2025/30178/C/Alternate/1,NR/2025/30107/C,NR/2025/26860/A/84265,NR/2025/26562/A/84274,NR/2025/26566/A/84280,NR/2025/30115/C,NR/2025/30140/C,NR/2025/27281/A/84392,NR/2025/30116/C,NR/2025/27176/A/84209,NR/2025/27157/A/83925,NR/2025/26572/A/84284,NR/2025/30149/C,NR/2025/30117/C,NR/2025/27100/A/83919,NR/2025/26571/A/84282,NR/2025/27088/A/84387,NR/2025/26889/A/84335,NR/2025/30190/C,NR/2025/27728/A/84213,NR/2025/30186/C,NR/2025/27726/A/84214,NR/2025/27499/A/84334,NR/2025/26085/A/83814,NR/2025/29451/A/84204,NR/2025/30165/C,NR/2025/27168/A/84038,NR/2025/27506/A/83816,NR/2025/27727/A/84212,NR/2025/30153/C,NR/2025/27782/A/84211,NR/2025/30187/C,NR/2025/27242/A/83981,NR/2025/26565/A/84279,NR/2025/30188/C,NR/2025/27500/A/83817,NR/2025/28774/A/83811,NR/2025/27187/A/84217,NR/2025/30023/C,NR/2025/27185/A/84218,NR/2025/30014/C,GNARE/NR/2024/12/20/3668,NR/2025/30213/C,NR/2025/27356/A/84206,NR/2025/26861/A/84298,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,Total
35,08:30-08:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,29.17,164.29,41.07,20.54,1.93,0,20.54,10.63,28.03,8.78,0,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,0,0,0,24.88,0,76.94,0,0,0,0,0,0,164.29,0,0,26.35,0,26.35,0,0.97,0,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,5.75,0,0,19.33,0,43.09,0,88,0,16.09,26.93,26.93,1898.7499999999995

36,08:45-09:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,29.17,164.29,41.07,20.54,1.93,0,20.54,10.63,28.03,8.78,0,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,0,0,0,24.88,0,76.94,0,0,0,0,0,0,164.29,0,0,26.35,0,26.35,0,0.97,0,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,5.8,0,0,19.33,0,49.31,0,98,0,16.09,26.93,26.93,1915.0199999999995

37,09:00-09:15,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,29.17,164.29,41.07,20.54,1.93,24.16,20.54,10.63,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,7.38,0,53.15,0,24.88,55.34,0,112,0,16,26.95,26.95,1974.7

38,09:15-09:30,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,29.17,164.29,41.07,20.54,0.97,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.09,0,53.15,0,24.88,60.49,0,126,0,16,26.95,26.95,1994.5700000000002

39,09:30-09:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,29.17,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.68,0,53.15,0,24.88,67.61,0,147,0,16,26.95,26.95,2024.2399999999998

40,09:45-10:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,29.17,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.7,0,53.15,0,24.88,72.44,0,158,0,16,26.95,26.95,2040.09

41,10:00-10:15,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,29.17,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,9.25,0,53.15,0,24.88,71.37,0,165,0,15.82,26.95,26.95,2046.3899999999996

42,10:15-10:30,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,29.17,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,9.19,0,53.15,0,24.88,74.53,0,172,0,15.82,26.95,26.95,2056.49

43,10:30-10:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,77.63,0,179,0,15.82,26.95,26.95,2054.22

44,10:45-11:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,80.68,0,186,0,15.82,26.95,26.95,2064.27

45,11:00-11:15,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,79.19,0,189,0,15.72,26.95,26.95,2065.6800000000003

46,11:15-11:30,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,81.51,0,189,0,15.72,26.95,26.95,2068

47,11:30-11:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,83.24,0,189,0,15.72,26.95,26.95,2069.73

48,11:45-12:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,0,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,84.56,0,189,0,15.72,26.95,26.95,2071.05

49,12:00-12:15,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,85.29,0,175,0,15.54,26.97,26.97,2192.9399999999996

50,12:15-12:30,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,85.7,0,175,0,15.54,26.97,26.97,2193.3499999999995

51,12:30-12:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,90,0,161,0,15.54,26.97,26.97,2183.6499999999996

52,12:45-13:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,90,0,161,0,15.54,26.97,26.97,2183.6499999999996

53,13:00-13:15,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,1.93,24.16,20.54,11.6,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,88.33,0,161,0,15.54,26.97,26.97,2181.9799999999996

54,13:15-13:30,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0.97,24.16,20.54,12.56,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,86.67,0,161,0,15.54,26.97,26.97,2180.3199999999997

55,13:30-13:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0.97,24.16,20.54,12.56,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,85.23,0,161,0,15.54,26.97,26.97,2178.879999999999

56,13:45-14:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0.97,24.16,20.54,12.56,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,0,5.8,0,0,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,0,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,83.87,0,161,0,15.54,26.97,26.97,2177.5199999999995

57,14:00-14:15,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0.97,24.16,20.54,12.56,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,144.96,5.8,0,144.96,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,96.64,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,81.58,0,161,0,15.72,26.97,26.97,2561.9699999999993

58,14:15-14:30,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0.97,24.16,20.54,12.56,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,144.96,5.8,0,144.96,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,96.64,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.59,0,53.15,0,24.88,78.64,0,161,0,15.72,26.97,26.97,2559.0299999999993

59,14:30-14:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0.97,24.16,20.54,12.56,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,144.96,5.8,0,144.96,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,96.64,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,9.18,0,53.15,0,24.88,75.49,0,161,0,15.72,26.97,26.97,2556.469999999999

60,14:45-15:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0.97,24.16,20.54,12.56,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,144.96,5.8,0,144.96,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,96.64,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,9.15,0,53.15,0,24.88,73.01,0,158,0,15.72,26.97,26.97,2550.9599999999996

61,15:00-15:15,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,24.16,20.54,13.53,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,144.96,5.8,0,144.96,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,96.64,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.7,0,53.15,0,24.88,70.92,0.97,147,0,16.09,26.97,26.97,2538.7599999999993

62,15:15-15:30,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,24.16,20.54,13.53,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,144.96,5.8,0,144.96,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,96.64,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.54,0,53.15,0,24.88,68.77,0.97,137,0,16.09,26.97,26.97,2526.4499999999994

63,15:30-15:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,24.16,20.54,13.53,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,144.96,5.8,0,144.96,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,96.64,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,8.03,0,53.15,0,24.88,66.41,0.97,123,0,16.09,26.97,26.97,2509.5799999999995

64,15:45-16:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,24.16,20.54,13.53,28.03,0,0,0,164.29,164.53,135.3,0,0,96.64,0,90.36,0,15.83,0,144.96,5.8,0,144.96,0,0,0,19.33,129.13,0,0,0,0,7.73,0,8.05,0,0,0.97,96.64,164.29,20.54,1.93,0,76.94,0,24.16,41.07,0,24.16,0,7.21,0,53.15,0,24.88,63.12,0.97,112,0,16.09,26.97,26.97,2494.4699999999993

65,16:00-16:15,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,135.3,5.8,0,164.53,0,164.29,53.15,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,0,0,26.35,0,26.35,0,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,5.8,0,0,19.33,0,58.58,1.93,105,0,16.47,26.97,26.97,2740.429999999999

66,16:15-16:30,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,135.3,5.8,0,164.53,0,164.29,53.15,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,0,0,26.35,0,26.35,0,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,5.8,0,0,19.33,0,52.38,1.93,91,0,16.47,26.97,26.97,2720.229999999999

67,16:30-16:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,135.3,5.8,0,164.53,0,164.29,53.15,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,0,0,26.35,0,26.35,0,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,5.72,0,0,19.33,0,45.78,1.93,102,0,16.47,26.97,26.97,2724.549999999999

68,16:45-17:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,135.3,5.8,0,164.53,0,164.29,53.15,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,0,0,26.35,0,26.35,0,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,5.8,0,0,19.33,0,39.28,1.93,91,0,16.47,26.97,26.97,2707.129999999999

69,17:00-17:15,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,135.3,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,0,0,26.35,0,26.35,0,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,0,0,19.33,0,33.72,1.93,77,0,16.92,26.97,26.97,2629.069999999999

70,17:15-17:30,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,135.3,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,0,0,26.35,0,26.35,0,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,0,0,19.33,0,28.86,1.93,63,0,16.92,26.97,26.97,2610.209999999999

71,17:30-17:45,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,135.3,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,0,0,26.35,0,26.35,0,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,0,0,19.33,0,25.02,1.93,58,0,16.92,26.97,26.97,2601.369999999999

72,17:45-18:00,20.54,41.07,20.54,11.91,11.92,15.32,20.85,53.39,41.07,19.33,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,135.3,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,0,0,26.35,0,26.35,0,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,0,0,19.33,0,21.04,1.93,49,0,16.92,26.97,26.97,2588.389999999999

73,18:00-18:15,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,0,0,19.33,0,16.68,1.93,39,0,17.39,26.56,29,2420.669999999999

74,18:15-18:30,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,0,0,19.33,0,11.67,1.93,28,0,17.39,26.56,29,2404.6599999999994

75,18:30-18:45,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,19.33,0,19.33,0,7.08,1.93,18,0,17.39,26.56,29,2409.399999999999

76,18:45-19:00,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,17.4,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,5.8,0,164.53,0,164.29,0,96.64,0,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,19.33,0,19.33,0,0,1.93,11,0,17.39,26.56,29,2395.3199999999993

77,19:00-19:15,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,29.17,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,5.8,0,0,0,164.29,0,96.64,164.53,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,19.33,0,19.33,0,0,0.97,5,0,17.85,25.55,29,2399.5799999999995

78,19:15-19:30,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,29.17,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,5.8,0,0,0,164.29,0,96.64,164.53,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,19.33,0,19.33,0,0,0.97,1,0,17.85,25.55,29,2395.5799999999995

79,19:30-19:45,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,29.17,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,5.8,0,0,0,164.29,0,96.64,164.53,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,19.33,0,19.33,0,0,0.97,0,0,17.85,29,29,2398.0299999999993

80,19:45-20:00,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,29.17,164.29,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,5.8,0,0,0,164.29,0,96.64,164.53,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.87,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,19.33,0,19.33,0,0,0.97,0,0,17.85,29,29,2398.0299999999993

81,20:00-20:15,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,29.17,0,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,27.06,0,0,0,164.29,0,96.64,164.53,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.92,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,19.33,0,19.33,0,0,0.97,0,164.29,18.31,29,29,2419.7999999999997

82,20:15-20:30,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,29.17,0,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,27.06,0,0,0,164.29,0,96.64,164.53,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.92,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,19.33,0,19.33,0,0,0.97,0,164.29,18.31,29,29,2419.7999999999997

83,20:30-20:45,20.54,41.07,20.54,11.91,11.92,0,20.85,53.39,41.07,0,29.17,0,41.07,20.54,0,0,20.54,13.53,28.03,8.78,0,27.06,0,0,0,164.29,0,96.64,164.53,0,90.36,144.96,144.96,0,0,24.88,0,76.94,217.44,144.96,0,0,25.2,0,164.29,5.8,0,26.35,0,26.35,8.7,0.92,96.64,0,20.54,1.93,26.35,0,7.73,0,41.07,0,0,7.73,0,19.33,0,19.33,0,0,0,0,164.29,18.31,29,29,2418.83

