Block,Time,NR/30092023/26122029/SH-06,NR/20122023/29022024/IEX_LDC_231218_00502,NR/17012024/17012024/IEX_240116_06108,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/17012024/17012024/HPX-TAMCTG-160124-05794,NR/17012024/17012024/DD20240117NR22229,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31012024/HP-27,NR/01102023/19072037/LT-05,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/05012024/31012024/SJVN050124NR1342,NR/05012024/31012024/SJVN050124NR1341,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/30042040/GNA_LT_35,NR/17012024/17012024/DD20240117NR22230,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31032024/ ChanjuII,NR/17012024/17012024/DD20240117NR22231,NR/01012024/31012024/HP-26,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31012024/HP-28,NR/01102023/22052037/LT-59,NR/01012024/31012024/52,NR/01102023/31052040/LT-31,NR/06012024/31012024/NVVN/OA/16855,NR/01102023/23072042/L_NR_2012_04
50,12:15-12:30,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,14.990000,18.240000,6.720000,0.000000,0.000000,8.160000,0.990000,259.750000,0.000000,114.760000,0,37,11.67,32.5,5,7.01,149.132428,15,5,11.67,6,32.5,229.17,26,18,32.5,0,45.83,19.2,14.4,36,56.67,84,5.760000,14.620000,0.000000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.480000,0.000000,0.690000,95.990000,14.620000,48.000000,269.970000

51,12:30-12:45,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,15.100000,18.240000,6.720000,0.000000,0.000000,8.160000,0.990000,259.750000,0.000000,114.760000,0,40,11.67,32.5,5,7.01,148.549348,15,5,11.67,6,32.5,229.17,29,20,32.5,0,45.83,23.04,20.16,37,63.33,88,5.760000,14.740000,0.000000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.480000,0.000000,0.690000,95.990000,14.740000,48.000000,269.970000

52,12:45-13:00,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,14.950000,18.240000,6.720000,0.000000,0.000000,8.160000,0.990000,259.750000,0.000000,114.760000,0,48,11.67,32.5,5,7.01,147.013904,15,5,11.67,6,32.5,229.17,33,24,32.5,0,45.83,23.04,20.16,45,70,105,5.760000,14.580000,0.000000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.480000,0.000000,0.690000,95.990000,14.580000,48.000000,269.970000

53,13:00-13:15,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,14.750000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,84.650000,0,83,11.67,32.5,5,7.01,144.671866,15,5,11.67,6.66,32.5,229.17,45,42,32.5,0,45.83,23.04,20.16,78,80,182,5.760000,14.390000,0.000000,96.510000,0.000000,1.470000,0.000000,229.540000,0.000000,1.480000,0.000000,0.690000,95.990000,14.390000,48.000000,269.970000

54,13:15-13:30,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,15.390000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,89,13.33,32.5,5,7.01,142.388136,15,5,13.33,6.66,32.5,229.17,46,44,32.5,0,45.83,23.04,20.16,81,90.15,189,5.760000,15.010000,0.000000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.480000,0.000000,0.690000,95.990000,15.010000,48.000000,269.970000

55,13:30-13:45,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,15.100000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,93,13.33,32.5,5,7.01,138.471782,15,5,13.33,6.66,32.5,229.17,46,47,32.5,0,45.83,23.04,20.16,81,89.84,189,5.760000,14.730000,0.000000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.480000,0.000000,0.690000,95.990000,14.730000,48.000000,269.970000

56,13:45-14:00,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,14.770000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,93,13.33,32.5,5,7.01,134.467966,15,5,13.33,6.66,32.5,229.17,45.3,47,32.5,0,45.83,23.04,20.16,81,89.37,189,5.760000,14.410000,0.000000,71.990000,0.000000,1.470000,0.000000,229.540000,0.000000,1.480000,0.000000,0.690000,95.990000,14.410000,48.000000,269.970000

57,14:00-14:15,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,14.430000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,91,13.33,32.5,5,7.01,129.54094,15,5,13.33,5,32.5,229.17,44.4,46,32.5,0,45.83,23.04,20.16,79,88.51,186,5.760000,14.080000,0.000000,62.390000,0.000000,1.370000,0.000000,229.540000,0.000000,1.480000,0.000000,0.770000,95.990000,14.080000,48.000000,269.970000

58,14:15-14:30,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,13.930000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,87,13.33,32.5,5,7.01,123.836474,15,5,13.33,5,32.5,229.17,43.35,43,32.5,0,45.83,23.04,20.16,78,86.96,182,5.760000,13.590000,0.000000,46.080000,0.000000,1.370000,0.000000,229.540000,0.000000,1.480000,0.000000,0.770000,95.990000,13.590000,48.000000,269.970000

59,14:30-14:45,30.720000,11.520000,0.000000,48.000000,24.800000,0.000000,13.330000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,83,13.33,32.5,5,7.01,117.140772,15,5,13.33,5,32.5,229.17,42.09,42,32.5,0,45.83,23.04,20.16,73,84.53,172,5.760000,13.010000,0.000000,46.080000,0.000000,1.370000,0.000000,229.540000,0.000000,1.480000,0.000000,0.770000,95.990000,13.010000,48.000000,269.970000

60,14:45-15:00,30.720000,11.520000,0.000000,48.000000,24.800000,0.000000,12.660000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,79,13.33,32.5,5,7.01,108.754138,15,5,13.33,5,32.5,225.93,40.72,39,32.5,0,45.19,23.04,20.16,69,80.56,161,5.760000,12.360000,0.000000,46.080000,0.000000,1.370000,0.000000,229.540000,0.000000,1.480000,0.000000,0.770000,95.990000,12.360000,48.000000,269.970000

61,15:00-15:15,30.720000,11.520000,0.000000,48.000000,24.800000,0.000000,11.850000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,224.540000,0.000000,114.760000,0,70,13.33,32.5,5,7.01,99.833014,15,5,13.33,5,32.5,214.7,38.45,35,32.5,0,42.94,23.04,20.16,63,76.01,147,5.760000,11.570000,0.000000,46.080000,0.000000,1.370000,0.000000,229.540000,0.000000,1.530000,0.000000,0.770000,95.990000,11.570000,48.000000,269.970000

62,15:15-15:30,30.720000,11.520000,0.000000,48.000000,24.800000,0.000000,10.990000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,224.540000,0.000000,114.760000,0,65,13.33,32.5,5,7.18,88.87111,15,5,13.33,5,32.5,201.6,36.66,33,32.5,0,40.32,23.04,20.16,57,70.83,133,5.760000,10.720000,0.000000,71.990000,0.000000,1.370000,0.000000,229.540000,0.000000,1.530000,0.000000,0.770000,95.990000,10.720000,48.000000,269.970000

63,15:30-15:45,30.720000,11.520000,0.000000,48.000000,24.800000,0.000000,9.930000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,224.540000,0.000000,84.650000,0,55,13.33,32.5,5,7.21,76.898534,15,5,13.33,5,32.5,186.49,34.67,27,32.5,0,37.3,23.04,20.16,49,64.79,116,5.760000,9.680000,0.000000,76.790000,0.000000,1.370000,0.000000,229.540000,0.000000,1.530000,0.000000,0.770000,95.990000,9.680000,48.000000,269.970000

64,15:45-16:00,30.720000,11.520000,0.000000,48.000000,24.800000,0.000000,8.810000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,84.650000,0,47,13.33,33,5,7.41,65.1106,15,5,13.33,5,30,165.93,32.4,24,33,0,33.19,23.04,20.16,43,58.23,102,5.760000,8.600000,0.000000,100.540000,0.000000,1.370000,0.000000,229.540000,0.000000,1.530000,0.000000,0.770000,95.990000,8.600000,48.000000,269.970000

65,16:00-16:15,30.720000,11.520000,0.000000,48.000000,13.390000,0.000000,7.610000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,40,13.33,33,5,7.41,53.342102,15,5,13.33,5,17,131.8,29.76,20,33,0,26.36,17.76,20.16,37,51.02,88,5.760000,7.430000,0.000000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.530000,0.000000,0.770000,95.990000,7.430000,48.000000,269.970000

66,16:15-16:30,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,6.230000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,32,13.33,33,5,7.41,41.437552,15,5,13.33,5,7,111.63,26.58,16,33,0,22.32,17.76,20.16,31,43.47,74,5.760000,6.070000,0.000000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.530000,0.000000,0.770000,95.990000,6.070000,48.000000,269.970000

67,16:30-16:45,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,4.860000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,22,13.33,33,5,7.41,32.380376,15,5,13.33,5,1,90.98,22.88,11,23.35,0,18.2,0,0,24,35.43,56,5.760000,4.750000,0.000000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.530000,0.000000,0.770000,95.990000,4.750000,48.000000,269.970000

68,16:45-17:00,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,2.790000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,13,13.33,30.15,5,7.41,23.692484,15,5,13.33,5,0,70.33,18.98,7,11.6,0,14.06,0,0,16,27.29,39,5.760000,2.720000,0.000000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.530000,0.000000,0.770000,95.990000,2.720000,48.000000,269.970000

69,17:00-17:15,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,1.790000,18.240000,6.720000,0.000000,0.000000,8.160000,1.140000,259.750000,0.000000,114.760000,0,9,13.33,15.48,5,7.61,14.703334,15,5,13.33,5,0,53.32,13.91,5,6.74,0,10.66,0,0,9,18.4,21,5.760000,1.740000,95.990000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.530000,0.000000,0.840000,95.990000,1.740000,48.000000,269.970000

70,17:15-17:30,30.720000,11.520000,0.000000,48.000000,30.720000,0.000000,1.000000,18.240000,6.720000,0.000000,28.800000,8.160000,1.140000,259.750000,0.000000,114.760000,0,3,13.33,5.49,5,7.86,6.579086,15,5,13.33,5,0,37.18,10.52,1,2.24,0,7.44,0,0,4,7.74,11,5.760000,0.980000,95.990000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.530000,0.000000,0.840000,95.990000,0.980000,48.000000,269.970000

71,17:30-17:45,30.720000,11.520000,100.790000,48.000000,30.720000,24.960000,0.450000,18.240000,6.720000,0.000000,17.280000,8.160000,1.140000,259.750000,0.000000,114.760000,0,1,13.36,0,5.84,7.58,3.994098,17.53,5.85,13.36,5,0,17.83,5.84,1,0,0,3.57,0,0,1,1.67,2,5.760000,0.440000,95.990000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.530000,0.000000,0.840000,95.990000,0.440000,48.000000,269.970000

72,17:45-18:00,30.720000,11.520000,100.790000,48.000000,30.720000,24.960000,0.110000,18.240000,6.720000,0.000000,40.320000,8.160000,1.140000,259.750000,0.000000,114.760000,0,0,13.88,0,6.38,7.78,0.14577,19.14,6.38,13.88,5,0,8.5,1.55,0,0,0,1.7,0,0,0,0.33,0,5.760000,0.110000,95.990000,100.540000,0.000000,1.470000,0.000000,229.540000,0.000000,1.530000,0.000000,0.840000,95.990000,0.110000,48.000000,269.970000

73,18:00-18:15,30.720000,11.520000,100.790000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,164.140000,8.160000,1.140000,259.750000,0.000000,114.760000,0,0,21.55,0,7.31,8.46,0,21.92,7.3,21.55,5,0,4.46,0,0,0,0,0.89,0,0,0,0,0,5.760000,0.000000,73.720000,100.540000,86.580000,1.470000,0.000000,152.120000,0.000000,1.480000,0.000000,0.840000,95.990000,0.000000,48.000000,269.970000

74,18:15-18:30,30.720000,11.520000,100.790000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,161.260000,8.160000,1.140000,259.750000,0.000000,114.760000,0,0,23.17,0,8.04,8.2,0,24.13,8.05,23.17,5.64,0,1.12,0,0,0,0,0.22,0,0,0,0,0,5.760000,0.000000,73.720000,100.540000,86.580000,1.470000,0.000000,152.120000,0.000000,1.480000,0.000000,0.840000,95.990000,0.000000,48.000000,269.970000

75,18:30-18:45,30.720000,11.520000,100.790000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,164.140000,8.160000,1.140000,259.750000,0.000000,114.760000,0,0,24.89,0,8.76,8.1,0,26.28,8.76,24.89,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,73.720000,100.540000,86.580000,1.470000,0.000000,152.120000,0.000000,1.480000,0.000000,0.840000,95.990000,0.000000,48.000000,269.970000

76,18:45-19:00,30.720000,11.520000,100.790000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,157.420000,8.160000,1.140000,259.750000,0.000000,114.760000,0,0,26.85,0,9.49,8,0,28.48,9.49,26.85,6.25,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,73.720000,100.540000,86.580000,1.470000,0.000000,152.120000,0.000000,1.480000,0.000000,0.840000,95.990000,0.000000,48.000000,269.970000

77,19:00-19:15,30.720000,11.520000,100.790000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,128.630000,8.160000,1.070000,259.750000,0.000000,114.760000,0,0,26.67,0,10.61,7.9,0,31.83,10.61,26.67,6.49,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,73.720000,100.540000,86.580000,1.370000,0.000000,0.000000,0.000000,1.480000,0.000000,0.840000,95.990000,0.000000,48.000000,269.970000

78,19:15-19:30,30.720000,11.520000,100.790000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,120.950000,8.160000,1.070000,259.750000,0.000000,114.760000,0,0,26.67,0,11.18,7.78,0,33.54,11.18,26.67,6.87,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,73.720000,100.540000,86.580000,1.370000,0.000000,0.000000,0.000000,1.480000,0.000000,0.840000,95.990000,0.000000,48.000000,269.970000

79,19:30-19:45,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,0,27.88,0,11.75,7.66,0,35.25,11.75,27.88,7.23,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.370000,0.000000,0.000000,0.000000,1.480000,0.000000,0.840000,95.990000,0.000000,48.000000,269.970000

80,19:45-20:00,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.070000,259.750000,0.000000,114.760000,0,0,28.52,0,12.31,7.6,0,36.92,12.31,28.52,7.6,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.370000,0.000000,0.000000,0.000000,1.480000,0.000000,0.840000,95.990000,0.000000,48.000000,269.970000

81,20:00-20:15,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,259.750000,0.000000,114.760000,0,0,29.63,0,13.17,7.01,0,39.51,13.18,29.63,9.61,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.370000,0.000000,0.000000,0.000000,1.480000,0.000000,0.840000,0.000000,0.000000,48.000000,269.970000

82,20:15-20:30,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,259.750000,0.000000,114.760000,0,0,31.88,0,14.85,7.01,0,44.53,14.84,31.88,12.03,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.370000,0.000000,0.000000,0.000000,1.480000,0.000000,0.840000,0.000000,0.000000,48.000000,269.970000

83,20:30-20:45,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,259.750000,0.000000,109.490000,0,0,35.22,0,16.15,7.01,0,48.46,16.16,35.22,13.84,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.370000,0.000000,0.000000,0.000000,1.480000,0.000000,0.840000,0.000000,0.000000,48.000000,269.970000

84,20:45-21:00,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,259.750000,0.000000,109.490000,0,0,39.18,0,16.88,7.01,0,50.65,16.88,39.18,16.06,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.370000,0.000000,0.000000,0.000000,1.480000,0.000000,0.840000,0.000000,0.000000,48.000000,269.970000

85,21:00-21:15,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,259.750000,0.000000,109.490000,0,0,39.51,0,18.2,7.01,0,54.61,18.21,39.51,15.84,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.470000,0.000000,0.000000,0.000000,1.430000,0.000000,0.770000,0.000000,0.000000,48.000000,269.970000

86,21:15-21:30,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,259.750000,0.000000,84.650000,0,0,40.21,0,18.28,7.01,0,54.85,18.3,40.21,14.93,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.470000,0.000000,0.000000,0.000000,1.430000,0.000000,0.770000,0.000000,0.000000,48.000000,269.970000

87,21:30-21:45,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,259.750000,0.000000,109.490000,0,0,50.88,0,17.89,7.01,0,53.65,17.88,50.88,13.92,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.470000,0.000000,0.000000,0.000000,1.430000,0.000000,0.770000,0.000000,0.000000,48.000000,269.970000

88,21:45-22:00,30.720000,11.520000,0.000000,48.000000,30.720000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,259.750000,0.000000,109.490000,0,0,49.84,0,17.83,7.01,0,53.49,17.84,49.84,12.88,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,100.540000,86.580000,1.470000,0.000000,0.000000,0.000000,1.430000,0.000000,0.770000,0.000000,0.000000,48.000000,269.970000

89,22:00-22:15,30.720000,11.520000,0.000000,48.000000,24.800000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,259.750000,57.160000,109.490000,0,0,48.76,0,17.19,7.01,0,51.57,17.19,48.76,12.82,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,71.740000,75.150000,1.470000,0.000000,152.120000,0.000000,1.430000,24.470000,0.770000,0.000000,0.000000,48.000000,269.970000

90,22:15-22:30,30.720000,11.520000,0.000000,48.000000,24.800000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,221.980000,57.160000,109.490000,0,0,48.04,0,17.08,7.01,0,51.24,17.07,48.04,14.27,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,46.080000,75.150000,1.470000,0.000000,152.120000,0.000000,1.430000,24.470000,0.770000,0.000000,0.000000,48.000000,269.970000

91,22:30-22:45,30.720000,11.520000,0.000000,48.000000,24.800000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,221.980000,57.160000,109.490000,0,0,47.23,0,16.4,7.01,0,49.19,16.39,47.23,12.1,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,46.080000,75.150000,1.470000,0.000000,152.120000,0.000000,1.430000,24.470000,0.770000,0.000000,0.000000,48.000000,269.970000

92,22:45-23:00,30.720000,11.520000,0.000000,48.000000,24.800000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,1.030000,221.980000,57.160000,109.490000,0,0,46.43,0,15.73,7.01,0,47.19,15.72,46.43,12.04,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,46.080000,75.150000,1.470000,0.000000,152.120000,0.000000,1.430000,24.470000,0.770000,0.000000,0.000000,48.000000,269.970000

93,23:00-23:15,25.710000,11.520000,0.000000,48.000000,25.710000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,0.990000,221.980000,57.160000,84.650000,0,0,35.84,0,12.72,8.81,0,38.17,12.72,35.84,7.34,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,46.080000,56.270000,1.370000,0.000000,152.120000,0.000000,1.430000,24.470000,0.690000,0.000000,0.000000,48.000000,269.970000

94,23:15-23:30,25.710000,11.520000,0.000000,48.000000,25.710000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,0.990000,221.980000,57.160000,65.840000,0,0,34.54,0,12.25,9.01,0,36.76,12.26,34.54,7.34,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,46.080000,56.270000,1.370000,0.000000,152.120000,0.000000,1.430000,24.470000,0.690000,0.000000,0.000000,48.000000,269.970000

95,23:30-23:45,25.710000,11.520000,0.000000,48.000000,25.710000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,0.990000,173.980000,57.160000,84.090000,0,0,33.11,0,11.8,9.01,0,35.4,11.81,33.11,7.34,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,46.080000,56.270000,1.370000,0.000000,152.120000,0.000000,1.430000,24.470000,0.690000,0.000000,0.000000,48.000000,269.970000

96,23:45-24:00,25.710000,11.520000,0.000000,48.000000,25.710000,24.000000,0.000000,18.240000,6.720000,0.000000,0.000000,8.160000,0.990000,166.600000,57.160000,75.620000,0,0,31.88,0,11.6,9.01,0,34.81,11.62,31.88,7.34,0,0,0,0,0,0,0,0,0,0,0,0,5.760000,0.000000,0.000000,46.080000,56.270000,1.370000,0.000000,152.120000,0.000000,1.430000,24.470000,0.690000,0.000000,0.000000,48.000000,269.970000

