Column1,Time,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/1599,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1766,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,GNA/SR/2024/12/01/6968,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/7739,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,GNA/WR/2024/10/15/7089,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2024/12/01/3428,GNA/WR/2024/11/01/4200,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1475,L_NR_2019_19
83,20:30-20:45,0,16.33,48,14.67,48,0,130.22,67.15,0,0,25.9,0,134.49,1.66,26.24,0,150,1.01,0,0,2.2,34.98,250,0,0,0,49.01,0,0,0,0,0,0,6.6,0,16.33,8.63,50,1.37,91.68,25.9,8.63,25.9,0

84,20:45-21:00,0,17,49.67,15.33,49.66,0,130.22,67.15,0,0,25.9,0,134.49,1.66,26.24,0,150,1.01,0,0,2.2,34.98,250,0,0,0,51,0,0,0,0,0,0,6.6,0,17,8.63,50,1.37,91.68,25.9,8.63,25.9,0

85,21:00-21:15,0,17.33,50.33,16.67,50.34,0,112.03,67.15,0,0,25.9,0,134.49,1.66,26.24,0,150,1.01,0,0,2.11,34.98,250,0,0,0,52.01,0,0,0,0,0,0,6.6,0,17.33,8.63,50,1.3,91.68,25.9,8.63,25.9,0

86,21:15-21:30,0,17.67,50.33,16.33,50.34,0,112.03,67.15,0,0,25.9,0,134.49,1.66,26.24,0,150,1.01,0,0,2.11,34.98,250,0,0,0,52.99,0,0,0,0,0,0,6.6,0,17.67,8.63,50,1.3,91.68,25.9,8.63,25.9,0

87,21:30-21:45,0,11,59.67,8.33,59.66,0,112.03,67.15,0,0,25.9,0,134.49,1.66,25.74,0,150,1.01,0,0,2.11,34.98,250,0,0,0,33,0,0,0,0,0,0,6.6,0,11,8.63,50,1.3,91.68,25.9,8.63,25.9,0

88,21:45-22:00,0,11,59.33,8.67,59.34,0,112.03,67.15,0,0,25.9,0,114.33,1.66,25.74,0,150,1.01,0,0,2.11,34.98,250,0,0,0,33,0,0,0,0,0,0,6.6,0,11,8.63,50,1.3,91.68,25.9,8.63,25.9,0

89,22:00-22:15,0,18,59,13.33,59,0,112.03,67.15,95.13,0,25.9,0,95.14,1.66,25.74,0,150,0.93,31.71,0,2.11,34.98,250,0,0,0,54,0,0,0,0,0,0,6.6,0,18,8.63,50,1.3,99.94,25.9,8.63,25.9,0

90,22:15-22:30,0,17.67,59,13,59,0,112.03,67.15,95.13,0,25.9,0,74.6,1.66,25.74,0,150,0.93,31.71,0,2.11,34.98,250,0,0,0,52.99,0,0,0,0,0,0,6.6,0,17.67,8.63,50,1.3,99.94,25.9,8.63,25.9,0

91,22:30-22:45,0,17.33,45.33,12.67,45.34,0,112.03,67.15,95.13,0,25.9,0,74.6,1.66,25.74,0,150,0.93,31.71,0,2.11,34.98,250,0,0,0,52.01,0,0,0,0,0,0,6.6,0,17.33,8.63,50,1.3,99.94,25.9,8.63,25.9,0

92,22:45-23:00,0,17.33,45.33,12.33,45.34,0,112.03,67.15,95.13,0,25.9,0,74.6,1.66,25.74,0,150,0.93,31.71,0,2.11,34.98,250,0,0,0,52.01,0,0,0,0,0,0,6.6,0,17.33,8.63,50,1.3,99.94,25.9,8.63,25.9,0

93,23:00-23:15,0,17,45.33,12.33,45.34,0,112.03,67.15,95.13,0,25.9,0,74.6,1.66,25.74,0,150,0.93,31.71,0,2.11,34.98,250,0,0,0,51,0,0,0,0,0,0,6.6,0,17,8.63,50,1.22,99.94,25.9,8.63,25.9,0

94,23:15-23:30,0,17,45,12.33,45,0,112.03,67.15,95.13,0,25.9,0,74.6,1.66,25.74,0,150,0.93,31.71,0,2.11,34.98,250,0,0,0,51,0,0,0,0,0,0,6.6,0,17,8.63,50,1.22,99.94,25.9,8.63,25.9,0

95,23:30-23:45,0,16.83,45,12,45,0,112.03,67.15,95.13,0,25.9,0,74.6,1.66,25.74,0,150,0.93,31.71,0,2.11,34.98,250,0,0,0,50.51,0,0,0,0,0,0,6.6,0,16.83,8.63,50,1.22,99.94,25.9,8.63,25.9,0

96,23:45-24:00,0,16.67,43.33,12,43.34,0,112.03,67.15,95.13,0,25.9,0,74.6,1.66,25.74,0,150,0.93,31.71,0,2.11,34.98,250,0,0,0,49.99,0,0,0,0,0,0,6.6,0,16.67,8.63,50,1.22,99.94,25.9,8.63,25.9,0

