Column1,Time,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/07/16/5917,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2786,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1192,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/8139,NR/30092023/31122025/SH-07,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/3109,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/2997,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/2952,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8128,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10
72,17:45-18:00,45.83,15,7,9.17,12,6,7,0,12,81.72,28.26,43.7,115.33,72.12,0,8.1,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,1.92,100.16,20.74,3.23,1.48,1.92,2.5,18.22,6.75,39.22,13.45,37.5,15,12.5,0.07,42,9.06,0,12.5,42

73,18:00-18:15,37.5,14.33,5,7.5,10,5,7,0,9,81.72,28.26,43.7,115.33,67.3,0,8.39,10.73,29,132.67,163.44,134.84,26.73,-0,0,10.47,0,130.08,1.47,100.16,20.74,2.77,1.13,1.47,2.5,18.22,5.95,39.62,0,37.5,14.47,12.5,0,37.4,9,0,12.5,37.4

74,18:15-18:30,30.27,13.05,3,6.05,5,3,5,0,7,81.72,28.26,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,26.73,-0,0,10.47,0,130.08,1.07,100.16,20.74,2.77,0.83,1.07,2.5,18.22,5.95,40.02,0,37.5,13.93,12.5,0,35.98,5.74,0,12.5,35.98

75,18:30-18:45,22.57,8.52,1,4.51,3,1,2,0,6,81.72,28.26,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,26.73,-0,0,10.47,0,130.08,0,100.16,20.74,2.77,0,0,4,18.22,5.95,40.42,0,37.01,13.41,12.33,0,43,3.18,0,12.33,43

76,18:45-19:00,12.97,3.52,1,2.6,1,0,1,0,4,81.72,28.26,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,26.02,-0,0,10.47,0,130.08,0,100.16,20.74,2.77,0,0,4,18.22,5.95,40.42,0,37.01,12.92,12.33,0,42.67,1.1,0,12.33,42.66

77,19:00-19:15,8.38,0.52,0,1.68,0,0,0,0,2,81.72,28.26,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,18.22,12.64,40.42,0,46.37,15.83,15.45,0,42.33,0,0,15.45,42.34

78,19:15-19:30,0.83,0,0,0.17,0,0,0,0,1,81.72,29.27,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,18.22,12.64,40.42,0,43.01,15.17,14.33,0,41.67,0,0,14.33,41.66

79,19:30-19:45,0.01,0,0,0,0,0,0,0,0,81.72,29.27,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,18.22,12.64,40.02,0,41.55,14.55,13.86,0,39.33,0,0,13.86,39.34

80,19:45-20:00,0,0,0,0,0,0,0,0,0,81.72,29.27,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,18.22,12.64,39.02,0,40.96,13.91,13.65,0,38.33,0,0,13.65,38.34

81,20:00-20:15,0,0,0,0,0,0,0,0,0,81.72,29.27,43.7,115.33,86.72,0,8.1,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,38.02,0,44.25,13.48,14.75,0,37.33,0,0,14.75,37.34

82,20:15-20:30,0,0,0,0,0,0,0,0,0,81.72,28.26,43.7,115.33,86.72,0,8.1,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,37.02,0,43.75,13.12,14.58,0,36.33,0,0,14.58,36.34

83,20:30-20:45,0,0,0,0,0,0,0,0,0,81.72,27.25,43.7,115.33,86.72,0,8.1,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,36.01,0,42.66,12.84,14.23,0,40,0,0,14.23,40

84,20:45-21:00,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,8.1,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,35.61,0,42.75,12.58,14.26,0,39.33,0,0,14.26,39.34

85,21:00-21:15,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,8.1,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,35.01,0,43.35,12.35,14.45,0,38.67,0,0,14.45,38.66

86,21:15-21:30,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,7.92,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,34.41,0,44.02,12.6,14.68,0,38,0,0,14.68,38

87,21:30-21:45,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,7.92,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,33.01,0,44.3,12.87,14.76,0,37.33,0,0,14.76,37.34

88,21:45-22:00,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,7.92,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,32.41,0,53.85,13.11,17.95,0,36.67,0,0,17.95,36.66

89,22:00-22:15,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,7.92,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,32.01,0,49.13,13.18,16.37,0,28.33,0,0,16.37,28.34

90,22:15-22:30,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,7.92,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,31.61,0,44.18,13.16,14.73,0,28.67,0,0,14.73,28.66

91,22:30-22:45,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,31.41,0,43.03,13.13,14.34,0,29,0,0,14.34,29

92,22:45-23:00,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,30.81,0,40.13,13.08,13.38,0,29.33,0,0,13.38,29.34

93,23:00-23:15,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,22.01,0,45,12.89,15,0,29.67,0,0,15,29.66

94,23:15-23:30,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,21.61,0,44.02,12.62,14.68,0,29.33,0,0,14.68,29.34

95,23:30-23:45,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,21.21,0,42.36,12.36,14.13,0,28.33,0,0,14.13,28.34

96,23:45-24:00,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,8.39,10.73,29,132.67,163.44,134.84,29,-0,0,10.47,0,130.08,0,100.16,20.74,3.24,0,0,8.51,13.17,12.64,20.81,0,41.54,12.09,13.85,0,27.33,0,0,13.85,27.34

