Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/9395,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/4138,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/6957,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/9154,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/9252,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/7902
65,16:00-16:15,33,58.02,33,10.4,60.87,33,55.66,26,22,30,22.25,33.33,33.33,111.28,0,100.01,55.67,53,46,51,4.08,4.07,123.56,26.95,3.89,0,46.33,3.98,29.01,28.26,4.21,70.4,164.1,0,9.98,193.06,7.89,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,7.89,13.51,6.09,4.16,0,0,0,0

66,16:15-16:30,33,49.64,33,10.2,54.7,33,49,22,20,30.67,19.68,33.33,33.33,98.43,0,100.01,49,47,40,45,4.08,4.07,123.56,26.95,3.89,0,46.33,3.98,29.01,28.26,4.21,70.4,164.1,0,9.98,231.67,7.08,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,7.08,13.51,5.47,4.16,0,0,0,0

67,16:30-16:45,33,21.43,33,10.2,48.01,33,40.66,19,16,36.67,17.19,33.33,33.33,85.98,0,100.01,40.67,37,34,38,4.08,3.92,123.56,26.95,3.89,0,46.33,3.98,29.01,27.25,3.75,70.4,164.1,0,9.98,272.94,6.33,26.95,28.96,10.62,0,0,14.48,164.1,100.56,123.08,6.33,13.51,4.89,4.16,0,0,0,0

68,16:45-17:00,33,21.43,33,10.4,40.84,33,31.66,17,12,37.33,14.92,33.33,33.33,74.58,0,100.01,31.67,33,30,33,4.08,3.92,123.56,26.95,3.89,0,46.33,3.98,29.01,27.25,3.75,70.4,164.1,0,9.98,272.94,5.85,26.95,28.96,10.62,0,0,14.48,164.1,100.56,123.08,5.85,13.51,4.53,4.16,0,0,0,0

69,17:00-17:15,28,17.53,33,10.4,31.95,33,50,14,10,35.33,12.79,31.33,31.33,63.95,0,94.01,50,28,25,28,4.16,3.92,144.34,26.95,3.89,0,46.33,3.98,29.01,27.75,3.75,70.4,164.1,0,10.16,272.94,5.26,26.95,28.96,10.62,0,0,14.48,164.1,100.56,123.08,5.26,13.51,4.07,4.16,0,0,0,0

70,17:15-17:30,10,17.14,33,10.4,25.39,27.41,50,11,9,32,10.67,24.67,24.67,53.37,0,73.99,50,25,18,21,4.16,3.92,171.36,26.95,3.89,0,46.33,3.98,29.01,27.75,3.75,70.4,164.1,0,10.16,272.94,4.61,26.95,28.96,10.62,0,0,14.48,164.1,100.56,123.08,4.61,13.51,3.56,4.16,0,0,0,0

71,17:30-17:45,5,14.9,24.83,11,19.12,18.79,50,7,8,28,8.65,24.67,24.67,43.26,0,73.99,50,18,12,13,4.16,3.92,171.36,26.95,3.89,0,58.56,3.98,29.01,27.75,3.75,70.4,164.1,0,10.16,272.94,3.45,26.95,28.96,10.62,0,0,14.48,164.1,100.56,123.08,3.45,13.51,2.66,1.93,0,0,0,0

72,17:45-18:00,1,12.27,15.48,11,13.44,11.02,50,3,7,24,6.83,24.67,24.67,34.16,0,73.99,50,13,6,7,4.16,3.92,171.36,26.95,3.89,0,69.1,3.98,29.01,27.75,3.75,70.4,164.1,0,10.16,272.94,2.76,26.95,28.96,10.62,0,0,14.48,164.1,100.56,123.08,2.76,13.51,2.14,1.93,0,0,0,0

73,18:00-18:15,0,7.3,0,9.4,8.73,0,67,2,5,30,4.95,27.5,27.5,24.73,0,82.5,67,8,3,3,4.31,5.34,171.36,26.61,2.49,5.79,69.1,4.05,29.01,27.75,3.75,70.4,0,0,10.53,272.94,1.87,26.61,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,1.87,13.51,1.45,10.45,19.31,67.57,0,28.96

74,18:15-18:30,0,3.44,0,9.2,5.27,0,65.66,1,3,30.33,3.45,28,28,17.27,0,84,65.67,5,1,2,4.31,6.73,171.36,26.61,3.58,5.79,69.1,4.05,29.01,27.75,3.75,70.4,0,0,10.53,272.94,1.32,26.61,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,1.32,13.51,1.01,10.45,19.31,67.57,0,28.96

75,18:30-18:45,0,0.66,0,13.01,3.26,0,66,0,1,35.33,2.29,33.33,33.33,11.47,0,100.01,66,2,0,1,4.31,7.76,171.36,26.61,3.58,5.79,69.1,4.05,29.01,27.75,3.75,66.23,0,0,10.53,272.94,0.12,26.61,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0.12,13.51,0.1,10.45,19.31,67.57,0,28.96

76,18:45-19:00,0,0,0,12.21,0.16,0,67.34,0,1,39.67,1.22,33.33,33.33,6.09,0,100.01,67.33,1,0,0,4.31,7.76,171.36,26.61,3.58,5.79,69.1,4.05,29.01,28.26,3.75,66.23,0,0,10.53,272.94,0.03,26.61,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0.03,13.51,0.03,10.45,19.31,67.57,0,28.96

77,19:00-19:15,0,0,0,11.61,0.12,0,65,0,0,38.67,0.17,33.33,33.33,0.83,0,100.01,65,0,0,0,3.7,7.76,171.36,25.7,3.58,5.79,69.1,4.05,29.01,28.26,3.75,74.75,0,0,9.98,272.94,0.02,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0.02,13.51,0.02,10.45,19.31,67.57,0,28.96

78,19:15-19:30,0,0,0,10.4,0.06,0,60.66,0,0,38,0,33.33,33.33,0.01,0,100.01,60.67,0,0,0,3.7,7.76,171.36,25.7,3.58,5.79,69.1,4.05,29.01,28.26,3.75,83.27,0,0,9.98,272.94,0.02,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0.02,13.51,0.01,10.45,19.31,67.57,0,28.96

79,19:30-19:45,0,0,0,10,0,0,70,0,0,37,0,33.33,33.33,0,0,100.01,70,0,0,0,3.7,7.76,171.36,25.7,3.58,5.79,69.1,4.05,29.01,27.25,3.75,91.78,0,0,9.98,272.94,0.01,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0.01,13.51,0,10.45,19.31,67.57,0,28.96

80,19:45-20:00,0,0,0,9.6,0,0,70,0,0,36.33,0,31.67,31.67,0,0,94.99,70,0,0,0,3.7,7.76,171.36,25.7,3.58,5.79,69.1,4.05,29.01,27.76,3.75,115.43,0,0,9.98,272.94,0,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

81,20:00-20:15,0,0,0,8.4,0,0,80,0,0,34.33,0,31.67,31.67,0,0,94.99,80,0,0,0,3.7,7.76,171.36,25.7,3.58,5.79,69.1,4.05,29.01,27.76,3.55,115.43,0,0,10.25,272.94,0,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

82,20:15-20:30,0,0,0,7.6,0,0,80,0,0,33.33,0,31.67,31.67,0,0,94.99,80,0,0,0,3.7,7.76,171.36,25.7,3.58,5.79,69.1,4.05,29.01,27.25,3.55,115.43,0,0,10.25,272.94,0,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

83,20:30-20:45,0,0,0,7,0,0,80,0,0,32.67,0,31.67,31.67,0,0,94.99,80,0,0,0,3.7,7.76,171.36,25.7,3.27,5.79,69.1,4.05,29.01,26.75,3.55,115.43,0,0,10.25,272.94,0,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

84,20:45-21:00,0,0,0,7,0,0,80,0,0,32.67,0,31.67,31.67,0,0,94.99,80,0,0,0,3.7,7.76,171.36,25.7,3.27,5.79,69.1,4.05,29.01,27.75,3.55,115.43,0,0,10.25,272.94,0,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

85,21:00-21:15,0,0,0,7,0,0,80,0,0,32,0,33.33,33.33,0,0,100.01,80,0,0,0,3.54,7.76,171.36,25.7,3.27,5.79,69.1,4.05,29.01,27.75,3.55,115.43,0,0,10.53,272.94,0,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

86,21:15-21:30,0,0,0,7,0,0,80,0,0,33,0,33.33,33.33,0,0,100.01,80,0,0,0,3.54,7.76,171.36,25.7,3.27,5.79,69.1,4.05,29.01,27.75,3.55,115.43,0,0,10.53,272.94,0,29.5,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

87,21:30-21:45,0,0,0,7,0,0,63.34,0,0,30.67,0,33.33,33.33,0,0,100.01,63.33,0,0,0,3.54,7.76,189.36,26.61,3.27,5.79,69.1,4.05,29.01,27.75,3.55,115.43,0,0,10.53,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,96.53,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

88,21:45-22:00,0,0,0,7,0,0,63.34,0,0,30.67,0,33.33,33.33,0,0,100.01,63.33,0,0,0,3.54,7.76,189.36,26.61,3.27,5.79,69.1,4.05,29.01,27.75,3.55,115.43,0,0,10.53,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,96.53,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

89,22:00-22:15,0,0,0,7,0,0,63.34,0,0,28.67,0,27.5,27.5,0,0,82.5,63.33,0,0,0,3.85,7.76,158.65,26.61,3.27,5.79,58.56,4.05,29.01,28.77,3.37,115.43,0,0,9.24,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,89.77,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

90,22:15-22:30,0,0,0,7,0,0,63.34,0,0,28,0,28.33,28.33,0,0,85.01,63.33,0,0,0,3.85,7.76,158.65,26.61,3.27,5.79,58.56,4.05,29.01,28.77,3.37,115.43,0,0,9.24,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,89.77,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

91,22:30-22:45,0,0,0,7,0,0,45,0,0,19.6,0,20.05,20.05,0,0,60.12,45,0,0,0,3.85,7.76,164.44,26.61,3.27,5.79,58.56,4.05,29.01,28.77,3.37,115.43,0,0,9.24,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,96.53,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

92,22:45-23:00,0,0,0,7,0,0,43,0,0,18.43,0,19.99,19.99,0,0,59.95,43,0,0,0,3.85,7.76,189.36,26.61,3.27,5.79,69.1,4.05,29.01,28.26,3.37,115.43,0,0,9.24,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,96.53,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

93,23:00-23:15,0,0,0,7,0,0,43,0,0,16.8,0,19.71,19.71,0,0,59.15,43,0,0,0,3.7,7.76,189.36,26.61,1.55,5.79,69.1,4.05,29.01,28.26,3.37,115.43,0,0,9.24,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

94,23:15-23:30,0,0,0,7,0,0,44,0,0,16.33,0,20.32,20.32,0,0,60.97,44,0,0,0,3.7,7.76,189.36,26.61,2.95,5.79,69.1,4.05,29.01,29.27,3.37,115.43,0,0,9.24,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

95,23:30-23:45,0,0,0,7,0,0,40,0,0,24.67,0,26.67,26.67,0,0,79.99,40,0,0,0,3.7,7.76,189.36,26.61,2.95,5.79,69.1,4.05,29.01,29.27,3.37,115.43,0,0,9.24,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

96,23:45-24:00,0,0,0,7,0,0,40,0,0,26.33,0,26.67,26.67,0,0,79.99,40,0,0,0,3.7,7.76,189.36,26.61,2.95,5.79,69.1,4.05,29.01,29.27,3.37,115.43,0,0,9.24,272.94,0,26.61,28.96,10.62,14.48,5.79,14.48,164.1,100.56,123.08,0,13.51,0,10.45,19.31,67.57,0,28.96

