Block,Time,JHAJJAR,NLCIIST1,RAPPC,RIHAND1,SALAL,ANTA_CRF,DADRI_GF,KKNP,RIHAND2,RSTPSU7,SEWA2,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,BRBCL,KGSU3AND4,KHSTPP-II,KKNPPU2,KOLDAM,NTPL,UNCHAHAR2,UNCHAHAR4,CHAMERA1,DHAULIGNGA,FSTPP I & II,KHSTPP-I,KUDGI,PARBATI3,RSTPSU1TO6,UNCHAHAR1,UNCHAHAR3,URI,AURY_RF,DULHASTI,NJPC,NLCEXP,NLCIIST2,SIMHST1,SINGRAULI,VALLURNTECL,AURY_GF,DADRI_LF,DADRI_RF,KGSU1AND2,MAPS,NLCTS2EXP,RAPPB,SASAN,SIMHST2,SINGRAULI_HYDRO,URI2,ANTA_GF,ANTA_LF,DADRI_CRF,CHAMERA2,DADRT2,KOTESHWR,NNTPP,RIHAND3,BSIUL,CHAMERA3,KISHANGANGA,NAPP,RAMPUR,TelanganaSTPP,ANTA_RF,AURY_CRF,AURY_LF
65,16:00-16:15,654.31,0,53.3,92,1.4,28.77,0,0,118.76,0,0,0,0,2.31,0,31.13,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

66,16:15-16:30,654.31,0,53.3,92,1.4,28.77,0,0,118.76,0,0,0,0,2.31,0,46.69,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

67,16:30-16:45,654.31,0,53.3,92,1.4,28.77,0,0,118.76,0,0,0,0,2.31,0,46.69,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

68,16:45-17:00,654.31,0,53.3,92,1.4,28.77,0,0,118.76,0,0,0,0,2.31,0,62.24,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,16.48,23.39,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

69,17:00-17:15,654.31,0,53.3,92,1.4,28.77,0,0,118.76,0,0,0,0,0.25,0,62.24,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,16.48,46.78,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

70,17:15-17:30,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,0.25,0,62.24,15,0,98.87,0,0,0,42.4,0,12.16,7.93,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,70.17,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,3.33,683.14,26.62,0,124.32,0,0,0,43.36,0,0,0,70.59,0

71,17:30-17:45,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,0.25,0,62.24,15,0,98.87,0,0,0,42.4,0,14.05,8.06,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,93.56,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,8,682.79,26.62,0,124.32,0,6.36,0,43.36,0,0,0,70.59,0

72,17:45-18:00,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,10.54,0,0,0.25,0,62.24,15,0,98.87,0,0,0,42.4,0,28.05,15.98,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,116.95,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,39.51,683.14,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

73,18:00-18:15,654.31,0,53.3,92,9.29,29.09,0,0,118.76,0,10.54,0,0,0.25,0,62.24,15,0,98.87,0,0,0,42.4,0,28.05,32.1,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,116.95,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,39.51,682.79,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

74,18:15-18:30,654.31,0,53.3,92,41.83,29.09,0,0,118.76,0,10.54,0,0,0.25,0,62.24,15,0,98.87,0,0,0,42.4,0,28.05,33.43,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,116.95,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,18.83,0,0,62.14,39.51,682.79,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

75,18:30-18:45,654.31,0,53.3,92,41.83,29.71,0,0,118.76,0,10.54,0,0,0.25,0,62.24,15,0,98.87,0,0,0,42.4,0,28.05,33.43,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,116.95,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,18.83,0,0,62.14,39.51,682.79,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

76,18:45-19:00,654.31,0,53.3,92,41.83,29.71,0,0,118.76,0,10.54,0,0,0.25,0,62.24,15,0,98.87,0,0,0,42.4,0,28.05,33.43,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,116.95,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,18.83,0,0,62.14,39.51,683.14,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

77,19:00-19:15,654.31,0,53.3,92,41.83,29.71,0,0,118.76,0,10.54,0,0,1.15,0,62.24,15,0,98.87,0,0,0,42.4,0,24.49,15.98,11.7,45.22,0,3.82,0,20.56,26.39,1.66,0,32.96,94.7,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,18.83,0,0,62.14,39.51,683.14,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

78,19:15-19:30,654.31,0,53.3,92,41.83,29.71,0,0,118.76,0,0,0,0,1.15,0,62.24,15,0,98.87,0,0,0,42.4,0,12.01,15.98,11.7,45.22,0,16.55,0,20.56,26.39,1.66,0,32.96,93.56,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,10.76,0,0,62.14,3.33,683.14,26.62,0,124.32,0,1.91,0,43.36,0,0,0,70.59,0

79,19:30-19:45,654.31,0,53.3,92,41.83,29.71,0,0,118.76,0,0,0,0,1.15,0,62.24,15,0,98.87,0,0,0,42.4,0,12.01,7.93,11.7,45.22,0,16.55,0,20.56,26.39,26.49,0,16.48,70.17,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,10.76,0,0,62.14,0,683.14,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

80,19:45-20:00,654.31,0,53.3,92,9.29,29.71,0,0,118.76,0,0,0,0,1.15,0,62.24,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,16.55,0,20.56,26.39,26.49,0,16.48,42.62,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

81,20:00-20:15,654.31,0,53.3,92,1.4,29.71,0,0,118.76,0,0,0,0,1.15,0,62.24,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,16.55,0,20.56,26.39,26.49,0,16.48,42.62,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

82,20:15-20:30,654.31,0,53.3,92,1.4,29.71,0,0,118.76,0,0,0,0,1.15,0,62.24,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,16.55,0,20.56,26.39,6.63,0,16.48,21.22,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

83,20:30-20:45,654.31,0,53.3,92,1.4,29.71,0,0,118.76,0,0,0,0,6.27,0,62.24,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,16.55,0,20.56,26.39,2.21,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

84,20:45-21:00,654.31,0,53.3,92,1.4,29.71,0,0,118.76,0,0,0,0,6.27,0,62.24,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,3.56,0,20.56,26.39,2.21,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

85,21:00-21:15,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,8.33,0,62.24,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,2.21,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

86,21:15-21:30,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,3.2,0,62.24,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,2.21,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

87,21:30-21:45,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.31,0,46.69,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,2.21,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

88,21:45-22:00,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.31,0,46.69,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,26.49,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

89,22:00-22:15,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.31,0,46.69,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,26.49,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

90,22:15-22:30,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.31,0,31.13,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,26.49,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

91,22:30-22:45,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.31,0,31.13,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,4.41,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

92,22:45-23:00,654.31,0,53.3,92,1.4,30.13,0,0,118.76,0,0,0,0,2.31,0,31.13,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,3.31,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

93,23:00-23:15,654.31,0,53.3,92,1.4,30.13,0,0,118.76,0,0,0,0,2.31,0,15.56,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,3.31,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

94,23:15-23:30,654.31,0,53.3,92,1.4,30.13,0,0,118.76,0,0,0,0,2.31,0,15.56,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,3.31,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

95,23:30-23:45,654.31,0,53.3,92,1.4,30.13,0,0,118.76,0,0,0,0,2.31,0,15.56,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

96,23:45-24:00,654.31,0,53.3,92,1.4,30.13,0,0,118.76,0,0,0,0,2.31,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

