Time,Block,NR/2023/17520/C,NR/2023/13148/A,NR/2023/16191/A,NR/2023/13383/A,NR/2023/17516/C,NR/2023/16185/A,NR/2023/17514/C,NR/2023/17518/C,NR/2023/17511/C,NR/2023/13387/A,NR/2023/17506/D,NR/2023/13385/A,NR/2023/13168/A,NR/2023/17515/C,NR/2023/16073/A,NR/2023/16077/A,ER/2023/11204/C,NR/2023/17503/D,NR/2023/16291/F,NR/2023/13254/A,NR/2023/13165/A,ER/2023/11201/C,NR/2023/13150/A,NR/2023/13253/A,NR/2023/17519/C,NR/2023/17508/C,NR/2023/15770/A,Total
85,21:00-21:15,125.660000,36.470000,42.050000,0.000000,7.200000,38.660000,8.070000,58.960000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,0.000000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,271.610000,0.000000,62.830000,1102.94

86,21:15-21:30,125.660000,36.470000,42.050000,0.000000,7.200000,38.660000,8.070000,38.660000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,0.000000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1120.34

87,21:30-21:45,125.660000,36.470000,42.050000,0.000000,7.200000,38.660000,8.070000,111.160000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,0.000000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1192.84

88,21:45-22:00,125.660000,36.470000,42.050000,0.000000,7.200000,38.660000,8.070000,155.620000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,0.000000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1237.3

89,22:00-22:15,125.660000,36.470000,42.050000,36.830000,7.020000,38.660000,6.050000,68.630000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,85.930000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1270.87

90,22:15-22:30,125.660000,36.470000,42.050000,36.830000,7.020000,38.660000,6.050000,106.330000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,85.930000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1308.57

91,22:30-22:45,125.660000,36.470000,42.050000,36.830000,7.020000,38.660000,6.050000,159.490000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,85.930000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1361.73

92,22:45-23:00,125.660000,36.470000,42.050000,36.830000,7.020000,38.660000,6.050000,192.350000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,85.930000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1394.59

93,23:00-23:15,125.660000,36.470000,42.050000,36.830000,6.820000,38.660000,5.050000,111.160000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,85.930000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1312.2

94,23:15-23:30,125.660000,36.470000,42.050000,36.830000,6.820000,38.660000,5.050000,60.900000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,85.930000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1261.94

95,23:30-23:45,125.660000,36.470000,42.050000,36.830000,6.820000,38.660000,5.050000,43.500000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,85.930000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1244.54

96,23:45-24:00,125.660000,36.470000,42.050000,36.830000,6.820000,38.660000,5.050000,34.800000,0.000000,100.040000,112.610000,50.020000,34.800000,0,0.000000,85.930000,0.000000,0,0.770000,19.610000,22.230000,0.000000,63.020000,48.330000,309.310000,0.000000,62.830000,1235.84

