Column1,Time,GNA/NR/2025/08/01/3698,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/6209,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/2414,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/6187,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/5784,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/1044,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6452,GNA/NR/2025/07/01/2952,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/5126,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8128,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/07/5932,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/08/21/8605,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19
68,16:45-17:00,14.62,130.61,13.67,96.53,0,100.56,48.26,0,29.03,29.27,96.53,70.4,5.92,0,14.62,15.3,20.83,24.13,8.54,0,19.31,24.13,2.44,12.69,9.83,-0,87.07,271.49,3.16,3.16,5,33,29.28,36.11,12.03,17.33,12.03,33,29.28,0,33.02,10,25,5,22,0,10,33,43,7,18.57

69,17:00-17:15,14.62,130.61,13.67,96.53,0,100.56,48.26,0,29.03,29.77,96.53,70.4,5.92,0,14.62,15.3,20.83,24.13,8.54,0,19.31,24.13,2.44,12.69,10.29,-0,87.07,271.49,3.16,3.16,2,33,29.06,35.34,11.78,22.78,11.78,33,29.07,0,24.01,10,25,5,17,0,10,27,33,7,15.11

70,17:15-17:30,14.62,130.61,13.67,96.53,0,100.56,48.26,0,29.03,29.77,96.53,70.4,5.92,0,14.62,15.3,20.83,24.13,8.54,0,19.31,24.13,2.44,12.69,10.29,-0,87.07,271.49,3.16,3.16,0,33,28.98,34.97,11.65,21.72,11.65,33,28.97,0,23.21,10,25,5,13,0,10,21,27,7,13.09

71,17:30-17:45,14.62,130.61,13.67,96.53,0,100.56,48.26,0,29.03,30.78,96.53,78.92,5.92,0,14.62,15.3,20.83,24.13,8.54,0,19.31,24.13,1.97,12.69,10.29,-0,87.07,271.49,2.55,2.55,0,26.67,40,51.74,17.24,20.64,17.24,33,40,0,22.41,9.33,23.33,4.67,9,0,8,16,19,7,9.17

72,17:45-18:00,14.62,130.61,13.67,96.53,0,100.56,48.26,0,29.03,30.78,96.53,87.44,5.92,0,14.62,15.3,20.83,24.13,8.54,0,19.31,24.13,1.51,12.69,10.29,-0,87.07,271.49,1.95,1.95,0,15.63,39.33,52.17,17.39,19.47,17.39,26.76,39.34,0,20.61,8.33,20.83,4.17,7,0,8,12,13,7,8.06

73,18:00-18:15,14.62,130.61,13.67,48.26,0,100.56,48.26,0,29.03,30.27,96.53,95.95,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,1.08,12.69,10.29,-0,87.07,271.49,1.41,1.41,0,0,42.67,57.49,19.17,20.01,19.17,0,42.66,0,17.61,7.33,19.17,3.83,5,0,8,9,10,5,6.39

74,18:15-18:30,14.62,130.61,13.67,48.26,0,100.56,48.26,0,29.03,30.27,96.53,104.47,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0.77,12.69,10.29,-0,87.07,271.49,1,1,0,0,41.67,57.49,19.17,19.43,19.17,0,41.66,0,15.21,6,16.67,3.33,3,0,7,6,7,3,3.2

75,18:30-18:45,14.62,130.61,13.67,48.26,0,100.56,48.26,0,29.03,30.27,96.53,112.99,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,10.29,-0,87.07,271.49,0,0,0,0,41.67,57.49,19.17,21.67,19.17,0,41.66,0,12.21,4,8.33,1.67,2,0,3,3,3,1,0.41

76,18:45-19:00,14.62,130.61,13.67,48.26,0,100.56,48.26,0,29.03,30.78,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,10.29,-0,87.07,271.49,0,0,0,0,41.33,57.49,19.17,21.33,19.17,0,41.34,0,10,1.67,2.5,0.5,1,0,2,2,1,1,0

77,19:00-19:15,14.62,130.61,13.67,48.26,0,100.56,48.26,0,29.03,31.29,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,10.29,-0,87.07,271.49,0,0,0,0,40,57.49,19.17,21,19.17,0,40,0,8,0.33,0.83,0.17,0,0,1,1,0,0,0

78,19:15-19:30,14.62,130.61,13.67,48.26,0,100.56,48.26,0,29.03,31.29,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,10.29,-0,87.07,271.49,0,0,0,0,39.33,57.49,19.17,21.33,19.17,0,39.34,0,6.6,0,0.01,0,0,0,0,0,0,0,0

79,19:30-19:45,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,31.29,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,10.29,-0,87.07,271.49,0,0,0,0,43.33,46.01,15.33,21,15.33,0,43.34,125,6.4,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,31.29,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,10.29,-0,87.07,271.49,0,0,0,0,42.67,46.01,15.33,20.67,15.33,0,42.66,125,6,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,30.27,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,9.83,-0,87.07,271.49,0,0,0,0,41.67,46.01,15.33,20.33,15.33,0,41.66,125,5.8,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,30.27,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,9.83,-0,87.07,271.49,0,0,0,0,40,46.01,15.33,20,15.33,0,40,125,5.8,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,30.27,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,9.83,-0,87.07,271.49,0,0,0,0,40,46.01,15.33,19.67,15.33,0,40,125,5.6,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,29.77,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,9.83,-0,87.07,271.49,0,0,0,0,39.33,47.51,15.83,19,15.83,0,39.34,125,5.6,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,29.77,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.43,-0,87.07,271.49,0,0,0,0,39.07,49.99,16.67,18.33,16.67,0,39.07,125,5.4,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,29.27,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.43,-0,87.07,271.49,0,0,0,0,38.57,51.49,17.17,17.67,17.17,0,38.58,125,5.2,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,28.77,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.43,-0,87.07,271.49,0,0,0,0,28.33,53.51,17.83,17.33,17.83,0,28.34,125,4.8,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,28.77,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.43,-0,87.07,271.49,0,0,0,0,29,54.49,18.17,16.67,18.17,0,29,125,4.6,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,28.77,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.14,-0,87.07,271.49,0,0,0,0,30,39.37,13.12,15,13.12,0,30,125,4.6,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,28.77,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.14,-0,87.07,271.49,0,0,0,0,31,37.53,12.52,14.13,12.52,0,31,125,4.6,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,29.27,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.14,-0,87.07,271.49,0,0,0,0,32.59,36.82,12.27,13.96,12.27,0,32.6,125,4,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,29.27,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.14,-0,87.07,271.49,0,0,0,0,33.69,37.19,12.39,14.05,12.39,0,33.7,125,4,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,28.26,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.14,-0,87.07,271.49,0,0,0,0,34.55,41.93,13.97,14.14,13.97,0,34.54,125,4,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,28.26,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.14,-0,87.07,271.49,0,0,0,0,35.4,50.29,16.77,14.23,16.77,0,35.4,125,4,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,27.25,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.14,-0,87.07,271.49,0,0,0,0,36.08,52.84,17.62,14.35,17.62,0,36.07,125,4,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,14.62,130.61,18.29,48.26,0,100.56,48.26,0,29.03,27.25,96.53,115.83,5.92,0,14.62,0,20.83,24.13,8.54,0,0,24.13,0,12.69,8.14,-0,87.07,271.49,0,0,0,0,36.92,51.77,17.25,14.45,17.25,0,36.91,125,4,0,0,0,0,0,0,0,0,0,0

