Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,GNA/NR/2024/08/07/2729,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_35,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,GNA/NR/2024/08/07/8214,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/15082024/APL-Raigarh,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01082024/31082024/jitpl,NR/30092023/31122025/SH-07,NR/01082024/31082024/SKS-Raigarh,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12
82,20:15-20:30,0,0,0,0,0,0,0,0,0,84,0,0,60,60,28,30,28,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,30.27,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,83.5,0,0,58.33,58.33,27.83,29.34,27.84,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,31.28,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,83,0,0,56.67,56.67,27.67,28.66,27.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,31.28,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,83,0,0,58.33,58.33,27.67,27.66,27.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.76,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,82,0,0,57.67,57.67,27.33,27,27.34,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.76,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,81.5,0,0,57.33,57.33,27.17,26,27.16,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.26,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,66.5,0,0,56,56,22.17,25,22.16,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.26,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,65,0,0,55.33,55.33,21.67,25,21.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.26,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,65,0,0,54.67,54.67,21.67,25,21.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.26,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,65,0,0,54,54,21.67,25,21.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,27.75,0,86.85,261.43,0,32,11.83,0,12.4,6.8,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,65,0,0,53.33,53.33,21.67,25,21.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,27.75,0,86.85,261.43,0,32,11.83,0,12.4,6.8,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,65,0,0,53.33,53.33,21.67,26,21.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.76,0,86.85,261.43,0,32,11.83,0,12.4,6.8,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,65,0,0,53.33,53.33,21.67,24.66,21.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.26,0,86.85,261.43,0,32,11.83,0,12.4,6.8,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,65,0,0,53.33,53.33,21.67,23.34,21.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.26,0,86.85,261.43,0,32,11.83,0,12.4,6.8,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,65,0,0,53.33,53.33,21.67,22.66,21.66,100.31,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,28.26,0,86.85,261.43,0,32,11.83,0,12.4,6.8,0

