Column1,Block,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2786,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/2236,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/3109,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/2025/27962/A/85051,NR/2025/30086/A/85080,NR/2025/30084/A/85081,NR/2025/29910/A/85086,NR/2025/29628/A/85090,NR/2025/29353/A/84777,NR/2025/30217/A/85077,NR/2025/28725/A/85063,NR/2025/30067/A/85188,NR/2025/27970/A/85055,NR/2025/29352/A/84778,NR/2025/27968/A/85054,NR/2025/30101/A/85118,NR/2025/30121/A/84644,NR/2025/30082/A/85072,NR/2025/26975/A/85100,NR/2025/29167/A/85066,NR/2025/30083/A/85082,NR/2025/29439/A/84773,NR/2025/29440/A/84634,NR/2025/30191/A/84642,NR/2025/29986/A/84834,NR/2025/29915/A/85064,NR/2025/27978/A/85122,NR/2025/27964/A/85053,NR/2025/27963/A/85052,NR/2025/30459/C,NR/2025/30398/C,NR/2025/30423/C,NR/2025/30402/C,NR/2025/30425/C,NR/2025/30403/C,NR/2025/30404/C,NR/2025/30405/C,NR/2025/30447/C,NR/2025/30463/C,NR/2025/30464/C,NR/2025/30468/C,NR/2025/30436/C,NR/2025/30466/C,NR/2025/30437/C,NR/2025/30467/C,NR/2025/30472/C,NR/2025/29992/A/85258,NR/2025/30439/C,NR/2025/30484/C,NR/2025/30470/C,NR/2025/30105/A/85079,NR/2025/29985/A/84833,NR/2025/30334/A/85126,GNARE/NR/2024/12/20/3668,Total
47,11:30-11:45,135.71,0,225.22,43.75,14.09,20.76,81.81,15.26,19.25,26.7,26.7,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,196,9.63,100,1973.5300000000002

48,11:45-12:00,135.71,0,225.22,43.75,14.09,20.76,81.81,15.26,19.25,26.7,26.7,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,196,9.63,100,1973.5300000000002

49,12:00-12:15,135.71,0,225.22,43.75,14,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,196,9.63,100,1973.6

50,12:15-12:30,135.71,0,225.22,43.75,14,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,196,9.63,100,1973.6

51,12:30-12:45,135.71,0,225.22,43.75,14,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,196,9.63,100,1973.6

52,12:45-13:00,135.71,0,225.22,43.75,14,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,196,9.63,100,1973.6

53,13:00-13:15,135.71,0,225.22,43.75,13.91,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,196,9.63,100,1973.5100000000002

54,13:15-13:30,135.71,0,225.22,43.75,13.91,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,193,9.63,100,1970.5100000000002

55,13:30-13:45,135.71,0,225.22,43.75,13.91,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,193,9.63,100,1970.5100000000002

56,13:45-14:00,135.71,0,225.22,43.75,13.91,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,48.12,48.12,48.12,143.41,44.28,0,0,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,193,9.63,100,1970.5100000000002

57,14:00-14:15,135.71,0,225.22,43.75,13.91,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,134.75,0,0,0,0,48.12,48.12,48.12,143.41,44.28,144.38,144.38,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,193,9.63,92.05,2386.07

58,14:15-14:30,135.71,0,225.22,43.75,13.91,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,134.75,0,0,0,0,48.12,48.12,48.12,143.41,44.28,144.38,144.38,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,189,9.63,88.26,2378.28

59,14:30-14:45,135.71,0,225.22,43.75,13.91,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,134.75,0,0,0,0,48.12,48.12,48.12,143.41,44.28,144.38,144.38,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,182,9.63,84.47,2367.49

60,14:45-15:00,135.71,0,225.22,43.75,13.91,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,134.75,0,0,0,0,48.12,48.12,48.12,143.41,44.28,144.38,144.38,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,175,9.63,80.68,2356.7

61,15:00-15:15,135.71,0,225.22,43.75,14.09,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,134.75,0,0,0,0,48.12,48.12,48.12,143.41,44.28,144.38,144.38,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,165,9.63,76.39,2342.59

62,15:15-15:30,135.71,0,225.22,43.75,14.09,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,134.75,0,0,0,0,48.12,48.12,48.12,143.41,44.28,144.38,144.38,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,154,9.63,72.11,2327.3100000000004

63,15:30-15:45,135.71,0,225.22,43.75,14.09,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,134.75,0,0,0,0,48.12,48.12,48.12,143.41,44.28,144.38,144.38,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,144,9.63,67.83,2313.03

64,15:45-16:00,135.71,0,225.22,43.75,14.09,20.76,81.81,15.26,19.25,26.78,26.78,0,0,0,0,0,81.81,0,0,0,0,28.88,0,0,0,0,5.78,0,0,0,0,0,134.75,0,0,0,0,48.12,48.12,48.12,143.41,44.28,144.38,144.38,96.25,0.96,76.63,16.59,14.97,163.87,14.58,27.91,43.75,37.19,0,96.25,13.48,7.7,0,133,9.63,63.55,2297.7500000000005

65,16:00-16:15,135.71,0,225.22,43.75,14.37,20.76,81.81,15.26,19.25,26.78,26.78,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.96,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,109,8.93,58.24,2299.859999999999

66,16:15-16:30,135.71,0,225.22,43.75,14.37,20.76,81.81,15.26,19.25,26.78,26.78,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.96,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,98,8.13,52.92,2282.74

67,16:30-16:45,135.71,0,225.22,43.75,14.37,20.76,81.81,15.26,19.25,26.78,26.78,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.96,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,84,7.27,42.85,2257.8099999999995

68,16:45-17:00,135.71,0,225.22,43.75,14.37,20.76,81.81,15.26,19.25,26.78,26.78,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.96,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,74,6.32,38.06,2242.0699999999997

69,17:00-17:15,135.71,0,225.22,43.75,14.74,20.76,81.81,15.26,19.25,26.78,26.78,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.87,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,42,0,33.69,2199.6599999999994

70,17:15-17:30,135.71,0,225.22,43.75,14.74,20.76,81.81,15.26,19.25,26.78,26.78,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.87,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,35,0,29.32,2188.2899999999995

71,17:30-17:45,135.71,0,225.22,43.75,14.74,20.76,81.81,15.26,19.25,26.78,26.78,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.87,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,28,0,29.94,2181.9099999999994

72,17:45-18:00,135.71,0,225.22,43.75,14.74,20.76,81.81,15.26,19.25,26.78,26.78,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.87,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,21,0,24.7,2169.669999999999

73,18:00-18:15,135.71,0,225.22,43.75,15.02,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.87,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,14,0,19.95,2124.6799999999994

74,18:15-18:30,135.71,0,225.22,43.75,15.02,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,16.59,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.87,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,11,0,15.2,2116.9299999999994

75,18:30-18:45,135.71,0,225.22,43.75,15.02,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.87,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,7,0,10.46,2110.8499999999995

76,18:45-19:00,135.71,0,225.22,43.75,15.02,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,76.63,81.81,7.7,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.87,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,4,0,5.71,2103.0999999999995

77,19:00-19:15,135.71,0,225.22,43.75,15.29,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,76.63,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,1,0,3.21,2097.9099999999994

78,19:15-19:30,135.71,0,225.22,43.75,15.29,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,76.63,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,1.42,2095.1199999999994

79,19:30-19:45,135.71,0,225.22,43.75,15.29,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,76.63,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0.36,2094.0599999999995

80,19:45-20:00,135.71,0,225.22,43.75,15.29,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,76.63,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,5.78,0,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2093.6999999999994

81,20:00-20:15,135.71,0,225.22,43.75,15.66,20.76,81.81,0,0,19.48,29,96.25,37.19,43.75,19.25,76.63,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2162.35

82,20:15-20:30,135.71,0,225.22,43.75,15.66,20.76,81.81,0,0,19.48,29,96.25,37.19,43.75,19.25,76.63,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2162.35

83,20:30-20:45,135.71,0,225.22,43.75,15.66,20.76,81.81,0,0,19.48,29,96.25,37.19,43.75,19.25,76.63,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2162.35

84,20:45-21:00,135.71,0,225.22,43.75,15.66,20.76,81.81,0,0,19.48,29,96.25,37.19,43.75,19.25,76.63,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,0,14.97,0,0,0,2154.65

85,21:00-21:15,135.71,0,225.22,43.75,15.94,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2197.95

86,21:15-21:30,135.71,0,225.22,43.75,15.94,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2197.95

87,21:30-21:45,135.71,0,225.22,43.75,15.94,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2197.95

88,21:45-22:00,135.71,0,225.22,43.75,15.94,20.76,81.81,0,0,25.55,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2197.95

89,22:00-22:15,135.71,0,225.22,43.75,15.94,20.76,81.81,0,0,19.48,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2191.8799999999997

90,22:15-22:30,135.71,0,225.22,43.75,15.94,20.76,81.81,0,0,19.48,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,13.48,7.7,14.97,0,0,0,2191.8799999999997

91,22:30-22:45,135.71,0,225.22,43.75,15.94,20.76,81.81,0,0,19.48,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,12.51,7.7,14.97,0,0,0,2190.91

92,22:45-23:00,135.71,0,225.22,43.75,15.94,20.76,81.81,0,0,19.48,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,12.51,0,14.97,0,0,0,2183.21

93,23:00-23:15,135.71,0,225.22,43.75,15.48,20.76,81.81,0,0,13.2,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,12.51,0,14.97,0,0,0,2176.4700000000003

94,23:15-23:30,135.71,0,225.22,43.75,15.48,20.76,81.81,0,0,19.27,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,12.51,0,14.97,0,0,0,2182.54

95,23:30-23:45,135.71,0,225.22,43.75,15.48,20.76,81.81,0,0,19.27,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,25.99,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,12.51,0,14.97,0,0,0,2182.54

96,23:45-24:00,135.71,0,225.22,43.75,15.48,20.76,81.81,0,0,19.27,29,96.25,37.19,43.75,19.25,105.88,81.81,0,143.41,0,144.38,28.88,0,48.12,6.74,48.12,26.13,54.14,14.58,25.1,0.91,48.12,134.75,0,96.25,144.38,0,0,0,0,0,0,0,0,0,0,0,0,0,163.87,0,27.91,0,0,44.28,0,12.51,0,14.97,0,0,0,2182.68

