Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/27052033/DIAPL(L_NR_2023_04),SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/22052037/LT-59,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,NR/01102023/23072042/L_NR_2012_04,NR/26102023/26102023/HPX-TAMCTG-261023-05087,NR/01102023/05012040/L_NR_2020_02
83,20:30-20:45,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,6.94,0,0,0,30.010000,6.41,0,2.470000,212.040000,0.000000,7.68,0,18.11,0,18.11,0,0,0.000000,0,0,0,2.570000,6.92,20.81,101.410000,0,272.310000,0.000000,2.890000

84,20:45-21:00,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,6.62,0,0,0,30.010000,6.01,0,2.470000,212.040000,0.000000,7.51,0,25.75,0,25.75,0,0,0.000000,0,0,0,2.570000,6.63,19.87,101.410000,0,272.310000,0.000000,2.890000

85,21:00-21:15,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,6.09,0,0,0,30.010000,6.01,0,2.470000,212.040000,0.000000,8.68,0,25.54,0,25.54,0,0,0.000000,0,0,0,2.490000,6.1,18.28,101.410000,0,272.310000,0.000000,2.890000

86,21:15-21:30,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,5.94,0,0,0,30.010000,6.01,0,2.470000,212.040000,0.000000,8.29,0,25.21,0,25.21,0,0,0.000000,0,0,0,2.490000,5.93,17.81,101.410000,0,272.310000,0.000000,2.890000

87,21:30-21:45,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,5.92,0,0,0,30.010000,6.01,0,2.470000,212.040000,0.000000,7.9,0,24.45,0,24.45,0,0,0.000000,0,0,0,2.490000,5.92,17.76,101.410000,0,272.310000,0.000000,2.890000

88,21:45-22:00,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,5.83,0,0,0,29.050000,6.01,0,2.470000,212.040000,0.000000,7.58,0,27.77,0,27.77,0,0,0.000000,0,0,0,2.490000,5.82,17.49,101.410000,0,272.310000,0.000000,2.890000

89,22:00-22:15,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,5.67,0,0,0,29.050000,6.01,0,2.470000,212.040000,0.000000,8.77,0,27.16,0,27.16,0,0,0.000000,0,0,0,2.490000,5.68,17.02,101.410000,0,272.310000,0.000000,2.890000

90,22:15-22:30,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,5.52,0,0,0,28.080000,6.01,0,2.470000,212.040000,0.000000,8.54,0,26.15,0,26.15,0,0,0.000000,0,0,0,2.490000,5.53,16.57,101.410000,0,272.310000,0.000000,2.890000

91,22:30-22:45,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,8.12,0,0,0,28.080000,6.01,0,2.470000,212.040000,0.000000,8.2,0,27.92,0,27.92,0,0,0.000000,0,0,0,2.410000,8.12,24.36,101.410000,0,272.310000,0.000000,2.890000

92,22:45-23:00,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,8.05,0,0,0,28.080000,6.01,0,2.470000,212.040000,0.000000,7.75,0,27.15,0,27.15,0,0,0.000000,0,0,0,2.410000,8.06,24.16,101.410000,0,272.310000,0.000000,2.890000

93,23:00-23:15,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,9.74,0,0,0,27.110000,6.01,0,2.390000,212.040000,0.000000,7.54,0,28.11,0,28.11,0,0,0.000000,0,0,0,2.410000,9.73,29.21,101.410000,0,272.310000,0.000000,2.890000

94,23:15-23:30,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,9.62,0,0,0,27.110000,6.01,0,2.390000,212.040000,0.000000,7.34,0,26.88,0,26.88,0,0,0.000000,0,0,0,2.410000,9.62,28.86,101.410000,0,272.310000,0.000000,2.890000

95,23:30-23:45,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,7.06,0,0,0,27.110000,6.01,0,2.390000,212.040000,0.000000,7.16,0,25.66,0,25.66,0,0,0.000000,0,0,0,2.410000,7.06,21.18,101.410000,0,272.310000,0.000000,2.890000

96,23:45-24:00,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,7.06,0,0,0,27.110000,6.01,0,2.390000,212.040000,0.000000,7.16,0,24.84,0,24.84,0,0,0.000000,0,0,0,2.410000,7.05,21.17,101.410000,0,272.310000,0.000000,2.890000

