Time,Block,NR/2023/16242/C,NR/2023/16223/C,NR/2023/16218/C,NR/2023/15309/F,NR/2023/12053/A,NR/2023/16186/D,NR/2023/12592/A,NR/2023/12431/A,NR/2023/12168/A,NR/2023/14898/A,NR/2023/14745/A,NR/2023/12052/A,NR/2023/15937/F,NR/2023/12148/A,NR/2023/16224/C,NR/2023/12422/A,NR/2023/12347/A,NR/2023/15057/F,NR/2023/12167/A,NR/2023/14746/A,NR/2023/16227/C,NR/2023/16217/C,NR/2023/14895/A,NR/2023/16214/C,NR/2023/13635/A,NR/2023/13862/A,NR/2023/16195/C,NR/2023/15402/F,NR/2023/12591/A,NR/2023/14737/A,NR/2023/16184/D,ER/2023/10115/C,NR/2023/16216/C,Total
68,16:45-17:00,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,100.120000,59.650000,46.620000,77.380000,24.180000,63.120000,193.460000,22.250000,96.730000,0.000000,106.400000,0.820000,24.180000,0.000000,0.000000,11.120000,95.760000,16.850000,25.030000,23.150000,9.080000,6.770000,50.060000,62.870000,1.5,0.000000,9.67,1131.61

69,17:00-17:15,17.410000,0.000000,0.000000,4.840000,0.000000,0.000000,100.120000,59.650000,46.620000,77.380000,24.180000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.820000,24.180000,0.000000,0.000000,0.000000,95.760000,16.850000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,1.35,0.000000,0,1040.12

70,17:15-17:30,17.410000,0.000000,0.000000,4.840000,0.000000,0.000000,100.120000,59.650000,46.620000,77.380000,24.180000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.820000,24.180000,0.000000,0.000000,0.000000,95.760000,16.850000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,2.18,0.000000,0,1040.95

71,17:30-17:45,17.410000,0.000000,0.000000,4.840000,0.000000,0.000000,100.120000,59.650000,46.620000,77.380000,24.180000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.820000,24.180000,0.000000,0.000000,0.000000,95.760000,16.850000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,1.45,0.000000,0,1040.22

72,17:45-18:00,17.410000,0.000000,0.000000,4.840000,0.000000,0.000000,100.120000,59.650000,46.620000,77.380000,24.180000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.820000,24.180000,0.000000,0.000000,0.000000,95.760000,16.850000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0.92,0.000000,0,1039.69

73,18:00-18:15,17.410000,0.000000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.870000,24.180000,0.000000,62.870000,0.000000,95.760000,16.950000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0.86,0.000000,0,1122.95

74,18:15-18:30,17.410000,0.000000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.870000,24.180000,0.000000,62.870000,0.000000,95.760000,16.950000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0.42,0.000000,0,1122.51

75,18:30-18:45,17.410000,0.000000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.870000,24.180000,0.000000,62.870000,0.000000,95.760000,16.950000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0.2,0.000000,0,1122.29

76,18:45-19:00,17.410000,0.000000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.870000,24.180000,0.000000,62.870000,0.000000,95.760000,16.950000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0,0.000000,0,1122.09

77,19:00-19:15,17.410000,22.250000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.030000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0,0.000000,0,1144.47

78,19:15-19:30,17.410000,22.250000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.030000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0,0.000000,0,1144.47

79,19:30-19:45,17.410000,22.250000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.030000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0,0.000000,0,1144.47

80,19:45-20:00,17.410000,22.250000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.030000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0,0.000000,0,1144.47

81,20:00-20:15,17.410000,22.250000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.130000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0,0.000000,0,1144.57

82,20:15-20:30,17.410000,22.250000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.130000,25.030000,0.000000,9.080000,0.000000,50.060000,62.870000,0,0.000000,0,1144.57

83,20:30-20:45,17.410000,22.250000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.130000,25.030000,0.000000,10.090000,0.000000,50.060000,62.870000,0,0.000000,0,1145.58

84,20:45-21:00,17.410000,22.250000,0.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,48.360000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.130000,25.030000,0.000000,10.090000,0.000000,50.060000,62.870000,0,0.000000,0,1145.58

85,21:00-21:15,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,91.890000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.220000,25.030000,0.000000,10.090000,0.000000,50.060000,62.870000,0,0.000000,0,1337.2

86,21:15-21:30,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,91.890000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.220000,25.030000,0.000000,10.090000,0.000000,50.060000,62.870000,0,0.000000,0,1337.2

87,21:30-21:45,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,91.890000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.220000,25.030000,0.000000,10.090000,0.000000,50.060000,62.870000,0,0.000000,0,1337.2

88,21:45-22:00,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,0.000000,91.890000,0.920000,24.180000,0.000000,62.870000,0.000000,95.760000,17.220000,25.030000,0.000000,10.090000,0.000000,50.060000,62.870000,0,0.000000,0,1337.2

89,22:00-22:15,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,36.850000,91.890000,0.920000,24.180000,85.990000,62.870000,0.000000,95.760000,17.310000,25.030000,23.150000,10.090000,0.000000,50.060000,62.870000,0,0.000000,0,1483.28

90,22:15-22:30,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,36.850000,91.890000,0.920000,24.180000,85.990000,62.870000,0.000000,95.760000,17.310000,25.030000,23.150000,6.060000,0.000000,50.060000,62.870000,0,0.000000,0,1479.25

91,22:30-22:45,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,36.850000,91.890000,0.920000,24.180000,85.990000,62.870000,0.000000,95.760000,17.310000,25.030000,23.150000,6.060000,0.000000,50.060000,62.870000,0,0.000000,0,1479.25

92,22:45-23:00,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,36.850000,91.890000,0.920000,24.180000,85.990000,62.870000,0.000000,95.760000,17.310000,25.030000,23.150000,6.060000,0.000000,50.060000,62.870000,0,0.000000,0,1479.25

93,23:00-23:15,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,36.850000,91.890000,0.870000,24.180000,85.990000,62.870000,0.000000,95.760000,17.410000,25.030000,23.150000,6.060000,0.000000,50.060000,62.870000,0,0.000000,0,1479.3

94,23:15-23:30,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,36.850000,91.890000,0.870000,24.180000,85.990000,62.870000,0.000000,95.760000,17.410000,25.030000,23.150000,6.060000,0.000000,50.060000,62.870000,0,0.000000,0,1479.3

95,23:30-23:45,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,36.850000,91.890000,0.870000,24.180000,85.990000,62.870000,0.000000,95.760000,17.410000,25.030000,23.150000,6.060000,0.000000,50.060000,62.870000,0,0.000000,0,1479.3

96,23:45-24:00,17.410000,22.250000,148.000000,4.840000,36.500000,0.000000,100.120000,67.630000,46.620000,77.380000,0.000000,63.120000,193.460000,22.250000,96.730000,36.850000,91.890000,0.870000,24.180000,85.990000,62.870000,0.000000,95.760000,17.410000,25.030000,23.150000,6.060000,0.000000,50.060000,62.870000,0,0.000000,0,1479.3

