Block,Time,BSIUL,KOTESHWR,NLCEXP,RAMPUR,RSTPSU7,VALLURNTECL,AURY_GF,AURY_LF,CHAMERA3,DADRT2,DULHASTI,KHSTPP-I,KHSTPP-II,KISHANGANGA,NAPP,NLCIIST2,RAPPC,RIHAND2,SIMHST2,TEHRI,DHAULIGNGA,KKNPPU2,KOLDAM,SEWA2,SINGRAULI,UNCHAHAR4,ANTA_CRF,DADRI_CRF,DADRI_LF,CHAMERA2,MAPS,NJPC,NLCTS2EXP,PARBATI2,RAPPB,RAPPD,RIHAND3,TANDA2,TelanganaSTPP,URI,ANTA_GF,AURY_RF,BRBCL,KKNP,SALAL,UNCHAHAR1,ANTA_RF,KGSU1AND2,KUDGI,NNTPP,NTPL,TANAKPUR,UNCHAHAR3,DADRI_GF,DADRI_RF,CHAMERA1,FSTPP I & II,JHAJJAR,KGSU3AND4,NLCIIST1,RIHAND1,RSTPSU1TO6,TALA,UNCHAHAR2,URI2,PARBATI3,SASAN,SIMHST1,SINGRAULI_HYDRO,TALST2,ANTA_LF,AURY_CRF
57,14:00-14:15,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,0,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,51.17,0,0,0,0,1.15,27.68,0,92.26,0,18.2,430.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

58,14:15-14:30,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,0,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,51.17,0,0,0,0,1.15,27.68,0,92.26,0,18.2,430.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

59,14:30-14:45,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,0,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,51.17,0,0,0,0,1.15,27.68,0,92.26,0,18.2,430.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

60,14:45-15:00,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,0,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,1.15,27.68,0,92.26,0,18.2,450.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

61,15:00-15:15,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,0,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,1.15,27.68,0,92.26,0,18.2,450.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

62,15:15-15:30,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,0,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,1.15,27.68,0,92.26,12.64,18.2,450.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

63,15:30-15:45,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,0,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,3.07,27.68,0,92.26,12.64,18.2,500.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

64,15:45-16:00,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,0,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,3.07,27.68,0,92.26,12.64,18.2,500.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

65,16:00-16:15,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,12.6,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,3.07,27.68,0,92.26,24.09,18.2,500.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

66,16:15-16:30,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,12.6,10.95,0,0,18.9,150.34,3.2,0,0,0,48.81,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,3.07,27.68,0,92.26,40.82,18.2,500.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

67,16:30-16:45,19.56,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,25.19,10.95,0,1.93,18.9,150.34,3.2,0,0,0,32.53,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,3.07,27.68,0,92.26,40.82,18.2,500.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

68,16:45-17:00,19.56,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,25.19,10.95,0,4.36,18.9,150.34,3.2,0,0,0,32.53,0,91.84,0,0,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,3.07,27.68,0,92.26,40.82,18.2,610.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

69,17:00-17:15,19.56,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,25.19,10.95,0,4.36,18.9,150.34,3.2,0,0,0,32.53,0,91.84,0,3.76,0,0,130.79,5.7,0,52.36,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,4.35,27.68,0,92.26,42.15,18.2,610.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

70,17:15-17:30,19.56,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,37.8,10.95,0,6.25,18.9,150.34,3.2,0,0,0,32.53,0,91.84,0,7.52,0,0,130.79,5.7,0,52.36,0,85.48,20,0,52.28,21.64,50.91,0,0,0,0,4.35,27.68,0,92.26,42.15,18.2,610.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

71,17:30-17:45,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,37.8,10.95,0,9.59,18.9,150.34,2.22,0,0,0,32.53,0,91.84,0,15.02,0,0,130.79,5.7,0,52.36,0,85.48,20,0,52.28,21.64,51.44,0,0,0,0,4.35,27.68,0,92.26,42.15,18.2,610.67,0,0,46.5,0,0,45,37.27,0,410.62,0,0.98,0,0,0

72,17:45-18:00,13.04,10.43,0,3.65,0,0,0,0,23.33,688.92,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,37.8,10.95,0,9.59,18.9,150.34,2.22,0,0,0,32.53,0,91.84,0,15.02,0,0,130.79,5.7,0,52.36,0,85.48,20,0,52.28,21.64,51.44,0,0,0,0,4.35,27.68,0,92.26,42.15,18.2,418.67,0,0,46.5,0,0,44.5,37.27,16.88,410.62,0,0.98,0,0,0

73,18:00-18:15,13.04,10.43,0,3.65,0,0,0,0,35.03,688.55,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,37.8,10.95,0,9.59,18.9,150.34,2.3,0,0,0,32.53,0,91.84,0,15.02,0,0,130.79,5.7,0,52.36,0,85.48,20,0,52.28,21.64,51.44,0,0,0,0,3.07,27.68,0,92.26,42.15,18.2,418.67,0,0,46.5,0,0,44.5,36.47,15.35,410.62,0,0.98,0,0,0

74,18:15-18:30,13.04,10.43,0,3.65,0,0,0,0,35.03,688.55,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,37.8,21.88,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,91.84,0,15.02,0,0,130.79,5.7,0,52.36,0,85.48,20,0,52.28,21.64,51.44,0,0,0,0,3.07,27.68,0,92.26,42.15,18.2,418.67,0,0,46.5,0,0,44.5,36.47,15.35,410.62,0,0.98,0,0,0

75,18:30-18:45,19.56,11.59,0,4.33,0,0,0,0,35.03,688.55,59.5,45.53,148.3,8.68,25.51,0,68.73,113.18,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,51.96,0,0,0,0,3.07,27.68,0,92.26,42.15,18.2,418.67,0,0,63.41,0,0,44.5,38.56,59.84,410.62,0,0.98,0,0,0

76,18:45-19:00,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,113.18,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,51.96,0,0,0,0,3.07,27.68,0,92.26,42.15,18.2,418.67,0,0,63.41,0,0,44.5,38.56,59.84,410.62,0,0.98,0,0,0

77,19:00-19:15,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,112.18,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,51.96,0,0,0,0,3.07,27.68,0,92.26,42.15,18.2,418.67,0,0,68.7,0,0,44.5,38.56,59.84,410.62,0,0.98,0,0,0

78,19:15-19:30,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,113.18,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,51.96,0,0,0,0,3.07,27.68,0,92.26,42.15,18.2,418.67,0,0,73.98,0,0,44.5,38.56,59.84,410.62,0,0.98,0,0,0

79,19:30-19:45,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,107.18,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,51.96,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,73.98,0,0,44.5,36.47,59.84,410.62,0,0.98,0,0,0

80,19:45-20:00,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,107.18,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,52.28,21.64,51.96,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,79.26,0,0,44.5,36.47,59.84,410.62,0,0.98,0,0,0

81,20:00-20:15,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,123.18,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,79.38,21.64,51.96,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,79.26,0,0,44.5,36.47,59.84,410.62,0,0.98,0,0,0

82,20:15-20:30,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,107.18,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,79.38,21.64,51.96,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,84.55,0,0,44.5,36.47,59.84,410.62,0,0.98,0,0,0

83,20:30-20:45,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,107.18,0,37.8,43.78,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,15.02,0,0,130.79,5.7,0,49.68,0,85.48,20,0,79.38,21.64,52.22,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,88.78,0,0,44.5,36.47,11.51,410.62,0,0.98,0,0,0

84,20:45-21:00,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,124.58,0,37.8,21.88,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,15.02,0,0,130.79,5.7,0,49.68,0,85.48,20,0,79.38,21.64,52.22,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,93.01,0,0,44.5,36.47,9.2,410.62,0,0.98,0,0,0

85,21:00-21:15,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,124.58,0,37.8,21.88,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,15.02,0,0,130.79,5.7,0,49.68,0,85.48,20,0,66.82,21.64,52.74,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,97.23,0,0,44.5,36.47,9.2,410.62,0,0.98,0,0,0

86,21:15-21:30,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,124.58,0,37.8,21.88,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,15.02,0,0,130.79,5.7,0,49.68,0,85.48,20,0,66.82,21.64,52.74,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,97.23,0,0,44.5,36.47,11.51,410.62,0,0.98,0,0,0

87,21:30-21:45,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,124.58,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,76.69,21.64,52.74,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,97.23,0,0,44.5,36.47,59.84,410.62,0,0.98,0,0,0

88,21:45-22:00,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,124.58,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,76.69,21.64,52.74,0,0,0,0,1.79,27.68,0,92.26,42.15,18.2,418.67,0,0,97.23,0,0,44.5,36.47,59.84,410.62,0,0.98,0,0,0

89,22:00-22:15,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,124.58,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,76.69,21.64,53.14,0,0,0,0,0,27.68,0,92.26,42.15,18.2,418.67,0,0,97.23,0,0,44.5,36.47,39.9,410.62,0,0.98,0,0,0

90,22:15-22:30,19.56,11.59,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.68,25.51,0,68.73,124.58,0,37.8,43.78,0,9.59,20.09,150.34,2.3,0,0,0,48.81,0,110.67,0,28.56,0,0,130.79,5.7,0,49.68,0,85.48,20,0,76.69,21.64,53.14,0,0,0,0,0,27.68,0,92.26,42.15,18.2,418.67,0,0,97.23,0,0,44.5,36.47,39.9,410.62,0,0.98,0,0,0

91,22:30-22:45,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,37.8,21.88,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,22.54,0,0,130.79,5.7,0,49.68,0,85.48,20,0,76.69,21.64,53.14,0,0,0,0,0,27.68,0,92.26,42.15,18.2,418.67,0,0,97.23,0,0,44.5,36.47,23.02,410.62,0,0.98,0,0,0

92,22:45-23:00,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,37.8,10.95,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,22.54,0,0,130.79,5.7,0,49.68,0,85.48,20,0,76.69,21.64,53.14,0,0,0,0,0,27.68,0,92.26,42.15,18.2,438.67,0,0,97.23,0,0,44.5,36.47,23.02,410.62,0,0.98,0,0,0

93,23:00-23:15,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,37.8,10.95,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,22.54,0,0,130.79,5.7,0,49.68,0,85.48,20,0,65.07,21.64,53.14,0,0,0,0,0,27.68,0,92.26,42.15,18.2,438.67,0,0,97.23,0,0,44.5,36.47,23.02,410.62,0,0.98,0,0,0

94,23:15-23:30,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.63,25.51,0,68.73,124.58,0,37.8,10.95,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,22.54,0,0,130.79,5.7,0,49.68,0,85.48,20,0,65.07,21.64,53.14,0,0,0,0,0,27.68,0,92.26,42.15,18.2,438.67,0,0,97.23,0,0,44.5,36.47,23.02,410.62,0,0.98,0,0,0

95,23:30-23:45,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.63,25.51,0,68.73,113.18,0,37.8,10.95,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,22.54,0,0,130.79,5.7,0,49.68,0,85.48,20,0,65.07,21.64,53.14,0,0,0,0,0,27.68,0,92.26,42.15,18.2,438.67,0,0,97.23,0,0,44.5,36.47,33.76,410.62,0,0.98,0,0,0

96,23:45-24:00,19.56,10.43,0,4.33,0,0,0,0,35.03,688.57,59.5,45.53,148.3,8.63,25.51,0,68.73,113.18,0,37.8,10.95,0,9.59,18.9,150.34,2.3,0,0,0,48.81,0,110.67,0,22.54,0,0,130.79,5.7,0,49.68,0,85.48,20,0,65.07,21.64,53.14,0,0,0,0,0,27.68,0,92.26,42.15,18.2,438.67,0,0,97.23,0,0,44.5,36.47,33.76,410.62,0,0.98,0,0,0

