Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01082024/31082024/SKS-Raigarh,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01102023/06022042/L_NR_2012_02,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/jitpl,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/16082024/31082024/APL-Raigarh_august,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07
79,19:30-19:45,51.67,25.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.52,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,28.26,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,1

80,19:45-20:00,51.67,25.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.52,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,28.26,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

81,20:00-20:15,51.67,25.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.52,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,28.26,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

82,20:15-20:30,51.67,25.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.34,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,28.26,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

83,20:30-20:45,51.67,25.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.34,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,28.26,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

84,20:45-21:00,51.67,25.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.34,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,28.26,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

85,21:00-21:15,51.67,16.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.15,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,28.26,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

86,21:15-21:30,51.67,16.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.15,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,28.26,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

87,21:30-21:45,51.67,16.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.15,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,27.76,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

88,21:45-22:00,51.67,16.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.15,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,27.76,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

89,22:00-22:15,51.67,16.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.06,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,14.61,273.96,24.77,28.77,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

90,22:15-22:30,51.67,16.66,33.34,51.67,100.94,0,0,12.48,0,26.9066,6.06,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,14.61,273.96,24.77,28.77,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

91,22:30-22:45,43.33,16.66,33.34,43.33,100.94,0,0,12.48,0,26.9066,6.06,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,14.61,273.96,24.77,28.76,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,0,0,0,0,0

92,22:45-23:00,43.33,16.66,33.34,43.33,100.94,0,0,12.48,0,26.9066,6.06,66.44,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,14.61,273.96,24.77,28.76,24.22,96.89,0,42.42,0,0,33.33,0,0,0,100,0,0,0,0,0,0

93,23:00-23:15,43.33,16.66,33.34,43.33,71.87,0,0,12.48,0,26.9066,5.96,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,228.25,21.32,14.61,273.96,24.77,28.76,24.22,96.89,0,35.41,0,0,33.33,0,0,0,100,0,0,0,0,0,0

94,23:15-23:30,43.33,16.66,33.34,43.33,53.29,0,0,12.48,0,26.9066,5.96,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,228.25,21.32,14.61,273.96,24.77,28.25,24.22,96.89,0,34.41,0,0,33.33,0,0,0,100,0,0,0,0,0,0

95,23:30-23:45,43.33,16.66,33.34,43.33,53.29,0,0,12.48,0,26.9066,5.96,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,228.25,21.32,14.61,273.96,24.77,28.25,24.22,96.89,0,34.01,0,0,33.33,0,0,0,100,0,0,0,0,0,0

96,23:45-24:00,43.33,16.66,33.34,43.33,53.29,0,0,12.48,0,26.9066,5.96,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,228.25,21.32,14.61,273.96,24.77,28.25,24.22,96.89,0,33.41,0,0,33.33,0,0,0,100,0,0,0,0,0,0

