Block,Time Block,KHSTPP-II,KHSTPP-I,KGSU3AND4,NNTPP,PARBATI3,NTPL,KGSU1AND2,JHAJJAR,NLCIIST2,NLCTS2EXP,KKNPPU2,KOLDAM,MAPS,NJPC,KOTESHWR,NAPP,KUDGI,NLCEXP,NLCIIST1,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,TelanganaSTPP,TANDA2,UNCHAHAR1,TANAKPUR,TEHRI,UNCHAHAR3,URI2,UNCHAHAR4,UNCHAHAR2,URI,VALLURNTECL,KKNP,KISHANGANGA,DULHASTI,FSTPP I & II,TALST2,TALA,DHAULIGNGA,DADRT2,SINGRAULI_HYDRO,SINGRAULI,SIMHST2,RAMPUR,RAPPC,RSTPSU1TO6,SIMHST1,RAPPB,RSTPSU7,SEWA2,RIHAND3,SASAN,SALAL,RIHAND2,RIHAND1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,95.68,43.47,0,0,3.81,0,0,314.77,0,0,0,1.13,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,41.66,16.03,0,0,1.39,52.77,17.62,0,9.84,29.25,659.83,0,98,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

59,14:30-14:45,95.68,43.47,0,0,0,0,0,314.77,0,0,0,1.13,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,41.66,16.03,0,0,1.39,52.77,17.62,0,9.84,29.25,659.83,0,98,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

60,14:45-15:00,95.68,43.47,0,0,0,0,0,314.77,0,0,0,2.31,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,41.66,16.03,0,0,1.39,52.77,17.62,0,9.84,29.25,659.83,0,98,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

61,15:00-15:15,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.31,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,41.66,16.03,0,0,1.39,52.77,17.62,0,9.84,29.25,659.83,0,98,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

62,15:15-15:30,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.31,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,41.66,16.03,0,0,1.39,52.77,17.62,0,9.84,29.25,659.83,0,98,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

63,15:30-15:45,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.35,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,10.02,1.57,41.66,10.68,0,0,1.39,52.77,17.62,0,10.69,29.25,659.83,0,98,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

64,15:45-16:00,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.35,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,7.92,0,10.02,1.57,41.66,10.68,0,0,1.39,52.77,17.62,0,10.69,29.25,659.83,0,98,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

65,16:00-16:15,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.35,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,17.15,0,10.02,1.57,41.66,10.68,0,0,1.39,52.77,17.62,0,10.69,29.25,659.83,0,100.73,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

66,16:15-16:30,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.35,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,17.15,0,10.02,1.57,41.66,10.68,0,0,1.39,52.77,17.62,0,10.69,29.25,659.83,0,101.01,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

67,16:30-16:45,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.35,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,20.28,9.17,34.3,0,10.02,1.57,41.66,10.68,0,0,1.39,52.77,17.62,0,9,29.25,659.83,0,101.01,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

68,16:45-17:00,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.35,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.33,20.28,9.17,34.3,0,10.02,1.57,40.3,10.68,0,0,1.39,52.77,17.62,0,8.9,29.25,659.83,0,101.01,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

69,17:00-17:15,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.35,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.33,20.28,9.17,51.44,0,10.02,1.57,42.29,16.03,0,0,1.39,52.77,17.62,0,8.91,29.25,659.85,0,101.01,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

70,17:15-17:30,95.68,43.47,0,0,0,0,0,302.36,0,0,0,2.35,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.33,20.28,9.17,51.44,0,10.02,1.57,42.29,16.03,0,0,2.79,52.77,17.62,0,8.78,29.25,663.63,0,101.01,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

71,17:30-17:45,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,2.35,0,140.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.33,20.28,9.17,51.44,0,10.02,1.57,42.29,19.23,0,0,2.79,52.77,17.62,0,8.55,29.25,663.63,0,101.01,0,3.02,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

72,17:45-18:00,95.68,43.47,0,0,5.44,0,0,302.36,0,0,0,2.35,0,140.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,6.31,10.34,13,14.52,0,1.33,20.28,9.17,68.58,0,10.02,1.57,42.29,19.23,0,0,2.79,52.77,17.62,0,8.32,29.25,663.63,0,101.01,0,3.02,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

73,18:00-18:15,95.68,43.47,0,0,8.16,0,0,302.36,0,0,0,2.35,0,140.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19,6.31,10.34,13,14.52,0,1.33,20.28,9.17,68.58,0,10.02,1.57,42.29,19.23,0,0,2.79,52.77,17.62,0,8.08,38.9,663.59,0,101.01,0,3.02,58,0,0,0,0,4.26,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

74,18:15-18:30,95.68,43.47,0,0,52.36,0,0,302.36,0,0,0,2.35,0,140.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,6.31,20.68,21.66,14.52,0,1.33,20.28,9.17,68.58,0,10.02,1.57,42.29,19.23,0,0,2.79,52.77,17.62,0,7.83,38.9,663.59,0,101.01,0,3.02,58,0,0,0,0,8.52,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

75,18:30-18:45,95.68,43.47,0,0,52.36,0,0,302.36,0,0,0,3.52,0,148.39,20.77,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,8.54,0,0,4.18,53.3,17.62,0,7.84,40.08,663.59,0,101.01,0,3.18,58,0,0,0,0,15.6,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

76,18:45-19:00,95.68,43.47,0,0,52.36,0,0,302.36,0,0,0,3.88,0,148.39,20.77,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,8.54,0,0,4.18,53.3,17.62,0,7.82,40.08,663.6,0,101.01,0,3.18,58,0,0,0,0,15.6,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

77,19:00-19:15,95.68,43.47,0,0,52.36,0,0,302.36,0,0,0,3.88,0,148.39,20.77,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,8.54,0,0,4.18,53.3,16.51,0,7.79,40.08,663.59,0,101.01,0,3.18,58,0,0,0,0,15.6,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

78,19:15-19:30,95.68,43.47,0,0,52.36,0,0,302.36,0,0,0,3.88,0,148.39,20.77,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,8.54,0,0,4.18,53.3,16.51,0,8.06,40.08,663.59,0,101.01,0,3.18,58,0,0,0,0,15.6,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

79,19:30-19:45,95.68,43.47,0,0,52.36,0,0,302.36,0,0,0,3.88,0,148.39,20.77,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,49.15,0,0,4.18,53.3,16.51,0,8.13,40.08,663.59,0,101.01,0,3.18,58,0,0,0,0,15.6,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

80,19:45-20:00,95.68,43.47,0,0,6.8,0,0,302.36,0,0,0,3.88,0,148.39,20.77,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,49.15,0,0,4.18,53.3,16.51,0,8.32,40.08,663.59,0,101.01,0,3.18,58,0,0,0,0,15.6,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

81,20:00-20:15,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,148.39,20.77,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,10.68,0,0,4.18,53.3,16.51,0,8.43,40.08,663.59,0,101.01,0,3.18,58,0,0,0,0,14.88,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

82,20:15-20:30,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,148.39,20.77,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,10.68,0,0,4.18,53.3,16.51,0,8.7,40.08,663.59,0,101.01,0,3.18,58,0,0,0,0,14.19,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

83,20:30-20:45,95.68,43.47,0,0,14.96,0,0,302.36,0,0,0,3.88,0,147.18,18.91,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,1.06,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,10.68,0,0,4.18,52.77,16.51,0,8.81,38.9,663.59,0,101.01,0,3.16,58,0,0,0,0,7.8,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

84,20:45-21:00,95.68,43.47,0,0,14.96,0,0,302.36,0,0,0,3.88,0,147.18,18.7,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19,0,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,10.68,0,0,4.18,52.77,16.51,0,8.84,38.9,663.59,0,101.01,0,3.16,58,0,0,0,0,8.52,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

85,21:00-21:15,95.68,43.47,0,0,14.96,0,0,302.36,0,0,0,3.88,0,147.18,18.7,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19,0,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,19.23,0,0,4.18,52.77,16.51,0,8.92,38.9,663.59,0,101.01,0,3.16,58,0,0,0,0,8.52,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

86,21:15-21:30,95.68,43.47,0,0,14.96,0,0,302.36,0,0,0,3.88,0,147.18,18.7,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19,0,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,19.23,0,0,4.18,52.77,16.51,0,9.15,38.9,663.59,0,101.01,0,3.16,58,0,0,0,0,8.52,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

87,21:30-21:45,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,147.18,18.7,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19,0,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,19.23,0,0,4.18,52.77,16.51,0,9.51,38.9,659.53,0,101.01,0,3.16,58,0,0,0,0,8.52,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

88,21:45-22:00,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,147.18,18.7,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,2.13,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,19.23,0,0,4.18,52.77,16.51,0,9.73,38.9,659.53,0,101.01,0,3.16,58,0,0,0,0,8.52,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

89,22:00-22:15,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,148.39,31.16,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,49.15,0,0,4.18,53.3,16.51,0,10.05,40.08,659.53,0,101.01,0,3.18,58,0,0,0,0,14.19,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

90,22:15-22:30,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,148.39,31.16,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,49.15,0,0,4.18,53.3,16.51,0,10.05,40.08,659.53,0,101.01,0,3.18,58,0,0,0,0,14.19,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

91,22:30-22:45,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,148.39,31.16,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,10.68,0,0,4.18,53.3,16.51,0,10.25,40.08,659.53,0,101.01,0,3.18,58,0,0,0,0,14.19,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

92,22:45-23:00,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,148.39,31.16,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,18.93,32.65,44.18,14.52,0,1.33,20.28,10.29,68.58,0,10.02,1.57,42.29,10.68,0,0,4.18,53.3,16.51,0,10.25,40.08,659.53,0,101.01,0,3.18,58,0,0,0,0,14.19,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

93,23:00-23:15,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,147.18,20.77,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19,1.06,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,10.68,0,0,2.79,52.77,16.51,0,10.25,38.9,659.53,0,101.01,0,3.16,58,0,0,0,0,8.52,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

94,23:15-23:30,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,147.18,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19,1.06,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,10.68,0,0,1.39,52.77,16.51,0,10.25,38.9,659.53,0,101.01,0,3.16,58,0,0,0,0,4.26,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

95,23:30-23:45,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,147.18,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19,1.06,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,16.03,0,0,0.14,52.77,16.51,0,10.25,38.9,659.53,0,101.01,0,3.16,58,0,0,0,0,0,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

96,23:45-24:00,95.68,43.47,0,0,3.81,0,0,302.36,0,0,0,3.88,0,147.18,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19,1.06,31.04,42.79,14.52,0,1.33,20.28,9.43,68.58,0,10.02,1.57,42.29,16.03,0,0,0,52.77,16.51,0,10.25,38.9,659.53,0,101.01,0,3.16,58,0,0,0,0,0,123.48,405.24,75.34,117.78,45.8,0,0,0,0,0

