Column1,Time,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/16/2139,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/04/01/4420,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/01/9334,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/16/4327,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/16/2341,GNA/SR/2025/04/01/2597,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/6216,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05
61,15:00-15:15,42,83,179,76,231.69,15.01,41,91.37,86,46.34,83.34,26.22,96.15,15.24,27.25,3.96,4.6,0,4.18,15.24,2.88,1.92,8.74,2.88,192.3,133.65,72.11,9.62,4.12,15.24,56.64,7.73,48.08,72.11,70.11,100.17,26.16,0,28.84,4.69,19.23,0,26.16,9.62,2.88,9.62,65,19,32.4,19.33,32.4,65,19,32.4,57

62,15:15-15:30,39,78,168,72,221.4,14.81,39,85.37,82,44.28,78.81,26.22,96.15,14.46,28.26,3.96,4.6,0,4.18,14.46,2.88,1.92,8.74,2.88,230.76,133.65,72.11,9.62,4.12,14.46,56.64,7.73,48.08,72.11,70.11,100.17,26.16,0,28.84,4.69,19.23,0,26.16,9.62,2.88,9.62,66.34,19.5,32.4,19.33,32.4,66.33,19.5,32.4,58.5

63,15:30-15:45,37,73,158,67,210.64,14.41,36,84.22,77,42.13,72.98,26.22,96.15,13.53,29.27,3.96,4.6,0,4.18,13.53,2.88,1.92,8.74,2.88,271.86,133.65,72.11,9.62,4.12,13.53,56.64,7.73,48.08,72.11,70.11,100.17,26.16,0,28.84,4.69,19.23,0,26.16,9.62,2.88,9.62,61.34,20.17,32.4,20,32.4,61.33,20.17,32.4,60.49

64,15:45-16:00,33,67,147,63,192.46,14.01,33,77.98,70,38.49,66.81,26.22,96.15,12.72,29.27,3.96,4.6,0,4.18,12.72,2.88,1.92,8.74,2.88,271.86,133.65,72.11,9.62,4.12,12.72,56.64,7.73,48.08,72.11,70.11,100.17,26.16,0,28.84,4.69,19.23,0,26.16,9.62,2.88,9.62,62,20.5,32.4,20,32.4,62,20.5,32.4,61.5

65,16:00-16:15,30,60,133,57,175.88,8,31,72.3,64,35.18,60.3,26.22,96.15,11.53,29.27,3.96,4.98,50,4.35,11.53,2.88,1.92,8.74,2.88,271.86,133.65,72.11,9.62,4.12,11.53,56.64,7.91,48.08,72.11,70.11,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,62,21.5,32.4,20.67,32.4,62,21.5,32.4,64.5

66,16:15-16:30,27,53,119,51,158.74,8,29,65.45,57,31.75,53.52,26.22,96.15,10.52,29.77,3.96,4.98,50,4.35,10.52,2.88,1.92,8.74,2.88,271.86,133.65,72.11,9.62,4.12,10.52,56.64,7.91,48.08,72.11,70.11,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,62.34,21.33,32.4,21.33,32.4,62.33,21.33,32.4,64.01

67,16:30-16:45,23,47,105,45,125.23,8,25,53,49,25.05,44.05,26.22,96.15,9.45,29.77,3.96,4.98,50,4.35,9.45,2.88,1.92,8.74,2.88,271.86,168.92,72.11,9.62,4.05,9.45,56.64,7.91,48.08,72.11,70.11,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,63,21.33,32.4,21.67,32.4,63,21.33,32.4,64.01

68,16:45-17:00,20,40,88,37,108.57,8,23,46.23,42,21.71,37.14,26.22,96.15,7.88,29.77,3.96,4.98,50,4.35,7.88,2.88,1.92,8.74,2.88,271.86,168.92,72.11,9.62,4.05,7.88,56.64,7.91,48.08,72.11,70.11,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,63.66,21.17,32.4,21.33,32.4,63.67,21.17,32.4,63.49

69,17:00-17:15,16,31,70,30,91.09,7.6,18,39.5,36,18.22,30.23,26.22,96.15,6.14,30.28,3.96,4.98,50,4.35,6.14,2.88,1.92,8.74,2.88,271.86,168.92,72.11,9.62,4.05,6.14,56.64,8.1,48.08,72.11,70.11,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,68.34,23.67,33,25.33,28,68.33,23.67,33,70.99

70,17:15-17:30,12,23,53,22,72.12,7.2,16,32.26,29,14.42,23.33,26.22,96.15,4.75,30.28,3.96,4.98,50,4.35,4.75,2.88,1.92,8.74,2.88,271.86,168.92,72.11,9.62,4.05,4.75,56.64,8.1,48.08,72.11,70.11,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,67.34,23.5,33,24.67,10,67.33,23.5,32.81,70.5

71,17:30-17:45,9,19,35,15,54.68,11,10,24.67,20,10.94,16.82,26.22,96.15,3.67,31.29,2.31,4.98,50,4.35,3.67,2.88,1.92,8.74,2.88,271.86,168.92,72.11,9.62,3.97,3.67,56.64,8.1,48.08,72.11,65.97,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,65.66,23.33,25.52,24,5,65.67,23.33,20.56,70.01

72,17:45-18:00,6,12,18,7,42.35,10.4,7,17.38,13,8.47,11.09,26.22,96.15,2.56,31.29,2.31,4.98,50,4.35,2.56,2.88,1.92,8.74,2.88,271.86,200.35,72.11,9.62,3.97,2.56,68.82,8.1,48.08,72.11,65.97,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,64.66,23,15.79,23.33,1,64.67,23,11.71,69

73,18:00-18:15,5,10,7,3,21.75,9.6,5,12.89,8,4.35,6.05,26.22,96.15,1.63,30.28,2.31,5.44,50,4.5,1.63,2.88,1.92,8.74,2.88,271.86,200.35,72.11,9.62,2.31,1.63,68.82,8.56,48.08,72.11,65.97,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,63,22.67,0,22.67,0,63,22.67,0,67.99

74,18:15-18:30,3,5,4,1,13.5,8.8,3,7.95,5,2.7,2.92,26.22,96.15,0.91,30.28,2.31,5.44,50,4.5,0.91,2.88,1.92,8.74,2.88,271.86,200.35,72.11,9.62,2.31,0.91,68.82,8.56,48.08,72.11,65.97,100.17,26.16,0,28.84,5.96,19.23,0,26.16,9.62,2.88,9.62,63,22.67,0,21.67,0,63,22.67,0,67.99

75,18:30-18:45,1,3,1,0,7.5,12.01,1,0.46,2,1.5,0,26.22,96.15,0.06,30.28,4.04,5.44,50,4.5,0.06,2.88,1.92,8.74,2.88,271.86,200.35,72.11,9.62,5.54,0.06,68.82,8.56,48.08,72.11,74.45,100.17,23.86,0,28.84,6.73,19.23,0,23.86,9.62,2.88,9.62,66.66,25,0,23,0,66.67,25,0,75

76,18:45-19:00,0,0,0,0,3.75,11.21,1,0.27,1,0.75,0,26.22,96.15,0.02,31.29,4.04,5.44,50,4.5,0.02,2.88,1.92,8.74,2.88,271.86,200.35,72.11,9.62,6.92,0.02,68.82,8.56,48.08,72.11,82.93,100.17,23.86,0,28.84,6.73,19.23,0,23.86,9.62,2.88,9.62,65.66,24.67,0,22.67,0,65.67,24.67,0,73.99

77,19:00-19:15,0,0,0,0,0.75,10.6,0,0.2,0,0.15,0,26.22,96.15,0,31.29,4.04,5.44,50,4.96,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.02,48.08,72.11,91.41,100.17,32,0,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,64.34,24.33,0,22,0,64.33,24.33,0,73.01

78,19:15-19:30,0,0,0,0,0,10.4,0,0,0,0,0,26.22,96.15,0,31.29,4.04,5.44,50,4.96,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.02,48.08,72.11,114.97,100.17,32,0,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,62.66,23.83,0,22,0,62.67,23.83,0,71.51

79,19:30-19:45,0,0,0,0,0,9.6,0,0,0,0,0,26.22,96.15,0,31.29,4.04,6.29,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.02,48.08,72.11,114.97,100.17,32,0,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,61.34,23.33,0,21.67,0,61.33,23.33,0,70.01

80,19:45-20:00,0,0,0,0,0,9,0,0,0,0,0,26.22,96.15,0,30.78,4.04,6.29,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.02,48.08,72.11,114.97,100.17,32,0,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,59.34,22.5,0,21.33,0,59.33,22.5,0,67.5

81,20:00-20:15,0,0,0,0,0,8.4,0,0,0,0,0,26.22,96.15,0,31.29,4.04,6.29,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.48,48.08,72.11,114.97,100.17,32,0,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,57.34,21.83,0,21,0,57.33,21.83,0,65.51

82,20:15-20:30,0,0,0,0,0,8,0,0,0,0,0,26.22,96.15,0,31.29,4.04,6.29,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.48,48.08,72.11,114.97,100.17,32,0,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,54.66,21.33,0,20.33,0,54.67,21.33,0,64.01

83,20:30-20:45,0,0,0,0,0,7.6,0,0,0,0,0,26.22,96.15,0,31.29,4.04,6.29,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.48,48.08,72.11,114.97,100.17,32,0,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,52,18,0,18.3,0,52,18,0,54

84,20:45-21:00,0,0,0,0,0,7,0,0,0,0,0,26.22,96.15,0,30.78,4.04,6.29,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.48,48.08,72.11,114.97,100.17,32,0,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,49.66,16.5,0,18.3,0,49.67,16.5,0,49.5

85,21:00-21:15,0,0,0,0,0,7,0,0,0,0,0,26.22,96.15,0,30.28,4.04,6.98,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.75,48.08,72.11,114.97,100.17,32,4.01,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,46.5,13.67,0,15.66,0,46.5,13.67,0,40.99

86,21:15-21:30,0,0,0,0,0,7,0,0,0,0,0,26.22,96.15,0,30.28,4.04,6.98,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.75,48.08,72.11,114.97,100.17,32,4.01,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,47.1,13.5,0,15.39,0,47.1,13.5,0,40.5

87,21:30-21:45,0,0,0,0,0,7,0,0,0,0,0,26.22,96.15,0,30.28,4.04,6.98,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.75,48.08,72.11,114.97,100.17,32,4.01,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,47.4,13.33,0,15.12,0,47.4,13.33,0,40.01

88,21:45-22:00,0,0,0,0,0,6.8,0,0,0,0,0,26.22,96.15,0,29.77,4.04,6.98,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.75,48.08,72.11,114.97,100.17,32,4.01,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,48.3,13.33,0,14.85,0,48.3,13.33,0,40.01

89,22:00-22:15,0,0,0,0,0,6.8,0,0,0,0,0,26.22,96.15,0,30.78,4.04,5.9,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.94,48.08,72.11,114.97,100.17,32,4.01,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,44.28,14.33,0,12.85,0,44.28,14.33,0,43.01

90,22:15-22:30,0,0,0,0,0,6.8,0,0,0,0,0,26.22,96.15,0,30.28,4.04,5.9,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.94,48.08,72.11,114.97,100.17,32,4.01,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,45.09,14.67,0,13.08,0,45.09,14.67,0,43.99

91,22:30-22:45,0,0,0,0,0,6.8,0,0,0,0,0,26.22,96.15,0,30.28,4.04,5.9,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.94,48.08,72.11,114.97,100.17,32,4.01,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,46.44,15,0,13.54,0,46.44,15,0,45

92,22:45-23:00,0,0,0,0,0,6.8,0,0,0,0,0,26.22,96.15,0,30.28,4.04,5.9,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,9.94,48.08,72.11,114.97,100.17,32,4.01,28.84,6.73,19.23,0,17.6,9.62,2.88,9.62,46.98,15.5,0,14,0,46.98,15.5,0,46.5

93,23:00-23:15,0,0,0,0,0,6.8,0,0,0,0,0,26.22,96.15,0,30.78,4.04,5.83,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,10.39,48.08,72.11,114.97,100.17,32,3.87,28.84,6.73,19.23,0,0,9.62,2.88,9.62,47.79,15.83,0,14.23,0,47.79,15.83,0,47.51

94,23:15-23:30,0,0,0,0,0,6.8,0,0,0,0,0,26.22,96.15,0,30.78,4.04,5.83,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,10.39,48.08,72.11,114.97,100.17,32,3.87,28.84,6.73,19.23,0,0,9.62,2.88,9.62,48.06,16.33,0,14.69,0,48.06,16.33,0,49.01

95,23:30-23:45,0,0,0,0,0,6.8,0,0,0,0,0,26.22,96.15,0,30.28,4.04,5.83,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,10.39,48.08,72.11,114.97,100.17,32,3.87,28.84,6.73,19.23,0,0,9.62,2.88,9.62,48.6,16.83,0,14.92,0,48.6,16.83,0,50.51

96,23:45-24:00,0,0,0,0,0,6.8,0,0,0,0,0,26.22,96.15,0,30.28,4.04,5.83,50,5.42,0,2.88,1.92,8.74,2.88,271.86,260.18,72.11,9.62,7.73,0,86.73,10.39,48.08,72.11,114.97,100.17,32,3.87,28.84,6.73,19.23,0,0,9.62,2.88,9.62,48.6,17.17,0,15.38,0,48.6,17.17,0,51.49

