Block,Time Block,BSIUL,BRBCL,CHAMERA1,KGSU3AND4,KHSTPP-I,KHSTPP-II,CHAMERA3,CHAMERA2,DADRT2,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KOTESHWR,KUDGI,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,MAPS,NAPP,NLCEXP,NJPC,NLCTS2EXP,NLCIIST1,NLCIIST2,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPC,RAPPB,RIHAND1,RSTPSU1TO6,RSTPSU7,RIHAND3,RIHAND2,SASAN,SIMHST1,SIMHST2,SALAL,SEWA2,SINGRAULI_HYDRO,SINGRAULI,TALST2,TANAKPUR,TALA,TANDA2,TelanganaSTPP,TEHRI,UNCHAHAR1,URI2,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,UNCHAHAR4,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,AURY_LF,AURY_GF,AURY_CRF,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,12.54,19.23,40.86,0,29.55,97.57,0,0,361.59,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,23.87,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,12.54,19.23,40.86,0,29.55,97.57,0,0,361.59,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,23.87,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,12.54,19.23,40.86,0,29.55,97.57,0,0,361.59,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,23.87,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,12.54,19.23,40.86,0,35.12,114.56,0,0,361.59,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,23.87,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,12.54,19.23,40.86,0,35.12,114.56,0,0,361.59,0,0,0,0,8.53,0,0,13.16,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,35.07,10.69,20.7,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,12.54,19.23,40.86,0,35.12,114.56,0,0,361.59,0,0,0,0,8.53,0,0,15.15,0,230.17,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,35.07,11.66,20.7,15.84,25.22,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,12.54,19.23,40.86,0,35.12,114.56,0,0,361.59,0,0,0,0,17.06,0,0,16.04,0,229.81,0,0,19.81,0,18.21,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,5.42,0,0,0,35.07,15.72,20.7,20.37,32.69,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,18.8,19.23,40.86,0,35.12,142.56,0,0,361.59,0,0,0,0,17.06,0,0,16.04,0,229.81,0,0,19.81,0,40.06,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,5.42,0,0,0,35.07,15.72,20.7,20.37,32.69,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,18.8,19.23,40.86,0,43.77,142.56,0,2.56,361.59,0,0,0,0,17.06,0,10.15,20,0,229.81,0,0,19.81,0,55.8,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,35.07,11.66,21.98,15.84,25.22,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,18.8,19.23,40.86,0,43.77,142.56,9.31,12.66,361.59,0,0,0,0,25.59,0,17.56,20,15.84,229.81,0,0,19.81,0,80.11,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,46.75,11.66,21.98,15.84,25.22,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,18.8,19.23,41.01,0,43.77,142.56,27.94,37.98,361.59,0,0,0,0,37.54,0,26.35,20,15.84,229.81,0,0,19.81,0,112.42,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,16.27,0.7,134.28,0,4.18,0,0,0,47.97,11.66,21.98,15.84,25.22,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,18.8,19.23,41.01,0,43.77,142.56,27.94,37.98,418.06,0,0,0,0,37.54,0,26.35,20,15.84,283.16,0,0,19.81,0,112.42,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,16.27,0.7,134.28,0,4.18,0,0,0,47.97,15.69,21.98,20.21,32.38,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,18.8,19.23,41.01,0,43.77,142.56,27.94,37.98,566.34,0,0,0,0,37.54,0,35.14,20,15.84,364.99,0,0,19.81,0,112.42,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,16.27,0.7,134.28,0,4.18,0,0,0,47.97,19.75,21.98,25.38,40.75,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,18.8,19.23,41.01,0,43.77,142.56,27.94,37.98,646.04,0,0,0,0,37.54,0,35.14,20,15.84,414.97,0,0,19.81,0,112.42,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,16.27,0.7,134.28,0,4.18,0,0,0,47.97,19.75,21.98,25.38,40.75,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,18.8,19.23,41.01,0,43.77,142.56,27.94,37.98,656.37,0,0,0,0,37.54,0,35.14,20,15.84,414.97,0,0,19.81,0,81.93,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,383.92,0,0,38.54,16.27,0.7,134.28,0,4.18,0,0,0,47.97,19.75,21.98,25.38,40.75,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,18.8,19.23,41.01,0,43.77,142.56,27.94,37.98,656.37,0,0,0,0,37.54,0,26.35,20,15.84,414.97,0,0,19.81,0,63.72,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,383.92,0,0,38.54,16.27,0.7,134.28,0,4.18,0,0,0,47.97,19.75,21.98,25.38,40.75,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,18.8,19.23,40.86,0,43.77,142.56,9.31,12.66,656.37,0,0,0,0,17.06,0,15.24,20,0,414.97,0,0,19.81,0,63.72,0,0,0,0,0,3.67,0,24.65,0,88.44,0,0,59.75,114.16,383.92,0,0,25.7,15.89,0.7,134.28,0,4.18,0,0,0,47.97,19.75,21.98,25.38,40.75,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,18.8,19.23,40.86,0,43.77,142.56,9.31,12.66,656.37,0,0,0,0,17.06,0,8.38,20,0,414.97,0,0,19.81,0,40.6,0,0,0,0,0,15.9,0,24.65,0,88.44,0,0,59.75,114.16,383.92,0,0,25.7,15.89,0.7,134.28,0,4.18,0,0,0,35.79,19.75,21.98,25.38,40.75,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,12.54,19.23,40.86,0,43.77,142.56,9.31,12.66,656.37,0,0,0,0,17.06,0,1.27,20,0,414.97,0,0,19.81,0,20.49,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,324.44,0,0,25.7,15.89,0.7,134.28,0,2.95,0,0,0,35.62,19.75,23.27,25.38,40.75,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,12.54,19.23,40.86,0,43.77,142.56,9.31,12.66,656.37,0,0,0,0,17.06,0,0,20,0,414.97,0,0,19.81,0,20.49,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,324.44,0,0,25.7,15.89,0.7,134.28,0,2.95,0,0,0,23.38,19.75,23.27,25.38,40.75,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,12.54,19.23,40.86,0,43.77,142.56,0,12.66,656.37,0,0,0,0,17.06,0,0,20,0,414.97,0,0,19.81,0,20.49,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,324.44,0,0,12.84,15.89,0.7,134.28,0,2.95,0,0,0,12.17,19.75,27.16,25.38,40.75,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,12.54,19.23,40.86,0,43.77,142.56,0,12.66,633.48,0,0,0,0,8.53,0,0,20,0,414.97,0,0,19.81,0,20.49,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,324.44,0,0,12.84,15.89,0.7,134.28,0,2.95,0,0,0,12.17,19.75,27.16,25.38,40.75,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,12.54,19.23,40.86,0,43.77,142.56,0,12.66,619.82,0,0,0,0,8.53,0,0,20,0,364.99,0,0,19.81,0,0,0,0,0,0,0,15.9,0,24.65,0,88.44,0,0,59.75,114.16,270.37,0,0,12.84,15.89,0.7,134.28,0,1.11,0,0,0,11.69,19.75,27.16,25.38,40.75,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,12.54,19.23,40.86,0,43.77,142.56,0,12.66,610.2,0,0,0,0,8.53,0,0,20,0,307.31,0,0,19.81,0,0,0,0,0,0,0,3.43,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,1.11,0,0,0,0,19.75,27.16,25.38,40.75,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,12.54,19.23,40.86,0,43.77,142.56,0,12.66,633.6,0,0,0,0,8.53,0,0,20,0,307.31,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,1.11,0,0,0,0,19.75,28.45,25.38,40.75,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,12.54,19.23,40.86,0,43.77,142.56,0,12.66,620.32,0,0,0,0,8.53,0,0,20,0,307.31,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,1.11,0,0,0,0,19.75,28.45,25.38,40.75,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,12.54,19.23,40.86,0,43.77,142.56,0,12.66,592.27,0,0,0,0,8.53,0,0,20,0,364.99,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,1.11,0,0,0,0,19.75,28.45,25.38,40.75,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,12.54,19.23,40.86,0,43.77,142.56,0,12.66,562.08,0,0,0,0,8.53,0,0,20,0,307.31,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,1.11,0,0,0,0,19.75,28.45,25.38,40.75,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,12.54,19.23,40.86,0,43.77,142.56,0,12.66,638.6,0,0,0,0,8.53,0,0,20,0,251.55,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,1.11,0,0,0,0,16.67,28.45,21.82,35.2,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,12.54,19.23,40.86,0,43.77,142.56,0,12.66,652.66,0,0,0,0,8.53,0,0,20,0,251.55,0,0,19.81,0,18.21,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,1.11,0,0,0,0,16.67,28.45,21.82,35.2,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,12.54,19.23,40.86,0,43.77,142.56,0,12.66,532.7,0,0,0,0,8.53,0,0,20,0,251.55,0,0,19.81,0,18.21,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,2.35,0,0,0,0,16.66,27.16,21.82,35.2,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,12.54,19.23,40.86,0,43.77,142.56,0,12.66,494.25,0,0,0,0,8.53,0,0,20,0,230.97,0,0,19.81,0,18.21,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,2.35,0,0,0,0,15.7,27.16,20.85,33.28,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,12.54,19.23,40.86,0,43.77,142.56,0,12.66,436.57,0,0,0,0,8.53,0,0,20,0,232.89,0,0,19.81,0,18.21,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,2.35,0,0,0,0,12.98,27.16,17.34,27.66,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,12.54,19.23,40.86,0,43.77,142.56,0,12.66,436.57,0,0,0,0,8.53,0,0,20,0,232.89,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,12.84,15.89,0.7,134.28,0,2.35,0,0,0,0,12.98,27.16,17.34,27.66,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,12.54,19.23,40.86,0,43.77,142.56,0,12.66,378.9,0,0,0,0,8.53,0,0,20,0,232.89,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,2.24,15.89,0.7,134.28,0,2.35,0,0,0,0,12.98,27.16,17.34,27.66,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,12.54,19.23,40.86,0,43.77,142.56,0,12.66,323.14,0,0,0,0,8.53,0,0,17.8,0,232.89,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,237.92,0,0,2.24,15.89,0.7,134.28,0,2.35,0,0,0,0,12.98,27.16,17.34,27.66,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

