Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/01/01/3733,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/20/9046,NR/30092023/26122029/SH-06,GNA/NR/2025/01/20/4168,GNA/NR/2025/01/01/6775,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/6528,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/3945,NR/01102023/31052040/LT-31,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3925,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/8738,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,GNARE/SR/2025/01/13/4532,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/5531,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/02/1250,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/20/5216,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/20/4698,GNA/NR/2025/01/01/3514
64,15:45-16:00,32.77,13.34,49,33.32,45,6.67,6.67,55,25,67.36,23,6.67,105,32.78,69.94,19.99,19,13.33,166.61,20.17,0,0,0,0,28.82,21.7,8.65,1.14,34.59,8.39,0,28.82,48.04,100.09,8.6,65.92,48.04,8.39,65.33,18.8,26.9,28.82,61.48,0,48.04,230.57,0,1.47,0,1.53,0,0,0,0,19.21

65,16:00-16:15,33,13.34,43,29.83,39,6.67,6.67,48,21,60.03,20,6.67,91,33,60.67,19.99,11,13.33,149.15,20.17,0,0,0,0,28.82,21.7,8.65,1.14,34.59,7.74,0,28.82,48.04,100.09,7.93,65.92,48.04,7.74,82.1,18.2,26.9,28.82,61.48,0,48.04,271.64,0,1.47,0,1.57,0,0,0,0,19.21

66,16:15-16:30,33,13.34,35,26.05,31,6.67,6.67,41,18,50.58,16,6.67,74,33,50.72,19.99,5,13.33,130.26,20.17,0,0,0,0,28.82,21.7,8.65,1.14,34.59,6.47,0,28.82,48.04,100.09,6.64,65.92,48.04,6.47,130.42,17.6,26.9,28.82,61.48,0,48.04,271.64,0,1.47,0,1.57,0,0,0,0,19.21

67,16:30-16:45,33,13.34,27,19.51,25,6.67,6.67,33,13,41.09,11,6.67,60,33,41.14,19.99,1,13.33,97.57,20.17,0,0,0,0,28.82,22.2,8.65,1.14,34.59,5.17,0,28.82,48.04,100.09,5.3,65.92,48.04,5.17,130.42,17.21,26.9,28.82,61.48,0,48.04,271.64,0,1.47,0,1.57,0,0,0,0,19.21

68,16:45-17:00,25.55,13.34,19,15.28,21,6.67,6.67,25,9,31.32,8,6.67,49,21.78,31.72,19.99,0,13.33,76.39,20.17,0,0,0,0,36.51,22.71,14.41,1.14,43.23,3.84,0,36.51,48.04,100.09,3.93,65.92,48.04,3.84,130.42,16.41,26.9,28.82,61.48,0,48.04,271.64,0,1.47,0,1.57,0,0,0,0,19.21

69,17:00-17:15,17.02,13.34,11,11.56,15,6.67,6.67,15,6,24.03,5,6.67,35,13.22,23.03,19.99,0,13.33,57.81,20.17,0,0,0,0,36.51,23.21,14.41,1.22,43.23,2.55,0,36.51,48.04,100.09,2.62,82.88,48.04,2.55,130.42,16.21,26.9,28.82,61.48,0,48.04,271.64,0,1.56,0,1.57,0,0,0,0,19.21

70,17:15-17:30,10.11,13.34,5,7.63,9,6.67,6.67,9,3,15.8,2,6.67,21,7.58,13.29,19.99,0,13.33,38.13,20.17,0,0,0,0,36.51,23.72,14.41,1.22,43.23,1.45,0,36.51,48.04,100.09,1.49,114.9,48.04,1.45,130.42,16.01,26.9,28.82,61.48,0,48.04,271.64,0,1.56,0,1.57,0,0,0,0,19.21

71,17:30-17:45,4.88,13.34,1,3.13,4,6.67,6.67,7,0,8.44,0,6.67,11,3.98,3.22,19.99,0,13.33,15.64,20.17,0,0,0,0,36.51,24.22,14.41,1.22,43.23,0.64,0,36.51,48.04,100.09,0.66,114.9,48.04,0.64,130.42,15.81,26.9,28.82,61.48,0,48.04,271.64,0,1.56,0,1.57,0,0,0,0,19.21

72,17:45-18:00,0.49,14.34,0,1.76,1,6.67,6.67,3,0,3.75,0,6.67,4,1.98,0,19.99,0,14.33,8.8,20.17,0,0,0,0,36.51,25.23,14.41,1.22,43.23,0.21,0,36.51,48.04,100.09,0.22,114.9,14.41,0.21,130.42,15.61,26.9,28.82,61.48,0,48.04,271.64,0,1.56,0,1.57,0,0,0,0,19.21

73,18:00-18:15,0,14.34,0,0.78,0,6.67,6.67,2,0,1.25,0,6.67,0,0,0,19.99,0,14.33,3.91,20.17,50,90.31,0,5.76,36.51,25.74,14.41,1.07,43.23,0.07,30.74,36.51,48.04,100.09,0.07,114.9,14.41,0.07,130.42,12.41,26.9,28.82,61.48,96.07,48.04,271.64,0,1.56,0,1.57,30,9.61,50,7.69,19.21

74,18:15-18:30,0,15,0,0.2,0,6.67,6.67,0,0,0.32,0,6.67,0,0,0,19.99,0,15,0.97,20.17,50,90.31,0,5.76,36.51,26.24,14.41,1.07,43.23,0.07,30.74,36.51,48.04,100.09,0.07,114.9,14.41,0.07,130.42,12.41,26.9,28.82,61.48,96.07,48.04,271.64,0,1.56,0,1.57,30,9.61,50,7.69,19.21

75,18:30-18:45,0,16.34,0,0,0,6.67,6.67,0,0,0,0,6.67,0,0,0,19.99,0,16.33,0,20.17,50,90.31,0,5.76,36.51,25.74,14.41,1.07,43.23,0,30.74,36.51,48.04,100.09,0,114.9,14.41,0,130.42,12.41,26.9,28.82,61.48,96.07,48.04,271.64,0,1.56,0,1.57,30,9.61,50,7.69,19.21

76,18:45-19:00,0,18.34,0,0,0,6.67,6.67,0,0,0,0,6.67,0,0,0,19.99,0,18.33,0,20.17,50,90.31,0,5.76,36.51,25.74,14.41,1.07,43.23,0,30.74,36.51,48.04,100.09,0,114.9,14.41,0,130.42,12.61,26.9,28.82,61.48,96.07,48.04,271.64,0,1.56,0,1.57,30,9.61,50,7.69,19.21

77,19:00-19:15,0,21.34,0,0,0,6.67,6.67,0,0,0,0,6.67,0,0,0,19.99,0,21.33,0,20.17,50,90.31,0,5.76,36.51,25.74,14.41,1.03,43.23,0,30.74,36.51,48.04,100.09,0,114.9,14.41,0,130.42,8.2,26.9,28.82,61.48,96.07,48.04,271.64,0,1.56,0,1.57,30,9.61,50,7.69,19.21

78,19:15-19:30,0,24.34,0,0,0,6.67,6.67,0,0,0,0,6.67,0,0,0,19.99,0,24.33,0,20.17,50,90.31,0,5.76,36.51,25.23,14.41,1.03,43.23,0,30.74,36.51,48.04,100.09,0,114.9,14.41,0,130.42,8.4,26.9,28.82,61.48,96.07,48.04,271.64,0,1.56,0,1.57,30,9.61,50,7.69,19.21

79,19:30-19:45,0,26.34,0,0,0,6.83,6.83,0,0,0,0,6.67,0,0,0,20.51,0,26.33,0,20.17,50,90.31,0,5.76,36.51,25.23,14.41,1.03,43.23,0,30.74,36.51,48.04,100.09,0,114.9,14.41,0,130.42,8.4,26.9,28.82,61.48,96.07,48.04,271.64,0,1.56,0,1.57,30,9.61,50,7.69,19.21

80,19:45-20:00,0,28.66,0,0,0,7.17,7.17,0,0,0,0,6.67,0,0,0,21.49,0,28.67,0,20.17,50,90.31,0,5.76,36.51,25.23,14.41,1.03,43.23,0,30.74,36.51,48.04,100.09,0,114.9,14.41,0,130.42,8.4,26.9,28.82,61.48,96.07,48.04,271.64,0,1.56,0,1.57,30,9.61,50,7.69,19.21

81,20:00-20:15,0,28,0,0,0,8.33,8.33,0,0,0,0,7.33,0,0,0,25.01,0,28,0,20.17,50,0,0,0,36.51,25.23,14.41,0.99,43.23,0,0,36.51,48.04,100.09,0,114.9,14.41,0,130.42,8.4,26.9,28.82,86.66,0,48.04,271.64,0,1.56,0,1.53,30,0,50,0,19.21

82,20:15-20:30,0,31.66,0,0,0,8.67,8.67,0,0,0,0,7.67,0,0,0,25.99,0,31.67,0,20.17,50,0,0,0,36.51,25.23,14.41,0.99,43.23,0,0,36.51,48.04,100.09,0,65.92,14.41,0,130.42,8.4,26.9,28.82,86.66,0,48.04,271.64,0,1.56,0,1.53,30,0,50,0,19.21

83,20:30-20:45,0,39,0,0,0,8.83,8.83,0,0,0,0,8,0,0,0,26.51,0,39,0,20.17,50,0,0,0,36.51,25.23,14.41,0.99,43.23,0,0,36.51,48.04,100.09,0,65.92,14.41,0,130.42,10.6,26.9,28.82,86.66,0,48.04,271.64,0,1.56,0,1.53,30,0,50,0,19.21

84,20:45-21:00,0,45.34,0,0,0,9,9,0,0,0,0,8.33,0,0,0,27,0,45.33,0,20.17,50,0,0,0,36.51,25.23,14.41,0.99,43.23,0,0,36.51,48.04,100.09,0,65.92,14.41,0,130.42,11,26.9,28.82,86.66,0,48.04,271.64,0,1.56,0,1.53,30,0,50,0,19.21

85,21:00-21:15,0,49.66,0,0,0,9.67,9.67,0,0,0,0,8.33,0,0,0,28.99,0,49.67,0,20.17,50,0,0,0,34.59,25.23,14.41,0.99,43.23,0,0,34.59,48.04,100.09,0,65.92,30.74,0,100.33,19.01,26.9,28.82,63,0,48.04,271.64,0,1.56,0,1.53,30,0,50,0,19.21

86,21:15-21:30,0,52.66,0,0,0,10.33,10.33,0,0,0,0,8.67,0,0,0,31.01,0,52.67,0,20.17,50,0,0,0,34.59,24.73,14.41,0.99,43.23,0,0,34.59,48.04,100.09,0,65.92,30.74,0,100.33,18.81,26.9,28.82,63,0,48.04,271.64,0,1.56,0,1.53,30,0,50,0,19.21

87,21:30-21:45,0,43.34,0,0,0,11.33,11.33,0,0,0,0,8.33,0,0,0,34.01,0,43.33,0,20.17,50,0,0,0,34.59,24.73,14.41,0.99,43.23,0,0,34.59,48.04,100.09,0,70.06,30.74,0,100.33,18.61,26.9,28.82,63,0,48.04,271.64,0,1.56,0,1.53,30,0,50,0,19.21

88,21:45-22:00,0,44,0,0,0,13.17,13.17,0,0,0,0,8.67,0,0,0,39.49,0,44,0,20.17,50,0,0,0,34.59,24.73,14.41,0.99,34.59,0,0,34.59,48.04,100.09,0,70.06,30.74,0,100.33,18.21,26.9,28.82,63,0,48.04,271.64,0,1.56,0,1.53,30,0,50,0,19.21

89,22:00-22:15,0,44.34,0,0,0,12,12,0,0,0,0,9,0,0,0,36,0,44.33,0,20.17,0,0,0,0,33.62,24.73,8.65,0.99,33.62,0,0,33.62,48.04,100.09,0,70.06,30.74,0,100.33,18.01,26.9,28.82,63,0,48.04,271.64,0,1.47,0,1.48,30,0,50,0,19.21

90,22:15-22:30,0,44.66,0,0,0,12.33,12.33,0,0,0,0,9.33,0,0,0,37.01,0,44.67,0,20.17,0,0,0,0,33.62,24.73,8.65,0.99,33.62,0,0,33.62,48.04,100.09,0,70.06,30.74,0,100.33,17.81,26.9,28.82,63,0,48.04,271.64,0,1.47,0,1.48,30,0,50,0,19.21

91,22:30-22:45,0,45,0,0,0,12.5,12.5,0,0,0,0,9.33,0,0,0,37.5,0,45,0,20.17,0,0,0,0,33.62,24.73,8.65,0.99,33.62,0,0,33.62,48.04,100.09,0,70.06,30.74,0,100.33,13.41,26.9,28.82,63,0,48.04,271.64,0,1.47,0,1.48,30,0,50,0,19.21

92,22:45-23:00,0,44.66,0,0,0,12.67,12.67,0,0,0,0,9.67,0,0,0,37.99,0,44.67,0,20.17,0,0,0,0,33.62,24.73,8.65,0.99,33.62,0,0,33.62,48.04,100.09,0,70.06,30.74,0,100.33,13.41,26.9,28.82,63,0,48.04,271.64,0,1.47,0,1.48,30,0,50,0,19.21

93,23:00-23:15,0,44,0,0,0,12.83,12.83,0,0,0,0,10.67,0,0,0,38.51,0,44,0,20.17,0,0,0,0,26.9,24.73,8.65,0.99,26.9,0,0,26.9,48.04,100.09,0,70.06,30.74,0,82.1,13.21,26.9,28.82,59.4,0,48.04,271.64,0,1.47,0,1.48,30,0,50,0,19.21

94,23:15-23:30,0,43.34,0,0,0,13,13,0,0,0,0,11.33,0,0,0,39,0,43.33,0,20.17,0,0,0,0,26.9,24.73,8.65,0.99,26.9,0,0,26.9,48.04,100.09,0,70.06,30.74,0,82.1,12.81,26.9,28.82,59.4,0,48.04,230.57,0,1.47,0,1.48,30,0,50,0,19.21

95,23:30-23:45,0,41.66,0,0,0,13.17,13.17,0,0,0,0,11.67,0,0,0,39.49,0,41.67,0,20.17,0,0,0,0,26.9,24.73,8.65,0.99,26.9,0,0,26.9,48.04,100.09,0,70.06,30.74,0,82.1,12.41,26.9,28.82,59.4,0,48.04,192.14,0,1.47,0,1.48,30,0,50,0,19.21

96,23:45-24:00,0,39.34,0,0,0,13.33,13.33,0,0,0,0,11.67,0,0,0,40.01,0,39.33,0,20.17,0,0,0,0,26.9,24.73,8.65,0.99,26.9,0,0,26.9,48.04,100.09,0,70.06,30.74,0,82.1,12.01,26.9,28.82,59.4,0,48.04,149.4,0,1.47,0,1.48,30,0,50,0,19.21

