Block,Time,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/15082037/GNA_NR_2012_01,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/14082046/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/26072023/31072042/L_NR_2023_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_02,NR/16042024/31052024/IEX_240323_06618,NR/16042024/30042024/IEX_240323_06617,NR/01042024/30042024/PTC/OA/32001,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/08032047/L_NR_2021_14,NR/01102023/23072042/L_NR_2012_04
68,16:45-17:00,56.67,40.984594,100.500000,22.01,6.400000,4.180000,0,115.710000,4.030000,87.020000,0.000000,272.770000,74,29.280000,0,6.250000,16.090000,25.440000,31,37,20.74,19,10.590000,23,261.920000,48.240000,9.650000,48.240000,26.84,80.5,22.44,6.250000,25.440000,0.000000,32,32,26.83,32,112.22,56.67,0,43.21,0.000000

69,17:00-17:15,57,32.450602,100.500000,22.01,4.140000,4.180000,0,115.710000,4.030000,87.020000,0.000000,272.770000,60,29.280000,0,4.040000,16.090000,25.440000,25,30,16.54,15,10.780000,23,261.920000,48.240000,9.650000,48.240000,26.84,80.5,19.6,4.040000,25.440000,3.990000,32,32,26.83,32,97.98,57,0,35.84,0.000000

70,17:15-17:30,57,23.760738,100.500000,22.01,3.640000,4.180000,0,115.710000,4.030000,87.020000,0.000000,272.770000,46,29.280000,0,3.550000,16.090000,25.440000,19,23,12,12,10.780000,23,261.920000,48.240000,9.650000,48.240000,27,81,15.74,3.550000,25.440000,3.990000,22,19.7,27,33,78.72,57,0,29.07,0.000000

71,17:30-17:45,56.67,16.200946,100.500000,18,2.640000,4.180000,0,115.710000,4.030000,87.020000,0.000000,272.770000,28,29.280000,0,2.570000,16.090000,25.440000,12,16,9,8,10.780000,26.66,261.920000,48.240000,9.650000,48.240000,26.84,80.5,11.8,2.570000,25.440000,3.990000,7,10.87,26.83,25.56,59,56.67,0,22.31,0.000000

72,17:45-18:00,56.67,11.437108,100.500000,17,1.840000,4.180000,0,115.710000,4.030000,87.020000,0.000000,272.770000,14,29.280000,0,1.800000,16.090000,25.440000,6,11,6,6,10.780000,26.66,261.920000,48.240000,9.650000,48.240000,26.84,80.5,8.63,1.800000,25.440000,3.990000,1,4.43,26.83,15.44,43.15,56.67,0,15.78,0.000000

73,18:00-18:15,55.33,6.42972,100.500000,12.8,1.160000,3.750000,0,115.710000,4.510000,87.020000,0.000000,272.770000,7,29.780000,0,1.130000,16.090000,24.350000,3,9,4,5,10.960000,26.66,261.920000,48.240000,9.650000,48.240000,26,78,6.1,1.130000,30.870000,4.070000,0,0,26,0,30.53,55.33,0,9.97,0.000000

74,18:15-18:30,54.33,3.633766,100.500000,12.01,0.640000,3.750000,0,115.710000,4.510000,87.020000,0.000000,272.770000,2,29.780000,0,0.630000,16.090000,24.350000,1,5,2,2,10.960000,26.66,261.920000,48.240000,9.650000,48.240000,25.16,75.5,4.53,0.630000,30.870000,4.070000,0,0,25.17,0,22.67,54.33,0,5.39,0.000000

75,18:30-18:45,50.33,1.334654,100.500000,11.61,0.210000,3.750000,0,115.710000,4.510000,87.020000,0.000000,272.770000,1,29.780000,0,0.200000,16.090000,30.870000,0,1,1,0,10.960000,23,261.920000,48.240000,9.650000,48.240000,23.5,70.5,2.16,0.200000,30.870000,4.070000,0,0,23.5,0,10.81,50.33,0,2.34,0.000000

76,18:45-19:00,50,0,100.500000,10.81,0.030000,3.750000,0,115.710000,4.510000,87.020000,0.000000,272.770000,0,30.280000,0,0.030000,16.090000,30.870000,0,0,0.5,0,10.960000,22.34,261.920000,48.240000,9.650000,48.240000,23,69,0.68,0.030000,30.870000,4.070000,0,0,23,0,3.43,50,0,0,0.000000

77,19:00-19:15,49.33,0,100.500000,10.01,0.000000,3.900000,0,115.710000,4.510000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,19.820000,0,0,0,0,11.140000,22,261.920000,48.240000,9.650000,48.240000,22.5,67.5,0.32,0.000000,30.870000,4.070000,0,0,22.5,0,1.63,49.33,0,0,0.000000

78,19:15-19:30,48.33,0,100.500000,9.61,0.000000,3.900000,0,115.710000,4.510000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,19.820000,0,0,0,0,11.140000,22,261.920000,48.240000,9.650000,48.240000,22.34,67,0.14,0.000000,30.870000,4.070000,0,0,22.33,0,0.73,48.33,0,0,0.000000

79,19:30-19:45,47.33,0,100.500000,9.21,0.000000,3.900000,0,115.710000,4.510000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,19.820000,0,0,0,0,11.140000,18.66,261.920000,48.240000,9.650000,48.240000,20.5,61.5,0.04,0.000000,30.870000,4.070000,0,0,20.5,0,0.18,47.33,0,0,0.000000

80,19:45-20:00,46.67,0,100.500000,8.41,0.000000,3.900000,0,115.710000,4.510000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,23.690000,0,0,0,0,11.140000,18.34,261.920000,48.240000,9.650000,48.240000,20.34,61,0,0.000000,23.690000,4.070000,0,0,20.33,0,0,46.67,0,0,0.000000

81,20:00-20:15,47,0,100.500000,7.41,0.000000,3.900000,0,115.710000,4.510000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,30.870000,0,0,0,0,11.330000,17.34,261.920000,48.240000,9.650000,48.240000,19.84,59.5,0,0.000000,19.820000,4.070000,0,0,19.83,0,0,47,0,0,0.000000

82,20:15-20:30,47.67,0,100.500000,7.41,0.000000,3.900000,0,115.710000,4.510000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,30.870000,0,0,0,0,11.330000,16.66,261.920000,48.240000,9.650000,48.240000,20,60,0,0.000000,19.820000,4.070000,0,0,20,0,0,47.67,0,0,0.000000

83,20:30-20:45,48.33,0,100.500000,7.41,0.000000,3.900000,0,115.710000,4.510000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,23.690000,0,0,0,0,11.330000,16.66,261.920000,48.240000,9.650000,48.240000,20.34,61,0,0.000000,19.820000,4.070000,0,0,20.33,0,0,48.33,0,0,0.000000

84,20:45-21:00,48.67,0,100.500000,7.01,0.000000,3.900000,0,115.710000,4.510000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,23.690000,0,0,0,0,11.330000,16.66,261.920000,48.240000,9.650000,48.240000,20.66,62,0,0.000000,19.820000,4.070000,0,0,20.67,0,0,48.67,0,0,0.000000

85,21:00-21:15,50,0,100.500000,7.01,0.000000,3.800000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,19.820000,0,0,0,0,11.510000,16.66,261.920000,48.240000,9.650000,48.240000,21.16,63.5,0,0.000000,30.870000,3.920000,0,0,21.17,0,0,50,0,0,0.000000

86,21:15-21:30,51.67,0,100.500000,7.01,0.000000,3.800000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,30.280000,0,0.000000,16.090000,19.820000,0,0,0,0,11.510000,16.66,261.920000,48.240000,9.650000,48.240000,21.66,65,0,0.000000,30.870000,3.920000,0,0,21.67,0,0,51.67,0,0,0.000000

87,21:30-21:45,53.33,0,100.500000,7.01,0.000000,3.800000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,29.780000,0,0.000000,16.090000,19.820000,0,0,0,0,11.510000,16.66,261.920000,48.240000,9.650000,48.240000,22.66,68,0,0.000000,30.870000,3.920000,0,0,22.67,0,0,53.33,0,0,0.000000

88,21:45-22:00,55,0,100.500000,7.01,0.000000,3.800000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,29.280000,0,0.000000,16.090000,19.820000,0,0,0,0,11.510000,16.66,261.920000,48.240000,9.650000,48.240000,23.5,70.5,0,0.000000,30.870000,3.920000,0,0,23.5,0,0,55,0,0,0.000000

89,22:00-22:15,54.67,0,100.500000,7.01,0.000000,3.710000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,28.770000,0,0.000000,16.090000,30.870000,0,0,0,0,11.690000,16.66,261.920000,48.240000,9.650000,48.240000,23.84,71.5,0,0.000000,30.870000,3.920000,0,0,23.83,0,0,54.67,0,0,0.000000

90,22:15-22:30,55,0,100.500000,7.01,0.000000,3.710000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,30.870000,0,0,0,0,11.690000,16.66,261.920000,48.240000,9.650000,48.240000,24.16,72.5,0,0.000000,30.870000,3.920000,0,0,24.17,0,0,55,0,0,0.000000

91,22:30-22:45,53.67,0,100.500000,7.01,0.000000,3.710000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,27.760000,0,0.000000,16.090000,30.870000,0,0,0,0,11.690000,17.34,261.920000,48.240000,9.650000,48.240000,24.66,74,0,0.000000,30.870000,3.920000,0,0,24.67,0,0,53.67,0,0,0.000000

92,22:45-23:00,53,0,100.500000,7.01,0.000000,3.710000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,27.250000,0,0.000000,16.090000,30.870000,0,0,0,0,11.690000,17.34,261.920000,48.240000,9.650000,48.240000,25.34,76,0,0.000000,30.870000,3.920000,0,0,25.33,0,0,53,0,0,0.000000

93,23:00-23:15,51,0,100.500000,7.01,0.000000,3.710000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,27.250000,0,0.000000,16.090000,30.870000,0,0,0,0,11.690000,17.34,261.920000,48.240000,9.650000,48.240000,25.84,77.5,0,0.000000,30.870000,3.840000,0,0,25.83,0,0,51,0,0,0.000000

94,23:15-23:30,51,0,100.500000,7.01,0.000000,3.710000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,27.250000,0,0.000000,16.090000,30.870000,0,0,0,0,11.690000,17.34,261.920000,48.240000,9.650000,48.240000,25.84,77.5,0,0.000000,30.870000,3.840000,0,0,25.83,0,0,51,0,0,0.000000

95,23:30-23:45,49,0,100.500000,7.01,0.000000,3.710000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,27.250000,0,0.000000,16.090000,30.870000,0,0,0,0,11.690000,17.34,261.920000,48.240000,9.650000,48.240000,25.84,77.5,0,0.000000,30.870000,3.840000,0,0,25.83,0,0,49,0,0,0.000000

96,23:45-24:00,47.33,0,100.500000,7.01,0.000000,3.710000,0,115.710000,4.260000,87.020000,0.000000,272.770000,0,27.250000,0,0.000000,16.090000,30.870000,0,0,0,0,11.690000,17.34,261.920000,48.240000,9.650000,48.240000,25.66,77,0,0.000000,30.870000,3.840000,0,0,25.67,0,0,47.33,0,0,0.000000

