Column1,Time,GNA/NR/2025/06/01/9719,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2868,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2025/04/01/8510,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/10/8283,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/4973,GNA/NR/2025/04/01/8964,GNA/NR/2025/06/01/7786,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/10/4813,GNA/NR/2025/06/01/7762,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8456,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/06/07/5932
65,16:00-16:15,24.16,7.12,100.68,8.18,24.16,11.9,29.16,34.81,0,0,30.24,25,34.81,104.42,69.39,33,59,29,33,40.02,29,158.63,52,0,60,76.52,31.73,15.35,133.35,26.7,11.76,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,11.76,0,24.16,100.67,10.78,9.09,10.34,12.85,28.26,-77.48

66,16:15-16:30,24.16,7.12,100.68,8.18,24.16,11.9,29.16,34.94,0,0,30.2,20,34.94,104.8,63.26,33,52,26,33,40.02,25,144.99,48,0,57,67.27,29,15.35,133.35,26.7,10.57,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,10.57,0,24.16,100.67,10.78,8.17,10.34,12.85,28.26,-0

67,16:30-16:45,24.16,7.78,100.68,8.42,24.16,11.9,29.16,34.57,0,0,30.24,15,34.57,103.68,57,33,50,25,33,40.02,23,130.36,43,0,49,58.53,26.07,15.35,133.35,26.7,9.44,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,9.44,0,24.16,100.67,10.78,7.3,10.34,12.85,28.26,-0

68,16:45-17:00,24.16,7.78,100.68,8.42,24.16,11.9,29.16,34.45,0,0,30.27,12,34.45,103.35,50.19,33,43,22,33,40.02,20,114.54,39,0,42,50.69,22.91,15.35,133.35,26.7,8.32,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,8.32,0,24.16,100.67,10.78,6.43,10.34,12.85,28.26,-0

69,17:00-17:15,24.16,8.44,100.68,8.42,24.16,11.9,29.16,34.33,0,0,30.2,10,34.33,103.01,43.61,33,37,18,33,43.02,15,98.96,33,0,37,42.83,19.79,15.35,133.35,26.7,7.24,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,7.24,0,24.16,100.67,10.78,5.6,10.34,13.23,28.26,-0

70,17:15-17:30,24.16,8.44,100.68,8.42,24.16,11.9,29.16,33.83,0,0,30,8,33.83,101.51,36.58,33,31,15,33,43.02,11,82.64,27,0,33,34.63,16.53,15.35,133.35,26.7,6.17,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,6.17,0,24.16,100.67,10.78,4.77,10.34,13.23,28.26,-0

71,17:30-17:45,24.16,8.9,100.68,8.96,24.16,11.9,29.16,34,0,0,29.8,1,34,102,29.5,29.12,25,12,29.52,43.02,9,67.36,21,0,23,26.47,13.47,15.35,133.35,26.7,5.09,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,5.09,51.12,24.16,100.67,10.78,3.93,10.34,13.23,28.26,-0

72,17:45-18:00,24.16,8.9,100.68,8.96,24.16,11.9,29.16,34,0,0,29.7,0,34,102,23.1,20.15,25,13,20.41,43.02,7,52.59,15,0,13,19.06,10.52,15.35,133.35,26.7,4.01,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,4.01,51.12,24.16,100.67,10.78,3.1,10.34,13.23,28.26,-0

73,18:00-18:15,24.16,9.37,100.68,8.96,24.16,11.9,29.16,34,0,0,31.41,0,34,102,17.15,0,15,7,0,43.02,5,39.51,9,0,8,13.28,7.9,11.07,133.35,26.7,3.25,62.81,193.26,171.04,37.41,48.32,11.91,48.32,5.3,48.32,69.17,26.7,3.25,51.12,24.16,100.67,10.78,2.51,7.77,13.5,28.77,-0

74,18:15-18:30,24.16,9.37,100.68,8.96,24.16,11.9,29.16,34,0,0,30.98,0,34,102,12.29,0,10,5,0,43.02,3,28.51,4,0,5,9.11,5.7,11.07,133.35,26.7,2.47,62.81,193.26,167.17,41.67,48.32,11.91,48.32,5.3,48.32,69.17,26.7,2.47,51.12,24.16,100.67,10.78,1.92,7.77,13.5,28.77,-0

75,18:30-18:45,24.16,9.84,100.68,9.74,24.16,11.9,29.16,33.83,0,0,29.1,0,33.83,101.51,1.01,0,6,3,0,43.02,1,19.44,3,0,2,6.08,3.89,11.07,133.35,26.7,1.71,62.81,193.26,149.78,45.93,48.32,11.91,48.32,5.3,48.32,69.17,26.7,1.71,51.12,24.16,100.67,10.78,1.33,7.77,13.5,28.77,-0

76,18:45-19:00,24.16,9.84,100.68,9.74,24.16,11.9,29.16,33.83,0,0,28.32,0,33.83,101.51,0,0,3,1,0,43.02,1,12.42,1,0,1,3.21,2.48,11.07,133.35,26.7,0.95,62.81,193.26,171.04,50.19,48.32,11.91,48.32,5.3,48.32,69.17,26.7,0.95,51.12,24.16,100.67,10.78,0.74,7.77,13.5,28.77,-0

77,19:00-19:15,24.16,10.3,100.68,9.74,24.16,11.9,29.16,33.67,0,0,27.72,0,33.67,100.99,0,0,0,0,0,43.02,0,7.05,0,0,0,0.76,1.41,11.07,133.35,29,0,62.81,193.26,48.32,115.91,48.32,11.91,48.32,5.3,48.32,69.17,29,0,60.88,24.16,100.67,10.78,0,7.77,13.68,29.27,-0

78,19:15-19:30,24.16,10.3,100.68,9.74,24.16,11.9,29.16,33.5,0,0,27.33,0,33.5,100.5,0,0,0,0,0,43.02,0,2.67,0,0,0,0,0.54,11.07,133.35,29,0,62.81,193.26,51.21,115.91,48.32,11.91,48.32,5.3,48.32,69.17,29,0,60.88,24.16,100.67,10.78,0,7.77,13.68,29.27,-0

79,19:30-19:45,24.16,10.77,100.68,10.13,24.16,11.9,29.16,29.67,0,0,26.62,0,29.67,88.99,0,0,0,0,0,43.02,0,0,0,0,0,0,0,11.07,133.35,29,0,62.81,193.26,54.11,115.91,48.32,11.91,48.32,5.3,48.32,69.17,29,0,60.88,24.16,100.67,10.78,0,7.77,13.68,29.27,-0

80,19:45-20:00,24.16,10.77,100.68,10.13,24.16,11.9,29.16,29,0,0,26.15,0,29,87,0,0,0,0,0,43.02,0,0,0,0,0,0,0,11.07,133.35,29,0,62.81,193.26,57.01,115.91,48.32,11.91,48.32,5.3,48.32,69.17,29,0,60.88,24.16,100.67,10.78,0,7.77,13.68,29.27,-0

81,20:00-20:15,24.16,11.24,100.68,10.13,24.16,11.9,29.16,28.17,0,0,22.37,0,28.17,84.49,0,0,0,0,0,43.02,0,0,0,0,0,0,0,11.07,133.35,29.5,0,62.81,0,64.74,115.91,48.32,11.91,48.32,5.3,48.32,69.17,29.5,0,60.88,24.16,100.67,10.78,0,7.77,14.15,29.27,-0

82,20:15-20:30,24.16,11.24,124.84,10.13,24.16,11.9,29.16,27.5,0,0,21.8,0,27.5,82.5,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29.5,0,62.81,0,70.54,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29.5,0,60.88,24.16,100.67,10.78,0,10.34,14.15,29.27,-0

83,20:30-20:45,24.16,11.24,130.74,10.13,24.16,11.9,29.16,26.67,0,0,20.95,0,26.67,79.99,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29.5,0,62.81,0,78.27,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29.5,0,60.88,24.16,100.67,10.78,0,10.34,14.15,29.27,-0

84,20:45-21:00,24.16,11.24,130.74,10.13,24.16,11.9,29.16,25.67,0,0,20.16,0,25.67,76.99,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29.5,0,62.81,0,83.1,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29.5,0,60.88,24.16,100.67,10.78,0,10.34,14.15,28.26,-0

85,21:00-21:15,24.16,11.24,130.74,10.13,24.16,11.9,29.16,24.67,0,0,19.77,0,24.67,73.99,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29.5,0,62.81,0,77.3,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29.5,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

86,21:15-21:30,24.16,11.24,130.74,10.13,24.16,11.9,29.16,23.83,0,0,18.87,0,23.83,71.51,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29.5,0,62.81,0,83.1,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29.5,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

87,21:30-21:45,24.16,9.84,130.74,9.35,24.16,11.9,29.16,20.17,0,0,18.06,0,20.17,60.49,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29.5,0,62.81,0,85.03,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29.5,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

88,21:45-22:00,24.16,9.84,130.74,9.35,24.16,11.9,29.16,19.83,0,0,17.05,0,19.83,59.51,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29.5,0,62.81,0,92.76,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29.5,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

89,22:00-22:15,24.16,9.84,130.74,8.73,24.16,11.9,29.16,19.5,0,0,15.15,0,19.5,58.5,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29,0,62.81,0,99.53,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

90,22:15-22:30,24.16,9.84,130.74,8.73,24.16,11.9,29.16,19.17,0,0,14.69,0,19.17,57.49,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29,0,62.81,0,101.46,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

91,22:30-22:45,24.16,9.84,130.74,9.35,24.16,11.9,29.16,19.67,0,0,14.2,0,19.67,58.99,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29,0,62.81,0,113.06,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

92,22:45-23:00,24.16,9.84,130.74,9.35,24.16,11.9,29.16,20.17,0,0,13.92,0,20.17,60.49,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29,0,62.81,0,119.82,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

93,23:00-23:15,24.16,9.84,130.74,9.35,24.16,11.9,29.16,20.67,0,0,14.25,0,20.67,61.99,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29,0,62.81,0,113.06,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

94,23:15-23:30,24.16,9.84,130.74,9.35,24.16,11.9,29.16,21.17,0,0,14.57,0,21.17,63.49,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29,0,62.81,0,114.99,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

95,23:30-23:45,24.16,9.84,130.74,9.35,24.16,11.9,29.16,20.67,0,0,14.91,0,20.67,61.99,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29,0,62.81,0,118.85,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

96,23:45-24:00,24.16,9.84,130.74,9.35,24.16,12.18,29.16,21.17,0,0,15.24,0,21.17,63.49,0,0,0,0,0,43.02,0,0,0,0,0,0,0,15.35,133.35,29,0,62.81,0,121.75,115.91,48.32,11.91,48.32,5.85,48.32,87.16,29,0,60.88,24.16,100.67,10.78,0,10.34,14.61,29.27,-0

