Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/6490,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/10/9513,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/7459,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/8510,NR/01102023/22052037/LT-59,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/7960,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/8456
71,17:30-17:45,21,15,12,67.59,35,50.5,21.24,16.83,20.28,7,7.4,9,5,13.52,32.39,26,16.84,84.33,84.33,9.62,9.62,32,32,50,0,1.92,0,130.23,4.6,115.09,8.57,2.71,2.71,9.62,31.29,2.89,7.68,4.5,0,36.58,272.15,100.27,2.71,4.11,0,48.12,2.89,2.89,8.04

72,17:45-18:00,13,7,9,48.34,18,46.5,11.69,15.5,10.53,1,8.2,5,2,9.67,23.42,24.33,15.5,83,83,9.62,9.62,32,32,50,0,1.92,0,130.23,4.6,115.09,8.57,1.6,1.6,9.62,31.29,2.89,7.68,4.5,0,36.58,272.15,100.27,1.6,4.11,0,48.12,2.89,2.89,8.04

73,18:00-18:15,8,3,7,32.02,7,34.5,0,11.5,0,0,6.6,2,1,6.41,16.24,16.67,11.5,72.67,72.67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.11,0.79,0.79,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0.79,3.92,0,48.12,2.89,2.89,8.04

74,18:15-18:30,5,1,5,19.09,4,35,0,11.67,0,0,7.6,0,0,3.82,10.3,14,11.66,67,67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.11,0.24,0.25,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0.25,3.92,0,48.12,2.89,2.89,8.04

75,18:30-18:45,2,0,3,10.79,1,34.5,0,11.5,0,0,8.6,0,0,2.16,5.72,13,11.5,63.33,63.33,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.11,0.04,0.04,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0.04,3.92,0,48.12,2.89,2.89,8.04

76,18:45-19:00,1,0,1,2.53,0,38,0,12.67,0,0,9.6,0,0,0.51,2.79,12.33,12.66,60.33,60.33,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.11,0.03,0.04,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0.04,3.92,0,48.12,2.89,2.89,8.04

77,19:00-19:15,0,0,0,0,0,38.5,0,12.83,0,0,10,0,0,0,0,12.33,12.84,58.33,58.33,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.49,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.92,0,48.12,2.89,2.89,8.04

78,19:15-19:30,0,0,0,0,0,38.5,0,12.83,0,0,10.4,0,0,0,0,12.33,12.84,56,56,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.49,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.92,0,48.12,2.89,2.89,8.04

79,19:30-19:45,0,0,0,0,0,39,0,13,0,0,10.8,0,0,0,0,12.67,13,54,54,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.49,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.92,0,48.12,2.89,2.89,8.04

80,19:45-20:00,0,0,0,0,0,39.5,0,13.17,0,0,11.41,0,0,0,0,12.67,13.16,52,52,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.49,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.92,0,48.12,2.89,2.89,8.04

81,20:00-20:15,0,0,0,0,0,39,0,13,0,0,11.61,0,0,0,0,13,13,51,51,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.83,0,48.12,2.89,2.89,8.04

82,20:15-20:30,0,0,0,0,0,40,0,13.33,0,0,11.81,0,0,0,0,13.33,13.34,49.67,49.67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.83,0,48.12,2.89,2.89,8.04

83,20:30-20:45,0,0,0,0,0,40.5,0,13.5,0,0,12.01,0,0,0,0,13.67,13.5,48.67,48.67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.83,0,48.12,2.89,2.89,8.04

84,20:45-21:00,0,0,0,0,0,41,0,13.67,0,0,12.21,0,0,0,0,14,13.66,48.33,48.33,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.83,0,48.12,2.89,2.89,8.04

85,21:00-21:15,0,0,0,0,0,42.5,0,14.17,0,0,13.61,0,0,0,0,12.33,14.16,48,48,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.83,0,48.12,2.89,2.89,8.04

86,21:15-21:30,0,0,0,0,0,44,0,14.67,0,0,13.01,0,0,0,0,12,14.66,47.33,47.33,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.83,0,48.12,2.89,2.89,8.04

87,21:30-21:45,0,0,0,0,0,45.5,0,15.17,0,0,12.61,0,0,0,0,12,15.16,47,47,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.83,0,48.12,2.89,2.89,8.04

88,21:45-22:00,0,0,0,0,0,47,0,15.67,0,0,12.01,0,0,0,0,12,15.66,46.67,46.67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.99,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.83,0,48.12,2.89,2.89,8.04

89,22:00-22:15,0,0,0,0,0,55,0,18.33,0,0,11.61,0,0,0,0,12,18.34,49.67,49.67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.75,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.73,0,48.12,2.89,2.89,8.04

90,22:15-22:30,0,0,0,0,0,55,0,18.33,0,0,11.41,0,0,0,0,12,18.34,50.67,50.67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.75,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.73,0,48.12,2.89,2.89,8.04

91,22:30-22:45,0,0,0,0,0,55,0,18.33,0,0,11,0,0,0,0,12,18.34,50.67,50.67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.75,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.73,0,48.12,2.89,2.89,8.04

92,22:45-23:00,0,0,0,0,0,54.5,0,18.17,0,0,10.6,0,0,0,0,12,18.16,50.33,50.33,9.62,9.62,32,32,50,0,1.92,0,130.23,4.75,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.73,0,48.12,2.89,2.89,8.04

93,23:00-23:15,0,0,0,0,0,56,0,18.67,0,0,10.6,0,0,0,0,12.33,18.66,50.33,50.33,9.62,9.62,32,32,50,0,1.92,0,130.23,4.6,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.64,0,48.12,2.89,2.89,8.04

94,23:15-23:30,0,0,0,0,0,58,0,19.33,0,0,10.6,0,0,0,0,12.33,19.34,50,50,9.62,9.62,32,32,50,0,1.92,0,130.23,4.6,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.64,0,48.12,2.89,2.89,8.04

95,23:30-23:45,0,0,0,0,0,59.5,0,19.83,0,0,10.6,0,0,0,0,12.33,19.84,49.67,49.67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.6,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.64,0,48.12,2.89,2.89,8.04

96,23:45-24:00,0,0,0,0,0,61.5,0,20.5,0,0,10.8,0,0,0,0,12.67,20.5,49.67,49.67,9.62,9.62,32,32,50,0,1.92,0,130.23,4.6,115.09,9.86,0,0,9.62,31.29,2.89,7.68,4.66,0,36.58,272.15,100.27,0,3.64,0,48.12,2.89,2.89,8.04

