Column1,Time,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/16/1676,GNA/SR/2025/02/01/6460,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/02/01/4863,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/16/1380,GNA/NR/2025/02/01/9969,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,GNA/SR/2025/02/01/7432,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/01/5886,NR/01102023/31052040/LT-31,GNA/NR/2025/02/01/2143,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/11/01/4200,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/9606,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/01/01/8625,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10
77,19:00-19:15,36.53,0,75,28.26,8.56,7.21,32,100.15,257.32,0,43.26,271.81,32,50,0,13.46,0,36.53,85.1,0,50,0.93,200,57.69,0.92,0.92,0,0.29,0,14,38.33,0,0,27.01,0,0,14,0,0,0,11.67,0,0,0,42,0,38.33

78,19:15-19:30,36.53,0,75,28.26,8.56,7.21,32,100.15,257.32,0,43.26,271.81,32,50,0,13.46,0,36.53,85.1,0,50,0.93,200,57.69,0.92,0.92,0,0.29,0,13.84,38.33,0,0,27.01,0,0,13.83,0,0,0,11.33,0,0,0,41.5,0,38.33

79,19:30-19:45,36.53,0,75,28.26,8.56,7.21,32,100.15,257.32,0,43.26,271.81,32,50,0,13.46,0,36.53,85.1,0,50,0.93,200,57.69,0.92,0,0,0,0,9.83,37.67,0,0,21.01,0,0,9.83,0,0,0,11,0,0,0,29.51,0,37.67

80,19:45-20:00,36.53,0,75,28.76,8.56,7.21,32,100.15,257.32,0,43.26,271.81,32,50,0,13.46,0,36.53,85.1,0,50,0.93,200,57.69,0.92,0,0,0,0,9.5,37,0,0,20.21,0,0,9.5,0,0,0,10.33,0,0,0,28.5,0,37

81,20:00-20:15,36.53,0,75,28.76,8.46,7.21,25.48,100.15,257.32,0,43.26,271.81,26.99,50,0,13.46,0,36.53,85.1,0,50,0.93,150,53.44,0.92,0,0,0,0,10.17,40.67,0,0,19.61,0,0,10.17,0,0,0,11.33,0,0,0,30.49,0,40.66

82,20:15-20:30,36.53,0,75,28.76,8.46,7.21,25.48,100.15,257.32,0,43.26,271.81,26.99,50,0,13.46,0,36.53,85.1,0,50,0.93,150,49.2,0.92,0,0,0,0,10.5,41.33,0,0,19.01,0,0,10.5,0,0,0,11.33,0,0,0,31.5,0,41.34

83,20:30-20:45,36.53,0,75,28.76,8.46,7.21,26.94,100.15,257.32,0,43.26,271.81,26.94,50,0,13.46,0,36.53,85.1,0,50,0.93,150,44.96,0.92,0,0,0,0,13.5,41,0,0,21.21,0,0,13.5,0,0,0,11.33,0,0,0,40.5,0,41

84,20:45-21:00,36.53,0,75,28.76,8.46,7.21,26.94,100.15,257.32,0,43.26,271.81,26.94,50,0,13.46,0,36.53,85.1,0,50,0.93,150,40.72,0.92,0,0,0,0,13.5,40,0,0,20.61,0,0,13.5,0,0,0,11.33,0,0,0,40.5,0,40

85,21:00-21:15,23.07,0,75,28.76,8.37,7.21,26.94,100.15,223.68,0,23.07,271.81,26.94,50,0,8.65,0,23.07,73.57,0,50,0.62,150,36.48,0,0.92,0,0,0,13.5,41,0,0,20.41,0,0,13.5,0,0,0,11,0,0,0,40.5,0,41

86,21:15-21:30,23.07,0,75,28.76,8.37,7.21,26.94,100.15,223.68,0,23.07,271.81,26.94,50,0,8.65,0,23.07,73.57,0,50,0.62,150,35.06,0,0.92,0,0,0,13.33,40.33,0,0,20.41,0,0,13.33,0,0,0,10.33,0,0,0,40.01,0,40.34

87,21:30-21:45,23.07,0,75,28.76,8.37,7.21,26.94,100.15,223.68,0,23.07,271.81,26.94,50,0,8.65,0,23.07,73.57,0,50,0.62,150,35.06,0,0,0,0,0,13.33,39.33,0,0,19.61,0,0,13.33,0,0,0,10,0,0,0,40.01,0,39.34

88,21:45-22:00,23.07,0,75,28.26,8.37,7.21,26.94,100.15,223.68,0,23.07,271.81,26.94,50,0,8.65,0,23.07,73.57,0,50,0.62,150,35.06,0,0,0,0,0,13.17,39,0,0,19.81,0,0,13.17,0,0,0,9.67,0,0,0,39.49,0,39

89,22:00-22:15,23.07,47.56,75,28.26,9.56,7.21,26.94,100.15,201.87,15.85,23.07,271.81,26.94,50,0,8.65,0,23.07,73.57,0,50,0.62,150,35.06,0,0,0,0,0,13.83,39.67,0,0,16.01,0,0,13.83,0,0,0,9.67,0,0,0,41.51,0,39.66

90,22:15-22:30,23.07,47.56,75,28.26,9.56,7.21,26.94,100.15,189.38,15.85,23.07,271.81,26.94,50,0,8.65,0,23.07,73.57,0,50,0.62,150,35.06,0,0,0,0,0,14,39.67,0,0,15.81,0,0,14,0,0,0,9.67,0,0,0,42,0,39.66

91,22:30-22:45,23.07,47.56,75,28.26,9.56,7.21,26.94,100.15,189.38,15.85,23.07,271.81,26.94,50,0,8.65,0,23.07,73.57,0,50,0.62,150,35.06,0,0,0,0,0,14.17,40.33,0,0,15.81,0,0,14.17,0,0,0,9.67,0,0,0,42.49,0,40.34

92,22:45-23:00,23.07,47.56,75,27.75,9.56,7.21,26.94,100.15,189.38,15.85,23.07,271.81,26.94,50,0,8.65,0,23.07,73.57,0,50,0.62,150,35.06,0,0,0,0,0,14.33,40.67,0,0,15.41,0,0,14.33,0,0,0,9.67,0,0,0,43.01,0,40.66

93,23:00-23:15,23.07,47.56,75,27.75,9.38,7.21,26.94,100.15,189.38,15.85,23.07,271.81,26.94,50,0,8.65,0,23.07,63.08,0,50,0.62,150,35.06,0,0.92,0,0,0,14.17,40.67,0,0,16.01,0,0,14.17,0,0,0,9.67,0,0,0,42.49,0,40.66

94,23:15-23:30,23.07,47.56,75,27.75,9.38,7.21,26.94,100.15,189.38,15.85,23.07,271.81,26.94,50,0,8.65,0,23.07,63.08,0,50,0.62,150,35.06,0,0.92,0,0,0,14,40.67,0,0,16.01,0,0,14,0,0,0,9.67,0,0,0,42,0,40.66

95,23:30-23:45,23.07,47.56,75,27.25,9.38,7.21,26.94,82.67,189.38,15.85,23.07,271.81,26.94,50,0,8.65,0,23.07,63.08,0,50,0.62,150,35.06,0,0,0,0,0,13.83,41.67,0,0,16.61,0,0,13.83,0,0,0,10,0,0,0,41.51,0,41.66

96,23:45-24:00,23.07,47.56,75,27.25,9.38,7.21,26.94,52.87,189.38,15.85,23.07,271.81,26.94,50,0,8.65,0,23.07,63.08,0,50,0.62,150,35.06,0,0,0,0,0,13.5,41.33,0,0,17.61,0,0,13.5,0,0,0,10,0,0,0,40.5,0,41.34

