Column1,Block,GNARE/NR/2024/12/20/3668,NR/2025/32857/A/95703,NR/2025/32534/A/95928,NR/2025/32653/A/95719,NR/2025/32535/A/95929,NR/2025/32535/A/95930,NR/2025/33346/C,NR/2025/32599/A/95912,NR/2025/32652/A/95718,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/6452,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6209,NR/2025/33300/C,NR/2025/29992/A/95617,GNA/NR/2025/08/01/6187,NR/2025/33333/C,NR/2025/32397/A/95492,NR/2025/33330/C,NR/2025/33334/C,NR/2025/33260/C,NR/2025/31421/A/95975,NR/2025/32559/A/95940,GNA/NR/2025/08/01/4125,NR/2025/32610/A/95939,NR/2025/33316/C,NR/2025/33301/C,NR/2025/33287/C,NR/2025/32556/A/95941,NR/2025/32554/A/95894,NR/2025/32532/A/95920,NR/2025/32375/A/95972,NR/2025/31046/A/95937,NR/2025/32598/A/95961,NR/2025/32004/A/95945,NR/2025/33233/A/95960,NR/2025/32455/A/96035,NR/2025/32702/A/95601,NR/2025/32532/A/95919,NR/2025/31041/A/95935,NR/2025/31042/A/95936,NR/2025/33341/C,NR/2025/29440/A/95499,NR/2025/32534/A/95927,NR/2025/32262/A/95532,NR/2025/33343/C,NR/2025/31047/A/95938,Total
55,13:30-13:45,100,1.15,0.38,1.44,0.1,0.29,8.79,196,1.63,20.71,24,8.72,19.2,24,18.37,26.95,26.95,95.98,47.99,15.21,95.98,0,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,0,191.96,0,0,0.58,0,0,81.58,0,14.4,0,10.56,0.29,0,0,191.96,0.96,0.1,0,47.99,0,1484.7199999999998

56,13:45-14:00,100,1.15,0.38,1.44,0.1,0.29,8.79,196,1.63,20.71,24,8.72,19.2,24,18.37,26.95,26.95,95.98,47.99,15.21,95.98,0,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,0,191.96,0,0,0.58,0,0,81.58,0,14.4,0,10.56,0.29,0,0,191.96,0.96,0.1,0,47.99,0,1484.7199999999998

57,14:00-14:15,100,1.15,0.38,1.44,0.1,0.29,8.79,196,1.63,20.71,24,8.72,19.2,24,18.55,26.95,26.95,95.98,47.99,15.21,95.98,95.98,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,95.98,191.96,0,0,0.58,0,0,81.58,0,14.4,0,11.52,0.29,0,0,191.96,0.96,0.1,0,47.99,0,1677.82

58,14:15-14:30,98.37,1.15,0.38,1.44,0.1,0.38,8.79,196,1.63,20.71,24,8.72,19.2,24,18.55,26.95,26.95,95.98,47.99,15.21,95.98,95.98,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,95.98,191.96,0,0,0.58,0,0,81.58,0,14.4,0,11.52,0.29,0,0,191.96,0.96,0.19,0,47.99,0,1676.3700000000001

59,14:30-14:45,95.41,1.15,0.38,1.44,0.1,0.38,8.79,182,1.63,20.71,24,8.72,19.2,24,18.55,26.95,26.95,95.98,47.99,15.21,95.98,95.98,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,95.98,191.96,0,0,0.58,0,0,81.58,0,14.4,0,11.52,0.29,0,0,191.96,0.96,0.19,0,47.99,0,1659.41

60,14:45-15:00,91.88,1.15,0.38,1.44,0.1,0.29,8.79,175,1.63,20.71,24,8.72,19.2,24,18.55,26.95,26.95,95.98,47.99,15.21,95.98,95.98,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,95.98,191.96,0,0,0.58,0,0,81.58,0,14.4,0,11.52,0.29,0,0,191.96,0.96,0.19,0,47.99,0,1648.79

61,15:00-15:15,87.14,1.15,0.38,1.44,0.1,0.29,10.74,165,1.63,20.71,24,8.72,19.2,24,18.55,26.95,26.95,95.98,47.99,15.21,95.98,95.98,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,95.98,191.96,0,0,0.58,0,0,81.58,0,14.4,0,11.52,0.29,0,0,191.96,0.96,0.19,0,47.99,0,1636

62,15:15-15:30,82.1,1.15,0.38,1.44,0.1,0.29,10.74,158,1.63,20.71,24,8.72,19.2,24,18.55,26.95,26.95,95.98,47.99,15.21,95.98,95.98,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,95.98,191.96,0,0,0.67,0,0,81.58,0,14.4,0,11.52,0.29,0,0,191.96,0.96,0.1,0,47.99,0,1623.96

63,15:30-15:45,76.98,1.15,0.38,1.44,0.1,0.29,10.74,151,1.63,20.71,24,8.72,19.2,24,18.55,26.95,26.95,95.98,47.99,15.21,95.98,95.98,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,95.98,191.96,0,0,0.58,0,0,81.58,0,14.4,0,11.52,0.29,0,0,191.96,0.96,0.1,0,47.99,0,1611.75

64,15:45-16:00,71.85,1.15,0.38,1.44,0.1,0.29,10.74,140,1.63,20.71,24,8.72,19.2,24,18.55,26.95,26.95,95.98,47.99,15.21,95.98,95.98,0,9.21,24,0,24,24,44.15,0,0,8.72,0,76.42,95.98,191.96,0,0,0.67,0,0,81.58,0,14.4,0,11.52,0.29,0,0,191.96,0.96,0.1,0,47.99,0,1595.71

65,16:00-16:15,66.32,0,0.38,0,0.1,0.29,10.74,130,0,20.71,24,8.72,19.2,24,18.74,26.95,26.95,95.98,47.99,15.21,95.98,0,44.15,9.21,0,0,0,0,0,0,24,8.72,24,0,0,28.79,24,163.17,0.67,47.99,0,81.58,76.42,14.4,0,11.52,0.29,0,95.98,191.96,0.86,0.19,0,0,95.98,1576.14

66,16:15-16:30,60.58,0,0.38,0,0.1,0.29,10.74,116,0,20.71,24,8.72,19.2,24,18.74,26.95,26.95,95.98,47.99,15.21,95.98,0,44.15,9.21,0,0,0,0,0,0,24,8.72,24,0,0,28.79,24,163.17,0.67,47.99,0,81.58,76.42,14.4,0,11.52,0.29,0,95.98,191.96,0.86,0.19,0,0,95.98,1556.4

67,16:30-16:45,54.57,0,0.37,0,0.1,0.37,10.74,88,0,20.71,24,8.72,19.2,24,18.74,26.95,26.95,95.98,47.99,15.21,95.98,0,44.15,9.21,0,0,0,0,0,0,24,8.72,24,0,0,28.79,24,163.17,0.66,47.99,0,81.58,76.42,14.4,0,12.48,0.29,0,95.98,191.96,0.86,0.19,0,0,95.98,1523.41

68,16:45-17:00,48.36,0,0.36,0,0.1,0.36,8.79,77,0,20.71,24,8.72,19.2,24,18.74,26.95,26.95,95.98,47.99,15.21,95.98,0,44.15,9.21,0,0,0,0,0,0,24,8.72,24,0,0,28.79,24,163.17,0.61,47.99,0,81.58,76.42,14.4,0,12.48,0.29,0,95.98,191.96,0.86,0.1,0,0,95.98,1504.09

69,17:00-17:15,42.04,0,0.35,0,0.1,0.26,8.14,63,0,20.71,24,8.72,19.2,24,18.74,26.95,26.95,95.98,47.99,15.21,95.98,0,44.15,9.21,0,8.64,0,0,0,0,24,8.72,24,0,0,28.79,24,163.17,0.6,47.99,0,81.58,76.42,14.4,0,12.48,0.29,0,95.98,191.96,0.86,0.1,0,0,95.98,1491.6399999999999

70,17:15-17:30,35.66,0,0.35,0,0.1,0.26,7.86,56,0,20.71,24,8.72,19.2,24,18.74,26.95,26.95,95.98,47.99,15.21,95.98,0,44.15,9.21,0,8.64,0,0,0,0,24,8.72,24,0,0,28.79,24,163.17,0.61,47.99,0,81.58,76.42,14.4,0,12.48,0.29,0,95.98,191.96,0.86,0.1,0,0,95.98,1477.99

71,17:30-17:45,29.34,0,0.32,0,0.1,0.24,7.68,35,0,20.71,24,8.72,19.2,24,18.74,26.95,26.95,95.98,47.99,15.21,95.98,0,44.15,9.21,0,8.64,0,0,0,0,24,8.72,24,0,0,28.79,24,163.17,0.56,47.99,0,81.58,76.42,14.4,0,13.44,0.29,0,95.98,191.96,0.86,0.19,0,0,95.98,1451.44

72,17:45-18:00,23.01,0,0.25,0,0.1,0.19,7.75,28,0,20.71,24,8.72,19.2,24,18.74,26.95,26.95,95.98,47.99,15.21,95.98,0,44.15,9.21,0,8.64,0,0,0,0,24,8.72,24,0,0,28.79,24,163.17,0.44,47.99,0,81.58,76.42,14.4,0,13.44,0.29,0,95.98,191.96,0.86,0.19,0,0,95.98,1437.9400000000003

73,18:00-18:15,17.49,0,0.09,0,0.1,0.07,8.56,25,0,20.71,24,8.72,0,24,18.74,30,26.58,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0.15,47.99,0,81.58,76.42,14.4,47.99,13.44,0.29,0,95.98,191.96,0.86,0.1,0,0,95.98,1437.11

74,18:15-18:30,12.21,0,0,0,0.1,0,6.22,18,0,20.71,24,8.72,0,24,18.74,30,26.58,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0.29,0,95.98,191.96,0.86,0.1,0,0,95.98,1422.1799999999998

75,18:30-18:45,7.4,0,0,0,0.09,0,4.06,11,0,20.71,24,8.72,0,24,18.74,30,26.58,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0.26,0,95.98,191.96,0.86,0.09,0,0,95.98,1408.1599999999999

76,18:45-19:00,1.9,0,0,0,0.04,0,2.6,6,0,20.71,24,8.72,0,24,18.74,30,26.58,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0.12,0,95.98,191.96,0.86,0.04,0,0,95.98,1395.9599999999998

77,19:00-19:15,1.07,0,0,0,0,0,0,1,0,20.71,24,8.72,0,24,18.74,30,26.58,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,0,0,95.98,1387.38

78,19:15-19:30,0.47,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,30,26.58,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,0,0,95.98,1385.7800000000002

79,19:30-19:45,0.12,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,30,26.58,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,0,0,95.98,1385.43

80,19:45-20:00,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,30,26.58,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,0,0,95.98,1385.3100000000002

81,20:00-20:15,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1436.6000000000001

82,20:15-20:30,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1436.6000000000001

83,20:30-20:45,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1436.6000000000001

84,20:45-21:00,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,76.42,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1436.6000000000001

85,21:00-21:15,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1465.7600000000002

86,21:15-21:30,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1465.7600000000002

87,21:30-21:45,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1465.7600000000002

88,21:45-22:00,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.74,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1465.7600000000002

89,22:00-22:15,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.55,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1465.5700000000002

90,22:15-22:30,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.55,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,13.44,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1465.5700000000002

91,22:30-22:45,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.55,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,12.48,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1464.6100000000001

92,22:45-23:00,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.55,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,12.48,0,0,95.98,191.96,0.91,0,53.99,0,95.98,1464.6100000000001

93,23:00-23:15,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.55,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,12.48,0,0,95.98,191.96,0.86,0,53.99,0,95.98,1464.56

94,23:15-23:30,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.55,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,12.48,0,0,95.98,191.96,0.86,0,53.99,0,95.98,1464.56

95,23:30-23:45,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.55,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,12.48,0,0,95.98,191.96,0.86,0,53.99,0,95.98,1464.56

96,23:45-24:00,0,0,0,0,0,0,0,0,0,20.71,24,8.72,0,24,18.55,26.94,26.94,95.98,47.99,0,47.99,0,44.15,9.21,0,8.64,0,0,0,0,37.09,8.72,37.09,0,0,28.79,37.09,163.17,0,47.99,0,81.58,105.58,14.4,47.99,12.48,0,0,95.98,191.96,0.86,0,53.99,0,95.98,1464.56

