Column1,Time,GNA/NR/2024/08/16/9423,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/APL-Raigarh_august,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/SKS-Raigarh,GNA/NR/2024/08/16/6265,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/jitpl,NR/16082024/31082024/MPL/24-25/STOA/128,GNA/NR/2024/08/16/8581,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/08/16/7438,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/22052037/LT-59,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05
74,18:15-18:30,48.08,0,96.17,76.94,24.0835,0.94,0.96,65.94,7.91,0,0.94,261.1,90.84,24.0835,238.5,30.28,12.39,0,24.04,48.08,11.93,21.16,37.22,96.17,16.62,56.74,5.91,3.89,2.77,7.2,0,0,13.87,18.34,55,8,11,52,4,3,0,2,0,52,5,19.64,18.33,0

75,18:30-18:45,48.08,0,96.17,76.94,0,0,0,74.42,7.91,0,0,261.1,90.84,0,238.5,30.28,12.39,0,24.04,48.08,11.93,21.16,37.22,96.17,16.62,56.74,5.91,0.9,1.71,7.2,0,0,8.54,18.34,55,6,7,51.33,3,1,0,1,0,51.33,3,19.06,18.33,0

76,18:45-19:00,48.08,0,96.17,76.94,0,0,0,82.9,7.91,0,0,261.1,90.84,0,238.5,30.28,12.39,0,24.04,48.08,11.93,21.16,37.22,96.17,16.62,56.74,5.91,0,1.07,7.2,0,0,5.37,18.16,54.5,4,4,50.67,1,0,0,0,0,50.67,2,18.33,18.17,0

77,19:00-19:15,48.08,0,96.17,76.94,3,0,0,91.37,7.91,0,0,261.1,90.84,3,238.5,31.29,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,6.11,0,0.6,7.2,0,0,3.02,22,66,2,1,48.67,0,0,0,0,0,48.67,1,17.16,22,0

78,19:15-19:30,48.08,0,96.17,76.94,4,0,0,114.92,7.91,0,0,261.1,90.84,4,238.5,31.29,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,6.11,0,0.16,7.2,0,0,0.8,20.84,62.5,1,1,46.67,0,0,0,0,0,46.67,0,15.62,20.83,0

79,19:30-19:45,48.08,0,96.17,76.94,30.5,0,0,114.92,7.91,0,0,261.1,90.84,0,238.5,31.29,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,6.11,0,0.03,7.2,0,0,0.13,19.84,59.5,0,0,51.67,0,0,0,0,0,51.67,0,18.34,19.83,0

80,19:45-20:00,48.08,0,96.17,76.94,32,0,0,114.92,7.91,0,0,261.1,90.84,0,238.5,31.29,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,6.11,0,0.01,7.2,0,0,0.04,19,57,0,0,51,0,0,0,0,0,51,0,18,19,0

81,20:00-20:15,48.08,0,96.17,76.94,32,0,0,114.92,7.91,0,0,261.1,90.84,32,238.5,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,6.11,0,0,7.2,0,0,0,17.66,53,0,0,53.33,0,0,0,0,0,53.33,0,17,17.67,0

82,20:15-20:30,48.08,0,96.17,76.94,32,0,0,114.92,7.91,0,0,261.1,90.84,32,238.5,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,6.11,0,0,7.2,0,0,0,16.66,50,0,0,51.67,0,0,0,0,0,51.67,0,15.66,16.67,0

83,20:30-20:45,48.08,0,96.17,76.94,32,0,0,114.92,7.91,0,0,261.1,100.19,32,255.81,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,6.11,0,0,7.2,0,0,0,15.66,47,0,0,50,0,0,0,0,0,50,0,17.66,15.67,0

84,20:45-21:00,48.08,0,96.17,76.94,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,29.77,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,6.11,0,0,7.2,0,0,0,14.84,44.5,0,0,49,0,0,0,0,0,49,0,17.34,14.83,0

85,21:00-21:15,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.91,0,0,7.2,0,0,0,14.16,42.5,0,0,47.67,0,0,0,0,0,47.67,0,17,14.17,0

86,21:15-21:30,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,29.27,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.91,0,0,7.2,0,0,0,13.5,40.5,0,0,46,0,0,0,0,0,46,0,16,13.5,0

87,21:30-21:45,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,29.27,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.91,0,0,7.2,0,0,0,13.34,40,0,0,42,0,0,0,0,0,42,0,15,13.33,0

88,21:45-22:00,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,29.27,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.91,0,0,7.2,0,0,0,13.16,39.5,0,0,40.67,0,0,0,0,0,40.67,0,14,13.17,0

89,22:00-22:15,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.78,0,0,7.2,0,0,0,13,39,0,0,38.33,0,0,0,0,0,38.33,0,13.66,13,0

90,22:15-22:30,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,29.77,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.78,0,0,7.2,0,0,0,13,39,0,0,36,0,0,0,0,0,36,0,13,13,0

91,22:30-22:45,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,30.78,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.78,0,0,7.2,0,0,0,12.66,38,0,0,34.33,0,0,0,0,0,34.33,0,13.66,12.67,0

92,22:45-23:00,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.78,0,0,7.2,0,0,0,12.16,36.5,0,0,32.33,0,0,0,0,0,32.33,0,13.66,12.17,0

93,23:00-23:15,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.65,0,0,7.2,0,0,0,12.16,36.5,0,0,31.33,0,0,0,0,0,31.33,0,13.34,12.17,0

94,23:15-23:30,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.65,0,0,7.2,0,0,0,12.16,36.5,0,0,29.67,0,0,0,0,0,29.67,0,13.66,12.17,0

95,23:30-23:45,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.65,0,0,7.2,0,0,0,12.34,37,0,0,27.67,0,0,0,0,0,27.67,0,14.34,12.33,0

96,23:45-24:00,48.08,0,96.17,84.63,32,0,0,114.92,7.91,0,0,261.1,100.19,32,271.92,30.28,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,16.8,56.74,5.65,0,0,7.2,0,0,0,13.34,40,0,0,26,0,0,0,0,0,26,0,14.34,13.33,0

