Block,Time Block,SIMHST2,SINGRAULI_HYDRO,TANDA2,SINGRAULI,TALST2,TANAKPUR,TALA,SASAN,SIMHST1,SEWA2,RIHAND2,RIHAND1,RAPPD,RSTPSU1TO6,SALAL,RSTPSU7,RIHAND3,RAPPC,JHAJJAR,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,NLCTS2EXP,RAMPUR,NNTPP,RAPPB,NTPL,PARBATI3,PARBATI2,KOTESHWR,KUDGI,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,URI2,ANTA_GF,UNCHAHAR3,TEHRI,TelanganaSTPP,ANTA_CRF,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,ANTA_LF,AURY_LF,ANTA_RF,DADRI_GF,DADRI_CRF,AURY_GF,DADRI_RF,AURY_RF,AURY_CRF,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,1.04,2.94,137.96,0,11.46,30.5,324.84,0,0,120.57,94.63,23.69,0,77.73,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,0,0,106.03,40.87,14.1,47.97,0,32.67,45.35,19.9,40.57,125.54,0,0,7.62,6.79,33.94,0,0,23.25,0,18.92,0,0,0,30.8,21.25,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,1.04,2.94,137.96,0,3.71,30.5,324.84,0,0,120.57,94.63,23.69,0,77.73,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,0,0,120.46,40.87,16.86,47.97,0,32.67,45.35,20.79,40.57,130.54,0,0,8.3,6.79,38.52,0,0,23.25,0,18.92,0,0,0,30.8,25.5,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,1.04,2.94,137.96,0,3.71,30.5,324.84,0,0,120.57,94.63,23.69,0,77.73,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,0,0,120.46,40.87,16.86,47.97,0,32.67,45.35,18.1,40.57,133.43,0,0,8.3,6.79,38.52,0,0,23.25,0,18.92,12.62,0,0,30.8,25.5,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,1.04,4.41,123.97,0,3.71,30.79,324.84,0,0,104.79,82.41,23.69,0,49.21,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,9.76,0,55.49,40.87,14.1,53.3,0,32.67,45.35,18.74,40.57,123.03,0,0,8.3,6.79,37.77,0,0,23.25,0,18.92,25.23,0,0,30.8,25.5,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,1.04,4.41,135.87,0,11.46,30.79,324.84,0,0,120.57,94.63,23.69,0,49.21,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,9.76,0,55.49,40.87,14.1,53.3,0,32.67,45.35,19.74,40.57,123.03,0,0,8.3,6.79,37.77,0,0,23.25,0,18.92,37.86,0,0,30.8,25.5,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,1.04,4.41,137.96,0,11.46,31.07,324.84,0,0,120.57,94.63,23.69,0,49.21,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,9.76,0,8.11,40.87,14.1,53.3,0,32.67,45.35,20.94,40.57,142.74,0,0,8.3,6.79,37.77,0,0,23.25,0,18.92,50.46,0,0,30.8,25.5,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,1.04,4.41,137.96,0,11.46,31.07,324.84,0,0,120.57,94.63,23.69,0,49.21,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,19.53,0,8.11,40.87,14.1,53.3,0,32.67,45.35,19.38,40.57,142.74,0,0,8.3,6.79,37.77,0,0,23.25,0,18.92,50.46,0,0,30.8,25.5,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,1.04,2.94,132.44,0,11.46,31.07,324.84,0,0,120.57,94.63,23.69,0,49.21,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,19.53,0,8.11,40.87,17.26,53.3,1.06,32.67,45.35,19.42,40.57,142.74,0,0,8.3,6.79,37.77,0,0,23.25,0,18.92,50.46,0,0,30.8,31.88,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,1.04,2.94,132.44,0,11.46,31.07,324.84,0,0,120.57,94.63,23.69,0,49.21,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,19.53,0,8.11,40.87,17.26,53.3,6.28,32.67,45.35,23.82,40.57,142.74,0,0,8.3,6.79,37.77,0,0,23.25,0,18.92,50.46,0,0,30.8,31.88,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,1.04,2.94,132.44,0,11.46,31.07,324.84,0,0,120.57,94.63,23.69,0,49.21,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,19.53,0,8.11,40.87,17.26,53.3,7.41,32.67,45.35,24.05,40.57,142.74,0,0,8.3,6.79,37.77,0,0,23.25,0,13.61,50.46,0,0,20.59,31.88,10.41,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,1.04,2.94,132.44,0,11.46,31.07,324.84,0,0,120.57,94.63,23.69,0,49.21,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,20.04,0,19.53,0,8.11,40.87,17.26,53.3,12.55,32.67,45.35,18.55,40.57,142.74,0,0,8.3,6.79,37.77,0,0,23.25,0,13.61,50.46,0,0,20.59,31.88,10.41,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,1.04,2.94,132.44,0,11.46,28.75,324.84,0,0,120.57,94.63,23.69,0,62.63,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,7.15,0,19.53,0,8.11,40.87,17.26,53.3,12.55,32.67,45.35,17.22,40.57,142.74,0,0,8.3,6.79,42.01,0,0,23.25,0,13.61,50.46,0,0,20.59,36.12,10.41,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,1.04,2.94,132.44,0,11.46,28.75,324.84,0,0,120.57,94.63,23.69,0,62.63,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,7.15,0,19.53,0,8.11,40.87,20.02,53.3,12.55,32.67,45.35,18.89,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,13.61,50.46,0,0,20.59,36.12,10.41,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,1.04,2.94,132.44,0,11.46,28.75,324.84,0,0,120.57,94.63,23.69,0,79.41,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,21.46,0,19.53,0,8.11,40.87,17.26,53.3,12.55,32.67,45.35,19.12,40.57,142.74,0,0,8.3,6.79,43.76,0,0,23.25,0,18.92,50.46,0,0,20.47,36.12,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,1.04,2.94,132.44,0,11.46,28.69,324.84,0,0,120.57,94.63,23.69,0,79.41,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,21.46,0,19.53,0,8.11,40.87,20,53.3,12.55,32.67,45.35,19.24,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,18.92,50.46,0,0,20.47,36.12,14.49,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,1.04,2.94,132.44,0,11.46,28.58,316.72,0,0,120.57,94.63,23.69,0,79.41,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,21.46,0,29.29,0,8.11,40.87,20.02,53.3,12.55,32.67,45.35,21.43,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,19.05,50.46,0,0,20.37,36.12,15.21,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,1.04,2.94,132.44,0,11.46,28.5,316.72,0,0,120.57,94.63,23.69,0,79.41,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,21.46,0,29.29,0,8.11,40.87,20.02,53.3,12.55,32.67,45.35,24.05,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,19.05,50.46,0,0,20.37,36.12,15.21,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,1.04,2.94,132.44,0,11.46,27.42,316.72,0,0,120.57,94.63,23.69,0,79.41,0,125.93,62.97,123.27,0,0,0,169.2,0,23.45,0,5.49,0,0,0,21.46,0,29.29,0,8.11,40.87,20.02,53.3,12.55,32.67,45.35,24.05,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,19.05,50.46,0,0,20.37,32.95,15.21,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,1.04,2.94,132.44,0,11.46,27.08,316.72,0,0,120.57,94.63,23.69,0,79.41,0,125.93,62.97,124.33,0,0,0,169.2,0,23.45,0,5.49,0,0,0,21.46,0,29.29,0,50.46,40.87,20.02,53.3,12.55,32.67,45.35,24.05,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,19.05,50.46,0,0,19.95,32.95,15.21,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,1.04,4.82,132.44,0,11.46,26.93,316.72,0,0,120.57,94.63,23.69,0,79.41,0,125.93,62.97,127.55,0,0,0,169.2,0,23.45,0,5.49,0,0,0,35.78,0,29.29,0,51.43,40.87,20.02,53.3,18.83,32.67,45.35,23.05,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,22.93,50.46,0,0,20.59,32.95,18.07,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,1.04,5.34,132.44,0,11.46,27.08,316.72,0,0,120.57,94.63,23.69,0,79.41,0,125.93,62.97,127.55,0,0,0,169.2,0,23.45,0,5.49,0,0,0,35.78,0,39.05,0,85.11,40.87,20.02,53.3,18.83,32.67,45.35,20.88,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,23.15,50.46,0,0,20.59,32.95,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,1.04,5.34,133.47,0,11.46,27.03,316.72,0,0,120.57,94.63,23.69,0,79.41,0,125.93,62.97,137.7,0,0,0,169.2,0,23.45,0,5.49,0,0,0,35.78,0,39.05,0,167.44,40.87,20.02,53.3,18.83,32.67,45.35,21.65,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,26.65,50.46,0,0,20.59,32.95,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,1.04,5.34,133.47,0,11.46,26.83,316.72,0,5.89,120.57,94.63,23.69,0,79.41,0,125.93,62.97,166.58,0,0,0,169.2,0,23.45,0,5.49,0,0,0,35.78,0,39.05,0,275.77,40.87,20.02,53.3,18.83,32.67,45.35,18.23,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,26.65,50.46,0,0,20.59,32.95,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,1.04,5.34,134.9,0,11.46,26.85,316.72,0,11.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,195.45,0,0,0,169.2,0,23.45,0,5.49,0,0,0,37.2,0,39.05,0,371.02,40.87,20.02,53.3,18.83,32.67,45.35,18.61,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,26.65,50.46,0,0,23.16,32.95,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,1.04,5.34,134.9,0,11.46,26.97,316.72,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,55.81,0,42.97,0,371.02,42.91,20.02,55.51,19.69,34.35,47.73,21.87,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,26.58,32.95,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,1.04,5.34,134.9,0,11.46,27.1,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,55.81,0,42.97,0,371.02,42.91,20.02,55.51,19.69,34.35,47.73,23.43,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,28.49,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,1.04,5.34,134.9,0,11.46,27.1,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,55.81,0,42.97,0,371.02,42.91,20.02,55.51,19.69,34.35,47.73,23.93,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,31.16,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,1.04,5.34,134.9,0,11.46,27.51,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,55.81,0,42.97,0,438.4,42.91,20.02,55.51,19.69,34.35,47.73,22.64,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,26.98,50.4,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,1.04,5.34,134.9,0,11.46,27.53,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,55.81,0,42.97,0,515.4,42.91,20.02,55.51,19.69,34.35,47.73,22.17,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,29.18,50.4,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,1.04,5.34,134.9,0,11.46,27.73,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,55.81,0,42.97,0,515.4,42.91,20.02,55.51,19.69,34.35,47.73,21.51,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,29.21,50.39,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,1.04,5.34,134.9,0,11.46,27.76,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,40.06,0,42.97,0,515.4,42.91,20.02,55.51,19.69,34.35,47.73,24.05,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,31.31,50.39,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,1.04,5.34,134.9,0,11.46,27.94,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,37.2,0,42.97,0,528.33,42.91,20.02,55.51,19.69,34.35,47.73,19.89,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,1.04,5.34,127.97,0,11.46,28.3,238.22,0,17.65,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,169.2,0,23.45,0,5.49,0,0,0,7.15,0,39.05,0,528.78,40.87,20.02,53.3,7.41,32.67,45.35,22.45,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,1.04,5.34,127.97,0,11.46,28.27,238.22,0,17.65,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,169.2,0,23.45,0,5.49,0,0,0,8.59,0,39.05,0,528.78,40.87,20.02,53.3,7.41,32.67,45.35,20.84,40.57,142.74,0,0,8.3,6.79,43.82,0,0,23.25,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,1.04,5.34,127.97,0,11.46,28.27,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,37.2,0,42.97,0,528.78,42.91,20.02,55.51,19.69,34.35,47.73,21.59,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,1.04,5.34,127.97,0,11.46,28.24,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,37.2,0,42.97,0,528.78,42.91,20.02,55.51,19.69,34.35,47.73,19.45,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,1.04,5.34,127.97,0,11.46,28.27,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,37.2,0,42.97,0,528.78,42.91,20.02,55.51,19.69,34.35,47.73,19.88,40.68,142.74,0,0,8.3,6.91,43.82,0,0,23.25,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,1.04,5.34,134.9,0,11.46,28.02,238.22,0,18.76,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,170.79,0,23.45,0,5.62,0,0,0,37.2,0,42.97,0,528.78,42.91,20.02,55.51,19.69,34.35,47.73,19.85,40.68,142.74,0,0,8.3,6.91,43.82,0,0,27.01,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,1.04,5.34,134.9,0,11.46,28.1,238.22,0,17.65,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,169.2,0,23.45,0,5.49,0,0,0,31.48,0,39.05,0,528.78,40.87,20.02,53.3,18.83,32.67,45.35,21.17,40.57,142.74,0,0,8.3,6.79,43.82,0,0,27.01,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,1.04,5.34,136.89,0,11.46,28.15,238.22,0,17.65,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,169.2,0,23.45,0,5.49,0,0,0,36.49,0,39.05,0,528.78,40.87,20.02,53.3,18.83,32.67,45.35,20.19,40.57,142.74,0,0,8.3,6.79,43.82,0,0,27.01,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,1.04,5.34,136.89,0,11.46,28.21,238.22,0,17.65,120.57,94.63,23.69,0,78.85,0,125.93,62.97,223.37,0,0,0,169.2,0,23.45,0,5.49,0,0,0,36.49,0,39.05,0,528.78,40.87,20.02,53.3,18.83,32.67,45.35,17.82,40.57,142.74,0,0,8.3,6.79,43.82,0,0,25.51,0,26.65,51.65,0,0,36.75,36.12,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,1.04,5.34,136.89,0,11.46,28.3,238.22,0,17.65,120.57,94.63,23.69,0,79.41,0,125.93,62.97,223.37,0,0,0,169.2,0,23.45,0,5.49,0,0,0,36.49,0,39.05,0,528.78,40.87,20.02,53.3,18.83,32.67,45.35,15.13,40.57,142.74,0,0,8.3,6.79,43.82,0,0,25.51,0,26.65,51.65,0,0,36.75,29.75,20.84,3.1,0,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,1.04,5.34,136.89,0,11.46,28.43,238.22,0,17.65,120.57,94.63,23.69,0,79.41,0,125.93,62.97,223.37,0,0,0,169.2,0,23.45,0,5.49,0,0,0,36.49,0,39.05,0,528.78,40.87,20.02,53.3,18.83,32.67,45.35,16.47,40.57,142.74,0,0,8.3,6.79,43.82,0,0,25.51,0,26.65,51.65,0,0,36.75,29.75,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

