Time,Block,NR/2023/12592/A,NR/2023/15309/F,NR/2023/14895/A,NR/2023/15730/D,NR/2023/15733/D,NR/2023/15753/C,NR/2023/14746/A,NR/2023/12148/A,NR/2023/15306/F,NR/2023/13862/A,NR/2023/13635/A,NR/2023/15735/C,NR/2023/14898/A,NR/2023/15304/F,NR/2023/15738/C,NR/2023/15057/F,NR/2023/12052/A,NR/2023/15296/F,NR/2023/15412/F,NR/2023/12167/A,NR/2023/15402/F,NR/2023/15751/C,NR/2023/12422/A,NR/2023/12347/A,NR/2023/14745/A,NR/2023/15755/C,NR/2023/14737/A,NR/2023/12168/A,NR/2023/15303/F,NR/2023/12053/A,NR/2023/15754/C,NR/2023/15734/D,NR/2023/12431/A,NR/2023/12591/A,Total
66,16:15-16:30,85.140000,4.840000,95.800000,2.34,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.820000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1162.99

67,16:30-16:45,85.140000,4.840000,95.800000,4.1,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.820000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1164.75

68,16:45-17:00,85.140000,4.840000,95.800000,3.98,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.820000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1164.63

69,17:00-17:15,85.140000,4.840000,95.800000,2.98,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.820000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,24.190000,19.350000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1048.53

70,17:15-17:30,85.140000,4.840000,95.800000,1.89,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.820000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,24.190000,19.350000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1047.44

71,17:30-17:45,85.140000,4.840000,95.800000,1.05,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.820000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,24.190000,18.390000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1045.64

72,17:45-18:00,85.140000,4.840000,95.800000,0.7,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.820000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,24.190000,32.900000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1059.8

73,18:00-18:15,85.140000,4.840000,95.800000,0.56,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.870000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,85.160000,62.900000,46.640000,0.910000,36.510000,0.000000,38.710000,108.870000,42.570000,1094.29

74,18:15-18:30,85.140000,4.840000,95.800000,0.4,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.870000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,79.350000,62.900000,46.640000,0.910000,36.510000,0.000000,38.710000,108.870000,42.570000,1088.32

75,18:30-18:45,85.140000,4.840000,95.800000,0.13,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.870000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,81.290000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1038.7

76,18:45-19:00,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,9.080000,0.870000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,86.130000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1044.42

77,19:00-19:15,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,9.080000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,125.800000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1084.14

78,19:15-19:30,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,9.080000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,142.250000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1100.59

79,19:30-19:45,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,9.080000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,177.090000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1135.43

80,19:45-20:00,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,9.080000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,212.890000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1171.23

81,20:00-20:15,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,232.250000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1189.58

82,20:15-20:30,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,253.540000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1210.87

83,20:30-20:45,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,298.050000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1255.38

84,20:45-21:00,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,8.070000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,48.380000,0.000000,327.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1284.41

85,21:00-21:15,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,7.060000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,91.930000,0.000000,354.180000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1354.05

86,21:15-21:30,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,7.060000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1386.95

87,21:30-21:45,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,7.060000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1386.95

88,21:45-22:00,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1384.93

89,22:00-22:15,85.140000,4.840000,95.800000,0,0.000000,18.720000,77.900000,22.260000,0.930000,23.160000,21.290000,0.000000,70.160000,0.580000,5.040000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1519.38

90,22:15-22:30,85.140000,4.840000,95.800000,0,0.000000,18.720000,77.900000,22.260000,0.930000,23.160000,21.290000,0.000000,70.160000,0.580000,5.040000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1519.38

91,22:30-22:45,85.140000,4.840000,95.800000,0,0.000000,18.720000,77.900000,22.260000,0.930000,23.160000,21.290000,0.000000,70.160000,0.580000,5.040000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1519.38

92,22:45-23:00,85.140000,4.840000,95.800000,0,0.000000,18.720000,77.900000,22.260000,0.930000,23.160000,21.290000,0.000000,70.160000,0.580000,5.040000,0.920000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1519.38

93,23:00-23:15,85.140000,4.840000,95.800000,0,0.000000,18.720000,77.900000,22.260000,0.930000,23.160000,21.290000,0.000000,70.160000,0.580000,5.040000,0.870000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1519.33

94,23:15-23:30,85.140000,4.840000,95.800000,0,0.000000,18.720000,77.900000,22.260000,0.930000,23.160000,21.290000,0.000000,70.160000,0.580000,5.040000,0.870000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1519.33

95,23:30-23:45,85.140000,4.840000,95.800000,0,0.000000,18.720000,77.900000,22.260000,0.930000,23.160000,21.290000,0.000000,70.160000,0.580000,5.040000,0.870000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1519.33

96,23:45-24:00,85.140000,4.840000,95.800000,0,0.000000,18.720000,77.900000,22.260000,0.930000,23.160000,21.290000,0.000000,70.160000,0.580000,5.040000,0.870000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,91.930000,0.000000,387.080000,62.900000,46.640000,0.910000,36.510000,0.000000,0.000000,108.870000,42.570000,1519.33

