Column1,Time,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/8090,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/6566,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/25/9437,GNA/NR/2024/09/25/7488,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/2171,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/09/01/7908,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/16/2535,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/7119,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05
80,19:45-20:00,0,0,0,43.02,0,0,30.28,32,89.25,24.19,0,32,115.66,7.96,6.31,62.9,193.54,96.77,2.42,7.78,0,21.77,273.62,0,0,86.64,24.78,9.98,0,239.22,0,0,54.33,21.5,0,0,21.5,0,21.66,0,0,54.33,0,0,64.5

81,20:00-20:15,0,0,0,43.02,0,0,31.29,32,89.25,24.19,0,32,115.66,7.96,6.08,62.9,193.54,96.77,2.42,7.55,0,21.77,273.62,0,0,86.64,24.78,9.98,0,239.22,0,0,48.33,19.84,0,0,19.83,0,21.34,0,0,48.33,0,0,59.5

82,20:15-20:30,0,0,0,43.02,0,0,31.29,32,89.25,24.19,0,32,115.66,7.96,6.08,62.9,193.54,96.77,2.42,7.55,0,21.77,273.62,0,0,86.64,24.78,9.98,0,239.22,0,0,48.33,19.66,0,0,19.67,0,20.66,0,0,48.33,0,0,59

83,20:30-20:45,0,0,0,43.02,0,0,31.29,32,89.25,24.19,0,32,111.78,7.96,6.08,62.9,193.54,96.77,2.42,7.55,0,21.77,273.62,0,0,86.64,24.78,9.98,0,239.22,0,0,44,19.34,0,0,19.33,0,16.66,0,0,44,0,0,58

84,20:45-21:00,0,0,0,43.02,0,0,30.78,32,89.25,24.19,0,32,107.51,7.96,6.08,62.9,193.54,96.77,2.42,7.55,0,21.77,273.62,0,0,86.64,24.78,9.98,0,239.22,0,0,44.67,18.66,0,0,18.67,0,16,0,0,44.67,0,0,56

85,21:00-21:15,0,0,0,43.02,0,0,30.78,32,89.25,24.19,0,32,103.24,7.96,5.78,62.9,193.54,96.77,2.42,7.55,0,21.77,273.62,0,0,86.64,17.5,9.88,0,239.22,0,0,45,18.5,0,0,18.5,0,15.66,0,0,45,0,0,55.5

86,21:15-21:30,0,0,0,43.02,0,0,30.78,32,89.25,24.19,0,32,98.98,7.96,5.78,62.9,193.54,96.77,2.42,7.55,0,21.77,273.62,0,0,86.64,17.5,9.88,0,239.22,0,0,46,18.34,0,0,18.33,0,16,0,0,46,0,0,55

87,21:30-21:45,0,0,0,43.02,0,0,30.78,16.67,89.25,24.19,0,16.67,94.71,7.96,5.78,62.9,193.54,96.77,2.42,7.55,0,21.77,273.62,0,0,86.64,17.5,9.88,0,239.22,0,0,46.33,18.34,0,0,18.33,0,16,0,0,46.33,0,0,55

88,21:45-22:00,0,0,0,43.02,0,0,29.26,16.67,89.25,24.19,0,16.67,93.29,7.96,5.78,62.9,193.54,96.77,2.42,7.55,0,21.77,273.62,0,0,86.64,17.5,9.88,0,239.22,0,0,45.67,18.5,0,0,18.5,0,16.34,0,0,45.67,0,0,55.5

89,22:00-22:15,0,0,0,40.02,0,0,31.29,16.67,89.25,24.19,0,16.67,93.29,7.96,5.62,62.9,193.54,96.77,2.42,7.39,0,21.77,273.62,0,163.3,86.64,17.5,9.79,0,239.22,0,0,42,14.5,0,0,14.5,0,11.66,0,0,42,0,0,43.5

90,22:15-22:30,0,0,0,39.62,0,0,30.28,16.67,89.25,24.19,0,16.67,93.29,7.96,5.62,62.9,193.54,96.77,2.42,7.39,0,21.77,273.62,0,163.3,86.64,17.5,9.79,0,239.22,0,0,43,14.34,0,0,14.33,0,12.34,0,0,43,0,0,43

91,22:30-22:45,0,0,0,39.02,0,0,30.28,16.67,89.25,24.19,0,21.47,93.29,7.96,5.62,62.9,193.54,96.77,2.42,7.39,0,21.77,273.62,0,163.3,86.64,17.5,9.79,0,239.22,0,0,43,14.16,0,0,14.17,0,12.66,0,0,43,0,0,42.5

92,22:45-23:00,0,0,0,38.42,0,0,30.28,16.67,89.25,24.19,0,21.47,93.29,7.96,5.62,62.9,193.54,96.77,2.42,7.39,0,21.77,273.62,0,163.3,86.64,17.5,9.79,0,239.22,0,0,43,14,0,0,14,0,13.34,0,0,43,0,0,42

93,23:00-23:15,0,0,0,37.82,0,0,30.28,21.47,89.25,24.19,0,21.47,93.29,7.96,5.62,62.9,193.54,96.77,2.42,7.01,0,21.77,273.62,0,163.3,86.64,17.5,9.7,0,239.22,0,0,42.33,14.16,0,0,14.17,0,14,0,0,42.33,0,0,42.5

94,23:15-23:30,0,0,0,37.22,0,0,29.27,21.47,89.25,24.19,0,21.47,93.29,7.96,5.62,62.9,193.54,96.77,2.42,7.01,0,21.77,273.62,0,163.3,86.64,17.5,9.7,0,239.22,0,0,42.33,14.5,0,0,14.5,0,14.34,0,0,42.33,0,0,43.5

95,23:30-23:45,0,0,0,36.62,0,0,29.27,21.47,89.25,24.19,0,21.47,93.29,7.96,5.62,62.9,193.54,96.77,2.42,7.01,0,21.77,273.62,0,163.3,86.64,17.5,9.7,0,239.22,0,0,42,14.66,0,0,14.67,0,15,0,0,42,0,0,44

96,23:45-24:00,0,0,0,36.01,0,0,29.27,21.47,89.25,24.19,0,21.47,93.29,7.96,5.62,62.9,193.54,96.77,2.42,7.01,0,21.77,273.62,0,163.3,86.64,17.5,9.7,0,239.22,0,0,42.67,14.84,0,0,14.83,0,15,0,0,42.67,0,0,44.5

