Column1,Time,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,GNA/NR/2025/08/01/4125,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4452,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/5784,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/2414,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/5126,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8128,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/1196,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/6475
69,17:00-17:15,1.67,44.02,1.66,0.33,2.5,29.39,32,13,12,0,70.58,27,14.12,32.75,24,33,28.46,2,2.5,7.5,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,130.36,35.14,0,86.91,0,81.9,0,5.49,38.08,100.38,24.72,4.24,20.47,5.49,6.2,-0,3.6,19.27,19.18,270.98,20.79

70,17:15-17:30,1.67,44.02,1.66,0.33,2.5,24.06,27,11,9,0,60.56,21,12.11,27.12,21,33,17.59,0,2.5,7.5,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,130.36,35.14,0,86.91,0,81.9,0,4.48,38.08,100.38,25.23,3.47,20.47,4.48,6.2,-0,3.6,19.27,19.18,270.98,20.79

71,17:30-17:45,1.67,44.02,1.66,0.33,2.5,18.49,18,9,8,0,57.88,17,11.58,25.17,16,25.68,9.81,0,2.5,7.5,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,130.36,35.14,0,86.91,0,81.9,0,2.58,38.08,100.38,26.74,1.99,20.47,2.58,6.2,-0,3.6,19.27,19.18,270.98,20.79

72,17:45-18:00,1.67,44.02,1.66,0.33,2.5,12.86,15,7,7,0,45.47,15,9.09,20.74,13,15.69,4.89,0,2.5,7.5,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,130.36,35.14,0,86.91,0,81.9,0,1.97,38.08,100.38,26.74,1.52,20.47,1.97,6.2,-0,3.6,19.27,19.18,270.98,20.79

73,18:00-18:15,1.67,44.02,1.66,0.33,2.5,7.75,10,5,5,0,35.46,11,7.09,15.77,10,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.15,130.36,35.14,0,86.91,0,81.9,0,1.45,38.08,100.38,26.74,1.12,20.47,1.45,8.28,-0,5.15,0,19.18,270.98,20.79

74,18:15-18:30,1.67,44.02,1.66,0.33,2.5,3.78,7,4,3,0,26.18,7,5.24,10.51,7,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,35.14,0,86.91,0,81.9,0,1.01,38.08,100.38,26.74,0.78,20.47,1.01,9.9,-0,6.48,0,19.18,270.98,20.79

75,18:30-18:45,1.67,44.02,1.66,0.33,2.5,1.07,3,3,1,0,17.51,6,3.5,7.05,4,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,33.06,0,86.91,0,81.9,0,0,38.08,100.38,26.74,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

76,18:45-19:00,1.67,44.02,1.66,0.33,2.5,0,2,2,1,0,9.68,3,1.94,1.98,3,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,33.06,0,86.91,0,81.9,0,0,38.08,100.38,26.74,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

77,19:00-19:15,1.67,44.02,1.66,0.33,2.5,0,1,1,0,0,4.71,1,0.94,1.11,1,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,33.06,0,86.91,0,81.9,0,0,32,100.38,27.25,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

78,19:15-19:30,1.67,44.02,1.66,0.33,2.5,0,0,0,0,0,1.62,0,0.33,0.5,0,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,33.06,0,86.91,0,81.9,0,0,32,100.38,27.25,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

79,19:30-19:45,1.67,44.02,1.66,0.33,2.5,0,0,0,0,0,0.52,0,0.11,0.12,0,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,27.25,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

80,19:45-20:00,1.67,44.02,1.66,0.33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,27.25,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

81,20:00-20:15,1.67,44.02,1.66,0.33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,27.25,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

82,20:15-20:30,1.67,44.02,1.66,0.33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,27.25,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

83,20:30-20:45,1.67,44.02,1.66,0.33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,26.74,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

84,20:45-21:00,1.67,44.02,1.66,0.33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,8.76,0,0,8.76,33.72,17.38,20.47,0,4.61,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,26.74,0,20.47,0,9.9,-0,6.65,0,19.18,270.98,20.79

85,21:00-21:15,1.67,44.02,1.66,1.42,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,22.5,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,26.24,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

86,21:15-21:30,1.67,44.02,1.66,1.73,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,22.5,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,26.24,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

87,21:30-21:45,1.67,44.02,1.66,2.02,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,22.5,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,26.24,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

88,21:45-22:00,1.67,44.02,1.66,2.29,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,22.5,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,25.74,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

89,22:00-22:15,1.67,44.02,1.66,2.51,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,17.95,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,24.72,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

90,22:15-22:30,1.67,44.02,1.66,2.62,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,17.52,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,24.72,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

91,22:30-22:45,12.4,44.02,12.4,2.8,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,17.07,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,25.23,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

92,22:45-23:00,12.31,44.02,12.3,2.9,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,16.82,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,25.23,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

93,23:00-23:15,12.38,44.02,12.39,2.84,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,16.36,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,25.23,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

94,23:15-23:30,12.34,44.02,12.33,2.63,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,16.37,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,25.23,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

95,23:30-23:45,12.31,44.02,12.32,8.33,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,16.32,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,24.72,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

96,23:45-24:00,12.38,44.02,12.38,8.33,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,16.32,8.76,0,0,8.76,33.72,17.38,20.47,0,5.81,130.36,57.8,0,86.91,0,81.9,0,0,32,100.38,24.72,0,20.47,0,12.52,-0,8.39,0,19.18,270.98,20.79

