Column1,Time,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/WR/2025/08/25/1832,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/08/01/4125,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/5126,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/6452,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/07/5932,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6475,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/4452,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/1196,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6187
70,17:15-17:30,48.49,28.01,32.24,16.17,0,21.33,22.84,18,24.64,53.34,13,22.33,21,16.17,54.17,10.83,53.33,0,11,32,8.66,0,3.64,20.44,56.4,3.23,2.82,0,20.44,0,0,3.64,0,-0,81.78,40.89,20.76,4.62,6.89,15.25,0,81.78,19.24,0,270.59,204.84,70.17,100.23,8.66,17.32

71,17:30-17:45,49.01,24.01,22.21,16.33,0,14.3,15.4,15,18.09,55,10,17.33,19,16.33,33,6.6,55,0,9,21,8.66,0,2.79,20.44,76.28,3.23,2.16,0,20.44,0,0,2.79,0,-0,81.78,40.89,20.76,4.62,6.89,15.25,0,81.78,19.24,0,270.59,260.34,70.17,100.23,8.66,17.32

72,17:45-18:00,49.01,18.01,16.51,16.33,0,8.24,8.69,12,12.13,56.66,8,17.33,15,16.33,27,5.4,56.67,0,7,15,8.66,0,2.14,20.44,76.28,3.23,1.65,0,20.44,0,0,2.14,0,-0,81.78,40.89,20.76,4.62,6.89,15.25,0,81.78,19.24,0,270.59,260.34,70.17,100.23,8.66,17.32

73,18:00-18:15,49.01,12.41,12.82,16.33,0,0,0,7,6.97,55,5,19.07,10,16.33,23.28,4.66,55,0,5,10,8.66,0,1.57,20.44,86.78,3.23,1.21,0,20.44,0,0,1.57,0,-0,81.78,40.89,20.76,4.4,6.88,0,0,33.67,0,0,270.59,260.34,70.17,100.23,8.66,17.32

74,18:15-18:30,49.01,9.6,9.19,16.33,0,0,0,4,2.79,55,3,19.07,7,16.33,16.69,3.34,55,0,3,7,8.66,0,1.08,20.44,86.78,3.23,0.84,0,20.44,0,0,1.08,0,-0,81.78,40.89,20.76,4,5.96,0,0,33.67,0,0,270.59,260.34,70.17,100.23,8.66,17.32

75,18:30-18:45,48.39,9.6,5.39,16.14,0,0,0,3,0,54.92,1,19.07,5,16.14,10.1,2.02,54.92,0,3,3,8.66,0,0,20.44,86.78,3.23,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4.4,6.88,0,0,33.67,0,0,270.59,260.34,70.17,100.23,8.66,17.32

76,18:45-19:00,46.67,10.8,1.93,15.55,0,0,0,2,0,54.52,1,19.07,3,15.55,3.52,0.7,54.53,0,2,2,8.66,0,0,20.44,86.78,3.23,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4.4,6.88,0,0,33.67,0,0,270.59,260.34,70.17,100.23,8.66,17.32

77,19:00-19:15,45.97,10.6,1.09,15.32,0,0,0,1,0,48.02,0,19.07,1,15.32,1.98,0.4,48.02,0,0,1,14.58,0,0,20.44,86.78,3.23,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,64.13,100.23,14.58,28.93

78,19:15-19:30,45.97,10.8,0.48,15.32,0,0,0,0,0,47.29,0,19.07,0,15.32,0.88,0.18,47.29,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,64.13,100.23,14.58,28.93

79,19:30-19:45,40.99,10.8,0.12,13.67,0,0,0,0,0,46.12,0,19.07,0,13.67,0.22,0.05,46.13,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,72.62,100.23,14.58,28.93

80,19:45-20:00,40.5,10.4,0,13.5,0,0,0,0,0,45.24,0,19.07,0,13.5,0,0,45.23,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,81.11,100.23,14.58,28.93

81,20:00-20:15,40.01,10.4,0,13.33,0,0,0,0,0,44.43,0,15.84,0,13.33,0,0,44.43,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,89.6,100.23,14.58,28.93

82,20:15-20:30,39,10.6,0,13,0,0,0,0,0,43.39,0,14.19,0,13,0,0,43.4,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,115.44,100.23,14.58,28.93

83,20:30-20:45,37.5,11.21,0,12.5,0,0,0,0,0,42.65,0,13.53,0,12.5,0,0,42.64,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,115.44,100.23,14.58,28.93

84,20:45-21:00,36,12.01,0,12,0,0,0,0,0,41.89,0,13.2,0,12,0,0,41.89,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,115.44,100.23,14.58,28.93

85,21:00-21:15,30,12.01,0,10,0,0,0,0,0,40.64,0,12.87,0,10,0,0,40.65,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,115.44,100.23,14.58,28.93

86,21:15-21:30,30,12.61,0,10,0,0,0,0,0,39.47,0,12.54,0,10,0,0,39.48,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,115.44,100.23,14.58,28.93

87,21:30-21:45,30,7.01,0,10,0,0,0,0,0,33.25,0,12.21,0,10,0,0,33.25,0,0,0,14.58,0,0,20.44,86.78,1.47,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,115.44,100.23,14.58,28.93

88,21:45-22:00,30,7.01,0,10,0,0,0,0,0,32.2,0,11.88,0,10,0,0,32.21,0,0,0,14.58,0,0,20.44,86.78,1.47,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,115.44,100.23,14.58,28.93

89,22:00-22:15,29.15,7.01,0,9.71,0,0,0,0,0,31.99,0,12.54,0,9.71,0,0,31.99,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,115.44,100.23,14.58,28.93

90,22:15-22:30,28.18,7.01,0,9.39,0,0,0,0,0,32.19,0,12.54,0,9.39,0,0,32.19,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,115.44,100.23,14.58,28.93

91,22:30-22:45,27.86,7.01,0,9.28,0,0,0,0,0,32.66,0,9.72,0,9.28,0,0,32.65,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,70.17,100.23,14.58,28.93

92,22:45-23:00,28.18,7.01,0,9.39,0,0,0,0,0,33.29,0,9.87,0,9.39,0,0,33.3,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,70.17,100.23,14.58,28.93

93,23:00-23:15,29.47,7.01,0,9.82,0,0,0,0,0,33.85,0,10.22,0,9.82,0,0,33.85,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,70.17,100.23,14.58,28.93

94,23:15-23:30,30.11,7.01,0,10.04,0,0,0,0,0,34.66,0,10.68,0,10.04,0,0,34.67,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,70.17,100.23,14.58,28.93

95,23:30-23:45,29.8,7.01,0,9.93,0,0,0,0,0,35.52,0,11.25,0,9.93,0,0,35.51,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,70.17,100.23,14.58,28.93

96,23:45-24:00,32.37,7.01,0,10.8,0,0,0,0,0,36.3,0,11.92,0,10.8,0,0,36.3,0,0,0,14.58,0,0,20.44,86.78,2.77,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,4,12.65,0,0,33.67,0,0,270.59,260.34,70.17,100.23,14.58,28.93

